0,0
0,0
0,0
0,0
30956.989983815365,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5518.170000000001,4839.455968636659
0,0
0,0
289428.86254112923,214806.82606735075
0,0
0,0
0,0
0,0
0,0
193.62,193.62
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
529.2774532502463,0
0,0
1450159.3570157143,1450557.520683026
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
910060.329991052,905425.2066548145
0,0
0,0
0,0
0,0
0,2660.17995119252
0,0
0,0
1701.09,1701.09
0,0
0,41.49
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,19436.23776503571
0,0
0,0
0,0
552715.95,552715.95
0,0
0,0
548625.9425762239,548638.1887905215
0,0
0,0
0,0
0,0
0,0
0,0
0,0
34195.21324746768,34309.06493189303
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
101505.87353245258,103116.0796627099
17498.458066319574,18190.21959
276.6,276.6
0,0
1648.1202268706047,1631.3390109551083
0,0
0,0
0,0
0,0
0,0
79971.65713434645,73886.43257226642
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1106.4,1106.4
0,0
0,0
0,0
0,0
0,0
1645.7699999999998,801.741636512987
0,0
3872.3999999999996,3872.3999999999996
0,0
0,0
92840.79,92840.79
0,0
0,0
7839.8656888962905,5087.615506972932
0,0
0,0
0,0
0,0
0,0
2931.9600000000005,2931.9600000000005
0,0
0,0
1950.9297255973474,2101.6941014722374
59424.54099181456,50915.72360783671
0,0
0,0
0,0
0,0
33238.4096895269,33374.496065733496
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
40883.574982079204,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2970.230081280999,3835.590542882972
0,0
0,0
0,0
138579.8205280116,141503.7075837275
36242.874328773585,34231.41244387191
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,43470.64686314167
126465.07203096488,126465.0332603543
0,0
0,0
111204.13713435631,111178.02036945711
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
660110.8542565578,712351.8184067719
0,0
0,0
0,0
0,0
0,0
0,0
16107.422424934572,22210.030257939856
0,19376.459554430436
0,0
0,0
109293.18479737331,110366.19139771372
0,0
0,0
1839.39,1839.39
252788.61569999997,192186.97973999998
0,0
9422.618763257824,9781.413958829808
30982.116878199107,30610.16331673693
0,0
0,0
