0,0
0,0
0,0
0,0
0,0
594.6899999999999,594.6899999999999
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4877.897988893592,3976.092716014111
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,436.15171686903454
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2120.0905968347997,2925.4765352507898
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
125656.46523791646,125452.17338913724
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
26504.944021871495,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3953.183357829955,7385.22
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,40286.79
5724.799863694872,27423.37069932255
0,0
0,0
0,0
0,0
0,0
131875.79852961225,7868.085417798306
0,0
0,1843.5686315075125
0,0
0,0
0,0
24575.91,24575.91
0,0
26753.841454525304,0
0,36409.805245165495
0,0
0,0
0,6752.517144002326
0,0
0,0
0,0
0,0
0,0
0,0
425740.37288999994,425740.37288999994
0,0
59715.52349540793,67679.08018788045
1770.24,1770.24
0,0
0,0
0,0
0,0
0,5845.139712116799
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
