"collection","colid","area","lat","lon","elev","MAXCAP"
"usgs","11292500",72.51972,38.363801,-119.871292,1687,22390128.96
"usgs","11292900",784.76697,38.193251,-120.099076,986,147894252
"usgs","11298000",NA,38.092421,-120.168244,1268,8853919.44
"usgs","11302000",2522.65026,37.851594,-120.637982,80,126308352
"usgs","11303000",2522.65026,37.729651,-121.110493,16,126308352
"usgs","11314500",414.3984,38.493523,-120.221027,1120,189215832
"usgs","11323500",1600.61382,38.220473,-121.039665,27,796828080
"usgs","11325500",1600.61382,38.158529,-121.303559,11,796828080
"usgs","11333000",41.43984,38.657127,-120.663819,571,54889860
"usgs","11345500",367.77858,41.230729,-120.437173,1432,43541844
"usgs","11362500",12294.68253,40.973492,-121.779435,715,75612324
"usgs","11363000",NA,41.019324,-121.911107,515,75612324
"usgs","11363000",NA,41.019324,-121.911107,515,0
"usgs","11365000",NA,40.843211,-122.017221,325,67841400
"usgs","11367760",NA,41.12516,-122.06861,751,50634354
"usgs","11367800",NA,41.110712,-122.096113,659,50634354
"usgs","11368000",NA,40.958208,-122.219728,351,50634354
"usgs","11370500",17378.8329,40.600984,-122.444455,162,30960348
"usgs","11372000",520.58799,40.513206,-122.52418,245,340440480
"usgs","11399500",1271.68509,40.168221,-121.093016,1353,2158590000
"usgs","11401112",NA,40.071276,-121.164684,880,2158590000
"usgs","11401112",NA,40.071276,-121.164684,880,0
"usgs","11414100",77.6997,39.379903,-120.499374,1927,72128976.48
"usgs","11414250",310.7988,39.318512,-120.657712,1369,92485096.92
"usgs","11416500",77.6997,39.439622,-120.661882,1636,88810560
"usgs","11418000",NA,39.235171,-121.274126,122,69444924
"usgs","11418000",NA,39.235171,-121.274126,122,0
"usgs","11421000",NA,39.175725,-121.524965,20,69444924
"usgs","11421000",NA,39.175725,-121.524965,20,0
"usgs","11421000",NA,39.175725,-121.524965,20,0
"usgs","11421000",NA,39.175725,-121.524965,20,0
"usgs","11424000",738.14715,39.000173,-121.406902,27,188722440
"usgs","11427500",NA,39.109627,-120.481313,1512,208704816
"usgs","11427700",23.30991,39.135738,-120.478535,1607,8580086.88
"usgs","11427750",23.30991,39.13296,-120.483813,1623,8580086.88
"usgs","11427760",NA,39.025181,-120.595481,825,208704816
"usgs","11427760",NA,39.025181,-120.595481,825,8580086.88
"usgs","11428800",NA,39.056572,-120.407976,1306,289127712
"usgs","11429500",20.71992,39.005462,-120.315471,1902,109162980
"usgs","11430000",20.71992,38.954628,-120.401586,1525,109162980
"usgs","11433040",33.66987,38.923513,-120.641872,1155,28370040
"usgs","11435100",12.94995,38.815741,-120.117131,1931,8819382
"usgs","11436000",36.25986,38.671298,-120.122688,2194,20261142.48
"usgs","11439500",82.87968,38.763518,-120.328528,1180,8819382
"usgs","11439500",82.87968,38.763518,-120.328528,1180,20261142.48
"usgs","11439500",82.87968,38.763518,-120.328528,1180,31707836.88
"usgs","11441002",217.55916,38.864627,-120.44381,1438,430484520
"usgs","11441500",69.92973,38.818795,-120.365196,1624,70481047.2
"usgs","11443500",NA,38.772958,-120.701598,571,25409688
"usgs","11446500",486.91812,38.63546,-121.227726,74,11792068.8
"usgs","11451000",1367.51472,38.924065,-122.565815,420,809779620
"usgs","11454000",1494.42423,38.515185,-122.081916,75,2346078960
"usgs","11470500",748.50711,39.407939,-122.97139,521,162819360
"usgs","11471500",748.50711,39.388496,-123.116116,444,162819360
"usgs","11516530",11844.02427,41.927919,-122.444188,662,87577080
"usgs","11525500",1781.91312,40.719312,-122.803634,551,3405638280
"usgs","12026150",NA,46.790102,-122.735402,99,43171800
"usgs","12026400",NA,46.772046,-122.924298,60,43171800
"usgs","12035400",106.18959,47.380367,-123.609892,194,93744480
"usgs","12037400",130.88959,47.011483,-123.655442,8,93744480
"usgs","12037400",130.88959,47.011483,-123.655442,8,0
"usgs","12105900",569.7978,47.283714,-121.797885,316,130748880
"usgs","12106700",569.7978,47.305103,-121.850665,264,130748880
"usgs","12108500",569.7978,47.275656,-122.059559,68,130748880
"usgs","12112600",NA,47.312323,-122.165396,24,43869949.68
"usgs","12342500",821.02683,45.724918,-114.281475,1411,55629948
"usgs","12372000",18352.66914,47.680216,-114.246788,836,2417620800
"usgs","12394000",1481.47428,48.451861,-116.900483,727,101145360
"usgs","12397100",132.607488,48.844922,-117.287742,777,38495677.32
"usgs","12409000",NA,48.594346,-118.062489,429,6895153.2
"usgs","12409000",NA,48.594346,-118.062489,429,0
"usgs","12419000",9582.963,47.702957,-116.977975,640,2941849800
"usgs","12433000",15332.7408,47.836553,-117.841348,414,312070440
"usgs","12470500",NA,47.31264,-119.445588,326,9574271.76
"usgs","12474500",142.44945,47.321224,-121.336205,746,210925080
"usgs","12476000",165.75936,47.261226,-121.203424,670,302202600
"usgs","12479000",523.17798,47.244562,-121.067864,673,875770800
"usgs","12488000",176.11932,46.872614,-121.292586,1028,49141843.2
"usgs","13011000",2134.15176,43.858333,-110.585833,2056,1161617455
"usgs","13042500",NA,44.416667,-111.394722,1914,205991160
"usgs","13042500",NA,44.416667,-111.394722,1914,0
"usgs","13081500",40662.843,42.672778,-113.500278,1261,272599080
"usgs","13142500",4143.984,43.24796,-114.356434,1446,236211420
"usgs","13148500",722.60721,43.39,-113.999722,1528,41074884
"usgs","13190500",2538.1902,43.341562,-115.478696,1176,621057180
"usgs","13217500",1139.5956,43.9075,-118.153333,999,81409680
"usgs","13236500",290.07888,44.291944,-115.641944,1596,241762080
"usgs","13239000",372.95856,44.907222,-116.119167,1524,50572680
"usgs","13245000",1621.33374,44.524893,-116.046798,1474,1060792800
"usgs","13246000",1621.33374,44.113781,-116.107904,945,1060792800
"usgs","13249500",NA,43.930556,-116.442778,751,36757704
"usgs","13249500",NA,43.930556,-116.442778,751,0
"usgs","13251000",NA,44.042222,-116.925278,656,36757704
"usgs","13251000",NA,44.042222,-116.925278,656,0
"usgs","13251000",NA,44.042222,-116.925278,656,0
"usgs","13251000",NA,44.042222,-116.925278,656,0
"usgs","13251000",NA,44.042222,-116.925278,656,0
"usgs","14054000",657.85746,43.753452,-121.78364,1355,84863424
"usgs","14056500",1248.37518,43.685953,-121.688083,1310,249372651.6
"usgs","14060000",157.98939,43.502903,-121.973363,1473,143515398
"usgs","14092500",NA,44.725952,-121.246994,428,46008804
"usgs","14140000",264.17898,45.437342,-122.178975,181,25903080
"usgs","14140001",264.17898,45.437342,-122.179531,183,25903080
"usgs","14150000",NA,43.945682,-122.837297,189,562220184
"usgs","14150000",NA,43.945682,-122.837297,189,0
"usgs","14151000",476.55816,43.944293,-122.774794,208,154185000
"usgs","14153500",269.35896,43.720678,-123.049799,220,40618496.4
"usgs","14159500",536.12793,44.135958,-122.248391,402,270255468
"usgs","14162200",226.106127,44.162348,-122.333119,341,110088090
"usgs","14169000",652.67748,44.123457,-123.299817,104,144070464
"usgs","14187200",NA,44.412347,-122.688696,160,74970914.4
"usgs","14187200",NA,44.412347,-122.688696,160,0
"usgs","14208700",139.85946,45.11373,-121.815078,987,99911880
"usgs","14209000",139.85946,45.071232,-121.940635,645,99911880
"usgs","14210000",NA,45.299843,-122.353975,93,15048456
"usgs","14238000",3625.986,46.510385,-122.616224,101,227199615.1
"usgs","14311500",NA,43.130393,-123.465075,162,18502200
"usgs","14337600",NA,42.655404,-122.715041,463,573568200
"usgs","14337600",NA,42.655404,-122.715041,463,0
"usgs","14339000",NA,42.524847,-122.84282,392,573568200
"usgs","14339000",NA,42.524847,-122.84282,392,0
"usgs","14339000",NA,42.524847,-122.84282,392,0
"usgs","14342500",51.7998,42.376245,-122.356691,1398,11594712
"usgs","14362000",577.56777,42.063736,-123.111436,563,101145360
