0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178.63750000000002,178.63750000000002,0,0,0,0,0,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,0,0,178.63750000000002,0,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,103.96376779411833,178.63750000000002,178.63750000000002,0,178.63750000000002,178.63750000000002,0,0,0,0,0,0,169.78145410956742,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,0,178.63750000000002,31.111154546343347,0,178.63750000000002,178.63750000000002,0,0,0,0,0,0,178.63750000000002,94.69433753829202,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,0,0,0,0,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,0,0,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,0,0,178.63750000000002,0,178.63750000000002,178.63750000000002,178.63750000000002
3904.760761545082,2511.6562157752323,0,0,0,0,0,0,1199.1826148338778,2509.3317799691813,4403.716524238243,5382.126424204049,840.9447753133818,268.26648437396034,0,0,0,0,0,3953.306391882099,0,1714.8252055765524,3113.0734363442707,3012.347818893326,3763.8188095314795,1051.7143169988767,854.9206067578226,0,0,0,0,3636.920608187952,0,0,4287.895156387987,3050.277129801233,0,0,0,0,0,0,1113.1609183758455,0,2443.7163899855345,4231.126266589714,3807.0780751268467,4541.692952981703,3681.1727652886334,873.6486143904976,669.9311338259213,0,0,0,0,3549.8099192189375,0,0,4223.687629581395,2942.526631251079,0,0,0,0,0,0,993.97101224364,0,2356.2461492123357,4186.266833373959,3752.109580683438,4504.237248189306,5249.692873322361,2205.0865297949936,0,0,0,0,0,0,0,295.86009411619943,5149.651321277888,5091.101593403853,4275.019728579899,3822.146304029292,0,0,0,0,0,2080.9508013113286,790.8777876211952,3227.4053627611474,3734.048524195169,334.2431281713916,866.8415551879053,296.9763830122174,0,0,0,0,0,3963.914583029556,0,1736.429297087423,3127.8090322327967,3027.578200648407
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.04749999999999,0,0,0,0,0,0,0,0,0,0,91.04749999999999,0,0,0,0,0,0,0,0,0,0,0,0,91.04749999999999,91.04749999999999,0,0,0,0,0,0,0,0,0,91.04749999999999,91.04749999999999,91.04749999999999,0,0,0,0,0,0,0,0,0,91.04749999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.0035646993899,406.2280385064581,0,0,0,0,0,0,0,0,0,783.6999999999999,702.6592284997787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.03831257602018,617.6029680636639,0,0,544.7020978983098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.92879509592274,743.1715697447064,0,0,0,0,0,0,0,0,0,139.14492631696405,0,783.6999999999999,0,0,0,0,0,0,0,0,0,0,0,410.8982515421179,0,0,0,0,0,0,0,0,0,0,0,0,692.2608420274613,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
