"fips","spring","winter"
19099,0,1
19101,0,1
19103,0,1
19105,0,1
19107,0,1
19109,0,1
19111,0,1
19113,0,1
19115,0.5,0.5
19117,0,1
19119,0,1
19121,0,1
19123,0,1
19125,0,1
19127,0,1
19129,0,1
19131,0,1
19133,0,1
19135,0,1
19137,0,1
19139,0,1
19141,0,1
19143,0,1
19145,0,1
19147,0,1
19149,0,1
19151,0,1
19153,0,1
19155,0,1
19157,0,1
19159,0,1
19161,0,1
19163,0,1
19165,0,1
19167,0.5,0.5
19169,0,1
19171,0,1
19173,0,1
19175,0,1
19177,0,1
19179,0,1
19181,0,1
19183,0,1
19185,0.5,0.5
19187,0,1
19189,0,1
19191,0,1
19193,0,1
19195,0,1
19197,0,1
20001,0,1
20003,0,1
20005,0,1
20007,0,1
20009,0,1
20011,0,1
20013,0,1
20015,0,1
20017,0,1
20019,0,1
20021,0,1
20023,0,1
20025,0,1
20027,0,1
20029,0,1
20031,0,1
20033,0,1
20035,0,1
20037,0,1
20039,0,1
20041,0,1
20043,0,1
20045,0,1
20047,0,1
20049,0,1
20051,0,1
20053,0,1
20055,0,1
20057,0,1
20059,0,1
20061,0,1
20063,0,1
20065,0,1
20067,0,1
20069,0,1
20071,0,1
20073,0,1
20075,0,1
20077,0,1
20079,0,1
20081,0,1
20083,0,1
20085,0,1
20087,0,1
20089,0,1
20091,0,1
20093,0,1
20095,0,1
20097,0,1
20099,0,1
20101,0,1
20103,0,1
20105,0,1
20107,0,1
20109,0,1
20111,0,1
20115,0,1
20117,0,1
20113,0,1
20119,0,1
20121,0,1
20123,0,1
20125,0,1
20127,0,1
20129,0,1
20131,0,1
20133,0,1
20135,0,1
20137,0,1
20139,0,1
20141,0,1
20143,0,1
20145,0,1
20147,0,1
20149,0,1
20151,0,1
20153,0,1
20155,0,1
20157,0,1
20159,0,1
20161,0,1
20163,0,1
20165,0,1
20167,0,1
20169,0,1
20171,0,1
20173,0,1
20175,0,1
20177,0,1
20179,0,1
20181,0,1
20183,0,1
20185,0,1
20187,0,1
20189,0,1
20191,0,1
20193,0,1
20195,0,1
20197,0,1
20199,0,1
20201,0,1
20203,0,1
20205,0,1
20207,0,1
20209,0,1
21001,0,1
21003,0,1
21005,0,1
21007,0,1
21009,0,1
21011,0,1
21013,0,1
21015,0,1
21017,0,1
21019,0,1
21021,0,1
21023,0,1
21025,0,1
21027,0,1
21029,0,1
21031,0,1
21033,0,1
21035,0,1
21037,0,1
21039,0,1
21041,0,1
21043,0,1
21045,0,1
21047,0,1
21049,0,1
21051,0,1
21053,0,1
21055,0,1
21057,0,1
21059,0,1
21061,0,1
21063,0,1
21065,0,1
21067,0,1
21069,0,1
21071,0,1
21073,0,1
21075,0,1
21077,0,1
21079,0,1
21081,0,1
21083,0,1
21085,0,1
21087,0,1
21089,0,1
21091,0,1
21093,0,1
21095,0,1
21097,0,1
21099,0,1
21101,0,1
21103,0,1
21105,0,1
21107,0,1
21109,0,1
21111,0,1
21113,0,1
21115,0,1
21117,0,1
21119,0,1
21121,0,1
21123,0,1
21125,0,1
21127,0,1
21129,0,1
21131,0,1
21133,0,1
21135,0,1
21137,0,1
21139,0,1
21141,0,1
21143,0,1
21151,0,1
21153,0,1
21155,0,1
21157,0,1
21159,0,1
21161,0,1
21145,0,1
21147,0,1
21149,0,1
21163,0,1
21165,0,1
21167,0,1
21169,0,1
21171,0,1
21173,0,1
21175,0,1
21177,0,1
21179,0,1
21181,0,1
21183,0,1
21185,0,1
21187,0,1
21189,0,1
21191,0,1
21193,0,1
21195,0,1
21197,0,1
21199,0,1
21201,0,1
21203,0,1
21205,0,1
21207,0,1
21209,0,1
21211,0,1
21213,0,1
21215,0,1
21217,0,1
21219,0,1
21221,0,1
21223,0,1
21225,0,1
21227,0,1
21229,0,1
21231,0,1
21233,0,1
21235,0,1
21237,0,1
21239,0,1
22001,0,1
22003,0,1
22005,0,1
22007,0,1
22009,0,1
22011,0,1
22013,0,1
22015,0,1
22017,0,1
22019,0,1
22021,0,1
22025,0,1
22027,0,1
22029,0,1
22031,0,1
22033,0,1
22035,0,1
22037,0,1
22039,0,1
22041,0,1
22043,0,1
22045,0,1
22047,0,1
22049,0,1
22053,0,1
22051,0,1
22059,0,1
22055,0,1
22057,0,1
22061,0,1
22063,0,1
22065,0,1
22067,0,1
22069,0,1
22071,0,1
22073,0,1
22077,0,1
22079,0,1
22081,0,1
22083,0,1
22085,0,1
22087,0,1
22089,0,1
22091,0,1
22093,0,1
22095,0,1
22097,0,1
22099,0,1
22101,0,1
22103,0,1
22105,0,1
22107,0,1
22109,0,1
22111,0,1
22113,0,1
22115,0,1
22117,0,1
22119,0,1
22121,0,1
22123,0,1
22125,0,1
22127,0,1
23001,0,1
23003,1,0
23005,0,1
23007,0,1
23009,0,1
23011,0,1
23013,0,1
23015,0,1
23017,0,1
23019,0,1
23021,0,1
23023,0,1
23025,0.5,0.5
23027,0,1
23029,0,1
23031,0,1
24001,0,1
24003,0,1
24510,0,1
24009,0,1
24011,0,1
24013,0,1
24015,0,1
24017,0,1
24019,0,1
24021,0,1
24023,0,1
24025,0,1
24027,0,1
24029,0,1
24031,0,1
24033,0,1
24035,0,1
24037,0,1
24039,0,1
24041,0,1
24043,0,1
24045,0,1
24047,0,1
25001,0,1
25003,0,1
25005,0,1
25009,0,1
25011,0,1
25013,0,1
25015,0,1
25017,0,1
25021,0,1
25023,0,1
25025,0,1
25027,0,1
26001,0,1
26003,0,1
26005,0.5,0.5
26007,0,1
26009,0,1
26011,0.5,0.5
26013,0,1
26015,0,1
26017,0.5,0.5
26021,0,1
26023,0.5,0.5
26025,0.5,0.5
26027,0.0238669884687584,0.976133011531242
26029,0,1
26031,0,1
26033,0,1
26035,0.5,0.5
26037,0.00731985034972618,0.992680149650274
26039,0,1
26041,0.5,0.5
26043,0,1
26045,0,1
26047,0,1
26049,0.00567174760723148,0.994328252392769
26051,0,1
26053,0,1
26055,0,1
26057,0.0142514251425143,0.985748574857486
26059,0.5,0.5
26061,0,1
26063,0.00250756857588453,0.997492431424115
26065,0.0053535423764166,0.994646457623583
26067,0.00842696629213483,0.991573033707865
26069,0,1
26071,0.5,0.5
26073,0.5,0.5
26075,0.5,0.5
26077,0,1
26079,0,1
26081,0,1
46095,0.187587953841824,0.812412046158176
46097,0.249395091600415,0.750604908399585
46099,0.997942386831276,0.00205761316872428
46101,0.647540983606557,0.352459016393443
46103,0.167312234293812,0.832687765706188
46105,0.99993588510611,6.41148938898506e-05
46107,0.999971946361443,2.80536385569208e-05
46109,0.999985901195579,1.40988044213851e-05
46111,0.250874665569047,0.749125334430953
46113,0,1
46115,0.999986132874794,1.38671252062735e-05
46117,0.014828012299204,0.985171987700796
46119,0.403892250482644,0.596107749517356
46121,0.181678044483594,0.818321955516406
46123,0.259365432243218,0.740634567756781
46125,0.00343642611683849,0.996563573883162
46127,1,0
46129,0.883367956925425,0.116632043074575
46135,0.501587301587302,0.498412698412698
46137,0.0860569905438853,0.913943009456115
47001,0,1
47003,0,1
47005,0,1
47007,0,1
48341,0,1
48343,0,1
48345,0,1
48347,0,1
48349,0,1
48351,0,1
48353,0,1
48355,0,1
48357,0,1
48359,0,1
48361,0,1
48363,0,1
48365,0,1
48367,0,1
48369,0,1
48371,0,1
48373,0,1
48375,0,1
48377,0,1
48379,0,1
48381,0,1
48383,0,1
48385,0,1
48387,0,1
48389,0,1
48391,0,1
48393,0,1
54001,0,1
54003,0,1
54005,0,1
54007,0,1
54009,0,1
54011,0,1
54013,0,1
54015,0,1
54017,0,1
54019,0,1
54021,0,1
54023,0,1
54025,0,1
54027,0,1
54029,0,1
54031,0,1
54033,0,1
54035,0,1
54037,0,1
54039,0,1
54041,0,1
54043,0,1
54045,0,1
54049,0,1
26085,0,1
26087,0.5,0.5
26089,0,1
26091,0.5,0.5
26093,0,1
26095,0,1
26097,0,1
26099,0.5,0.5
26101,0,1
26103,0,1
26105,0.5,0.5
26107,0.00254452926208651,0.997455470737914
26109,0,1
26111,0.015450861195542,0.984549138804458
26113,0,1
26115,0.0151342554922701,0.98486574450773
26117,0.0103124237246766,0.989687576275323
26119,0,1
26121,0,1
26123,0.5,0.5
26125,0,1
26127,0,1
26129,0.5,0.5
26131,0,1
26133,0.5,0.5
26135,0,1
26137,0,1
26139,0,1
26141,0.0153307052124398,0.98466929478756
26143,0,1
26145,0.5,0.5
26147,0.0487926727726894,0.951207327227311
26149,0,1
26151,0.00524926686217009,0.99475073313783
26153,0,1
26155,0.00455235204855842,0.995447647951442
26157,0.00616966580976864,0.993830334190231
26159,0.5,0.5
26161,0.5,0.5
26163,0,1
26165,0.5,0.5
27001,0,1
27003,0.5,0.5
27005,0.998140930513201,0.00185906948679898
27007,0.892515592515593,0.107484407484407
27009,0.829659318637275,0.170340681362725
27011,0.999970769635497,2.92303645026453e-05
27013,0.55307994757536,0.44692005242464
27015,0.915675297410777,0.0843247025892232
27017,0,1
27019,0.816763263486402,0.183236736513598
27021,1,0
27023,1,0
27025,0.911811023622047,0.0881889763779528
27027,0.999994204880649,5.79511935048302e-06
27029,0.769297270594047,0.230702729405953
27031,0,1
27033,0.5,0.5
27035,0,1
27037,0.597886886264761,0.402113113735239
27039,1,0
27041,0.5,0.5
27043,1,0
27045,0.5,0.5
27047,1,0
27049,0.5,0.5
27051,1,0
27053,1,0
27055,0.5,0.5
27057,1,0
27059,0.625641025641026,0.374358974358974
27061,0.5,0.5
27063,0.5,0.5
27065,1,0
27067,0.5,0.5
27069,0.993834942131297,0.00616505786870288
27071,0.5,0.5
27073,0.985975658902233,0.0140243410977674
27077,0.991313930122512,0.00868606987748752
27075,0,1
27079,0.623784261715296,0.376215738284704
27081,0.987233570159858,0.0127664298401421
27083,1,0
27087,0.985201770640313,0.014798229359687
27089,0.991919910149401,0.00808008985059914
27091,1,0
27085,0.825346112886049,0.174653887113951
27093,0.979151014274981,0.0208489857250188
27095,0.580645161290323,0.419354838709677
27097,0.5,0.5
27099,0.5,0.5
27101,0.5,0.5
27103,0.947712418300654,0.0522875816993464
27105,0.385116279069767,0.614883720930233
27107,0.998921209030461,0.00107879096953887
27109,0.604026845637584,0.395973154362416
27111,0.999983333333333,1.66666666666667e-05
27113,0.981558838512481,0.0184411614875191
27115,0.694915254237288,0.305084745762712
27117,1,0
27119,0.987684277436863,0.0123157225631372
27121,0.999909918025403,9.00819745968832e-05
27123,0,1
27125,0.988644374583214,0.0113556254167857
27127,0.5,0.5
27129,0.989903069466882,0.0100969305331179
27131,0.737051792828685,0.262948207171315
27133,1,0
27135,0.93909279300023,0.0609072069997697
27137,0.5,0.5
27139,0.660808435852373,0.339191564147627
27141,0.769706336939722,0.230293663060278
27143,0.886747802569304,0.113252197430696
27145,0.934526472781506,0.0654735272184937
27147,1,0
27149,1,0
27151,0.5,0.5
27153,0.935935343977922,0.0640646560220777
27155,0.991368680641184,0.00863131935881628
27157,0.5,0.5
27159,0.462025316455696,0.537974683544304
27161,0.5,0.5
27163,0,1
27165,0.5,0.5
27167,0.5,0.5
27169,0.5,0.5
27171,0.88768115942029,0.11231884057971
27173,1,0
28001,0,1
28003,0,1
28005,0,1
28007,0,1
28009,0,1
28011,0,1
28013,0,1
28015,0,1
28017,0,1
28019,0,1
28021,0,1
28023,0,1
28025,0,1
28027,0,1
28029,0,1
28031,0,1
28033,0,1
28035,0,1
28037,0,1
28039,0,1
28041,0,1
28043,0,1
28045,0,1
28047,0,1
28049,0,1
28051,0,1
28053,0,1
28055,0,1
28057,0,1
28059,0,1
28061,0,1
28065,0,1
28063,0,1
28067,0,1
28069,0,1
28071,0,1
28073,0,1
28075,0,1
28077,0,1
28079,0,1
28081,0,1
28083,0,1
28085,0,1
28087,0,1
28089,0,1
28091,0,1
28093,0,1
28095,0,1
28097,0,1
28099,0,1
28101,0,1
28103,0,1
28105,0,1
28107,0,1
28109,0,1
28111,0,1
28113,0,1
28115,0,1
28117,0,1
28119,0,1
28121,0,1
28123,0,1
28125,0,1
28127,0,1
28129,0,1
28131,0,1
28133,0,1
28135,0,1
28137,0,1
28139,0,1
28141,0,1
28143,0,1
28145,0,1
28147,0,1
28149,0,1
28151,0,1
28153,0,1
28155,0,1
28157,0,1
28159,0,1
28161,0,1
28163,0,1
29001,0,1
29003,0,1
29005,0,1
29007,0,1
29009,0,1
29011,0,1
29013,0,1
29015,0,1
29017,0,1
29019,0,1
29021,0,1
29023,0,1
29025,0,1
29027,0,1
29029,0,1
29031,0,1
29033,0,1
29035,0,1
29037,0,1
29039,0,1
29041,0,1
29043,0,1
29045,0,1
29047,0,1
29049,0,1
29051,0,1
29053,0,1
29055,0,1
29057,0,1
29059,0,1
29061,0,1
29063,0,1
29065,0,1
29067,0,1
29069,0,1
29071,0,1
29073,0,1
29075,0,1
29077,0,1
29079,0,1
29081,0,1
29083,0,1
29085,0,1
29087,0,1
29089,0,1
29091,0,1
29093,0,1
29095,0,1
29097,0,1
29099,0,1
29101,0,1
29103,0,1
29105,0,1
29107,0,1
29109,0,1
29111,0,1
29113,0,1
29115,0,1
29117,0,1
29121,0,1
29123,0,1
29125,0,1
29127,0,1
29119,0,1
29129,0,1
29131,0,1
29133,0,1
29135,0,1
29137,0,1
29139,0,1
29141,0,1
29143,0,1
29145,0,1
29147,0,1
29149,0,1
29151,0,1
29153,0,1
29155,0,1
29157,0,1
29159,0,1
29161,0,1
29163,0,1
29165,0,1
29167,0,1
29169,0,1
29171,0,1
29173,0,1
29175,0,1
29177,0,1
29179,0,1
29181,0,1
29183,0,1
29185,0,1
29187,0,1
29510,0,1
29186,0,1
29195,0,1
29197,0,1
29199,0,1
29201,0,1
29203,0,1
29205,0,1
29207,0,1
29209,0,1
29211,0,1
29213,0,1
29215,0,1
29217,0,1
29219,0,1
29221,0,1
29223,0,1
29225,0,1
29227,0,1
29229,0,1
30001,0.573172665292532,0.426827334707468
30003,0.240738567001596,0.759261432998404
30005,0.986718713060107,0.0132812869398927
30007,0.757056992594183,0.242943007405817
30009,0.0899691637946672,0.910030836205333
30011,0.782663415401557,0.217336584598443
30013,0.387040146542513,0.612959853457487
30015,0.680683168124014,0.319316831875986
30017,0.371604431678293,0.628395568321707
30019,1,0
30021,0.964758595464521,0.0352414045354792
30023,1,0
30025,0.684523206751055,0.315476793248945
30027,0.38556033205838,0.61443966794162
30029,0.999955468471678,4.4531528322052e-05
30031,0.999966799468792,3.32005312084993e-05
30033,0.693363100705091,0.306636899294909
30035,0.999991937369486,8.06263051383144e-06
30037,0.000255264837268666,0.999744735162731
30039,0.5,0.5
30041,0.968359105793961,0.0316408942060386
30043,0.5,0.5
30045,0.3831719034219,0.6168280965781
30047,0.999867215509229,0.000132784490771478
30049,0.999809269502193,0.000190730497806599
30051,0.985936034589645,0.0140639654103546
30053,0,1
30057,0.711012458828584,0.288987541171416
30055,0.937217929386475,0.0627820706135248
30059,0.374925609998016,0.625074390001984
30061,1,0
30063,0.547082228116711,0.452917771883289
