"fips","spring","winter"
30065,0.468910439247005,0.531089560752995
30067,0.577426015141087,0.422573984858913
30069,0.504211956521739,0.495788043478261
30071,0.985528873942515,0.0144711260574852
30073,0.861534578840028,0.138465421159972
30075,0.555719260648272,0.444280739351728
30077,1,0
30079,0.000228859137201053,0.999771140862799
30081,0.576299608719955,0.423700391280045
30083,0.974940506237831,0.0250594937621692
30085,0.999995821529153,4.1784708468089e-06
30087,0.551342996979135,0.448657003020865
30089,0.5,0.5
30091,1,0
30093,0,1
30095,0.000150161423530295,0.99984983857647
30097,0.5,0.5
30099,0.620789774616589,0.379210225383411
30101,0.991571408339571,0.00842859166042851
30103,0.555401341660884,0.444598658339116
30105,0.997250093634805,0.00274990636519545
30107,0.932883560907429,0.0671164390925707
30109,0.903450126333207,0.0965498736667934
30111,3.97883261051208e-05,0.999960211673895
31001,0,1
31003,0,1
31005,0,1
31007,0,1
31009,0,1
31011,0,1
31013,0.5,0.5
31015,0,1
31017,0,1
31019,0,1
31021,0,1
31023,0,1
31025,0,1
31027,0,1
31029,0,1
31031,0,1
31033,0,1
31035,0,1
31037,0,1
31039,0,1
31041,0,1
31043,0,1
31045,0,1
31047,0,1
31049,0,1
31051,0,1
31053,0,1
31055,0,1
31057,0,1
31059,0,1
31061,0,1
31063,0,1
31065,0,1
31067,0,1
31069,0,1
31071,0,1
31073,0,1
31075,0,1
31077,0,1
31079,0,1
31081,0,1
31083,0,1
31085,0,1
31087,0,1
31089,0,1
31091,0,1
31093,0,1
31095,0,1
31097,0,1
31099,0,1
31101,0,1
31103,0,1
31105,0,1
31107,0,1
31109,0,1
31111,0,1
31113,0,1
31115,0,1
31119,0,1
31117,0,1
31121,0,1
31123,0,1
31125,0,1
31127,0,1
31129,0,1
31131,0,1
31133,0,1
31135,0,1
31137,0,1
31139,0,1
31141,0,1
31143,0,1
31145,0,1
31147,0,1
31149,0,1
31151,0,1
31153,0,1
31155,0,1
31157,0,1
31159,0,1
31161,0.5,0.5
31163,0,1
31165,0,1
31167,0,1
31169,0,1
31171,0,1
31173,0,1
31175,0,1
31177,0,1
31179,0,1
31181,0,1
31183,0,1
31185,0,1
32510,0,1
32001,0.5,0.5
32003,0,1
32005,0.5,0.5
32007,0,1
32009,0,1
32011,1,0
32013,0.5,0.5
32015,1,0
32017,0,1
32019,0.5,0.5
32021,0,1
32023,0,1
32027,0,1
32029,0,1
32031,0,1
32033,0,1
33001,0,1
33003,0,1
33005,0,1
33007,0,1
33009,0,1
33011,0,1
33013,0,1
33015,0,1
33017,0,1
33019,0,1
34001,0,1
34003,0,1
34005,0,1
34007,0,1
34009,0,1
34011,0,1
34013,0,1
34015,0,1
34017,0,1
34019,0,1
34021,0,1
34023,0,1
34025,0,1
34027,0,1
34029,0,1
34031,0,1
34033,0,1
34035,0,1
34037,0,1
34039,0,1
34041,0,1
35001,0,1
35003,0,1
35005,0,1
35006,0,1
35007,0,1
35009,0,1
35011,0,1
35013,0,1
35015,0,1
35017,0,1
35019,0,1
35021,0,1
35023,0,1
35025,0,1
35027,0,1
35028,0,1
35029,0,1
35031,0,1
35033,0,1
35035,0,1
35037,0,1
35039,0,1
35041,0,1
35045,0,1
35047,0,1
35043,0,1
35049,0,1
35051,0,1
35053,0,1
35055,0,1
35057,0,1
35059,0,1
35061,0,1
36001,0,1
36003,0,1
36005,0,1
36007,0,1
36009,0,1
36011,0.5,0.5
36013,0,1
36015,0,1
36017,0,1
36019,0,1
36021,0,1
36023,0,1
36025,0,1
36027,0,1
36029,0.5,0.5
36031,0,1
36033,0,1
36035,0,1
36037,0,1
36039,0,1
36041,0,1
36043,0,1
36045,0,1
36047,0,1
36049,0,1
36051,0,1
36053,0.184549356223176,0.815450643776824
36055,0,1
36057,0,1
36059,0,1
36061,0,1
36063,0,1
36065,0.5,0.5
36067,0,1
36069,0,1
36071,0,1
36073,0,1
36075,0,1
36077,0,1
36079,0,1
36081,0,1
36083,0,1
36085,0,1
36087,0,1
36089,0,1
36091,0,1
36093,0,1
36095,0,1
36097,0,1
36099,0.5,0.5
36101,0,1
36103,0,1
36105,0,1
36107,0,1
36109,0,1
36111,0,1
36113,0,1
36115,0,1
36117,0,1
36119,0,1
36121,0,1
36123,0,1
37001,0,1
37003,0,1
37005,0,1
37007,0,1
37009,0,1
37011,0,1
37013,0,1
37015,0,1
37017,0,1
37019,0,1
37021,0,1
37023,0,1
37025,0,1
37027,0,1
37029,0,1
37031,0,1
37033,0,1
37035,0,1
37037,0,1
37039,0,1
37041,0,1
37043,0,1
37045,0,1
37047,0,1
37049,0,1
37051,0,1
37053,0,1
37055,0,1
37057,0,1
37059,0,1
37061,0,1
37063,0,1
37065,0,1
37067,0,1
37069,0,1
37071,0,1
37073,0,1
37075,0,1
37077,0,1
37079,0,1
37081,0,1
37083,0,1
37085,0,1
37087,0,1
37089,0,1
37091,0,1
37093,0,1
37095,0,1
37097,0,1
37099,0,1
37101,0,1
37103,0,1
37105,0,1
37107,0,1
37109,0,1
37113,0,1
37115,0,1
37117,0,1
37111,0,1
37119,0,1
37121,0,1
37123,0,1
37125,0,1
37127,0,1
37129,0,1
37131,0,1
37133,0,1
37135,0,1
37137,0,1
37139,0,1
37141,0,1
37143,0,1
37145,0,1
37147,0,1
37149,0,1
37151,0,1
37153,0,1
37155,0,1
37157,0,1
37159,0,1
37161,0,1
37163,0,1
37165,0,1
37167,0,1
37169,0,1
37171,0,1
37173,0,1
37175,0,1
37177,0,1
37179,0,1
37181,0,1
37183,0,1
37185,0,1
37187,0,1
37189,0,1
37191,0,1
37193,0,1
37195,0,1
37197,0,1
37199,0,1
38001,0.999984850321173,1.51496788268089e-05
38003,0.995373615004672,0.00462638499532773
38005,0.974590763035594,0.0254092369644064
38007,0.98880290772658,0.0111970922734201
38009,0.995594003051015,0.00440599694898538
38011,0.995246825558498,0.004753174441502
38013,1,0
38015,0.990491503661118,0.00950849633888188
38017,0.995802841153681,0.00419715884631941
38019,0.999110890858209,0.000889109141791045
38021,0.999986244274179,1.37557258208729e-05
38023,0.999996089992727,3.91000727261353e-06
38025,0.999990310922497,9.68907750293095e-06
38027,0.984204206690957,0.0157957933090427
38029,0.918089609456114,0.0819103905438863
38031,0.99998605163684,1.39483631595832e-05
38033,0.956861179851521,0.0431388201484793
38035,0.997949040861763,0.00205095913823734
38037,0.974946792338097,0.0250532076619033
38039,0.986231815922737,0.013768184077263
38041,0.986794288159994,0.0132057118400062
38043,0.979309247174916,0.0206907528250836
38045,0.999992669965182,7.33003481766538e-06
38047,0.963473589973142,0.0365264100268577
38049,0.999991632779423,8.36722057666884e-06
38051,0.978339691648012,0.0216603083519879
38053,0.996527310744549,0.00347268925545053
38055,0.99742279982394,0.00257720017606042
38057,1,0
38059,0.994827162660116,0.00517283733988419
38061,0.999994951891526,5.04810847375488e-06
38063,0.969860699950963,0.0301393000490365
38065,0.999974958681825,2.50413181749887e-05
38067,0.999995783152852,4.21684714772459e-06
38069,0.991380264895022,0.00861973510497849
38071,0.979492467554655,0.0205075324453448
38073,0.978036420469346,0.0219635795306543
38075,0.996884699911639,0.00311530008836124
38077,0.999993665273027,6.33472697326745e-06
38079,0.961967336653832,0.0380326633461679
38081,0.999989668781123,1.03312188772031e-05
38083,1,0
38085,0.666666666666667,0.333333333333333
38087,0.999982177864908,1.7822135091784e-05
38089,0.996375461362929,0.00362453863707137
38091,0.99999066075181,9.33924819052066e-06
38093,0.976168477246426,0.0238315227535745
38095,0.988605413164071,0.0113945868359285
38097,0.997300651566863,0.00269934843313683
38099,0.999995598843376,4.40115662396078e-06
38101,0.99539503961763,0.00460496038236974
38103,0.982694645256222,0.0173053547437784
38105,0.99805012275687,0.00194987724312977
39001,0,1
39003,0,1
39005,0,1
39007,0,1
39009,0,1
39011,0,1
39013,0,1
39015,0,1
39017,0,1
39019,0,1
39021,0,1
39023,0,1
39025,0,1
39027,0,1
39029,0,1
39031,0,1
39033,0,1
39035,0,1
39037,0,1
39039,0,1
39041,0,1
39043,0,1
39045,0,1
39047,0,1
39049,0,1
39051,0,1
39053,0,1
39055,0,1
39057,0,1
39059,0,1
39061,0,1
39063,0,1
39065,0,1
39067,0,1
39069,0,1
39071,0,1
39073,0,1
39075,0,1
39077,0,1
39079,0,1
39081,0,1
39083,0,1
39085,0,1
39087,0,1
39089,0,1
39091,0,1
39093,0,1
39095,0,1
39097,0,1
39099,0,1
39101,0,1
39103,0,1
39105,0,1
39107,0,1
39109,0,1
39111,0,1
39113,0,1
39115,0,1
39117,0,1
39119,0,1
39121,0,1
39123,0,1
39125,0,1
39127,0,1
39129,0,1
39131,0,1
39133,0,1
39135,0,1
39137,0,1
39139,0,1
39141,0,1
39143,0,1
39145,0,1
39147,0,1
39149,0,1
39151,0,1
39153,0,1
39155,0,1
39157,0,1
39159,0,1
39161,0,1
39163,0,1
39165,0,1
39167,0,1
39169,0,1
39171,0,1
39173,0,1
39175,0,1
40001,0,1
40003,0,1
40005,0,1
40007,0,1
40009,0,1
40011,0,1
40013,0,1
40015,0,1
40017,0,1
40019,0,1
40021,0,1
40023,0,1
40025,0,1
40027,0,1
40029,0,1
40031,0,1
40033,0,1
40035,0,1
40037,0,1
40039,0,1
40041,0,1
40043,0,1
40045,0,1
40047,0,1
40049,0,1
40051,0,1
40053,0,1
40055,0,1
40057,0,1
40059,0,1
40061,0,1
40063,0,1
40065,0,1
40067,0,1
40069,0,1
40071,0,1
40073,0,1
40075,0,1
40077,0,1
40079,0,1
40081,0,1
40083,0,1
40085,0,1
40093,0,1
40095,0,1
40097,0,1
40087,0,1
40089,0,1
40091,0,1
40099,0,1
40101,0,1
40103,0,1
40105,0,1
40107,0,1
40109,0,1
40111,0,1
40113,0,1
40115,0,1
40117,0,1
40119,0,1
40121,0,1
40123,0,1
40125,0,1
40127,0,1
40129,0,1
40131,0,1
40133,0,1
40135,0,1
40137,0,1
40139,0,1
40141,0,1
40143,0,1
40145,0,1
40147,0,1
40149,0,1
40151,0,1
40153,0,1
41001,0.149887133182844,0.850112866817156
41003,0.0662808065720687,0.933719193427931
41005,0.244586614173228,0.755413385826772
41007,0,1
41009,0.5,0.5
41011,0,1
41013,0.55459508644222,0.44540491355778
41015,0,1
41017,0.526508226691042,0.473491773308958
41019,1,0
41021,0.218653231507572,0.781346768492428
41023,1,0
41025,0,1
41027,0,1
41029,0.132183908045977,0.867816091954023
41031,0.634046151987435,0.365953848012565
41033,0.5,0.5
41035,0.690355329949239,0.309644670050761
41037,0,1
41039,0.11292909849214,0.88707090150786
41041,0,1
41043,0.337835371418142,0.662164628581858
41045,0.0567847990499406,0.943215200950059
41047,0.273373028308785,0.726626971691215
41049,0.209985715257465,0.790014284742535
41051,0.544603524229075,0.455396475770925
41053,0.314481321625242,0.685518678374758
41055,0.168257715732567,0.831742284267433
41057,0,1
41059,0.0524256414137592,0.947574358586241
41061,0.227047508015156,0.772952491984844
41063,0.56402137344152,0.43597862655848
41065,0.0612189530514521,0.938781046948548
41067,0.177532145274081,0.822467854725919
41069,0.5,0.5
41071,0.12431906614786,0.87568093385214
42001,0,1
42003,0,1
42005,0,1
42007,0,1
42009,0,1
42011,0,1
42013,0,1
42015,0,1
42017,0,1
42019,0,1
42021,0,1
42023,0,1
42025,0,1
42027,0,1
42029,0,1
42031,0,1
42033,0,1
42035,0,1
42037,0,1
42039,0,1
42041,0,1
42043,0,1
42045,0,1
42047,0,1
42049,0,1
42051,0,1
42053,0,1
42055,0,1
42057,0,1
42059,0,1
42061,0,1
42063,0,1
42065,0,1
42067,0,1
42069,0,1
42071,0,1
42073,0,1
42075,0,1
42077,0,1
42079,0,1
42081,0,1
42083,0,1
42085,0,1
42087,0,1
42089,0,1
42091,0,1
42093,0,1
42095,0,1
42097,0,1
42099,0,1
42101,0,1
42103,0,1
42105,0,1
42107,0,1
42109,0,1
42111,0,1
42113,0,1
42115,0,1
42117,0,1
42119,0,1
42121,0,1
42123,0,1
42125,0,1
42127,0,1
42129,0,1
42131,0,1
42133,0,1
44001,0,1
44003,0,1
44005,0,1
44007,0,1
44009,0,1
45001,0,1
45003,0,1
45005,0,1
45007,0,1
45009,0,1
45011,0,1
45013,0,1
45015,0,1
45017,0,1
45019,0,1
45021,0,1
45023,0,1
45025,0,1
45027,0,1
45029,0,1
45031,0,1
45033,0,1
45035,0,1
45037,0,1
45039,0,1
45041,0,1
45043,0,1
45045,0,1
45047,0,1
45049,0,1
45051,0,1
45053,0,1
45055,0,1
45057,0,1
45059,0,1
45061,0,1
45063,0,1
45067,0,1
45069,0,1
45065,0,1
45071,0,1
45073,0,1
45075,0,1
45077,0,1
45079,0,1
45081,0,1
45083,0,1
45085,0,1
45087,0,1
45089,0,1
45091,0,1
46003,0.146388567014291,0.853611432985709
46005,0.616199183842141,0.383800816157859
46007,0.000102928310431784,0.999897071689568
46009,0.228815130725014,0.771184869274986
46011,0.835430397443579,0.164569602556421
46013,0.999988864514548,1.11354854514883e-05
46015,0.192934890953311,0.807065109046689
46017,0.419749312136961,0.580250687863039
46019,0.223548452356868,0.776451547643132
46021,0.924381851644395,0.0756181483556053
46023,0.190387708691552,0.809612291308447
46025,0.999963159445918,3.68405540819334e-05
46027,0.5,0.5
46029,0.999968683452336,3.13165476637855e-05
46031,0.874504512102555,0.125495487897445
46033,0.5,0.5
46035,0.5,0.5
46037,0.965746380824302,0.0342536191756981
46039,0.866092042481145,0.133907957518855
46041,0.596813725490196,0.403186274509804
46043,0.00033921302578019,0.99966078697422
46045,0.963212652097223,0.0367873479027774
46047,0.5,0.5
46049,0.909984379067951,0.0900156209320489
46051,0.999963390078711,3.66099212886692e-05
46053,0.231067125645439,0.768932874354561
46055,0.0995039801592064,0.900496019840794
46057,0.999885896850753,0.000114103149246919
46059,0.999968385444659,3.16145553412791e-05
46061,0.5,0.5
46063,0.999749937484371,0.000250062515628907
46065,0.277935505741769,0.722064494258231
46067,0.000346020761245675,0.999653979238754
46069,0.454018744674808,0.545981255325192
46071,0.163126084614924,0.836873915385076
46073,0.61249368013033,0.38750631986967
46075,0.113612836438923,0.886387163561077
46077,0.000178126113288208,0.999821873886712
46079,0.819029042045947,0.180970957954053
46081,1,0
46083,0.0172413793103448,0.982758620689655
46085,0.191340685494472,0.808659314505528
46091,0.666666666666667,0.333333333333333
46087,0.5,0.5
46089,0.950059344471834,0.0499406555281658
46093,0.00015382248884787,0.999846177511152
47009,0,1
47011,0,1
47013,0,1
47015,0,1
47017,0,1
47019,0,1
47021,0,1
47023,0,1
47025,0,1
47027,0,1
47029,0,1
47031,0,1
47033,0,1
47035,0,1
47037,0,1
47039,0,1
47041,0,1
47043,0,1
47045,0,1
47047,0,1
47049,0,1
47051,0,1
47053,0,1
47055,0,1
47057,0,1
47059,0,1
47061,0,1
47063,0,1
47065,0,1
47067,0,1
47069,0,1
47071,0,1
47073,0,1
47075,0,1
47077,0,1
47079,0,1
47081,0,1
47083,0,1
47085,0,1
47087,0,1
47089,0,1
47091,0,1
47093,0,1
47095,0,1
47097,0,1
47099,0,1
47101,0,1
47103,0,1
47105,0,1
47111,0,1
47113,0,1
47115,0,1
47117,0,1
47119,0,1
47107,0,1
47109,0,1
47121,0,1
47123,0,1
47125,0,1
47127,0,1
47129,0,1
47131,0,1
47133,0,1
47135,0,1
47137,0,1
47139,0,1
47141,0,1
47143,0,1
47145,0,1
47147,0,1
47149,0,1
47151,0,1
47153,0,1
47155,0,1
47157,0,1
47159,0,1
47161,0,1
47163,0,1
47165,0,1
47167,0,1
47169,0,1
47171,0,1
47173,0,1
47175,0,1
47177,0,1
47179,0,1
47181,0,1
47183,0,1
47185,0,1
47187,0,1
47189,0,1
48001,0,1
48003,0,1
48005,0,1
48007,0,1
48009,0,1
48011,0,1
48013,0,1
48015,0,1
48017,0,1
48019,0,1
48021,0,1
48023,0,1
48025,0,1
48027,0,1
48029,0,1
48031,0,1
48033,0,1
48035,0,1
48037,0,1
48039,0,1
48041,0,1
48043,0,1
48045,0,1
48047,0,1
48049,0,1
48051,0,1
48053,0,1
48055,0,1
48057,0,1
48059,0,1
48061,0,1
48063,0,1
48065,0,1
48067,0,1
48069,0,1
48071,0,1
48073,0,1
48075,0,1
48077,0,1
48079,0,1
48081,0,1
48083,0,1
48085,0,1
48087,0,1
48089,0,1
48091,0,1
48093,0,1
48095,0,1
48097,0,1
48099,0,1
48101,0,1
48103,0,1
48105,0,1
48107,0.5,0.5
48109,0,1
48111,0,1
48113,0,1
48115,0,1
48117,0,1
48119,0,1
48121,0,1
48123,0,1
48125,0,1
48127,0,1
48129,0,1
48131,0,1
48133,0,1
48135,0,1
48137,0,1
48141,0,1
48139,0,1
48143,0,1
48145,0,1
48147,0,1
48149,0,1
48151,0,1
48153,0,1
48155,0,1
48157,0,1
48159,0,1
48161,0,1
48163,0,1
48165,0,1
48169,0,1
48171,0,1
48173,0,1
48175,0,1
48177,0,1
48179,0,1
48181,0,1
48183,0,1
48185,0,1
48187,0,1
48189,0,1
48191,0,1
48193,0,1
48195,0,1
48197,0,1
48199,0,1
48201,0,1
48203,0,1
48205,0,1
48207,0,1
48209,0,1
48211,0,1
48213,0,1
48215,0,1
48217,0,1
48219,0,1
48221,0,1
48223,0,1
48225,0,1
48227,0,1
48229,0,1
48231,0,1
48233,0,1
48235,0,1
48237,0,1
48239,0,1
48241,0,1
48243,0,1
48245,0,1
48247,0,1
48249,0,1
48251,0,1
48253,0,1
48255,0,1
48257,0,1
48259,0,1
48261,0,1
48263,0,1
48265,0,1
48267,0,1
48269,0,1
48271,0,1
48273,0,1
48275,0,1
48283,0,1
48277,0,1
48279,0,1
48281,0,1
48285,0,1
48287,0,1
48289,0,1
48291,0,1
48293,0,1
48295,0,1
48297,0,1
48299,0,1
48301,0,1
48303,0,1
48305,0,1
48313,0,1
48315,0,1
48317,0,1
48319,0,1
48321,0,1
48323,0,1
48307,0,1
48309,0,1
48311,0,1
48325,0,1
48327,0,1
48329,0,1
48331,0,1
48333,0,1
48335,0,1
48337,0,1
48339,0,1
48395,0,1
48397,0,1
48399,0,1
48401,0,1
48403,0,1
48405,0,1
48407,0,1
48409,0,1
48411,0,1
48413,0,1
48415,0,1
48417,0,1
48419,0,1
48421,0,1
48423,0,1
48425,0,1
48427,0,1
48429,0,1
48431,0,1
48433,0,1
48435,0,1
48437,0,1
48439,0.5,0.5
48441,0,1
48443,0,1
48445,0,1
48447,0,1
48449,0,1
48451,0,1
48453,0,1
48455,0,1
48457,0,1
48459,0,1
48461,0,1
48463,0,1
48465,0,1
48467,0,1
48469,0,1
48471,0,1
48473,0,1
48475,0,1
48477,0,1
48479,0,1
48481,0,1
48483,0,1
48485,0,1
48487,0,1
48489,0,1
48491,0,1
48493,0.5,0.5
48495,0,1
48497,0,1
48499,0,1
48501,0,1
48503,0,1
48505,0,1
48507,0,1
49001,0,1
49003,0.0958345341284444,0.904165465871556
49005,0.150791139240506,0.849208860759494
49007,0.5,0.5
49009,0,1
49011,0.5,0.5
49013,0,1
49015,0.5,0.5
49017,0,1
49019,0,1
49021,0,1
49023,0.119609438567941,0.880390561432059
49025,0,1
49027,0.294911734164071,0.705088265835929
49029,1,0
49031,0,1
49033,0,1
49035,0.5,0.5
49037,0,1
49039,0,1
49041,0,1
49043,0,1
49045,0,1
49047,0.5,0.5
49049,0.112747059294231,0.887252940705769
49051,0,1
49053,0,1
49055,0,1
49057,0.184049079754601,0.815950920245399
50001,0,1
50003,0,1
50005,0,1
50007,0,1
50009,0,1
50011,0,1
50013,0,1
50015,0,1
50017,0,1
50019,0.5,0.5
50021,0,1
50023,0,1
50025,0,1
50027,0,1
51001,0,1
51003,0,1
51510,0,1
51005,0,1
51007,0,1
51009,0,1
51011,0,1
51013,0,1
51015,0,1
51017,0,1
51515,0,1
51021,0,1
51023,0,1
51520,0,1
51025,0,1
51027,0,1
51029,0,1
51530,0,1
51031,0,1
51033,0,1
51035,0,1
51036,0,1
51037,0,1
51540,0,1
51550,0,1
51041,0,1
51043,0,1
51570,0,1
51580,0,1
51045,0,1
51047,0,1
51049,0,1
51590,0,1
51051,0,1
51053,0,1
51595,0,1
51057,0,1
51600,0,1
51610,0,1
51061,0,1
51063,0,1
51065,0,1
51620,0,1
51069,0,1
51630,0,1
51640,0,1
51071,0,1
51073,0,1
51075,0,1
51077,0,1
51079,0,1
51081,0,1
51083,0,1
51650,0,1
51085,0,1
51660,0,1
51087,0,1
51089,0,1
51091,0,1
51670,0,1
51093,0,1
51095,0,1
51097,0,1
51099,0,1
51101,0,1
51103,0,1
51105,0,1
51678,0,1
51107,0,1
51109,0,1
51111,0,1
51680,0,1
51113,0,1
51685,0,1
51683,0,1
51690,0,1
51115,0,1
51117,0,1
51119,0,1
51121,0,1
51125,0,1
51127,0,1
51700,0,1
51710,0,1
51133,0,1
51720,0,1
51135,0,1
51137,0,1
51139,0,1
51141,0,1
51730,0,1
51143,0,1
51735,0,1
51740,0,1
51145,0,1
51147,0,1
51149,0,1
51153,0,1
51155,0,1
51750,0,1
51157,0,1
51760,0,1
51770,0,1
51163,0,1
51165,0,1
51167,0,1
51775,0,1
51169,0,1
51171,0,1
51173,0,1
51175,0,1
51177,0,1
51179,0,1
51790,0,1
51800,0,1
51181,0,1
51183,0,1
51185,0,1
51810,0,1
51187,0,1
51191,0,1
51820,0,1
51193,0,1
51830,0,1
51840,0,1
51195,0,1
51197,0,1
51199,0,1
53001,7.72908027809231e-06,0.999992270919722
53003,0.295646422596584,0.704353577403416
53005,0.127339065096453,0.872660934903547
53007,0.5,0.5
53009,0,1
53011,0.5,0.5
53013,3.02594749981088e-05,0.999969740525002
53015,1,0
53017,0.167452077325528,0.832547922674472
53019,0.5,0.5
53021,0.186135423351585,0.813864576648415
53023,0.240277593989384,0.759722406010616
53025,0.213652467615474,0.786347532384526
53027,0,1
53029,0,1
53031,0,1
53033,0,1
53035,0,1
53037,0.712360594795539,0.287639405204461
53039,0.400181676615624,0.599818323384376
53041,0.5,0.5
53043,0.272043334336443,0.727956665663557
53045,0,1
53047,0.331148212639558,0.668851787360442
53049,0,1
53051,0,1
53053,0,1
53055,0,1
53057,0.5,0.5
53059,0,1
53061,0,1
53063,2.09665583394486e-05,0.999979033441661
53065,0.236939026053744,0.763060973946256
53067,0,1
53069,0,1
53071,1.21469046650187e-05,0.999987853095335
53073,0,1
53075,0.284030292511292,0.715969707488708
53077,0.325477080464293,0.674522919535707
54051,0,1
54053,0,1
54047,0,1
54055,0,1
54057,0,1
54059,0,1
54061,0,1
54063,0,1
54065,0,1
54067,0,1
54069,0,1
54071,0,1
54073,0,1
54075,0,1
54077,0,1
54079,0,1
54081,0,1
54083,0,1
54085,0,1
54087,0,1
54089,0,1
54091,0,1
54093,0,1
54095,0,1
54097,0,1
54099,0,1
54101,0,1
54103,0,1
54105,0,1
54107,0,1
54109,0,1
55001,0.331914893617021,0.668085106382979
55003,0,1
55005,0.294580739655804,0.705419260344196
55007,0,1
55009,0.5,0.5
55011,0.5,0.5
55013,0.169312169312169,0.830687830687831
55015,0.5,0.5
55017,0.230616302186879,0.769383697813121
55019,0.374015748031496,0.625984251968504
55021,0.0109402251466624,0.989059774853338
55023,0.5,0.5
55025,0.5,0.5
55027,0.0181686796737896,0.98183132032621
55029,0,1
55031,0,1
55033,0.222669349429913,0.777330650570087
55035,0,1
55037,0,1
55039,0.5,0.5
55041,0,1
55043,0,1
55047,0.0322388059701493,0.967761194029851
55045,0.0276657060518732,0.972334293948127
55049,0.5,0.5
55051,0,1
55053,0,1
55055,0.5,0.5
55057,0.0699815837937385,0.930018416206261
55059,0.0222053999495332,0.977794600050467
55061,0.5,0.5
55063,0.252525252525253,0.747474747474748
55065,0.496420047732697,0.503579952267303
55067,0.5,0.5
55069,0,1
55071,0.0131323335146476,0.986867666485352
55073,0.0596054888507719,0.940394511149228
55075,0,1
55077,0.5,0.5
55078,0,1
55079,0,1
55081,0.5,0.5
55083,0.5,0.5
55085,0,1
55087,0.0160517222160294,0.983948277783971
55089,0,1
55091,0,1
55093,0.567924528301887,0.432075471698113
55095,0.219483568075117,0.780516431924883
55097,0.583081570996979,0.416918429003021
55099,0.5,0.5
55101,0,1
55103,0.5,0.5
55105,0,1
55107,1,0
55109,0.0236938031591738,0.976306196840826
55111,0,1
55113,1,0
55115,0.5,0.5
55117,0.5,0.5
55119,0,1
55121,0.100089365504915,0.899910634495085
55123,0.0920060331825038,0.907993966817496
55125,0,1
55127,0.0147796988287786,0.985220301171221
55129,0.5,0.5
55131,0.5,0.5
55133,0.0136165577342048,0.986383442265795
55135,0.5,0.5
55137,0,1
55139,0.5,0.5
55141,0.5,0.5
56001,0,1
56003,0.5,0.5
56005,0.317149569303054,0.682850430696946
56007,0,1
56009,0,1
56011,0.5,0.5
56013,1,0
56015,0.00916325818827483,0.990836741811725
56017,0.5,0.5
56019,0,1
56021,0.00971978632535847,0.990280213674642
56023,0,1
56025,0,1
56027,0.5,0.5
56029,1,0
56031,0,1
56033,0,1
56035,0,1
56037,0,1
56039,0,1
56041,0,1
56043,1,0
56045,0.5,0.5
12087,0,1
22023,0,1
22075,0,1
25007,0,1
25019,0,1
26019,0,1
26083,0,1
48167,0,1
51131,0,1
