"fips","name","state","farmvalue","valuesource","profit","profitsource"
"13143","Haralson","GA",66.88,"corn",118.24999999999994,"corn"
"13145","Harris","GA",66.88,"corn",118.24999999999994,"corn"
"13147","Hart","GA",66.88,"corn",118.24999999999994,"corn"
"13149","Heard","GA",66.88,"corn",118.24999999999994,"corn"
"13151","Henry","GA",66.88,"corn",118.24999999999994,"corn"
"13153","Houston","GA",66.88,"corn",118.24999999999994,"corn"
"13155","Irwin","GA",66.88,"corn",118.24999999999994,"corn"
"13157","Jackson","GA",66.88,"corn",118.24999999999994,"corn"
"13159","Jasper","GA",66.88,"corn",118.24999999999994,"corn"
"13161","Jeff Davis","GA",66.88,"corn",118.24999999999994,"corn"
"13163","Jefferson","GA",66.88,"corn",118.24999999999994,"corn"
"13165","Jenkins","GA",66.88,"corn",118.24999999999994,"corn"
"13167","Johnson","GA",66.88,"corn",118.24999999999994,"corn"
"13169","Jones","GA",66.88,"corn",118.24999999999994,"corn"
"13171","Lamar","GA",66.88,"corn",118.24999999999994,"corn"
"13173","Lanier","GA",66.88,"corn",118.24999999999994,"corn"
"13175","Laurens","GA",66.88,"corn",118.24999999999994,"corn"
"13177","Lee","GA",66.88,"corn",118.24999999999994,"corn"
"13179","Liberty","GA",139.44,"barl",72.15499999999992,"whea"
"13181","Lincoln","GA",66.88,"corn",118.24999999999994,"corn"
"13183","Long","GA",139.44,"barl",72.15499999999992,"whea"
"13185","Lowndes","GA",66.88,"corn",118.24999999999994,"corn"
"13187","Lumpkin","GA",66.88,"corn",118.24999999999994,"corn"
"13189","Mcduffie","GA",66.88,"corn",118.24999999999994,"corn"
"13191","Mcintosh","GA",139.44,"barl",72.15499999999992,"whea"
"13193","Macon","GA",66.88,"corn",118.24999999999994,"corn"
"13195","Madison","GA",66.88,"corn",118.24999999999994,"corn"
"13197","Marion","GA",66.88,"corn",118.24999999999994,"corn"
"13199","Meriwether","GA",66.88,"corn",118.24999999999994,"corn"
"13201","Miller","GA",66.88,"corn",118.24999999999994,"corn"
"13205","Mitchell","GA",66.88,"corn",118.24999999999994,"corn"
"13207","Monroe","GA",66.88,"corn",118.24999999999994,"corn"
"13209","Montgomery","GA",66.88,"corn",118.24999999999994,"corn"
"13211","Morgan","GA",66.88,"corn",118.24999999999994,"corn"
"13213","Murray","GA",72.63,"corn",270.54,"corn"
"13215","Muscogee","GA",66.88,"corn",118.24999999999994,"corn"
"13217","Newton","GA",66.88,"corn",118.24999999999994,"corn"
"13219","Oconee","GA",66.88,"corn",118.24999999999994,"corn"
"13221","Oglethorpe","GA",66.88,"corn",118.24999999999994,"corn"
"13223","Paulding","GA",72.63,"corn",270.54,"corn"
"13225","Peach","GA",66.88,"corn",118.24999999999994,"corn"
"13227","Pickens","GA",66.88,"corn",118.24999999999994,"corn"
"13229","Pierce","GA",139.44,"barl",72.15499999999992,"whea"
"13231","Pike","GA",66.88,"corn",118.24999999999994,"corn"
"13233","Polk","GA",72.63,"corn",270.54,"corn"
"13235","Pulaski","GA",66.88,"corn",118.24999999999994,"corn"
"13237","Putnam","GA",66.88,"corn",118.24999999999994,"corn"
"13239","Quitman","GA",66.88,"corn",118.24999999999994,"corn"
"13241","Rabun","GA",66.88,"corn",118.24999999999994,"corn"
"13243","Randolph","GA",66.88,"corn",118.24999999999994,"corn"
"13245","Richmond","GA",66.88,"corn",118.24999999999994,"corn"
"13247","Rockdale","GA",66.88,"corn",118.24999999999994,"corn"
"13249","Schley","GA",66.88,"corn",118.24999999999994,"corn"
"13251","Screven","GA",66.88,"corn",118.24999999999994,"corn"
"13253","Seminole","GA",66.88,"corn",118.24999999999994,"corn"
"13255","Spalding","GA",66.88,"corn",118.24999999999994,"corn"
"13257","Stephens","GA",66.88,"corn",118.24999999999994,"corn"
"13259","Stewart","GA",66.88,"corn",118.24999999999994,"corn"
"13261","Sumter","GA",66.88,"corn",118.24999999999994,"corn"
"13263","Talbot","GA",66.88,"corn",118.24999999999994,"corn"
"13265","Taliaferro","GA",66.88,"corn",118.24999999999994,"corn"
"13267","Tattnall","GA",139.44,"barl",72.15499999999992,"whea"
"13269","Taylor","GA",66.88,"corn",118.24999999999994,"corn"
"13271","Telfair","GA",66.88,"corn",118.24999999999994,"corn"
"13273","Terrell","GA",66.88,"corn",118.24999999999994,"corn"
"13275","Thomas","GA",66.88,"corn",118.24999999999994,"corn"
"13277","Tift","GA",66.88,"corn",118.24999999999994,"corn"
"13279","Toombs","GA",139.44,"barl",72.15499999999992,"whea"
"13281","Towns","GA",66.88,"corn",118.24999999999994,"corn"
"13283","Treutlen","GA",66.88,"corn",118.24999999999994,"corn"
"13285","Troup","GA",66.88,"corn",118.24999999999994,"corn"
"13287","Turner","GA",66.88,"corn",118.24999999999994,"corn"
"13289","Twiggs","GA",66.88,"corn",118.24999999999994,"corn"
"13291","Union","GA",66.88,"corn",118.24999999999994,"corn"
"13293","Upson","GA",66.88,"corn",118.24999999999994,"corn"
"13295","Walker","GA",72.63,"corn",270.54,"corn"
"13297","Walton","GA",66.88,"corn",118.24999999999994,"corn"
"13299","Ware","GA",139.44,"barl",72.15499999999992,"whea"
"13301","Warren","GA",66.88,"corn",118.24999999999994,"corn"
"13303","Washington","GA",66.88,"corn",118.24999999999994,"corn"
"13305","Wayne","GA",139.44,"barl",72.15499999999992,"whea"
"13307","Webster","GA",66.88,"corn",118.24999999999994,"corn"
"13309","Wheeler","GA",66.88,"corn",118.24999999999994,"corn"
"13311","White","GA",66.88,"corn",118.24999999999994,"corn"
"13313","Whitfield","GA",72.63,"corn",270.54,"corn"
"13315","Wilcox","GA",66.88,"corn",118.24999999999994,"corn"
"13317","Wilkes","GA",66.88,"corn",118.24999999999994,"corn"
"13319","Wilkinson","GA",66.88,"corn",118.24999999999994,"corn"
"13321","Worth","GA",66.88,"corn",118.24999999999994,"corn"
"16001","Ada","ID",139.44,"barl",72.15499999999992,"whea"
"16003","Adams","ID",139.44,"barl",72.15499999999992,"whea"
"16005","Bannock","ID",139.44,"barl",72.15499999999992,"whea"
"16007","Bear Lake","ID",139.44,"barl",72.15499999999992,"whea"
"16009","Benewah","ID",105.0,"barl",72.83599999999998,"whea"
"16011","Bingham","ID",139.44,"barl",72.15499999999992,"whea"
"16013","Blaine","ID",139.44,"barl",72.15499999999992,"whea"
"16015","Boise","ID",139.44,"barl",72.15499999999992,"whea"
"16017","Bonner","ID",105.0,"barl",72.83599999999998,"whea"
"16019","Bonneville","ID",139.44,"barl",72.15499999999992,"whea"
"16021","Boundary","ID",105.0,"barl",72.83599999999998,"whea"
"16023","Butte","ID",139.44,"barl",72.15499999999992,"whea"
"16025","Camas","ID",139.44,"barl",72.15499999999992,"whea"
"16027","Canyon","ID",139.44,"barl",72.15499999999992,"whea"
"16029","Caribou","ID",139.44,"barl",72.15499999999992,"whea"
"16031","Cassia","ID",139.44,"barl",72.15499999999992,"whea"
"16033","Clark","ID",139.44,"barl",72.15499999999992,"whea"
"16035","Clearwater","ID",105.0,"barl",72.83599999999998,"whea"
"16037","Custer","ID",139.44,"barl",72.15499999999992,"whea"
"16039","Elmore","ID",139.44,"barl",72.15499999999992,"whea"
"16041","Franklin","ID",139.44,"barl",72.15499999999992,"whea"
"16043","Fremont","ID",139.44,"barl",72.15499999999992,"whea"
"16045","Gem","ID",139.44,"barl",72.15499999999992,"whea"
"16047","Gooding","ID",139.44,"barl",72.15499999999992,"whea"
"16049","Idaho","ID",105.0,"barl",72.83599999999998,"whea"
"16051","Jefferson","ID",139.44,"barl",72.15499999999992,"whea"
"16053","Jerome","ID",139.44,"barl",72.15499999999992,"whea"
"16055","Kootenai","ID",105.0,"barl",72.83599999999998,"whea"
"16057","Latah","ID",105.0,"barl",72.83599999999998,"whea"
"16059","Lemhi","ID",139.44,"barl",72.15499999999992,"whea"
"16061","Lewis","ID",105.0,"barl",72.83599999999998,"whea"
"16063","Lincoln","ID",139.44,"barl",72.15499999999992,"whea"
"16065","Madison","ID",139.44,"barl",72.15499999999992,"whea"
"16067","Minidoka","ID",139.44,"barl",72.15499999999992,"whea"
"16069","Nez Perce","ID",105.0,"barl",72.83599999999998,"whea"
"16071","Oneida","ID",139.44,"barl",72.15499999999992,"whea"
"16073","Owyhee","ID",139.44,"barl",72.15499999999992,"whea"
"16075","Payette","ID",139.44,"barl",72.15499999999992,"whea"
"16077","Power","ID",139.44,"barl",72.15499999999992,"whea"
"16079","Shoshone","ID",105.0,"barl",72.83599999999998,"whea"
"16081","Teton","ID",139.44,"barl",72.15499999999992,"whea"
"16083","Twin Falls","ID",139.44,"barl",72.15499999999992,"whea"
"16085","Valley","ID",139.44,"barl",72.15499999999992,"whea"
"16087","Washington","ID",139.44,"barl",72.15499999999992,"whea"
"17001","Adams","IL",150.49,"corn",322.13,"corn"
"17003","Alexander","IL",150.49,"corn",322.13,"corn"
"17005","Bond","IL",150.49,"corn",322.13,"corn"
"17007","Boone","IL",150.49,"corn",322.13,"corn"
"17009","Brown","IL",150.49,"corn",322.13,"corn"
"17011","Bureau","IL",150.49,"corn",322.13,"corn"
"17013","Calhoun","IL",150.49,"corn",322.13,"corn"
"17015","Carroll","IL",150.49,"corn",322.13,"corn"
"17017","Cass","IL",150.49,"corn",322.13,"corn"
"17019","Champaign","IL",150.49,"corn",322.13,"corn"
"17021","Christian","IL",150.49,"corn",322.13,"corn"
"17023","Clark","IL",150.49,"corn",322.13,"corn"
"17025","Clay","IL",150.49,"corn",322.13,"corn"
"17027","Clinton","IL",150.49,"corn",322.13,"corn"
"17029","Coles","IL",150.49,"corn",322.13,"corn"
"17031","Cook","IL",150.49,"corn",322.13,"corn"
"17033","Crawford","IL",150.49,"corn",322.13,"corn"
"17035","Cumberland","IL",150.49,"corn",322.13,"corn"
"17037","De Kalb","IL",150.49,"corn",322.13,"corn"
"17039","De Witt","IL",150.49,"corn",322.13,"corn"
"17041","Douglas","IL",150.49,"corn",322.13,"corn"
"17043","Du Page","IL",150.49,"corn",322.13,"corn"
"17045","Edgar","IL",150.49,"corn",322.13,"corn"
"17047","Edwards","IL",150.49,"corn",322.13,"corn"
"17049","Effingham","IL",150.49,"corn",322.13,"corn"
"17051","Fayette","IL",150.49,"corn",322.13,"corn"
"17053","Ford","IL",150.49,"corn",322.13,"corn"
"17055","Franklin","IL",150.49,"corn",322.13,"corn"
"17057","Fulton","IL",150.49,"corn",322.13,"corn"
"17059","Gallatin","IL",150.49,"corn",322.13,"corn"
"17061","Greene","IL",150.49,"corn",322.13,"corn"
"17063","Grundy","IL",150.49,"corn",322.13,"corn"
"17065","Hamilton","IL",150.49,"corn",322.13,"corn"
"17067","Hancock","IL",150.49,"corn",322.13,"corn"
"17069","Hardin","IL",150.49,"corn",322.13,"corn"
"17071","Henderson","IL",150.49,"corn",322.13,"corn"
"17073","Henry","IL",150.49,"corn",322.13,"corn"
"17075","Iroquois","IL",150.49,"corn",322.13,"corn"
"17077","Jackson","IL",150.49,"corn",322.13,"corn"
"17079","Jasper","IL",150.49,"corn",322.13,"corn"
"17081","Jefferson","IL",150.49,"corn",322.13,"corn"
"17083","Jersey","IL",150.49,"corn",322.13,"corn"
"17085","Jo Daviess","IL",150.49,"corn",322.13,"corn"
"17087","Johnson","IL",150.49,"corn",322.13,"corn"
"17089","Kane","IL",150.49,"corn",322.13,"corn"
"17091","Kankakee","IL",150.49,"corn",322.13,"corn"
"17093","Kendall","IL",150.49,"corn",322.13,"corn"
"17095","Knox","IL",150.49,"corn",322.13,"corn"
"17097","Lake","IL",150.49,"corn",322.13,"corn"
"17099","La Salle","IL",150.49,"corn",322.13,"corn"
"17101","Lawrence","IL",150.49,"corn",322.13,"corn"
"17103","Lee","IL",150.49,"corn",322.13,"corn"
"17105","Livingston","IL",150.49,"corn",322.13,"corn"
"17107","Logan","IL",150.49,"corn",322.13,"corn"
"17109","Mcdonough","IL",150.49,"corn",322.13,"corn"
"17111","Mchenry","IL",150.49,"corn",322.13,"corn"
"17113","Mclean","IL",150.49,"corn",322.13,"corn"
"17115","Macon","IL",150.49,"corn",322.13,"corn"
"17117","Macoupin","IL",150.49,"corn",322.13,"corn"
"17119","Madison","IL",150.49,"corn",322.13,"corn"
"17121","Marion","IL",150.49,"corn",322.13,"corn"
"17123","Marshall","IL",150.49,"corn",322.13,"corn"
"17125","Mason","IL",150.49,"corn",322.13,"corn"
"17127","Massac","IL",150.49,"corn",322.13,"corn"
"17129","Menard","IL",150.49,"corn",322.13,"corn"
"17131","Mercer","IL",150.49,"corn",322.13,"corn"
"17133","Monroe","IL",150.49,"corn",322.13,"corn"
"17135","Montgomery","IL",150.49,"corn",322.13,"corn"
"17137","Morgan","IL",150.49,"corn",322.13,"corn"
"17139","Moultrie","IL",150.49,"corn",322.13,"corn"
"17141","Ogle","IL",150.49,"corn",322.13,"corn"
"17143","Peoria","IL",150.49,"corn",322.13,"corn"
"17145","Perry","IL",150.49,"corn",322.13,"corn"
"17147","Piatt","IL",150.49,"corn",322.13,"corn"
"17149","Pike","IL",150.49,"corn",322.13,"corn"
"17151","Pope","IL",150.49,"corn",322.13,"corn"
"17153","Pulaski","IL",150.49,"corn",322.13,"corn"
"17155","Putnam","IL",150.49,"corn",322.13,"corn"
"17157","Randolph","IL",150.49,"corn",322.13,"corn"
"17159","Richland","IL",150.49,"corn",322.13,"corn"
"17161","Rock Island","IL",150.49,"corn",322.13,"corn"
"17163","St Clair","IL",150.49,"corn",322.13,"corn"
"17165","Saline","IL",150.49,"corn",322.13,"corn"
"17167","Sangamon","IL",150.49,"corn",322.13,"corn"
"17169","Schuyler","IL",150.49,"corn",322.13,"corn"
"17171","Scott","IL",150.49,"corn",322.13,"corn"
"17173","Shelby","IL",150.49,"corn",322.13,"corn"
"17175","Stark","IL",150.49,"corn",322.13,"corn"
"17177","Stephenson","IL",150.49,"corn",322.13,"corn"
"17179","Tazewell","IL",150.49,"corn",322.13,"corn"
"17181","Union","IL",150.49,"corn",322.13,"corn"
"17183","Vermilion","IL",150.49,"corn",322.13,"corn"
"17185","Wabash","IL",150.49,"corn",322.13,"corn"
"17187","Warren","IL",150.49,"corn",322.13,"corn"
"17189","Washington","IL",150.49,"corn",322.13,"corn"
"17191","Wayne","IL",150.49,"corn",322.13,"corn"
"17193","White","IL",150.49,"corn",322.13,"corn"
"17195","Whiteside","IL",150.49,"corn",322.13,"corn"
"17197","Will","IL",150.49,"corn",322.13,"corn"
"17199","Williamson","IL",150.49,"corn",322.13,"corn"
"17201","Winnebago","IL",150.49,"corn",322.13,"corn"
"17203","Woodford","IL",150.49,"corn",322.13,"corn"
"18001","Adams","IN",150.49,"corn",322.13,"corn"
"18003","Allen","IN",150.49,"corn",322.13,"corn"
"18005","Bartholomew","IN",150.49,"corn",322.13,"corn"
"18007","Benton","IN",150.49,"corn",322.13,"corn"
"18009","Blackford","IN",150.49,"corn",322.13,"corn"
"18011","Boone","IN",150.49,"corn",322.13,"corn"
"18013","Brown","IN",150.49,"corn",322.13,"corn"
"18015","Carroll","IN",150.49,"corn",322.13,"corn"
"18017","Cass","IN",150.49,"corn",322.13,"corn"
"18019","Clark","IN",150.49,"corn",322.13,"corn"
"18021","Clay","IN",150.49,"corn",322.13,"corn"
"18023","Clinton","IN",150.49,"corn",322.13,"corn"
"18025","Crawford","IN",150.49,"corn",322.13,"corn"
"18027","Daviess","IN",150.49,"corn",322.13,"corn"
"18029","Dearborn","IN",150.49,"corn",322.13,"corn"
"18031","Decatur","IN",150.49,"corn",322.13,"corn"
"18033","De Kalb","IN",150.49,"corn",322.13,"corn"
"18035","Delaware","IN",150.49,"corn",322.13,"corn"
"18037","Dubois","IN",150.49,"corn",322.13,"corn"
"18039","Elkhart","IN",150.49,"corn",322.13,"corn"
"18041","Fayette","IN",150.49,"corn",322.13,"corn"
"18043","Floyd","IN",150.49,"corn",322.13,"corn"
"18045","Fountain","IN",150.49,"corn",322.13,"corn"
"18047","Franklin","IN",150.49,"corn",322.13,"corn"
"18049","Fulton","IN",150.49,"corn",322.13,"corn"
"18051","Gibson","IN",150.49,"corn",322.13,"corn"
"18053","Grant","IN",150.49,"corn",322.13,"corn"
"18055","Greene","IN",150.49,"corn",322.13,"corn"
"18057","Hamilton","IN",150.49,"corn",322.13,"corn"
"18059","Hancock","IN",150.49,"corn",322.13,"corn"
"18061","Harrison","IN",150.49,"corn",322.13,"corn"
"18063","Hendricks","IN",150.49,"corn",322.13,"corn"
"18065","Henry","IN",150.49,"corn",322.13,"corn"
"18067","Howard","IN",150.49,"corn",322.13,"corn"
"18069","Huntington","IN",150.49,"corn",322.13,"corn"
"18071","Jackson","IN",150.49,"corn",322.13,"corn"
"18073","Jasper","IN",150.49,"corn",322.13,"corn"
"18075","Jay","IN",150.49,"corn",322.13,"corn"
"18077","Jefferson","IN",150.49,"corn",322.13,"corn"
"18079","Jennings","IN",150.49,"corn",322.13,"corn"
"18081","Johnson","IN",150.49,"corn",322.13,"corn"
"18083","Knox","IN",150.49,"corn",322.13,"corn"
"18085","Kosciusko","IN",150.49,"corn",322.13,"corn"
"18087","Lagrange","IN",150.49,"corn",322.13,"corn"
"18089","Lake","IN",150.49,"corn",322.13,"corn"
"18091","Laporte","IN",150.49,"corn",322.13,"corn"
"18093","Lawrence","IN",150.49,"corn",322.13,"corn"
"18095","Madison","IN",150.49,"corn",322.13,"corn"
"18097","Marion","IN",150.49,"corn",322.13,"corn"
"18099","Marshall","IN",150.49,"corn",322.13,"corn"
"18101","Martin","IN",150.49,"corn",322.13,"corn"
"18103","Miami","IN",150.49,"corn",322.13,"corn"
"18105","Monroe","IN",150.49,"corn",322.13,"corn"
"18107","Montgomery","IN",150.49,"corn",322.13,"corn"
"18109","Morgan","IN",150.49,"corn",322.13,"corn"
"18111","Newton","IN",150.49,"corn",322.13,"corn"
"18113","Noble","IN",150.49,"corn",322.13,"corn"
"18115","Ohio","IN",150.49,"corn",322.13,"corn"
"18117","Orange","IN",150.49,"corn",322.13,"corn"
"18119","Owen","IN",150.49,"corn",322.13,"corn"
"18121","Parke","IN",150.49,"corn",322.13,"corn"
"18123","Perry","IN",150.49,"corn",322.13,"corn"
"18125","Pike","IN",150.49,"corn",322.13,"corn"
"18127","Porter","IN",150.49,"corn",322.13,"corn"
"18129","Posey","IN",150.49,"corn",322.13,"corn"
"18131","Pulaski","IN",150.49,"corn",322.13,"corn"
"18133","Putnam","IN",150.49,"corn",322.13,"corn"
"18135","Randolph","IN",150.49,"corn",322.13,"corn"
"18137","Ripley","IN",150.49,"corn",322.13,"corn"
"18139","Rush","IN",150.49,"corn",322.13,"corn"
"18141","St Joseph","IN",150.49,"corn",322.13,"corn"
"18143","Scott","IN",150.49,"corn",322.13,"corn"
"18145","Shelby","IN",150.49,"corn",322.13,"corn"
"18147","Spencer","IN",150.49,"corn",322.13,"corn"
"18149","Starke","IN",150.49,"corn",322.13,"corn"
"18151","Steuben","IN",150.49,"corn",322.13,"corn"
"18153","Sullivan","IN",150.49,"corn",322.13,"corn"
"18155","Switzerland","IN",150.49,"corn",322.13,"corn"
"18157","Tippecanoe","IN",150.49,"corn",322.13,"corn"
"18159","Tipton","IN",150.49,"corn",322.13,"corn"
"18161","Union","IN",150.49,"corn",322.13,"corn"
"18163","Vanderburgh","IN",150.49,"corn",322.13,"corn"
"18165","Vermillion","IN",150.49,"corn",322.13,"corn"
"18167","Vigo","IN",150.49,"corn",322.13,"corn"
"18169","Wabash","IN",150.49,"corn",322.13,"corn"
"18171","Warren","IN",150.49,"corn",322.13,"corn"
"18173","Warrick","IN",150.49,"corn",322.13,"corn"
"18175","Washington","IN",150.49,"corn",322.13,"corn"
"18177","Wayne","IN",150.49,"corn",322.13,"corn"
"18179","Wells","IN",150.49,"corn",322.13,"corn"
"18181","White","IN",150.49,"corn",322.13,"corn"
"18183","Whitley","IN",150.49,"corn",322.13,"corn"
"19001","Adair","IA",150.49,"corn",322.13,"corn"
"19003","Adams","IA",150.49,"corn",322.13,"corn"
"19005","Allamakee","IA",150.49,"corn",322.13,"corn"
"19007","Appanoose","IA",150.49,"corn",322.13,"corn"
"19009","Audubon","IA",150.49,"corn",322.13,"corn"
"19011","Benton","IA",150.49,"corn",322.13,"corn"
"19013","Black Hawk","IA",150.49,"corn",322.13,"corn"
"19015","Boone","IA",150.49,"corn",322.13,"corn"
"19017","Bremer","IA",150.49,"corn",322.13,"corn"
"19019","Buchanan","IA",150.49,"corn",322.13,"corn"
"19021","Buena Vista","IA",150.49,"corn",322.13,"corn"
"19023","Butler","IA",150.49,"corn",322.13,"corn"
"19025","Calhoun","IA",150.49,"corn",322.13,"corn"
"19027","Carroll","IA",150.49,"corn",322.13,"corn"
"19029","Cass","IA",150.49,"corn",322.13,"corn"
"19031","Cedar","IA",150.49,"corn",322.13,"corn"
"19033","Cerro Gordo","IA",150.49,"corn",322.13,"corn"
"19035","Cherokee","IA",150.49,"corn",322.13,"corn"
"19037","Chickasaw","IA",150.49,"corn",322.13,"corn"
"19039","Clarke","IA",150.49,"corn",322.13,"corn"
"19041","Clay","IA",150.49,"corn",322.13,"corn"
"19043","Clayton","IA",150.49,"corn",322.13,"corn"
"19045","Clinton","IA",150.49,"corn",322.13,"corn"
"19047","Crawford","IA",150.49,"corn",322.13,"corn"
"19049","Dallas","IA",150.49,"corn",322.13,"corn"
"19051","Davis","IA",150.49,"corn",322.13,"corn"
"19053","Decatur","IA",150.49,"corn",322.13,"corn"
"19055","Delaware","IA",150.49,"corn",322.13,"corn"
"19057","Des Moines","IA",150.49,"corn",322.13,"corn"
"19059","Dickinson","IA",150.49,"corn",322.13,"corn"
"19061","Dubuque","IA",150.49,"corn",322.13,"corn"
"19063","Emmet","IA",150.49,"corn",322.13,"corn"
"19065","Fayette","IA",150.49,"corn",322.13,"corn"
"19067","Floyd","IA",150.49,"corn",322.13,"corn"
"19069","Franklin","IA",150.49,"corn",322.13,"corn"
"19071","Fremont","IA",150.49,"corn",322.13,"corn"
"19073","Greene","IA",150.49,"corn",322.13,"corn"
"19075","Grundy","IA",150.49,"corn",322.13,"corn"
"19077","Guthrie","IA",150.49,"corn",322.13,"corn"
"19079","Hamilton","IA",150.49,"corn",322.13,"corn"
"19081","Hancock","IA",150.49,"corn",322.13,"corn"
"19083","Hardin","IA",150.49,"corn",322.13,"corn"
"19085","Harrison","IA",150.49,"corn",322.13,"corn"
"19087","Henry","IA",150.49,"corn",322.13,"corn"
"19089","Howard","IA",150.49,"corn",322.13,"corn"
"19091","Humboldt","IA",150.49,"corn",322.13,"corn"
"19093","Ida","IA",150.49,"corn",322.13,"corn"
"19095","Iowa","IA",150.49,"corn",322.13,"corn"
"19097","Jackson","IA",150.49,"corn",322.13,"corn"
"19099","Jasper","IA",150.49,"corn",322.13,"corn"
"19101","Jefferson","IA",150.49,"corn",322.13,"corn"
"19103","Johnson","IA",150.49,"corn",322.13,"corn"
"19105","Jones","IA",150.49,"corn",322.13,"corn"
"19107","Keokuk","IA",150.49,"corn",322.13,"corn"
"19109","Kossuth","IA",150.49,"corn",322.13,"corn"
"19111","Lee","IA",150.49,"corn",322.13,"corn"
"19113","Linn","IA",150.49,"corn",322.13,"corn"
"19115","Louisa","IA",150.49,"corn",322.13,"corn"
"19117","Lucas","IA",150.49,"corn",322.13,"corn"
"19119","Lyon","IA",150.49,"corn",322.13,"corn"
"19121","Madison","IA",150.49,"corn",322.13,"corn"
"19123","Mahaska","IA",150.49,"corn",322.13,"corn"
"19125","Marion","IA",150.49,"corn",322.13,"corn"
"19127","Marshall","IA",150.49,"corn",322.13,"corn"
"19129","Mills","IA",150.49,"corn",322.13,"corn"
"19131","Mitchell","IA",150.49,"corn",322.13,"corn"
"19133","Monona","IA",150.49,"corn",322.13,"corn"
"19135","Monroe","IA",150.49,"corn",322.13,"corn"
"19137","Montgomery","IA",150.49,"corn",322.13,"corn"
"19139","Muscatine","IA",150.49,"corn",322.13,"corn"
"19141","O Brien","IA",150.49,"corn",322.13,"corn"
"19143","Osceola","IA",150.49,"corn",322.13,"corn"
"19145","Page","IA",150.49,"corn",322.13,"corn"
"19147","Palo Alto","IA",150.49,"corn",322.13,"corn"
"19149","Plymouth","IA",150.49,"corn",322.13,"corn"
"19151","Pocahontas","IA",150.49,"corn",322.13,"corn"
"19153","Polk","IA",150.49,"corn",322.13,"corn"
"19155","Pottawattamie","IA",150.49,"corn",322.13,"corn"
"19157","Poweshiek","IA",150.49,"corn",322.13,"corn"
"19159","Ringgold","IA",150.49,"corn",322.13,"corn"
"19161","Sac","IA",150.49,"corn",322.13,"corn"
"19163","Scott","IA",150.49,"corn",322.13,"corn"
"19165","Shelby","IA",150.49,"corn",322.13,"corn"
"19167","Sioux","IA",150.49,"corn",322.13,"corn"
"19169","Story","IA",150.49,"corn",322.13,"corn"
"19171","Tama","IA",150.49,"corn",322.13,"corn"
"19173","Taylor","IA",150.49,"corn",322.13,"corn"
"19175","Union","IA",150.49,"corn",322.13,"corn"
"19177","Van Buren","IA",150.49,"corn",322.13,"corn"
"19179","Wapello","IA",150.49,"corn",322.13,"corn"
"19181","Warren","IA",150.49,"corn",322.13,"corn"
"19183","Washington","IA",150.49,"corn",322.13,"corn"
"19185","Wayne","IA",150.49,"corn",322.13,"corn"
"19187","Webster","IA",150.49,"corn",322.13,"corn"
"19189","Winnebago","IA",150.49,"corn",322.13,"corn"
"19191","Winneshiek","IA",150.49,"corn",322.13,"corn"
"19193","Woodbury","IA",150.49,"corn",322.13,"corn"
"19195","Worth","IA",150.49,"corn",322.13,"corn"
"19197","Wright","IA",150.49,"corn",322.13,"corn"
"20001","Allen","KS",86.46,"corn",216.4600000000001,"corn"
"20003","Anderson","KS",86.46,"corn",216.4600000000001,"corn"
"20005","Atchison","KS",86.46,"corn",216.4600000000001,"corn"
"20007","Barber","KS",86.46,"corn",216.4600000000001,"corn"
"20009","Barton","KS",86.46,"corn",216.4600000000001,"corn"
"20011","Bourbon","KS",86.46,"corn",216.4600000000001,"corn"
"20013","Brown","KS",86.46,"corn",216.4600000000001,"corn"
"20015","Butler","KS",86.46,"corn",216.4600000000001,"corn"
"20017","Chase","KS",86.46,"corn",216.4600000000001,"corn"
"20019","Chautauqua","KS",86.46,"corn",216.4600000000001,"corn"
"20021","Cherokee","KS",86.46,"corn",216.4600000000001,"corn"
"20023","Cheyenne","KS",86.46,"corn",216.4600000000001,"corn"
"20025","Clark","KS",86.46,"corn",216.4600000000001,"corn"
"20027","Clay","KS",86.46,"corn",216.4600000000001,"corn"
"20029","Cloud","KS",86.46,"corn",216.4600000000001,"corn"
"20031","Coffey","KS",86.46,"corn",216.4600000000001,"corn"
"20033","Comanche","KS",86.46,"corn",216.4600000000001,"corn"
"20035","Cowley","KS",86.46,"corn",216.4600000000001,"corn"
"20037","Crawford","KS",86.46,"corn",216.4600000000001,"corn"
"20039","Decatur","KS",86.46,"corn",216.4600000000001,"corn"
"20041","Dickinson","KS",86.46,"corn",216.4600000000001,"corn"
"20043","Doniphan","KS",86.46,"corn",216.4600000000001,"corn"
"20045","Douglas","KS",86.46,"corn",216.4600000000001,"corn"
"20047","Edwards","KS",86.46,"corn",216.4600000000001,"corn"
"20049","Elk","KS",86.46,"corn",216.4600000000001,"corn"
"20051","Ellis","KS",86.46,"corn",216.4600000000001,"corn"
"20053","Ellsworth","KS",86.46,"corn",216.4600000000001,"corn"
"20055","Finney","KS",86.46,"corn",216.4600000000001,"corn"
"20057","Ford","KS",86.46,"corn",216.4600000000001,"corn"
"20059","Franklin","KS",86.46,"corn",216.4600000000001,"corn"
"20061","Geary","KS",86.46,"corn",216.4600000000001,"corn"
"20063","Gove","KS",86.46,"corn",216.4600000000001,"corn"
"20065","Graham","KS",86.46,"corn",216.4600000000001,"corn"
"20067","Grant","KS",86.46,"corn",216.4600000000001,"corn"
