0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178.63750000000002,0,0,0,0,0,0,178.63750000000002,24.50441537454013,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,0,0,0,178.63750000000002,86.17616621745466,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,0,0,0,178.63750000000002,144.96461023799537,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,64.99412862051975,178.63750000000002,106.8815045151931,0,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,0,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,0,0,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,178.63750000000002,0,0,178.63750000000002,0,0,178.63750000000002,0,178.63750000000002,178.63750000000002,178.63750000000002
5244.161887209002,0,0,0,0,0,0,559.5857333877966,0,2037.462569605278,4022.7775074815027,3551.777979108045,4367.730665551849,0,0,0,0,0,0,622.9229353114115,0,2083.9440249729337,4046.615692038954,3580.9880921535023,4387.634528342006,0,0,0,0,0,0,681.1091435488879,0,2126.6453057220456,4068.5152002037794,3607.8226486019057,4405.919679404332,3714.238357098538,944.890352476491,743.9429810611255,0,0,0,0,3584.6617564740295,0,0,4249.376213856183,2985.6361839830156,3936.365900290657,2563.2012474791327,0,0,0,0,0,0,1269.5134463493296,2560.910081969487,4428.179970331065,5392.585617181826,5992.55651555413,0,530.3570370984917,0,0,0,0,2579.6376107123565,1937.8639017597109,3534.224169404208,1352.0344547754157,1006.0338620618951,700.6222848292018,0,0,81.67605212686522,0,0,0,0,484.6501551301162,4022.979839404067,3593.875376490894
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91.04749999999999,91.04749999999999,0,0,0,0,0,0,0,0,0,0,91.04749999999999,0,0,0,0,0,0,0,0,0,91.04749999999999,91.04749999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.04749999999999,91.04749999999999,0,0,0,0,0,0,0,0,0,0,91.04749999999999,0,0,0,0,0,0,0,0,0,0,0,0,91.04749999999999,0,0,0,0,0,0,0,0,0,0
0,783.6999999999999,0,0,0,0,0,0,0,0,0,0,783.6999999999999,7.473744736874522,289.34349419379384,0,0,0,0,0,0,0,0,0,783.6999999999999,24.92825318695097,304.8545187429803,0,0,0,0,0,0,0,0,0,783.6999999999999,0,0,0,0,0,0,0,0,0,0,2.519339956791299,521.7555260500212,0,0,0,0,0,0,0,0,0,35.45705013971846,0,0,783.6999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.53052093315006,0,0,0,0,0,0,0,0,0,0,0,83.6161542009541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.29398093699285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
