"","FIPS","TO_WTotl","TO_WSWTo","TO_WGWTo","PS_WTotl","PS_WSWTo","PS_WGWTo","DO_WFrTo","DO_WSWFr","DO_WGWFr","IR_WFrTo","IR_WSWFr","IR_WGWFr","LI_WFrTo","LI_WSWFr","LI_WGWFr","IN_Wtotl","IN_WGWTo","IN_WSWTo","MI_Wtotl","MI_WSWTo","MI_WGWTo","PT_Wtotl","PT_WSWTo","PT_WGWTo"
"516",13321,26244.2,5876.6,20367.6,1714.6,0,1714.6,1258.3,0,1258.3,22704.4,5392.7,17311.8,290.4,207.4,83,0,0,0,0,0,0,276.5,276.5,0
"517",16001,1150681.1,1009932.9,140748.2,86227.1,16053.5,70173.6,2876.1,0,2876.1,1041777.2,983329.2,58448,2087.9,318,1769.9,11449,6581.8,4867.2,1797.6,898.8,898.8,0,0,0
"518",16003,108101.9,100884.1,7217.9,387.2,0,387.2,359.5,0,359.5,103317.7,100718.1,2599.5,235.1,96.8,138.3,221.2,152.1,69.1,0,0,0,0,0,0
"519",16005,232367.9,169799.4,62568.6,23077.8,83,22994.8,2502.7,0,2502.7,185852.9,149417.9,36435,511.6,165.9,345.7,1216.8,290.4,926.4,290.4,290.4,0,0,0,0
"520",16007,244757.2,239807,4950.2,1617.8,0,1617.8,331.9,0,331.9,242143.9,239489,2654.8,525.4,179.8,345.7,41.5,0,41.5,96.8,96.8,0,0,0,0
"521",16009,3401.5,2571.9,829.6,677.5,414.8,262.7,207.4,0,207.4,1811.4,1507.2,304.2,41.5,13.8,27.7,511.6,0,511.6,96.8,96.8,0,0,0,0
"522",16011,1322955.5,652455.4,670500.1,4908.7,0,4908.7,6623.3,0,6623.3,1303915.3,651570.5,652344.8,2157.1,580.7,1576.3,5060.8,5047,13.8,290.4,290.4,0,0,0,0
"523",16013,150938.9,91412.3,59526.6,10204.6,0,10204.6,276.5,0,276.5,132424.1,85107.1,47317.1,318,124.4,193.6,2143.2,871.1,1272.1,221.2,221.2,0,0,0,0
"524",16015,9388.7,7605,1783.7,705.2,456.3,248.9,1023.2,0,1023.2,7466.7,6982.8,484,55.3,27.7,27.7,0,0,0,138.3,138.3,0,0,0,0
"525",16017,27737.6,10785.3,16952.3,3844,3443,401,7549.7,0,7549.7,7245.5,4424.7,2820.8,124.4,41.5,83,1465.7,41.5,1424.2,553.1,553.1,0,0,0,0
"526",16019,991113.9,725795.5,265318.4,39532.3,0,39532.3,4493.9,0,4493.9,865161,647615.9,217545.1,1244.5,456.3,788.2,1811.4,1700.8,110.6,1023.2,525.4,497.8,0,0,0
"527",16021,139434.6,86766.4,52668.2,940.3,649.9,290.4,1742.2,0,1742.2,136268.1,85770.8,50497.3,110.6,41.5,69.1,152.1,0,152.1,55.3,55.3,0,0,0,0
"528",16023,222246.4,106235.2,116011.1,525.4,41.5,484,428.6,0,428.6,221001.9,106083.1,114918.8,290.4,110.6,179.8,0,0,0,0,0,0,0,0,0
"529",16025,227735.8,90790.1,136945.7,69.1,0,69.1,138.3,0,138.3,227445.4,90762.5,136683,83,27.7,55.3,0,0,0,0,0,0,0,0,0
"530",16027,1032222.5,743798.7,288423.9,17712.8,0,17712.8,9679.1,0,9679.1,965906.7,742429.8,223477,4369.4,995.6,3373.9,6402,6402,0,732.8,373.3,359.5,0,0,0
"531",16029,425756.7,366285.4,59471.3,1977.3,0,1977.3,926.4,0,926.4,376697.4,323849.4,52848,497.8,165.9,331.9,4770.4,3387.7,1382.7,11213.9,11213.9,0,0,0,0
"532",16031,1123773.1,454932.3,668840.8,5185.2,0,5185.2,3443,0,3443,1104193.7,452498.7,651694.9,6664.8,1728.4,4936.3,4203.5,3581.3,622.2,83,83,0,0,0,0
"533",16033,133917.5,85134.7,48782.7,248.9,0,248.9,138.3,0,138.3,133046.4,85065.6,47980.8,165.9,69.1,96.8,318,318,0,0,0,0,0,0,0
"534",16035,95201,82009.8,13191.3,1521,1023.2,497.8,884.9,0,884.9,29286.2,24792.4,4493.9,69.1,27.7,41.5,207.4,0,207.4,110.6,110.6,0,0,0,0
"535",16037,938514.8,921147.7,17367.1,1037,0,1037,1534.8,0,1534.8,123657.6,111918.2,11739.4,456.3,179.8,276.5,276.5,13.8,262.7,7024.3,7024.3,0,0,0,0
"536",16039,501654.8,369576.3,132078.5,5641.5,387.2,5254.4,1576.3,0,1576.3,491671.5,368041.5,123630,2682.5,1064.7,1617.8,0,0,0,83,83,0,0,0,0
"537",16041,309800.9,279090.4,30710.5,3318.6,262.7,3055.8,1852.9,0,1852.9,303246.7,278606.5,24640.3,1299.8,138.3,1161.5,0,0,0,83,83,0,0,0,0
"538",16043,495958,415427.7,80530.3,3373.9,0,3373.9,3456.8,0,3456.8,483720.8,410242.5,73478.3,290.4,96.8,193.6,27.7,27.7,0,179.8,179.8,0,0,0,0
"539",16045,647560.6,636083.9,11476.7,1189.1,0,1189.1,1783.7,0,1783.7,643675.1,635600,8075.1,553.1,165.9,387.2,248.9,41.5,207.4,110.6,110.6,0,0,0,0
"540",16047,1776297.7,1618611.1,157686.6,3000.5,0,3000.5,3000.5,0,3000.5,550838.5,412814.3,138024.2,11628.8,608.4,11020.4,2641,2641,0,41.5,41.5,0,0,0,0
"541",16049,33738.6,27862,5876.6,1673.1,0,1673.1,3429.2,0,3429.2,2972.9,2502.7,470.1,497.8,193.6,304.2,41.5,0,41.5,96.8,96.8,0,0,0,0
"542",16051,1943138,1391774.1,551364,3373.9,0,3373.9,9485.5,0,9485.5,1927139.8,1390985.9,536153.9,2101.8,636.1,1465.7,884.9,884.9,0,152.1,152.1,0,0,0,0
"543",16053,1987772.6,1877209.4,110563.2,3622.8,0,3622.8,2627.2,0,2627.2,1663453,1569026.3,94426.7,7411.4,387.2,7024.3,2862.3,2862.3,0,0,0,0,0,0,0
"544",16055,78110.5,25552.9,52557.6,31152.9,69.1,31083.8,5171.4,0,5171.4,37264.6,22607.7,14656.9,138.3,55.3,83,1078.5,345.7,732.8,387.2,387.2,0,1216.8,0,1216.8
"545",16057,14518.7,1327.4,13191.3,7840.1,0,7840.1,2516.6,0,2516.6,3650.4,1120,2530.4,165.9,69.1,96.8,304.2,207.4,96.8,41.5,41.5,0,0,0,0
"546",16059,371719.6,358680.4,13039.2,1825.2,1825.2,0,1949.7,0,1949.7,322743.2,316161.4,6581.8,677.5,248.9,428.6,0,0,0,55.3,55.3,0,0,0,0
"547",16061,2060.3,843.5,1216.8,594.6,0,594.6,345.7,0,345.7,898.8,677.5,221.2,96.8,41.5,55.3,124.4,0,124.4,0,0,0,0,0,0
"548",16063,389142,237345.8,151796.2,1216.8,27.7,1189.1,940.3,0,940.3,382283.6,237013.9,145269.7,2502.7,304.2,2198.5,2198.5,2198.5,0,0,0,0,0,0,0
"549",16065,665397.8,509453.4,155944.4,8006,0,8006,2793.1,0,2793.1,651653.5,506798.6,144854.9,221.2,69.1,152.1,2571.9,138.3,2433.6,152.1,152.1,0,0,0,0
"550",16067,870014.3,353647.3,516367.1,3346.2,0,3346.2,1493.3,0,1493.3,860791.5,352873,507918.6,1396.6,221.2,1175.3,2751.6,2433.6,318,235.1,235.1,0,0,0,0
"551",16069,177404.4,169343.1,8061.3,14380.4,9637.6,4742.8,1147.7,0,1147.7,3014.4,1922,1092.4,179.8,69.1,110.6,5752.2,912.6,4839.6,179.8,179.8,0,0,0,0
"552",16071,244729.6,136019.2,108710.3,898.8,0,898.8,857.3,0,857.3,242600.2,135853.3,106746.8,331.9,124.4,207.4,0,0,0,41.5,41.5,0,0,0,0
"553",16073,1121768.2,994418.7,127349.5,608.4,0,608.4,3055.8,0,3055.8,762410.2,648044.5,114365.7,3622.8,912.6,2710.2,27.7,0,27.7,27.7,27.7,0,0,0,0
"554",16075,334607.1,294908.9,39698.2,3913.1,815.8,3097.3,1783.7,0,1783.7,326476.6,293457,33019.6,1769.9,331.9,1438,566.9,345.7,221.2,96.8,83,13.8,0,0,0
"555",16077,625035.9,235396.1,389639.8,2724,0,2724,1659.3,0,1659.3,599109.7,215636.9,383472.8,525.4,193.6,331.9,1617.8,1451.9,165.9,0,0,0,0,0,0
"556",16079,4079.1,1396.6,2682.5,1382.7,401,981.7,539.3,0,539.3,1161.5,0,1161.5,0,0,0,83,0,83,898.8,898.8,0,0,0,0
"557",16081,249334.1,185894.4,63439.7,1659.3,0,1659.3,2737.8,0,2737.8,244729.6,185811.4,58918.2,179.8,55.3,124.4,0,0,0,27.7,27.7,0,0,0,0
"558",16083,2021511.2,1566938.4,454572.8,21390.8,0,21390.8,7909.2,0,7909.2,1330284,944197.9,386086.1,6402,732.8,5669.2,4355.6,2115.6,2240,967.9,967.9,0,0,0,0
"559",16085,98561.1,93928.9,4632.1,2253.9,871.1,1382.7,1327.4,0,1327.4,91204.9,89352.1,1852.9,124.4,55.3,69.1,27.7,0,27.7,318,318,0,0,0,0
"560",16087,280943.3,223891.8,57051.5,1133.8,995.6,138.3,649.9,0,649.9,277915.1,222232.5,55682.6,884.9,331.9,553.1,331.9,27.7,304.2,27.7,27.7,0,0,0,0
"561",17001,26838.8,11366,15472.8,13965.6,10978.9,2986.7,525.4,0,525.4,1147.7,96.8,1050.9,1175.3,41.5,1133.8,9720.6,9720.6,0,304.2,248.9,55.3,0,0,0
"562",17003,3083.5,1147.7,1935.8,2516.6,1050.9,1465.7,138.3,0,138.3,304.2,0,304.2,27.7,0,27.7,0,0,0,96.8,96.8,0,0,0,0
"563",17005,2779.3,2074.1,705.2,1783.7,1700.8,83,248.9,0,248.9,69.1,69.1,0,290.4,0,290.4,0,0,0,387.2,304.2,83,0,0,0
"564",17007,8268.7,124.4,8144.3,5212.9,0,5212.9,1479.5,0,1479.5,663.7,69.1,594.6,235.1,0,235.1,608.4,608.4,0,69.1,55.3,13.8,0,0,0
"565",17009,719,13.8,705.2,69.1,0,69.1,331.9,0,331.9,13.8,13.8,0,304.2,0,304.2,0,0,0,0,0,0,0,0,0
"566",17011,8351.7,276.5,8075.1,4341.8,0,4341.8,954.1,0,954.1,2032.6,179.8,1852.9,774.3,0,774.3,55.3,55.3,0,193.6,96.8,96.8,0,0,0
"567",17013,732.8,0,732.8,608.4,0,608.4,0,0,0,0,0,0,124.4,0,124.4,0,0,0,0,0,0,0,0,0
"568",17015,8987.8,83,8904.8,1534.8,0,1534.8,649.9,0,649.9,2530.4,69.1,2461.3,1230.6,0,1230.6,3028.2,3028.2,0,13.8,13.8,0,0,0,0
"569",17017,7757.1,124.4,7632.7,1438,0,1438,318,0,318,3125,124.4,3000.5,553.1,0,553.1,2323,2323,0,0,0,0,0,0,0
"570",17019,44662.2,553.1,44109.1,34844.8,0,34844.8,2074.1,0,2074.1,3954.6,304.2,3650.4,262.7,0,262.7,3277.1,3277.1,0,248.9,248.9,0,0,0,0
"571",17021,1160014.5,1155797.2,4217.3,3207.9,539.3,2668.7,428.6,0,428.6,193.6,96.8,96.8,345.7,0,345.7,0,0,0,677.5,0,677.5,1155161.1,1155161.1,0
"572",17023,7784.8,83,7701.8,2336.8,0,2336.8,165.9,0,165.9,4341.8,83,4258.8,373.3,0,373.3,0,0,0,566.9,0,566.9,0,0,0
"573",17025,1797.6,27.7,1769.9,13.8,0,13.8,373.3,0,373.3,27.7,27.7,0,387.2,0,387.2,0,0,0,995.6,0,995.6,0,0,0
"574",17027,16440.7,11877.7,4563,9679.1,9264.3,414.8,580.7,0,580.7,636.1,138.3,497.8,2516.6,0,2516.6,0,0,0,511.6,0,511.6,0,0,0
"575",17029,6969,5558.6,1410.4,6125.5,5406.5,719,27.7,0,27.7,290.4,152.1,138.3,152.1,0,152.1,0,0,0,373.3,0,373.3,0,0,0
"576",17031,2312908,2292250,20658,924480.2,1154165.6,12900.9,580.7,0,580.7,5088.5,2281.5,2806.9,27.7,0,27.7,100967,4314.1,96652.9,3028.2,3000.5,27.7,1036149.5,1036149.5,0
"577",17033,95726.5,78801.8,16924.6,3290.9,0,3290.9,110.6,0,110.6,4189.7,83,4106.7,152.1,0,152.1,6388.2,3456.8,2931.4,5047,0,5047,74045.2,73312.4,732.8
"578",17035,1908.2,0,1908.2,345.7,0,345.7,719,0,719,0,0,0,442.5,0,442.5,0,0,0,401,0,401,0,0,0
"579",17037,14352.7,359.5,13993.2,10992.7,0,10992.7,843.5,0,843.5,401,193.6,207.4,1852.9,0,1852.9,0,0,0,262.7,165.9,96.8,0,0,0
"580",17039,1060623.8,1058107.2,2516.6,1728.4,0,1728.4,580.7,0,580.7,110.6,27.7,83,124.4,0,124.4,0,0,0,0,0,0,1058079.6,1058079.6,0
"581",17041,4134.4,2488.9,1645.4,1023.2,0,1023.2,401,0,401,124.4,69.1,55.3,165.9,0,165.9,2281.5,0,2281.5,138.3,138.3,0,0,0,0
"582",17043,22994.8,1355.1,21639.7,163182.1,0,9803.6,10232.2,0,10232.2,2889.9,1355.1,1534.8,13.8,0,13.8,41.5,41.5,0,0,0,0,13.8,0,13.8
"583",17045,5959.6,2793.1,3166.5,1852.9,276.5,1576.3,732.8,0,732.8,207.4,41.5,165.9,539.3,0,539.3,0,0,0,124.4,0,124.4,0,0,0
"584",17047,954.1,0,954.1,27.7,0,27.7,13.8,0,13.8,96.8,0,96.8,138.3,0,138.3,0,0,0,677.5,0,677.5,0,0,0
"585",17049,6167,3277.1,2889.9,3346.2,3207.9,138.3,1203,0,1203,235.1,69.1,165.9,1078.5,0,1078.5,0,0,0,304.2,0,304.2,0,0,0
"586",17051,5378.8,1576.3,3802.5,2350.6,1534.8,815.8,636.1,0,636.1,124.4,41.5,83,387.2,0,387.2,0,0,0,1852.9,0,1852.9,0,0,0
"587",17053,5448,83,5365,2046.4,0,2046.4,387.2,0,387.2,511.6,0,511.6,401,0,401,2018.8,2018.8,0,83,83,0,0,0,0
"588",17055,21197.3,20187.9,1009.4,19911.3,19911.3,0,262.7,0,262.7,276.5,276.5,0,276.5,0,276.5,0,0,0,470.1,0,470.1,0,0,0
"589",17057,392128.7,389460,2668.7,3761,2820.8,940.3,926.4,0,926.4,110.6,69.1,41.5,746.7,0,746.7,0,0,0,179.8,165.9,13.8,386404.2,386404.2,0
"590",17059,38937.7,1922,37015.7,1066.7,0,5821.3,55.3,0,55.3,31885.8,1922,29963.8,83,0,83,0,0,0,871.1,0,871.1,0,0,0
"591",17061,2613.4,193.6,2419.8,1465.7,124.4,1341.2,290.4,0,290.4,13.8,13.8,0,788.2,0,788.2,0,0,0,55.3,55.3,0,0,0,0
"592",17063,694020.3,681534.3,12486.1,5005.5,0,5005.5,1230.6,0,1230.6,110.6,55.3,55.3,69.1,0,69.1,6070.2,5987.2,83,497.8,387.2,110.6,681036.5,681008.8,27.7
"593",17065,981.7,55.3,926.4,0,0,0,41.5,0,41.5,41.5,41.5,0,179.8,0,179.8,0,0,0,705.2,0,705.2,0,0,0
"594",17067,4009.9,1341.2,2668.7,1521,1078.5,442.5,719,0,719,235.1,124.4,110.6,1355.1,0,1355.1,0,0,0,179.8,138.3,41.5,0,0,0
"595",17069,1825.2,41.5,1783.7,235.1,0,235.1,83,0,83,41.5,41.5,0,55.3,0,55.3,0,0,0,1410.4,0,1410.4,0,0,0
"596",17071,12569,124.4,12444.6,920.3,0,7563.5,55.3,0,55.3,4507.7,55.3,4452.4,373.3,0,373.3,0,0,0,69.1,69.1,0,0,0,0
"597",17073,10799.1,179.8,10619.4,5710.7,0,5710.7,1258.3,0,1258.3,829.6,138.3,691.4,1576.3,0,1576.3,1382.7,1382.7,0,41.5,41.5,0,0,0,0
"598",17075,7867.7,124.4,7743.3,2986.7,0,2986.7,1050.9,0,1050.9,2737.8,55.3,2682.5,995.6,0,995.6,0,0,0,96.8,69.1,27.7,0,0,0
"599",17077,97136.9,95740.3,1396.6,8904.8,8821.8,83,152.1,0,152.1,677.5,290.4,387.2,276.5,0,276.5,0,0,0,387.2,387.2,0,86296.2,86240.9,55.3
"600",17079,912699.3,908094.8,4604.5,1949.7,0,1949.7,276.5,0,276.5,27.7,27.7,0,857.3,0,857.3,0,0,0,1521,0,1521,908067.1,908067.1,0
"601",17081,1839,83,1756.1,0,0,0,387.2,0,387.2,83,83,0,304.2,0,304.2,0,0,0,1064.7,0,1064.7,0,0,0
"602",17083,5517.1,2558.1,2959,1604,0,1604,981.7,0,981.7,124.4,41.5,83,235.1,0,235.1,0,0,0,55.3,41.5,13.8,0,0,0
"603",17085,10688.5,2737.8,7950.7,2724,0,2724,1009.4,0,1009.4,511.6,124.4,387.2,1285.9,0,1285.9,2461.3,2461.3,0,179.8,138.3,41.5,0,0,0
"604",17087,2253.9,1493.3,760.5,1189.1,1092.4,96.8,359.5,0,359.5,69.1,69.1,0,221.2,0,221.2,0,0,0,414.8,331.9,83,0,0,0
"605",17089,91039,35868,55171,84028.8,33406.8,49930.4,580.7,0,580.7,2820.8,387.2,2433.6,428.6,0,428.6,1548.7,1327.4,221.2,2323,1852.9,470.1,0,0,0
"606",17091,37029.5,23575.6,13454,19966.6,17574.5,2392.1,2848.4,0,2848.4,8697.4,1230.6,7466.7,387.2,0,387.2,0,0,0,5129.9,4770.4,359.5,0,0,0
"607",17093,17325.6,1797.6,15528.1,10605.5,0,10605.5,3332.4,0,3332.4,1050.9,96.8,954.1,207.4,0,207.4,387.2,387.2,0,193.6,152.1,41.5,1548.7,1548.7,0
"608",17095,2668.7,152.1,2516.6,7085.7,0,442.5,732.8,0,732.8,262.7,138.3,124.4,1216.8,0,1216.8,0,0,0,13.8,13.8,0,0,0,0
"609",17097,908813.8,880039.1,28774.6,84678.4,69178,15500.4,9610,0,9610,4314.1,1949.7,2364.5,110.6,0,110.6,12776.4,1009.4,11767,1216.8,1037,179.8,796107.4,796107.4,0
"610",17099,152957.7,132230.6,20727.1,13509.3,0,13509.3,2309.2,0,2309.2,566.9,221.2,345.7,414.8,0,414.8,4051.4,4051.4,0,22109.9,22082.2,27.7,109982.4,109927.1,55.3
"611",17101,23340.5,13.8,23326.7,1714.6,0,1714.6,428.6,0,428.6,10730,13.8,10716.2,318,0,318,0,0,0,10149.2,0,10149.2,0,0,0
"612",17103,21874.8,2074.1,19800.7,5613.9,0,5613.9,677.5,0,677.5,15057.9,2032.6,13025.3,401,0,401,69.1,69.1,0,55.3,41.5,13.8,0,0,0
"613",17105,10564.1,5862.8,4701.3,7632.7,5226.7,2406,802,0,802,262.7,124.4,138.3,1216.8,0,1216.8,0,0,0,649.9,511.6,138.3,0,0,0
"614",17107,18680.7,13135.9,5544.8,4037.6,0,4037.6,912.6,0,912.6,83,41.5,41.5,525.4,0,525.4,0,0,0,13122.1,13094.5,27.7,0,0,0
"615",17109,5420.3,2834.6,2585.7,4217.3,2668.7,1548.7,594.6,0,594.6,138.3,69.1,69.1,373.3,0,373.3,0,0,0,96.8,96.8,0,0,0,0
"616",17111,48713.6,6692.4,42021.2,27613.1,0,27613.1,7950.7,0,7950.7,4867.2,1037,3830.2,566.9,0,566.9,1839,1839,0,1714.6,1714.6,0,0,0,0
"617",17113,19980.5,8586.8,11393.7,16108.8,7618.8,8490,1534.8,0,1534.8,608.4,304.2,304.2,884.9,0,884.9,0,0,0,843.5,663.7,179.8,0,0,0
"618",17115,54451.9,47690.4,6761.6,31816.6,29341.6,2475.1,940.3,0,940.3,470.1,179.8,290.4,124.4,0,124.4,21003.7,2917.6,18086.1,96.8,83,13.8,0,0,0
"619",17117,8531.5,7549.7,981.7,5807.5,5807.5,0,110.6,0,110.6,207.4,207.4,0,871.1,0,871.1,0,0,0,1534.8,1534.8,0,0,0,0
"620",17119,559729.5,498778.7,60950.8,81885.3,62292,19593.3,3014.4,0,3014.4,857.3,401,456.3,401,0,401,49847.5,36089.3,13758.2,1396.6,0,1396.6,422272.2,422272.2,0
"621",17121,5655.4,4314.1,1341.2,1479.5,1479.5,0,165.9,0,165.9,359.5,359.5,0,248.9,0,248.9,0,0,0,898.8,0,898.8,0,0,0
"622",17123,4535.4,566.9,3968.4,2240,0,2240,345.7,0,345.7,207.4,55.3,152.1,152.1,0,152.1,926.4,926.4,0,663.7,511.6,152.1,0,0,0
"623",17125,136323.4,44012.3,92311.1,884.9,0,884.9,677.5,0,677.5,82549,96.8,82452.2,138.3,0,138.3,110.6,110.6,0,1244.5,0,1244.5,43196.5,41440.4,1756.1
"624",17127,920221.3,902771.2,17450.1,3871.6,0,3871.6,96.8,0,96.8,6139.3,0,6139.3,165.9,0,165.9,5240.6,5240.6,0,0,0,0,904707.1,902771.2,1935.8
"625",17129,2779.3,152.1,2627.2,1161.5,0,1161.5,83,0,83,1189.1,41.5,1147.7,207.4,0,207.4,0,0,0,138.3,110.6,27.7,0,0,0
"626",17131,4424.7,55.3,4369.4,1327.4,0,1327.4,732.8,0,732.8,1742.2,55.3,1686.9,622.2,0,622.2,0,0,0,0,0,0,0,0,0
"627",17133,4563,511.6,4051.4,497.8,0,497.8,815.8,0,815.8,2599.5,290.4,2309.2,373.3,0,373.3,0,0,0,276.5,221.2,55.3,0,0,0
"628",17135,661871.8,659839.2,2032.6,3622.8,2848.4,774.3,511.6,0,511.6,235.1,83,152.1,594.6,0,594.6,0,0,0,401,401,0,656506.9,656506.9,0
"629",17137,151561.1,146375.9,5185.2,6652.8,235.1,96.8,387.2,0,387.2,539.3,55.3,484,470.1,0,470.1,3539.8,3539.8,0,0,0,0,146292.9,146085.5,207.4
"630",17139,2447.4,13.8,2433.6,1465.7,0,1465.7,401,0,401,470.1,13.8,456.3,110.6,0,110.6,0,0,0,0,0,0,0,0,0
"631",17141,91467.7,76852.2,14615.5,7107.2,0,7107.2,2240,0,2240,442.5,83,359.5,1147.7,0,1147.7,2571.9,2571.9,0,1133.8,0,1133.8,76824.5,76769.2,55.3
"632",17143,740964.1,694642.6,46321.5,33171.7,11310.7,21861,1908.2,0,1908.2,1880.5,359.5,1521,428.6,0,428.6,174984.6,20464.4,154520.2,608.4,470.1,138.3,527982,527982,0
"633",17145,2876.1,1977.3,898.8,1133.8,1050.9,83,594.6,0,594.6,55.3,55.3,0,138.3,0,138.3,0,0,0,732.8,649.9,83,0,0,0
"634",17147,7964.5,0,7964.5,1811.4,0,1811.4,580.7,0,580.7,248.9,0,248.9,179.8,0,179.8,5143.8,5143.8,0,0,0,0,0,0,0
"635",17149,20229.4,16910.8,3318.6,2516.6,871.1,1645.4,152.1,0,152.1,484,13.8,470.1,1009.4,0,1009.4,0,0,0,165.9,138.3,27.7,15901.4,15887.6,13.8
"636",17151,96.8,0,96.8,0,0,0,13.8,0,13.8,0,0,0,69.1,0,69.1,0,0,0,0,0,0,0,0,0
"637",17153,995.6,248.9,746.7,276.5,0,276.5,345.7,0,345.7,41.5,41.5,0,69.1,0,69.1,0,0,0,262.7,207.4,55.3,0,0,0
"638",17155,277126.9,275108.2,2018.8,580.7,0,580.7,207.4,0,207.4,138.3,27.7,110.6,55.3,0,55.3,248.9,248.9,0,2972.9,2834.6,138.3,272923.4,272245.9,677.5
"639",17157,51327,49114.6,2212.4,4410.9,3429.2,981.7,553.1,0,553.1,442.5,96.8,345.7,331.9,0,331.9,0,0,0,898.8,898.8,0,44689.9,44689.9,0
"640",17159,4134.4,2046.4,2087.9,2005,1977.3,27.7,373.3,0,373.3,69.1,69.1,0,428.6,0,428.6,0,0,0,1258.3,0,1258.3,0,0,0
"641",17161,1576258,1559706.7,16551.3,25027.4,21750.4,3277.1,110.6,0,110.6,871.1,193.6,677.5,345.7,0,345.7,15514.2,10978.9,4535.4,4106.7,4106.7,0,1527765.7,1526645.6,1120
"642",17163,28608.7,17546.9,11061.8,17809.6,16661.9,1147.7,8102.8,0,8102.8,1825.2,373.3,1451.9,331.9,0,331.9,0,0,0,511.6,497.8,13.8,0,0,0
"643",17165,3539.8,981.7,2558.1,4754.6,0,0,373.3,0,373.3,152.1,110.6,41.5,276.5,0,276.5,0,0,0,2737.8,871.1,1866.7,0,0,0
"644",17167,447382.6,435753.8,11628.8,33323.8,31692.2,1631.6,3678.1,0,3678.1,456.3,221.2,235.1,497.8,0,497.8,0,0,0,11172.5,5586.2,5586.2,398254.2,398254.2,0
"645",17169,2005,13.8,1991.1,1175.3,0,1175.3,83,0,83,318,13.8,304.2,428.6,0,428.6,0,0,0,0,0,0,0,0,0
"646",17171,10854.4,110.6,10743.8,952.2,0,7273.2,152.1,0,152.1,3125,13.8,3111.1,179.8,0,179.8,0,0,0,124.4,96.8,27.7,0,0,0
"647",17173,5461.8,2046.4,3415.3,2654.8,1203,1451.9,857.3,0,857.3,138.3,69.1,69.1,843.5,0,843.5,0,0,0,193.6,0,193.6,774.3,774.3,0
"648",17175,1161.5,13.8,1147.7,774.3,0,774.3,248.9,0,248.9,27.7,13.8,13.8,110.6,0,110.6,0,0,0,0,0,0,0,0,0
"649",17177,11476.7,138.3,11338.4,5129.9,0,5129.9,1465.7,0,1465.7,290.4,69.1,221.2,1659.3,0,1659.3,2834.6,2834.6,0,96.8,69.1,27.7,0,0,0
"650",17179,136807.4,71653.1,65154.3,20976,0,20976,594.6,0,594.6,18307.4,83,18224.4,566.9,0,566.9,64144.9,21681.2,42463.7,2903.7,414.8,2488.9,29313.9,28691.7,622.2
"651",17181,5517.1,2834.6,2682.5,1686.9,0,1686.9,456.3,0,456.3,193.6,41.5,152.1,262.7,0,262.7,0,0,0,414.8,318,96.8,0,0,0
"652",17183,19289.1,14173,5116.1,12776.4,10771.5,2005,2143.2,0,2143.2,622.2,331.9,290.4,248.9,0,248.9,331.9,331.9,0,207.4,165.9,41.5,442.5,428.6,13.8
"653",17185,6263.8,27.7,6236.1,2447.4,0,2447.4,165.9,0,165.9,1659.3,27.7,1631.6,55.3,0,55.3,0,0,0,1935.8,0,1935.8,0,0,0
"654",17187,4632.1,96.8,4535.4,3249.4,0,3249.4,553.1,0,553.1,69.1,41.5,27.7,705.2,0,705.2,0,0,0,55.3,55.3,0,0,0,0
"655",17189,5558.6,3429.2,2129.4,815.8,815.8,0,594.6,0,594.6,138.3,138.3,0,912.6,0,912.6,0,0,0,484,0,484,0,0,0
"656",17191,9610,4162,5448,1728.4,1617.8,110.6,138.3,0,138.3,2281.5,69.1,2212.4,580.7,0,580.7,0,0,0,2364.5,0,2364.5,0,0,0
"657",17193,32314.4,525.4,31789,1534.8,0,1534.8,262.7,0,262.7,26451.6,525.4,25926.2,124.4,0,124.4,0,0,0,3940.8,0,3940.8,0,0,0
"658",17195,33545.1,525.4,33019.6,5365,0,5365,2157.1,0,2157.1,24432.9,359.5,24073.3,1355.1,0,1355.1,27.7,27.7,0,207.4,165.9,41.5,0,0,0
"659",17197,3267573.1,3189670,77903.1,52789.4,1078.5,50801.5,15472.8,0,15472.8,3028.2,1451.9,1576.3,207.4,0,207.4,30751.9,9319.6,21432.3,2516.6,2516.6,0,3163716.2,3163190.7,525.4
"660",17199,299955.8,296056.5,3899.3,2170.9,2005,165.9,2488.9,0,2488.9,442.5,428.6,13.8,110.6,0,110.6,0,0,0,1327.4,318,1009.4,289682.1,289682.1,0
"661",17201,49156.1,1175.3,47980.8,41454.3,0,41454.3,4632.1,0,4632.1,719,345.7,373.3,318,0,318,1203,1203,0,829.6,829.6,0,0,0,0
"662",17203,13260.4,7784.8,5475.6,10730,7618.8,3111.1,1534.8,0,1534.8,193.6,0,193.6,594.6,0,594.6,0,0,0,207.4,165.9,41.5,0,0,0
"663",18001,10743.8,3304.7,7439.1,3650.4,0,3650.4,1534.8,0,1534.8,0,0,0,2060.3,442.5,1617.8,3498.3,636.1,2862.3,0,0,0,0,0,0
"664",18003,67214.6,54673.2,12541.4,50732.4,45201.5,5530.9,5669.2,0,5669.2,83,69.1,13.8,663.7,290.4,373.3,1756.1,954.1,802,8310.2,8310.2,0,0,0,0
