"","FIPS","TO_WTotl","TO_WSWTo","TO_WGWTo","PS_WTotl","PS_WSWTo","PS_WGWTo","DO_WFrTo","DO_WSWFr","DO_WGWFr","IR_WFrTo","IR_WSWFr","IR_WGWFr","LI_WFrTo","LI_WSWFr","LI_WGWFr","IN_Wtotl","IN_WGWTo","IN_WSWTo","MI_Wtotl","MI_WSWTo","MI_WGWTo","PT_Wtotl","PT_WSWTo","PT_WGWTo"
"59",1117,952107.1,929416.5,22690.6,21957.8,3636.6,18321.2,566.9,0,566.9,4466.2,4466.2,0,138.3,83,55.3,0,0,0,3747.2,0,3747.2,921230.7,921230.7,0
"60",1119,11946.8,5766,6180.8,2516.6,0,2516.6,124.4,0,124.4,304.2,69.1,235.1,414.8,248.9,165.9,2806.9,0,2806.9,1576.3,497.8,1078.5,0,0,0
"61",1121,63605.6,47538.3,16067.3,24266.9,11103.3,13163.6,1714.6,0,1714.6,2336.8,1866.7,470.1,318,179.8,138.3,34112,0,34112,857.3,276.5,580.7,0,0,0
"62",1123,16703.4,15777,926.4,14352.7,14352.7,0,608.4,0,608.4,497.8,262.7,235.1,138.3,83,55.3,0,0,0,0,0,0,0,0,0
"63",1125,54244.5,48672.1,5572.4,41357.5,39324.9,2032.6,1133.8,0,1133.8,4867.2,3664.2,1203,276.5,152.1,124.4,3968.4,1023.2,2945.2,2585.7,2585.7,0,0,0,0
"64",1127,1320466.6,1318240.4,2226.2,49432.6,49211.4,221.2,608.4,0,608.4,1396.6,345.7,1050.9,387.2,221.2,165.9,0,0,0,677.5,511.6,165.9,1267922.8,1267922.8,0
"65",1129,123934.2,111351.3,12582.9,2862.3,0,2862.3,774.3,0,774.3,152.1,27.7,124.4,262.7,138.3,124.4,15237.7,8503.8,6733.9,152.1,0,152.1,104451.5,104451.5,0
"66",1131,30738.1,28332.2,2406,4092.9,2516.6,1576.3,345.7,0,345.7,96.8,27.7,69.1,248.9,152.1,96.8,25317.8,0,25317.8,0,0,0,0,0,0
"67",1133,3000.5,1700.8,1299.8,1341.2,1341.2,0,912.6,0,912.6,96.8,96.8,0,497.8,262.7,235.1,0,0,0,152.1,0,152.1,0,0,0
"68",4001,67698.5,9706.8,57991.7,7370,0,7370,2696.3,0,2696.3,10508.8,9706.8,802,843.5,0,843.5,0,0,0,0,0,0,38066.6,0,38066.6
"69",4003,329643.1,41.5,329601.6,21750.4,41.5,21708.9,3788.7,0,3788.7,296886.2,0,296886.2,967.9,0,967.9,83,83,0,41.5,0,41.5,6125.5,0,6125.5
"70",4005,72150.9,42408.4,29742.5,30005.3,12776.4,17228.8,1811.4,0,1811.4,387.2,69.1,318,829.6,0,829.6,27.7,27.7,0,13.8,0,13.8,29562.8,29562.8,0
"71",4007,47966.9,622.2,47344.7,8572.9,13.8,8559.1,1396.6,0,1396.6,3650.4,608.4,3042,152.1,0,152.1,27.7,27.7,0,27488.7,0,27488.7,0,0,0
"72",4009,243651,111213.1,132438,6319.1,0,6319.1,1465.7,0,1465.7,230307.7,109139,121168.7,165.9,0,165.9,235.1,235.1,0,3083.5,0,3083.5,0,0,0
"73",4011,35798.9,17920.2,17878.7,2461.3,0,2461.3,373.3,0,373.3,20409.1,10190.7,10218.4,152.1,0,152.1,0,0,0,4673.6,0,4673.6,0,0,0
"74",4012,924825.8,847697.1,77128.7,4784.2,594.6,4189.7,1272.1,0,1272.1,918603.5,847102.5,71501,165.9,0,165.9,0,0,0,0,0,0,0,0,0
"75",4013,2701275.6,1230326.4,1470949.2,1014273.2,804500.6,309621.1,8877.1,0,8877.1,1511836.6,420184.3,1091652.3,11919.1,0,11919.1,3111.1,3111.1,0,10937.4,0,10937.4,40472.5,5641.5,34831
"76",4015,167531.7,74335.6,93196.1,59429.8,0,59429.8,1686.9,0,1686.9,100967,73395.4,27571.7,304.2,0,304.2,83,83,0,13.8,0,13.8,4037.6,0,4037.6
"77",4017,85259.2,10923.6,74335.6,18556.3,0,18556.3,1756.1,0,1756.1,22137.5,10923.6,11213.9,1092.4,0,1092.4,12334,12334,0,1451.9,0,1451.9,20962.2,0,20962.2
"78",4019,422327.5,49681.5,372646,232409.4,7466.7,224942.7,3277.1,0,3277.1,139489.9,42214.8,97275.1,373.3,0,373.3,0,0,0,44136.8,0,44136.8,2641,0,2641
"79",4021,1562596.6,1119251.6,443345,186006.5,12223.3,73934.6,2461.3,0,2461.3,1456237,1105687,350550,14186.8,0,14186.8,138.3,138.3,0,1880.5,0,1880.5,1534.8,1341.2,193.6
"80",4023,24114.8,0,24114.8,8227.2,0,8227.2,1092.4,0,1092.4,14380.4,0,14380.4,221.2,0,221.2,0,0,0,193.6,0,193.6,0,0,0
"81",4025,127612.2,26216.6,101395.7,31623.1,0,31623.1,3678.1,0,3678.1,41122.4,26216.6,14905.8,788.2,0,788.2,1521,1521,0,25691.1,0,25691.1,0,0,0
"82",4027,1605834.6,1352781,253053.6,46044.9,31222.1,14822.9,1949.7,0,1949.7,1551285.9,1320577.2,230708.7,5116.1,0,5116.1,304.2,304.2,0,152.1,0,152.1,981.7,981.7,0
"83",5001,1299393.8,552608.4,746785.4,6678.6,0,6678.6,0,0,0,1291788.8,552580.8,739208,41.5,27.7,13.8,0,0,0,0,0,0,0,0,0
"84",5003,283667.3,91218.8,192448.5,2419.8,0,2419.8,0,0,0,184815.8,18639.2,166176.6,96.8,55.3,41.5,84139.2,11614.9,72524.2,0,0,0,0,0,0
"85",5005,6692.4,4798.1,1894.3,5212.9,4521.5,691.4,1009.4,0,1009.4,0,0,0,470.1,276.5,193.6,0,0,0,0,0,0,0,0,0
"86",5007,556507.7,548640,7867.7,91418.3,84885.9,6388.2,0,0,0,0,0,0,3567.4,2198.5,1368.9,83,83,0,27.7,0,27.7,461555.6,461555.6,0
"87",5009,3871.6,1382.7,2488.9,1604,359.5,1244.5,566.9,0,566.9,0,0,0,1700.8,1023.2,677.5,0,0,0,0,0,0,0,0,0
"88",5011,2862.3,124.4,2737.8,1825.2,0,1825.2,124.4,0,124.4,0,0,0,193.6,124.4,69.1,719,719,0,0,0,0,0,0,0
"89",5013,898.8,27.7,871.1,774.3,0,774.3,69.1,0,69.1,0,0,0,41.5,27.7,13.8,13.8,13.8,0,0,0,0,0,0,0
"90",5015,14809,12361.6,2447.4,11863.8,10757.6,1106.2,414.8,0,414.8,221.2,221.2,0,2309.2,1382.7,926.4,0,0,0,0,0,0,0,0,0
"91",5017,377554.7,96016.8,281537.9,2502.7,0,2502.7,248.9,0,248.9,309386.1,95311.6,214074.4,69.1,41.5,27.7,0,0,0,0,0,0,0,0,0
"92",5019,16067.3,15223.9,843.5,2959,2876.1,83,442.5,0,442.5,12154.2,12154.2,0,318,193.6,124.4,193.6,193.6,0,0,0,0,0,0,0
"93",5021,563462.9,10633.2,552829.7,2323,0,2323,0,0,0,559688,10522.6,549165.4,179.8,110.6,69.1,0,0,0,0,0,0,0,0,0
"94",5023,35881.9,35370.3,511.6,12831.7,12831.7,0,0,0,0,179.8,0,179.8,829.6,497.8,331.9,0,0,0,22040.7,22040.7,0,0,0,0
"95",5025,1977.3,373.3,1604,1382.7,0,1382.7,0,0,0,0,0,0,594.6,373.3,221.2,0,0,0,0,0,0,0,0,0
"96",5027,15555.7,2461.3,13094.5,3982.3,2129.4,1852.9,96.8,0,96.8,0,0,0,401,235.1,165.9,11075.7,10978.9,96.8,0,0,0,0,0,0
"97",5029,40320.4,38025.1,2295.3,2862.5,18099.9,0,248.9,0,248.9,8144.3,6733.9,1410.4,1590.1,954.1,636.1,9720.6,0,9720.6,2516.6,2516.6,0,0,0,0
"98",5031,584521.9,69344,515177.9,21114.3,0,21114.3,608.4,0,608.4,562190.8,69191.9,492998.9,262.7,152.1,110.6,0,0,0,27.7,0,27.7,0,0,0
"99",5033,48022.2,46819.3,1203,44897.3,44897.3,0,0,0,0,1783.7,871.1,912.6,719,428.6,290.4,0,0,0,622.2,622.2,0,0,0,0
"100",5035,303841.3,2115.6,301725.7,9250.5,0,9250.5,221.2,0,221.2,292890.1,2101.8,290788.3,13.8,13.8,0,331.9,331.9,0,0,0,0,0,0,0
"101",5037,776693.8,52502.3,724191.5,3636.6,0,3636.6,0,0,0,772407.4,52460.8,719946.5,41.5,27.7,13.8,566.9,566.9,0,0,0,0,0,0,0
"102",5039,1106.2,27.7,1078.5,1050.9,0,1050.9,0,0,0,0,0,0,55.3,27.7,27.7,0,0,0,0,0,0,0,0,0
"103",5041,669228,155944.4,513283.6,1479.5,0,1479.5,0,0,0,626985.5,134442.9,492542.6,41.5,27.7,13.8,22344.9,4480,17864.9,0,0,0,0,0,0
"104",5043,51506.7,5268.2,46238.5,4341.8,0,4341.8,152.1,0,152.1,46376.8,5129.9,41246.9,235.1,138.3,96.8,0,0,0,0,0,0,0,0,0
"105",5045,12140.4,5876.6,6263.8,23450.8,4424.7,3788.7,553.1,0,553.1,2253.9,663.7,1590.1,843.5,511.6,331.9,0,0,0,276.5,276.5,0,0,0,0
"106",5047,15403.6,14739.9,663.7,4189.7,4189.7,0,0,0,0,83,0,83,1285.9,774.3,511.6,0,0,0,0,0,0,9845,9775.9,69.1
"107",5049,116730.2,114116.8,2613.4,2143.2,0,2143.2,0,0,0,0,0,0,1147.7,677.5,470.1,0,0,0,0,0,0,0,0,0
"108",5051,24308.4,24239.3,69.1,21736.5,21736.5,0,0,0,0,0,0,0,165.9,96.8,69.1,2406,0,2406,0,0,0,0,0,0
"109",5053,7356.1,276.5,7079.6,2032.6,0,2032.6,138.3,0,138.3,4369.4,0,4369.4,442.5,262.7,179.8,373.3,359.5,13.8,0,0,0,0,0,0
"110",5055,507434.6,14670.8,492763.8,6028.7,0,6028.7,442.5,0,442.5,483444.2,14574,468870.3,165.9,96.8,69.1,152.1,152.1,0,27.7,0,27.7,0,0,0
"111",5057,6443.5,1728.4,4715.1,3885.5,608.4,3277.1,677.5,0,677.5,0,0,0,1880.5,1120,760.5,0,0,0,0,0,0,0,0,0
"112",5059,172855.2,172246.8,608.4,7121.1,7079.6,41.5,414.8,0,414.8,11034.2,11034.2,0,387.2,235.1,152.1,55.3,0,55.3,1050.9,1050.9,0,152791.8,152791.8,0
"113",5061,6125.5,5378.8,746.7,3456.8,3456.8,0,0,0,0,0,0,0,1852.9,1106.2,746.7,815.8,0,815.8,0,0,0,0,0,0
"114",5063,216673.9,135549.1,81124.8,7798.6,6844.5,954.1,470.1,0,470.1,111102.4,33655.7,77446.8,1479.5,884.9,594.6,54272.2,0,54272.2,69.1,69.1,0,41481.9,39822.7,1659.3
"115",5065,6415.9,4618.3,1797.6,1285.9,0,1285.9,221.2,0,221.2,0,0,0,732.8,442.5,290.4,0,0,0,4175.8,4175.8,0,0,0,0
"116",5067,611139.4,31083.8,580055.7,2198.5,0,2198.5,248.9,0,248.9,605179.9,30931.7,574248.2,221.2,152.1,69.1,248.9,248.9,0,0,0,0,0,0,0
"117",5069,484827,98298.3,386528.6,18169.1,0,18169.1,41.5,0,41.5,389100.5,71639.3,317461.2,152.1,83,69.1,48879.5,48879.5,0,13.8,0,13.8,28124.7,26576.1,1548.7
"118",5071,7701.8,7217.9,484,6637.1,6637.1,0,83,0,83,0,0,0,981.7,580.7,401,0,0,0,0,0,0,0,0,0
"119",5073,34734.2,1493.3,33240.9,1285.9,0,1285.9,221.2,0,221.2,27447.2,1050.9,26396.3,746.7,442.5,304.2,13.8,13.8,0,0,0,0,484,0,484
"120",5075,274527.4,25760.3,248767.1,1590.1,0,1590.1,0,0,0,272356.5,25373.1,246983.4,470.1,276.5,193.6,0,0,0,110.6,110.6,0,0,0,0
"121",5077,424498.4,8642.1,415856.3,2392.1,0,2392.1,0,0,0,416741.3,8628.2,408113.1,27.7,13.8,13.8,0,0,0,0,0,0,0,0,0
"122",5079,309994.5,37029.5,272964.9,2046.4,0,2046.4,0,0,0,305818.6,36628.5,269190.1,649.9,401,248.9,0,0,0,0,0,0,0,0,0
"123",5081,145435.6,139877.1,5558.6,4549.2,3774.9,774.3,0,0,0,12721.1,8752.7,3968.4,843.5,511.6,331.9,126837.9,0,126837.9,0,0,0,484,0,484
"124",5083,5779.8,4798.1,981.7,3857.8,3857.8,0,0,0,0,359.5,13.8,345.7,1562.5,926.4,636.1,0,0,0,0,0,0,0,0,0
"125",5085,676833,171043.8,505789.2,10052.5,0,10052.5,0,0,0,607101.9,169882.3,437219.5,484,290.4,193.6,1023.2,1023.2,0,27.7,27.7,0,0,0,0
"126",5087,2447.4,1161.5,1285.9,0,0,0,539.3,0,539.3,0,0,0,1880.5,1133.8,746.7,0,0,0,0,0,0,0,0,0
"127",5089,2806.9,1645.4,1161.5,1285.9,1285.9,0,926.4,0,926.4,0,0,0,594.6,359.5,235.1,0,0,0,0,0,0,0,0,0
"128",5091,21460,11988.3,9471.7,138.3,0,138.3,1037,0,1037,19482.7,11628.8,7853.9,608.4,359.5,248.9,193.6,193.6,0,0,0,0,0,0,0
"129",5093,527069.4,10577.9,516491.5,9941.8,0,9941.8,152.1,0,152.1,505816.8,3719.5,502097.3,41.5,41.5,0,2627.2,2309.2,318,0,0,0,7328.5,6498.8,829.6
"130",5095,411376.3,27239.8,384136.5,1839,0,1839,69.1,0,69.1,390358.8,27226,363132.8,27.7,13.8,13.8,0,0,0,0,0,0,0,0,0
"131",5097,1382.7,1106.2,276.5,788.2,788.2,0,55.3,0,55.3,0,0,0,539.3,318,221.2,0,0,0,0,0,0,0,0,0
"132",5099,1866.7,1272.1,594.6,1078.5,954.1,124.4,262.7,0,262.7,0,0,0,525.4,318,207.4,0,0,0,0,0,0,0,0,0
"133",5101,1880.5,290.4,1590.1,1341.2,0,1341.2,69.1,0,69.1,0,0,0,470.1,290.4,179.8,0,0,0,0,0,0,0,0,0
"134",5103,60065.8,58351.2,1714.6,5185.2,3581.3,1604,0,0,0,0,0,0,262.7,152.1,110.6,0,0,0,0,0,0,54617.9,54617.9,0
"135",5105,2793.1,2115.6,677.5,1272.1,1258.3,13.8,497.8,0,497.8,608.4,608.4,0,414.8,248.9,165.9,0,0,0,0,0,0,0,0,0
"136",5107,368719,2558.1,366161,4383.3,0,4383.3,0,0,0,363713.6,2516.6,361197,83,41.5,41.5,0,0,0,0,0,0,470.1,0,470.1
"137",5109,2544.2,1645.4,898.8,1023.2,954.1,69.1,359.5,0,359.5,0,0,0,1161.5,691.4,470.1,0,0,0,0,0,0,0,0,0
"138",5111,1295978.5,126436.9,1169541.5,3954.6,0,3954.6,221.2,0,221.2,1287861.8,126409.3,1161452.6,41.5,27.7,13.8,0,0,0,55.3,0,55.3,0,0,0
"139",5113,5461.8,3871.6,1590.1,2309.2,2309.2,0,912.6,0,912.6,622.2,622.2,0,1424.2,843.5,580.7,0,0,0,193.6,96.8,96.8,0,0,0
"140",5115,1364962.9,1362612.3,2350.6,15445.1,15445.1,0,1009.4,0,1009.4,1811.4,1009.4,802,1355.1,815.8,539.3,0,0,0,41.5,41.5,0,1345300.5,1345300.5,0
"141",5117,462067.2,133032.5,329034.7,1064.7,0,1064.7,193.6,0,193.6,420350.2,132880.4,287469.8,110.6,69.1,41.5,0,0,0,0,0,0,0,0,0
"142",5119,113536,92822.7,20713.3,69786.4,64642.7,5143.8,746.7,0,746.7,42311.6,27903.5,14408.1,221.2,138.3,83,27.7,0,27.7,0,0,0,373.3,110.6,262.7
"143",5121,215954.9,61877.2,154077.7,1576.3,1424.2,152.1,608.4,0,608.4,212995.9,59982.9,153013,774.3,470.1,304.2,0,0,0,0,0,0,0,0,0
"144",5123,502014.3,27682.3,474332,6899.8,0,6899.8,41.5,0,41.5,493759.4,27184.5,466574.9,55.3,27.7,27.7,428.6,0,428.6,0,0,0,0,0,0
"145",5125,44081.5,37790,6291.4,43417.8,37195.5,6222.3,0,0,0,484,484,0,179.8,110.6,69.1,0,0,0,0,0,0,0,0,0
"146",5127,2641,1811.4,829.6,1120,1120,0,497.8,0,497.8,193.6,193.6,0,829.6,497.8,331.9,0,0,0,0,0,0,0,0,0
"147",5129,2502.7,373.3,2129.4,1811.4,0,1811.4,55.3,0,55.3,0,0,0,636.1,373.3,262.7,0,0,0,0,0,0,0,0,0
"148",5131,5171.4,4839.6,331.9,4092.9,4092.9,0,0,0,0,262.7,262.7,0,815.8,484,331.9,0,0,0,0,0,0,0,0,0
"149",5133,6332.9,5019.3,1313.6,4646,4245,401,401,0,401,13.8,13.8,0,1272.1,760.5,511.6,0,0,0,0,0,0,0,0,0
"150",5135,4839.6,2917.6,1922,3470.7,2392.1,1078.5,497.8,0,497.8,0,0,0,871.1,525.4,345.7,0,0,0,0,0,0,0,0,0
