"iter","DOWNSTREAM_FACTOR","LOSSFACTOR_DIST","LOSSFACTOR_DISTTAS","CANAL_FACTOR","lognse","logkge","logrmse","nse","kge","rmse","lognse.yearly","logkge.yearly","logrmse.yearly","nse.yearly","kge.yearly","rmse.yearly"
31,1,-9.87955789803725e-07,-6.56030891168626e-08,1.01735148500579,-0.900252747871922,-0.0634319805426652,1.603782593675,-0.727979036312722,-0.305816556013148,16867.0564133598,-5.02405329733856,-0.726169663230558,0.867916116015079,-5.18816879012935,-0.810416800230379,104931.14221534
32,0.994649042138646,-5.57838988924636e-07,-2.40502042247431e-09,1.01539175290206,-0.913404478412158,-0.0757243649906021,1.6294925304931,-0.773213574297155,-0.326998077410049,16930.5749750882,-4.99190251210953,-0.736435140219696,0.874830669420504,-5.31374873764271,-0.81668320092179,105849.180501517
33,0.978560384408317,0,-5.93514453338375e-08,1.02018521094973,-0.966219267457984,-0.0872630466781286,1.64903179017486,-0.760537167021827,-0.329214830666148,16897.589225459,-5.04183784128572,-0.73575900573212,0.876042847893697,-5.25076414932279,-0.819261115227696,105842.041126137
34,0.989806719814129,-1.72267712348625e-07,-1.00974230848316e-08,1.01084921400044,-0.846552651142707,-0.0682883851791785,1.61636109629957,-0.787887951370419,-0.324960648988041,17001.3017991486,-4.85837416488871,-0.731903616740747,0.869725931578443,-5.38798443239231,-0.829413341874544,105996.881427806
35,0.971118820650781,-3.49864429886528e-07,-5.12514897221874e-08,1.00851341870802,-0.830733046447951,-0.0609192259178042,1.59310104299456,-0.749146370851522,-0.311373361822811,16910.4824463634,-4.80381455597175,-0.723031916251539,0.866817959197166,-5.21228874345355,-0.818805488564605,105586.037178699
36,0.996552129734133,-7.07692010671229e-07,-6.6991142134213e-08,1.00662281337928,-0.815729920960912,-0.0568834825207287,1.57586643258645,-0.738367362803081,-0.294432181400983,16884.1384519185,-4.77921111846678,-0.719386401325204,0.859038401752035,-5.17243789969563,-0.813165972483351,105201.276470722
37,1,-2.24010496554753e-07,-2.31439187566817e-08,1.01319605482263,-0.870249323364674,-0.0734761078478809,1.61709035045892,-0.77412692572892,-0.323807650337912,16933.281442382,-4.88394721564852,-0.737307078399978,0.870497648791725,-5.34860605081691,-0.823589131052323,105735.505363495
38,0.995117562495969,-3.62259112564989e-07,-5.78081181622033e-08,1,-0.687597806118176,-0.0425889420872647,1.52241864641613,-0.747471459375616,-0.282482268530664,17006.8221985069,-4.30334140245714,-0.716051065484025,0.848382318350897,-5.23642632904284,-0.819522352016449,106233.263418103
39,0.990900074705266,-1.99168284556277e-07,-4.19636636021867e-08,1,-0.672935553125039,-0.0422426777585956,1.52574268600089,-0.765307471810516,-0.293632471858698,17041.0428401278,-4.31784502589855,-0.729015101879654,0.853015455381272,-5.32448796810177,-0.825465954757504,106787.096814651
40,0.980401938856627,-9.25442847544127e-07,-3.53571065737453e-08,1,-0.684694474050706,-0.0366277218655632,1.51689961494306,-0.742448906226691,-0.278056840765816,16994.8977338657,-4.35964584125308,-0.724641244967357,0.846934920851139,-5.22074181439879,-0.817277426032933,105849.180501517
41,0.995117589847602,-3.76060217757917e-07,-3.81039809116619e-08,1,-0.678218126744703,-0.0418947997864926,1.52128565169452,-0.762668045898202,-0.291172331524136,17032.4900904272,-4.3121999782263,-0.726207544029522,0.850587082294605,-5.30690763017143,-0.825368905970812,106614.732430085
42,1,-1.06869973440401e-06,0,1.0081673897971,-0.827772444709386,-0.0572191380717353,1.59215345219328,-0.749485528100511,-0.30884157176356,16886.3352156679,-4.7626369422878,-0.731037575268925,0.86639996873097,-5.24015413803277,-0.818071961725646,105643.607488341
43,1,-1.00720741321174e-06,0,1.01659589966921,-0.913845027874278,-0.0696611959361126,1.61977392487816,-0.752128776027309,-0.323856339967206,16886.0824269885,-5.02380468828288,-0.738409431641595,0.874420190352766,-5.24254174221155,-0.819856364540143,105643.607488341
44,0.992556580127802,0,-5.8323967841128e-09,1.0145728477523,-0.896556454009522,-0.0795142470201864,1.62613898822181,-0.795065806890779,-0.334837347825975,17013.9200678967,-5.01721788030337,-0.735582317928293,0.873866674393303,-5.45376073318321,-0.829347394281789,106614.732430085
45,1,-4.62845731896535e-07,-1.69608176165607e-08,1.00508241415508,-0.798237957697425,-0.0591559845925455,1.58135356530088,-0.767513570582433,-0.311553591666418,16927.0770629637,-4.71462000517173,-0.731856046191619,0.866385577333034,-5.29003222983451,-0.822576314570274,105840.543631578
46,0.987080157880498,-4.9153399221031e-07,-2.72446115237869e-08,1.00744634595108,-0.808599312088575,-0.0571952009196027,1.57880603703116,-0.761166226785546,-0.314681096005196,16919.5377927896,-4.79425005060653,-0.72906381829704,0.869189062087838,-5.22918166829899,-0.818638127856373,105967.248597326
47,1,-9.0880286994475e-07,-1.70715487094075e-08,1.02421300988523,-1.03388703529613,-0.0870878237905169,1.66453131332109,-0.746725878455053,-0.328980492956969,16855.8418786002,-5.19315822860278,-0.737748494968066,0.879366714991276,-5.21602997712908,-0.822856663885659,105529.22940646
48,0.983797720695721,-2.85408531763424e-07,-1.52592963786313e-08,1.00810276941122,-0.830972289638732,-0.0607527124074778,1.60025710132435,-0.777942779359189,-0.319756279860804,16952.7535336213,-4.78563680864655,-0.730838589601816,0.868525527400998,-5.36211219954006,-0.820867487521667,105643.607488341
49,0.96565913994578,-1.03033601492616e-07,-4.17113164545347e-08,1.01189738390922,-0.87961003759368,-0.0696060330301606,1.61482826833209,-0.767683746357973,-0.321478730284621,16901.877445244,-4.8557100299442,-0.731057396881519,0.869026511930241,-5.29696750823888,-0.823047249744558,105801.352456467
50,0.998697604031185,-4.54691630980005e-07,0,1.02216406375102,-0.95176934489791,-0.0798454419326808,1.6432661627389,-0.779857258082713,-0.3325934690767,16986.5315012087,-5.10601519787962,-0.740029795367563,0.878393729277743,-5.3834220224361,-0.82500483303504,105910.608558247
51,1,-5.10225476573223e-07,-5.33706905434272e-08,1.00297647640029,-0.770854250892257,-0.04264873673004,1.55187028583264,-0.744637599848245,-0.295428541802519,16859.3482794065,-4.62892039764151,-0.72220581719024,0.857771643099643,-5.20469183128903,-0.817071038925337,105466.263547828
52,1,-7.26326286320316e-07,-1.25068390182303e-09,1.01501734479715,-0.907384142178055,-0.0716690650231644,1.62837474951465,-0.765510300439366,-0.32664656558058,16956.9977198905,-4.97116998581591,-0.733312591272631,0.874305450248617,-5.29349733759741,-0.824962359324661,105764.720372966
53,0.985006109841856,-1.58264782063478e-06,0,1.00419731416592,-0.777722308859784,-0.0385535241311417,1.54383218905775,-0.736972740752192,-0.291681111422108,16885.0415058206,-4.71265305164722,-0.721338562612703,0.86043608525656,-5.20786296388298,-0.812886201489939,105550.822378407
54,0.994345030634222,-8.09545781615144e-07,-6.1912481471134e-09,1.00874712253795,-0.827544711936703,-0.0582106465648563,1.58870683428175,-0.75948031653373,-0.312407449855137,16902.3907004167,-4.76821578059199,-0.73251119672469,0.867408470376638,-5.27645974832708,-0.816515812406728,105849.180501517
55,0.998356339258131,-1.58718121175082e-07,0,1.00480282009312,-0.789418311910923,-0.0629123199038933,1.58159428558727,-0.792988870033797,-0.315635335168824,17024.6735133168,-4.72100870065425,-0.732558834855329,0.862568856780181,-5.4283329809032,-0.829718104850192,106423.158155574
56,0.979915080444533,-5.21531962374189e-07,-6.90106539479538e-08,1.02133123064632,-0.960521292630892,-0.0786314753072456,1.63816016187977,-0.741629371852392,-0.319513797444108,16886.4268460716,-5.08571460325384,-0.728102986553566,0.873120323386364,-5.19985955669427,-0.810916153516793,105384.191320789
57,0.983182656140818,-1.90022936101424e-07,0,1.00897089309805,-0.817327673003061,-0.0638536158982798,1.59530991152178,-0.792890997293977,-0.321103961783335,17009.700313785,-4.81392889569754,-0.733789644121842,0.867721880886851,-5.41803289322636,-0.831671400656129,106018.76894642
58,1,-2.62602222004729e-07,-1.94625762279157e-08,1.01400743343857,-0.883326454156732,-0.0735342155737427,1.62239174509246,-0.774778955810387,-0.322958580166435,16934.3327680856,-4.83874577579398,-0.732230075630451,0.869892767943941,-5.3395331555962,-0.821857442791774,105678.193994455
59,0.992272316121138,0,-1.73648093686674e-08,1.01618284306785,-0.916807278268607,-0.0866399272982503,1.64294409347641,-0.790937829410858,-0.330333779537356,16983.9937098739,-5.00998435062566,-0.737934543582949,0.874021534551547,-5.41009033037165,-0.828405342543597,105961.539027672
60,0.991305564169097,0,-1.89002336165244e-08,1.00211169006239,-0.762449620032458,-0.0566473524371313,1.57182180693211,-0.790942749691141,-0.307263029058262,17010.7085156188,-4.59454002360743,-0.72892203255576,0.860655056091734,-5.41881673975093,-0.832344109112607,106028.69787223
61,0.98719816977612,-4.63779026156793e-07,0,1.01141839615889,-0.851834535057581,-0.0719758187374112,1.61146793220539,-0.77849531511929,-0.319247112233642,16953.9979969488,-4.80477092529946,-0.732154888090504,0.868190696519371,-5.38041824577578,-0.825513539702344,105849.180501517
62,0.987087216785323,-4.33467969260292e-07,-4.17677419566202e-08,1.02563998400846,-1.00198402244684,-0.0871716977180406,1.65603563868666,-0.754470030335156,-0.33116669713953,16891.9939929182,-5.04433982802369,-0.734876422100852,0.875790742388058,-5.22545983542977,-0.813825895282448,105550.822378407
63,0.976218175128094,-8.72734999870784e-07,0,1.00277675949802,-0.763875145203412,-0.0482340484117479,1.5707893097765,-0.760386629637418,-0.300918797213867,16882.4849245786,-4.60133605257835,-0.731560023163663,0.861393004335393,-5.27684037041038,-0.824929572497163,105801.068556626
64,0.989288831192401,-5.71382984177868e-07,-3.22459173714249e-09,1.00077777294626,-0.762428518799465,-0.051853063844697,1.56137180935587,-0.773788721814308,-0.300531809482343,16948.6862591117,-4.5905869327228,-0.72906381829704,0.86043608525656,-5.32646871847416,-0.825155126033822,105970.183448428
65,0.985819210469992,-8.58565135070758e-07,-7.28198224497914e-08,1.00126614791201,-0.763307934252075,-0.0365573919324585,1.54345812269997,-0.728852352847472,-0.277125394419893,16876.3359821788,-4.62829508982699,-0.718265304779517,0.853972693506157,-5.16917236257928,-0.812445498414563,104931.14221534
66,0.984610790007968,0,-1.17304162510109e-08,1.00156063289162,-0.76727179753374,-0.0532790627789079,1.57841417361339,-0.795065806890779,-0.310903852655406,17029.5807373269,-4.67086932474008,-0.729039460088347,0.86043608525656,-5.43901754865515,-0.835437054099793,106535.893654624
67,0.998231378399533,-1.37018216740927e-06,-6.7014644184101e-09,1,-0.684306152038911,-0.0318790056148954,1.51482531829405,-0.743095045238727,-0.275711318719484,17014.2338960553,-4.36206966273264,-0.724441015707565,0.849868932813239,-5.23993412306831,-0.816509917053101,105836.926934323
68,0.992782056559909,-1.0358487753299e-06,-2.18643724633054e-08,1.00057916011553,-0.742192844784113,-0.0364041968949711,1.5353756529463,-0.74413915382223,-0.284676809577486,16874.5176859375,-4.53899284579707,-0.718598019356689,0.857259416860164,-5.21063287495373,-0.814691702499147,105579.716058614
69,1,-9.03762738820195e-07,0,1.00231596282296,-0.753301208614549,-0.0465387791018901,1.54986059723902,-0.759622021204985,-0.29607010130908,16913.8189295034,-4.51420933413819,-0.729800629363413,0.859476493899516,-5.27684037041038,-0.82308101503846,105828.237407879
70,0.97579675560048,-5.62203059835619e-07,-2.82318743924763e-08,1.00044898539467,-0.737380371041056,-0.0396302483043627,1.53468670233538,-0.757970366620079,-0.294723697245712,16918.9566764699,-4.54736003688909,-0.727658963094882,0.85825938982911,-5.21996050524981,-0.820153492377069,105849.180501517
71,0.989964368539508,-1.38308408244572e-06,-2.68128689232042e-08,1,-0.692332545964849,-0.0337424929796631,1.52073980502417,-0.733390704131771,-0.274008710723604,16992.7379298386,-4.39790378092338,-0.721042334690844,0.847768160486132,-5.20442733781348,-0.813464813114505,105643.607488341
72,0.976675194648188,-1.06155306296322e-06,0,1.00207059284591,-0.767267366783719,-0.0454243535993211,1.55767808513853,-0.750958656879896,-0.296976145860613,16885.9192619751,-4.66112968722118,-0.72906381829704,0.861754935475306,-5.21607963009831,-0.821776106690271,105643.607488341
73,1,-7.09187552431385e-07,-3.69630995110825e-08,1.00424118208928,-0.772570675475781,-0.0454243535993211,1.55772214665289,-0.74438681038084,-0.292663166887482,16883.3476591501,-4.61859815692602,-0.714734328221012,0.858746263097382,-5.20985900052981,-0.816365828233878,105494.061438688
74,0.981408751018253,-7.18313914183288e-08,0,1.00194437972239,-0.759823973632831,-0.0574837482024133,1.57573133067294,-0.796646817985788,-0.310523888974592,17029.1906930765,-4.66384286851173,-0.731925609713839,0.862330080224067,-5.45451012672865,-0.835966273176442,106554.743622857
75,0.981909571980293,-1.1683715182554e-06,-8.63983838315236e-08,1.00278578860116,-0.831331087344674,-0.0297446832458251,1.53900759432463,-0.714716150418234,-0.273210706255811,16838.6646222264,-5.00665216807107,-0.719498162289535,0.867922276830203,-5.10086055335138,-0.80125410803234,104848.111446762
76,0.979532182444223,-2.19308929267022e-06,-2.9349350034691e-08,1.00464941471382,-0.792215580794789,-0.0345342172271584,1.54352101188045,-0.709952598726215,-0.273614728839314,16779.3052884925,-4.75800660885464,-0.714572754480096,0.859577201932825,-5.16862701927964,-0.801316756966559,103718.729479329
77,0.971170799473991,-1.35859456159969e-06,0,1.00033282617083,-0.740652106983638,-0.0367813416094596,1.53603831550156,-0.74413915382223,-0.281128880062007,16881.0464490082,-4.54741447894794,-0.722801579470626,0.858110963123078,-5.21024593774177,-0.81324031702305,105481.623269984
78,0.976849459870397,0,-4.09516414913165e-08,1.00134495385934,-0.75960950427798,-0.0533225409677986,1.57191730031168,-0.774419938391591,-0.301372849938248,16991.1934171141,-4.53259642534338,-0.724252329364005,0.861458218529018,-5.33232027196556,-0.829744307249108,106139.316483236
79,0.979971791891537,-4.83512458167941e-07,-3.01808045175988e-08,1.00285330470989,-0.76421172063093,-0.047501812283464,1.55712610449244,-0.760749314044926,-0.301489915726594,16921.0652791178,-4.59949231548799,-0.727114868840348,0.86043608525656,-5.23642632904284,-0.821708161920589,105849.180501517
80,1,-1.38374055254152e-06,-2.7604151738443e-08,1.00132419990085,-0.747510288140922,-0.0347803702168628,1.53826208219329,-0.733136439887349,-0.281860642322141,16885.2994669604,-4.62564303865758,-0.715469321628893,0.854441538225609,-5.1780113052851,-0.808187520645984,105136.003672178
81,0.984776800842484,-1.70119196656444e-06,-7.74979611535302e-08,1.00039969858984,-0.745544061358689,-0.0207225483769373,1.51891812466866,-0.704600690487669,-0.263782449490247,16750.3716853183,-4.65511427865785,-0.712217105427892,0.852624918514189,-5.13461148720498,-0.800557786865506,103987.222591305
82,1,-1.66900131455783e-06,-3.2338342621499e-08,1,-0.700608201188421,-0.0282089331183097,1.51946684860671,-0.725663022629714,-0.2672221273877,16884.8334966356,-4.46449415594687,-0.719759987777451,0.851265588026373,-5.20985900052981,-0.809156482434883,105040.92875002
83,0.998743137074704,-5.82290068017133e-07,-2.88842278333583e-08,1.00212438518123,-0.766469913719742,-0.0483985133432032,1.54964302841488,-0.758104589369409,-0.301079577402655,16887.4649297404,-4.60613104683725,-0.728299863528506,0.860958832852606,-5.21635498919208,-0.820295578812974,105849.180501517
84,1,0,0,1.00315378754402,-0.779476162977604,-0.0614675663177038,1.58218096679316,-0.801113482330285,-0.31559173655481,17041.361193327,-4.67941952034276,-0.73111742391142,0.862313832439128,-5.47221470294232,-0.835434793181434,106537.770058907
85,0.994298196032899,-7.63080836880894e-07,-1.16690234894282e-07,1.0005816858957,-0.820105093055798,-0.0322633247041002,1.54565524698424,-0.710435346696768,-0.273229382288737,16831.6020828509,-5.00242420179732,-0.717542238763646,0.865652143146537,-5.06048245392861,-0.800555796965649,104835.637826447
86,0.973890714746085,-1.88555329644855e-06,-3.95342424137878e-08,1.00235102204708,-0.769118219371504,-0.0350147534409497,1.53356771782505,-0.713941874224613,-0.269337901856463,16783.8307289684,-4.74223566902503,-0.71600262284692,0.856807808346898,-5.17055093146653,-0.80786235574973,104590.672506307
87,0.994925701626439,-1.50211034560963e-06,0,1.0024311199025,-0.760670575626229,-0.036721350360948,1.54262892107364,-0.740474374862616,-0.282612381389411,16885.7994108059,-4.64237827145028,-0.722754081880764,0.858798212960738,-5.20985900052981,-0.816933078543412,105550.822378407
88,1,-1.16716122396e-06,0,1.00008348868574,-0.73385187506447,-0.0403342301441061,1.5421636787364,-0.746078622913354,-0.287004268321177,16872.6707526922,-4.50955582703665,-0.724547432085115,0.858076143399241,-5.21613877769251,-0.820017543881794,105643.607488341
89,0.996255006893156,-8.92850716275871e-07,-1.06646001371185e-08,1.00258281119033,-0.757485171116454,-0.0493618849646736,1.55949600179186,-0.752131287055145,-0.298558473864083,16882.3707082699,-4.6253541484792,-0.727108085590368,0.860697038155571,-5.24320848179126,-0.820581543682988,105909.892592673
90,0.985044970995101,-9.24869574384051e-07,-5.59685930922862e-08,1,-0.69539734522997,-0.0358896295739549,1.52041371900642,-0.736783010930242,-0.274580637325274,16991.7916238334,-4.37941175040018,-0.720905055140538,0.847737294631909,-5.2108407214854,-0.814327839865372,105735.505363495
91,1,-1.28383085375765e-06,-2.93959292810219e-08,1.00170827245643,-0.747510288140922,-0.0347803702168628,1.54179865525112,-0.734365073525452,-0.282241053556206,16881.5713680683,-4.63004492367486,-0.716389528195678,0.857259416860164,-5.19602152673354,-0.812313832343931,105135.733961757
92,0.982759530654959,-9.76197665936079e-07,-6.71701090593054e-08,1.00313088832602,-0.781687106587252,-0.0382849725710724,1.55360823340721,-0.727885344786097,-0.278875341597915,16869.8491138844,-4.68262473903604,-0.718265304779517,0.855189934117415,-5.17484534287119,-0.812398718015129,105015.614843086
93,0.979428338528234,0,-2.78556969482555e-08,1.00308169682535,-0.785664523125143,-0.0638671787178754,1.57929232628184,-0.782927217801742,-0.307474261057197,16989.626591784,-4.71855265529275,-0.734034932604196,0.865100995283552,-5.38350780241674,-0.831934505873839,105941.17106114
94,0.998637608232896,-2.95446229644127e-07,-2.94797616329771e-08,1.00292495268076,-0.760496505582523,-0.0493599434715286,1.56772255396211,-0.767741605267685,-0.307198118022406,16945.259886753,-4.59736611046471,-0.726569630526303,0.863454789701424,-5.30809318796516,-0.825465954757504,105849.180501517
95,0.997067957927322,0,-2.37968323133565e-08,1,-0.658762878340597,-0.0462465064004352,1.52979994337442,-0.782462183063185,-0.293412716699438,17094.7197314594,-4.24352694932941,-0.73186514605719,0.85079873818769,-5.42720282766467,-0.832702190364275,106882.946614274
96,1,-2.46554605425233e-06,-6.25062675118866e-08,1.00000614150425,-0.761437071445707,-0.0246417472897364,1.52328362124338,-0.694814623324024,-0.261403519596723,16748.5977401903,-4.60098139499284,-0.709663028533259,0.852147225944365,-5.03244247386749,-0.792467405396591,103656.216493464
97,0.997829276013454,0,-4.79868860532215e-08,1,-0.661519871126983,-0.0436168564665784,1.52293431356742,-0.768488858983301,-0.293167347332988,17043.7074594127,-4.22705760514746,-0.732352963648692,0.851465041517532,-5.36145413824042,-0.829744307249108,106882.946614274
