"iter","DOWNSTREAM_FACTOR","LOSSFACTOR_DIST","LOSSFACTOR_DISTTAS","CANAL_FACTOR","lognse","logkge","logrmse","nse","kge","rmse","lognse.yearly","logkge.yearly","logrmse.yearly","nse.yearly","kge.yearly","rmse.yearly"
98,0.970257517019876,-1.08674643846667e-06,-5.22529140980812e-08,1.00250860548092,-0.765418487994821,-0.0398385021690406,1.54770621269832,-0.730077243970822,-0.28353254839622,16893.6986912267,-4.68788668259437,-0.718149914336891,0.856890736588259,-5.16957897463571,-0.812517120941526,105143.309186336
99,0.98404207093816,0,-1.36392076263675e-08,1.00331405822725,-0.775739424525163,-0.0632185074526507,1.58580626051686,-0.793653299476772,-0.311026196925201,17010.9433148035,-4.69963320674271,-0.731292522348511,0.861946291689747,-5.41009033037165,-0.829413341874544,106422.808193519
100,0.991658696941278,-7.67564149693392e-07,0,1.00332143517309,-0.775374575245233,-0.051023613370353,1.57095848894946,-0.765120751219705,-0.307230573540334,16961.9000352357,-4.67086932474008,-0.731047260053205,0.865593996811041,-5.29003222983451,-0.825554348086389,105728.811310369
101,0.972246369461014,-1.10526654475087e-06,-4.80345492205835e-09,1,-0.681626517984753,-0.0373969012138022,1.52243732013023,-0.747582108973572,-0.282914559595967,17017.6344652605,-4.39779521530408,-0.727338752205485,0.852631164964192,-5.25076414932279,-0.822818287731393,106172.182257276
102,0.960142049253598,0,-6.19941925331612e-08,1.00355367866268,-0.772529273569579,-0.0548725688013743,1.57917990872131,-0.759682478901047,-0.303185658449341,16936.8868887843,-4.59521882415438,-0.722634206499285,0.862609830709005,-5.24701831315731,-0.825120475638219,105849.180501517
103,1,-7.39829384552943e-07,-2.25316297418949e-08,1.00454080472225,-0.782362275254698,-0.0519755491370419,1.55923439850133,-0.748855588290307,-0.301815931069801,16850.9804150405,-4.66550405881381,-0.729304767182905,0.864930422757515,-5.23769791760453,-0.817376643819297,105770.549143263
104,0.971609086909449,-7.3843287507644e-07,-2.55671047084569e-08,1.00204904604836,-0.754916464118131,-0.0454680505941845,1.54238848295439,-0.74742218347481,-0.295922447155414,16865.2573117837,-4.59736611046471,-0.725868035720439,0.862430292614567,-5.23642632904284,-0.822311107157192,105643.607488341
105,0.997603814467887,0,-3.10521791292081e-08,1.0019108738483,-0.762838021463375,-0.054507179277686,1.57182180693211,-0.781798574516835,-0.302400139795255,16958.8408318244,-4.57828746377966,-0.730733460535294,0.861205261162226,-5.38136111068506,-0.831621962991443,105860.553216997
106,0.977088008201182,-3.15731293321539e-07,-2.76306269894385e-08,1.00190903886451,-0.737939961856799,-0.0440262271323608,1.5578609735378,-0.768061366698602,-0.303313643149127,16956.6594043981,-4.51678561511769,-0.730925446741982,0.859837855197481,-5.30467314162586,-0.826648106042982,105777.127439696
107,0.988490647487656,0,-2.03720681350122e-08,1.00363031029869,-0.781055465167316,-0.0603174843630661,1.58282332322463,-0.788106346490699,-0.310744040724968,17003.7474395619,-4.70096374021011,-0.729992799624019,0.862372553623656,-5.40787212567585,-0.83161193390214,106036.595759184
108,1,-8.4629200542822e-07,-1.08167562143187e-07,1.00170178329813,-0.765024002670894,-0.0355554758533836,1.54382029282423,-0.716373678159682,-0.272780456014976,16836.9111139846,-4.68997923517887,-0.714548226836184,0.854552846078966,-5.17144009303301,-0.80948411910215,104553.331676435
109,1,-2.06722361945845e-06,-6.91278330818273e-08,1.00252374142684,-0.834913746744156,-0.0224236625541478,1.53396860731996,-0.693730211457007,-0.265385250954973,16752.1031204327,-4.98122916797276,-0.713999371956826,0.867666205160725,-5.02010299919342,-0.795953219061746,103585.056862307
110,0.980149919369674,-1.48090249047521e-06,-2.60829596967411e-08,1.00068188926164,-0.741766630086068,-0.034821839727075,1.53441526160418,-0.731000734301675,-0.274105739665762,16894.2515284925,-4.53930436423958,-0.714865799060936,0.853839171625208,-5.19056709787525,-0.807910942888902,105116.813836008
111,0.970659543292774,-1.14303264966561e-06,0,1.00388776683339,-0.770113843830732,-0.0440643542041117,1.55935518158446,-0.746326502652594,-0.297057195810519,16875.6718179646,-4.67655893453304,-0.726000176087026,0.863939858313705,-5.2158720600633,-0.81539977333404,105567.965133805
112,0.973536964844195,-8.33671557894026e-07,-1.1467739436656e-08,1,-0.681984273752398,-0.0411568476632609,1.52914266929834,-0.757273047799093,-0.289746680859686,16997.0680451023,-4.32074558523307,-0.73120850465468,0.853100889259656,-5.29375350774837,-0.827536689982604,106349.940049977
113,0.983291517729972,-1.50370802924016e-06,-9.45134791344993e-08,1.00043276830092,-0.809621352307556,-0.023452413311567,1.53789990775358,-0.69881894459507,-0.262585581258048,16784.8597549106,-4.99765239667994,-0.719497990485526,0.865504770104627,-5.03566350743261,-0.800196609745914,103957.692566917
114,0.988261137362509,-1.02113502165443e-06,-3.9950761120556e-09,1.00007994069887,-0.735957899962876,-0.0439769656315614,1.5459673019141,-0.749597705802494,-0.290754383113953,16885.8606431114,-4.53873439204009,-0.729039460088347,0.859459723335431,-5.24407625288914,-0.825762293708851,105643.607488341
115,0.990017529131198,-7.41944641793758e-07,-5.53708119734691e-08,1.0006119824572,-0.756515970947365,-0.0425463065507103,1.54149068756833,-0.740474374862616,-0.280775928180485,16879.6451598153,-4.51149034915509,-0.717393434074727,0.85512026667577,-5.19446405554381,-0.812848667827388,105182.732652899
116,0.975140584657136,-5.77455909612322e-07,-7.22215684137483e-08,1.00008648339928,-0.755975647350355,-0.044151742776662,1.54203072778222,-0.739577278033517,-0.280771216680215,16880.7288368475,-4.55356924633077,-0.717678537282229,0.8543770429326,-5.1808458831345,-0.81733617881424,105282.545006072
117,0.985799018818153,-7.32937717939781e-07,-1.31037272132223e-07,1.00002136005721,-0.805914619799809,-0.0269921933756101,1.54298535903963,-0.706776910779088,-0.27002216867924,16804.628323173,-4.94624208311985,-0.716231512684983,0.863380485954863,-5.03924171108694,-0.799094936734389,104409.139024394
118,0.991794504214563,-1.92070130946136e-06,0,1.00017257201191,-0.750818146772669,-0.0299166893790839,1.53370279539661,-0.72785994265158,-0.272080259801771,16880.8117839465,-4.6333423900269,-0.717556630850972,0.856531421527149,-5.19610064201453,-0.807775757257274,104931.14221534
119,0.978568772062782,-1.18424056355484e-06,0,1.00034660885596,-0.7435917115974,-0.0423662850118137,1.54210662293391,-0.744197041309632,-0.287029841744189,16870.9034991486,-4.54307215823428,-0.725613237679505,0.859155516905621,-5.21761031019668,-0.820295578812974,105550.822378407
120,0.973914720328539,-8.30566762128045e-07,-8.19497911700914e-08,1,-0.702853950144597,-0.0336451886666752,1.51721018430311,-0.728597115354821,-0.271379550485106,16889.8763673241,-4.40016268024579,-0.721117905778144,0.843212176018087,-5.19592577497168,-0.813691708701071,105226.462271115
121,0.969263712999747,-5.81324821878657e-07,-2.74491759785731e-08,1.00024637874303,-0.736280667205634,-0.0428959396220314,1.53018782355573,-0.7581438433402,-0.293412716699438,16887.4837213139,-4.49108498382277,-0.725765142334501,0.857259416860164,-5.23273425659243,-0.816692687174998,106001.672698833
122,0.994525636245395,0,-2.83245843033374e-08,1.00039287636742,-0.745353668663526,-0.0527167133748832,1.55782282639707,-0.781461653126912,-0.296813148356297,16985.7537479857,-4.52700001136617,-0.730379630718274,0.857864410630205,-5.38332876758686,-0.832955401499592,106058.21404145
123,0.985331209875126,0,-7.05764527552334e-08,1,-0.677380397782982,-0.0410826381138878,1.52310071221618,-0.759103372480586,-0.286427177322183,17036.0576962969,-4.33387483408491,-0.719747231094358,0.850608125227108,-5.28088552321427,-0.819522352016449,106662.404860419
124,0.978771147184701,-1.14189772572568e-06,-7.05014708045536e-08,1,-0.768639376558978,-0.0289691150854391,1.53095338427696,-0.715281836973501,-0.270748258998385,16844.5584121058,-4.9746250678372,-0.722983343640263,0.869879602267581,-5.12194388043881,-0.805170602539405,104931.14221534
125,0.996123091257963,-1.01844164939758e-06,-3.57589309846724e-09,1.00000838822354,-0.737764475131693,-0.045214907439513,1.54286868518693,-0.749100011470826,-0.287142985309353,16886.746341802,-4.50794370635171,-0.72631015657718,0.857259416860164,-5.22633379776305,-0.82379523589271,105643.607488341
126,1,-8.87052857513055e-07,-6.07400840769703e-08,1.00003087808502,-0.752243555293923,-0.0351273069909726,1.53784042987665,-0.732526858142506,-0.278200694858825,16880.278705144,-4.56049387326392,-0.721009473359151,0.852742851496065,-5.16780689639813,-0.81510806192832,105134.9116561
127,0.98352424255748,-1.13409022593579e-06,-1.38479341946542e-08,1.00022554216891,-0.737368235637358,-0.0347524252614173,1.52864589784767,-0.744237406804721,-0.282434607973448,16867.2527217279,-4.53930436423958,-0.720038414424123,0.857380076066437,-5.21229589081133,-0.815708516028112,105609.981190047
128,0.992427746335994,-1.39993524921648e-06,0,1.00027227009505,-0.734159260050458,-0.0405381645755885,1.5329046372087,-0.744047897027429,-0.27987646631022,16884.6044596305,-4.5679907482451,-0.720625984395505,0.859352257367463,-5.21229589081133,-0.817521900738437,105435.255026337
129,1,0,-6.60994929061589e-08,1,-0.674580223656704,-0.0422541946038557,1.52282732893559,-0.760888133007563,-0.286729821845724,17046.6373468637,-4.29402491762103,-0.725069050716392,0.850187777932154,-5.29003222983451,-0.820264371974492,106746.548533068
130,0.990984097020496,-1.30062684969475e-06,-4.34737174349173e-08,1.0000826853168,-0.740507130464095,-0.0327624200470186,1.53475170979561,-0.727989292170279,-0.272561496031445,16880.3994021854,-4.59890137912144,-0.718265304779517,0.855496204330438,-5.1682846752094,-0.80970753166725,105011.412387973
131,1,-2.14815828262453e-06,-1.27738044973813e-07,1.00018220729891,-0.760570072171037,-0.0187969582295435,1.52086908998371,-0.674290030530766,-0.262855901705702,16681.9315061355,-4.68239413490241,-0.710897800167074,0.852928982834673,-5.0089710195915,-0.794965508685856,103622.614505285
132,1,-6.83050644679194e-07,0,1.0004729467702,-0.729203104899544,-0.0471199075673391,1.54292178629858,-0.768334353717972,-0.298241028568717,16989.8418643624,-4.54736003688909,-0.726569630526303,0.859194274822319,-5.31928064677127,-0.82073831875212,105735.505363495
133,0.988446236208674,-1.38490187000825e-06,-2.957655667978e-08,1.00028981791954,-0.724011559010556,-0.0346094240939774,1.53381466488444,-0.731108797344419,-0.27589084547034,16884.9578535878,-4.510169006738,-0.71583621038392,0.853100889259656,-5.1831709183667,-0.812079547763268,105126.903285897
134,0.993765051926736,-1.29491100881641e-06,0,1.00001260020126,-0.736622444146848,-0.0373589336227422,1.54124771471005,-0.744237406804721,-0.278975982569245,16893.9584519351,-4.48900654090488,-0.723226675506999,0.855290773726634,-5.21416483813902,-0.815249393467075,105550.822378407
135,0.989432360077592,-1.49639132250944e-06,-8.95985914488896e-08,1.00050790542116,-0.761187974442345,-0.0271500518890495,1.52835474474365,-0.706043531367541,-0.264419998258702,16763.6951663683,-4.65747921219982,-0.712371993668509,0.854340544554563,-5.14038790454096,-0.802086066127855,103878.897152446
136,0.993825775639616,-1.50931020304473e-06,-1.39582078156487e-08,1,-0.693369780182096,-0.034821839727075,1.5201757496786,-0.733359993553658,-0.274253183328878,16990.189989147,-4.42147844203529,-0.721434005213194,0.847955855503708,-5.20985900052981,-0.814328985182017,105735.505363495
137,0.988696760954988,-1.9906142688214e-06,-8.21471452515276e-08,1.00013681621897,-0.75422293398079,-0.0258103899753741,1.53063420999964,-0.696792815628179,-0.261410806337117,16750.3716853183,-4.64361923052205,-0.711779935428133,0.851059471845207,-5.0494035662299,-0.797159652481232,103264.734787758
138,0.993398727622243,-9.40162220549546e-07,-1.13186900814413e-07,1.00026484826637,-0.812562308264784,-0.0282700950067905,1.53156556166485,-0.70930409992127,-0.272862399020361,16778.8185149936,-5.00576240709617,-0.71800266341425,0.8676347832453,-5.09576982086004,-0.796670588141091,104208.074368124
139,0.978153023046328,-7.52567638959025e-07,-1.19244092778489e-07,1.00024919212981,-0.814799208610073,-0.0288702201935325,1.53537747648488,-0.708603058436314,-0.270744993541845,16827.0066992341,-4.95274064669507,-0.718352178139274,0.86532780271936,-5.06048245392861,-0.801035680289105,104295.369630527
140,0.988660823986291,-1.53185593665504e-06,-9.02548095959639e-08,1.00031900469393,-0.814653757641891,-0.0295356034353245,1.53230831390242,-0.696913939104084,-0.26099743793366,16770.1825158109,-5.00428347087563,-0.714070279474563,0.865435840909608,-5.04819508310258,-0.801044493395091,104143.658315195
141,0.978256473541565,0,-1.24212036996866e-07,1.00022219554196,-0.82180257901794,-0.0393248552673773,1.5490099261387,-0.733936093889294,-0.282421464743627,16836.5636518392,-4.87168663959345,-0.717698048781826,0.860071985006815,-5.04155480591122,-0.806932883785122,105041.790546024
base,0.99,NA,NA,1.010101,-0.8998549,-0.1831308,1.659684,-0.6588575,-0.2443427,16604,-5.066686,-0.7953133,0.9037108,-5.29035,-0.7730333,105968.8
base-lim,0.99,NA,NA,1.010101,-1.41587,-0.06995125,1.472521,-0.6110923,-0.2266814,19346.65,-7.097609,-0.7982042,0.8745594,-4.75388,-0.7611472,113042.2
