"fips","naics","year","MGwithdrawal","MG_min_of_min_withdrawal","MG_max_of_maxwithdrawl","fix_revenue2015dollar","hours","materials_2015dollar","labor_2015dollar","ln_fix_revenue","ln_MGwithdrawal","ln_hours","ln_materials","coef","y1","y2","m","b","y_hat","fix_revenue"
36001,324,2013,"0","0","0","52375.97","86.79562","26428.49","7555.625","3.958448","0","4.463556","10.1822",26.193717082564394,0.0,0.0,NaN,NaN,NaN,52.375975323640546
36001,324,2014,"0","0","0","57323.55","93.96185","29053.6","8338.644","4.048712","0","4.542889","10.2769",28.574775239052947,0.0,0.0,NaN,NaN,NaN,57.323576709921355
36001,325,2009,"0","0","0","828138.4","1368.448","550975.4","96201.75","6.71918","0","7.221433","13.21945",624.8456242333912,0.0,0.0,NaN,NaN,NaN,828.1381596943538
36001,325,2010,"0","0","0","785857.4","1425.632","636702.4","88774.95","6.666775","0","7.262371","13.36406",691.3195316085344,0.0,0.0,NaN,NaN,NaN,785.8571241379125
36001,325,2011,"0","0","0","791083.9","1489.144","711092.7","79991.13","6.673404","0","7.305957","13.47456",750.4895237884452,0.0,0.0,NaN,NaN,NaN,791.0838759424837
36001,325,2012,"0","0","0","857588.5","1540","784433.1","73155.48","6.754124","0","7.339538","13.57272",805.6453940963427,0.0,0.0,NaN,NaN,NaN,857.5881735060832
36001,325,2013,"0","0","0","923129.1","1578.2","855448.3","67680.78","6.827769","0","7.36404","13.65938",855.9533696927994,0.0,0.0,NaN,NaN,NaN,923.1290125694104
36001,325,2014,"0","0","0","985070.4","1616.4","922818.1","62252.32","6.892713","0","7.387957","13.73519",903.4199461895885,0.0,0.0,NaN,NaN,NaN,985.0702909534023
36001,326,2009,"0","0","0","171357.6","458.823","81312.12","24136.66","5.143753","0","6.128664","11.30605",139.296157213749,0.0,0.0,NaN,NaN,NaN,171.35766837184715
36001,326,2010,"0","0","0","140746.5","449.5487","68371.24","23405.21","4.94696","0","6.108244","11.13271",124.80660684534638,0.0,0.0,NaN,NaN,NaN,140.74644371189174
36001,326,2011,"0","0","0","108848.3","442.7966","54708.63","22496.26","4.689956","0","6.093111","10.90978",108.84368996547484,0.0,0.0,NaN,NaN,NaN,108.84839037287274
36001,326,2012,"0","0","0","80780.61","431","42846.77","21785.19","4.391737","0","6.066108","10.66539",93.29464381443772,0.0,0.0,NaN,NaN,NaN,80.78061311159986
36001,326,2013,"0","0","0","55281.15","414.1588","32205.64","21120.49","4.012432","0","6.026249","10.3799",77.66431643918058,0.0,0.0,NaN,NaN,NaN,55.28115097146548
36001,326,2014,"0","0","0","42267.69","397.3176","21828.96","20438.73","3.744023","0","5.984736","9.990993",60.80477651570935,0.0,0.0,NaN,NaN,NaN,42.267691504797725
36001,327,2009,"678.9","678.9","2770.35","496918.6","1641.832","233200.9","65099.79","6.208426","6.520474","7.403568","12.35966",442.2756578603694,596.974945216368,636.868297239591,0.019074494739641387,584.0252707376255,596.974945216368,496.91848571539333
36001,327,2010,"788.4","678.9","2770.35","457633.7","1559.888","209863.2","64022","6.126069","6.670006","7.352369","12.25421",407.38528913605654,549.8806148194839,586.6268486665161,0.01756974053744162,537.9525179686148,551.8045014083337,457.63366226406873
36001,327,2011,"1189.9","678.9","2770.35","412380.5","1473.696","183025.8","62052.92","6.021946","7.081625","7.295529","12.11738",367.5765307826104,496.1475392707433,529.3030152219322,0.01585286569183529,485.38502875255637,504.24835363927116,412.3803074864908
36001,327,2012,"678.9","678.9","2770.35","375247.3","1396","162135.6","60792.21","5.927585","6.520474","7.241366","11.99619",335.07167561526137,452.27312794394953,482.49665951473054,0.014450994081035172,442.46234806233474,452.27312794394953,375.2471967002533
36001,327,2013,"865.05","678.9","2770.35","343290.8","1326.8","145645.4","59912.73","5.838578","6.762787","7.190526","11.88893",308.3545341851828,416.2108582754829,444.02449839241217,0.013298735383073593,407.18234682391426,418.68641786704205,343.290833853201
36001,327,2014,"1058.5","678.9","2770.35","311695.1","1257.6","129396.8","58954.52","5.742025","6.964608","7.136961","11.77064",281.63227650885517,380.1416827989078,405.54496997555935,0.012146256031294812,371.89558957926175,384.75240158838733,311.69495462359936
36001,331,2009,"0","0","0","6866.519","2.527651","3804.542","828.474","1.926657","0","0.9272903","8.243951",2.463064227654934,0.0,0.0,NaN,NaN,NaN,6.8665170633547294
36001,331,2010,"0","0","0","16028.57","20.15902","8278.344","2188.484","2.774373","0","3.003652","9.021399",8.84637176586127,0.0,0.0,NaN,NaN,NaN,16.028573928495298
36001,331,2011,"0","0","0","25289.18","39.97272","12765.74","3577.709","3.230376","0","3.688197","9.45452",14.959241239869419,0.0,0.0,NaN,NaN,NaN,25.28916390917636
36001,331,2012,"0","0","0","32836.81","55.42175","16476.9","4687.228","3.49155","0","4.014972","9.709715",19.77723674516203,0.0,0.0,NaN,NaN,NaN,32.836805329652584
36001,331,2013,"0","0","0","38835.32","66.5061","19486.85","5543.475","3.65933","0","4.197294","9.877495",23.45815015280887,0.0,0.0,NaN,NaN,NaN,38.8353144920894
36001,331,2014,"0","0","0","44584.63","77.59045","22371.74","6364.149","3.797389","0","4.351444","10.01555",27.03952471737145,0.0,0.0,NaN,NaN,NaN,44.58462193922351
36001,332,2009,"0","0","0","183242.2","894.936","64851.01","41584.4","5.210809","0","6.796752","11.07985",132.20922980997904,0.0,0.0,NaN,NaN,NaN,183.24224121874863
36001,332,2010,"0","0","0","174830.9","865.624","68661.7","39414.02","5.163819","0","6.763451","11.13695",134.92461917408994,0.0,0.0,NaN,NaN,NaN,174.83086135289494
36001,332,2011,"0","0","0","163958","836.208","71492.13","36677.3","5.09961","0","6.728878","11.17734",136.28309021227736,0.0,0.0,NaN,NaN,NaN,163.9579512282994
36001,332,2012,"0","0","0","155684.9","807","74437.52","34585.4","5.047834","0","6.693324","11.21772",137.6009657490931,0.0,0.0,NaN,NaN,NaN,155.68488555827747
36001,332,2013,"0","0","0","149015.6","778","77264.1","32906.49","5.004051","0","6.656726","11.25498",138.6200526077085,0.0,0.0,NaN,NaN,NaN,149.015600230738
36001,332,2014,"0","0","0","142285.7","749","79869.64","31220.41","4.957837","0","6.618739","11.28815",139.23521455057943,0.0,0.0,NaN,NaN,NaN,142.28569884354823
36001,333,2009,"0","0","0","366436","452.4845","175840.8","37558.7","5.903824","0","6.114754","12.07733",178.3655852954246,0.0,0.0,NaN,NaN,NaN,366.4360435148099
36001,333,2010,"0","0","0","415118.8","503.323","176530.4","40802.59","6.028565","0","6.221232","12.08125",186.47582798044542,0.0,0.0,NaN,NaN,NaN,415.1189061355483
36001,333,2011,"0","0","0","456226.1","556.1743","173938.5","43354.95","6.122989","0","6.321082","12.06646",192.31996935441745,0.0,0.0,NaN,NaN,NaN,456.226319005465
36001,333,2012,"0","0","0","497962.7","605","174359.3","46065.2","6.210525","0","6.405229","12.06887",199.11795224863454,0.0,0.0,NaN,NaN,NaN,497.9626130451909
36001,333,2013,"0","0","0","539317.4","649.8","176909.8","48805.05","6.290304","0","6.476665","12.0834",206.58565901052552,0.0,0.0,NaN,NaN,NaN,539.3172566124064
36001,333,2014,"0","0","0","578476.7","694.6","179072.6","51376.48","6.360398","0","6.543336","12.09555",213.6307176565518,0.0,0.0,NaN,NaN,NaN,578.4765442479156
36001,335,2009,"0","0","0","163049.2","349.5934","76553.38","19863.76","5.094052","0","5.856771","11.24574",112.45247590577789,0.0,0.0,NaN,NaN,NaN,163.04920069248888
36001,335,2010,"0","0","0","141519.6","288.484","67560.72","17964.04","4.952438","0","5.664639","11.12078",96.8433673722596,0.0,0.0,NaN,NaN,NaN,141.51956838566966
36001,335,2011,"0","0","0","117702.2","224.6967","57444.77","15808.5","4.768158","0","5.414752","10.95858",79.75251298881227,0.0,0.0,NaN,NaN,NaN,117.70223464207766
36001,335,2012,"0","0","0","98510.42","166.2652","49430.7","14061.68","4.590162","0","5.113584","10.80833",64.81058728238875,0.0,0.0,NaN,NaN,NaN,98.5103875521463
36001,335,2013,"0","0","0","82779.02","113.1895","42987.7","12597.83","4.416175","0","4.729064","10.66867",51.27578605390587,0.0,0.0,NaN,NaN,NaN,82.77904916784266
36001,335,2014,"0","0","0","67376.77","60.11384","36663.56","11156.01","4.2103","0","4.09624","10.50954",36.350611267483664,0.0,0.0,NaN,NaN,NaN,67.37674980340705
36003,311,2009,"204.4","189.8","335.8","202414.6","746.8651","146298","24433.32","5.310318","5.320079","6.615885","11.8934",191.19928479530967,243.38168245657076,249.85380935791602,0.04432963631058399,234.96791748482192,244.02889514670528,202.41458599309178
36003,311,2010,"200.75","189.8","335.8","176277.5","622.3676","131507.5","21952.22","5.172059","5.302061","6.433531","11.78682",167.09150826038996,212.694375128841,218.35044987177827,0.038740237965323825,205.34147796302253,213.11858073456128,176.2774192843118
36003,311,2011,"189.8","189.8","335.8","147895.1","492.346","114740","19233.33","4.996503","5.245971","6.199182","11.65042",140.5653650134956,178.92867679254928,183.6868372703733,0.03259014025906863,172.74306817137807,178.9286767925493,147.89506470123723
36003,311,2012,"197.1","189.8","335.8","123976.5","373.3725","101289.1","16885.2","4.820092","5.283711","5.922576","11.52573",117.0900861945901,149.04648941303626,153.01000788305635,0.02714738678095953,143.89391540201012,149.24466533653725,123.97649609281198
36003,311,2013,"208.05","189.8","335.8","104962.3","265.447","90203.98","14758.34","4.653602","5.337779","5.581415","11.40983",95.5653732550119,121.64721929946012,124.88212273407818,0.022156872839849736,117.44184483445665,122.05158222878738,104.9623799744337
36003,311,2014,"222.65","189.8","335.8","91964.48","157.5215","79294.77","12669.71","4.521402","5.405601","5.059562","11.28093",72.05952128395471,91.72611469692167,94.16534121756077,0.01670703096328148,88.55512022009084,92.27494066406547,91.96444178492605
36003,312,2009,"0","0","0","3470.871","8.858811","2531.991","436.3722","1.244406","0","2.181413","7.836761",4.08784630266843,0.0,0.0,NaN,NaN,NaN,3.4708724886329367
36003,312,2010,"0","0","0","3521.286","9.466121","2677.687","455.746","1.258826","0","2.247719","7.892709",4.336713950224261,0.0,0.0,NaN,NaN,NaN,3.521285071090662
36003,312,2011,"0","0","0","3500.01","10.0437","2769.188","465.8795","1.252766","0","2.306946","7.92631",4.528064502268225,0.0,0.0,NaN,NaN,NaN,3.5000106102822945
36003,312,2012,"0","0","0","3546.487","10.68074","2897.488","483.0199","1.265957","0","2.368442","7.9716",4.764688831329684,0.0,0.0,NaN,NaN,NaN,3.5464850988440992
36003,312,2013,"0","0","0","3643.278","11.37723","3051.756","505.2014","1.292884","0","2.431614","8.023473",5.036431497011749,0.0,0.0,NaN,NaN,NaN,3.643278634484849
36003,312,2014,"0","0","0","3730.748","12.07372","3196.008","525.8259","1.316609","0","2.491031","8.069658",5.298043079008488,0.0,0.0,NaN,NaN,NaN,3.7307489336419675
36003,322,2009,"0","0","0","0","0","0","0","0","0","0","0",0.012462888134332663,0.0,0.0,NaN,NaN,NaN,1.0
36003,322,2010,"0","0","0","0","0","0","0","0","0","0","0",0.012462888134332663,0.0,0.0,NaN,NaN,NaN,1.0
36003,322,2011,"0","0","0","0","0","0","0","0","0","0","0",0.012462888134332663,0.0,0.0,NaN,NaN,NaN,1.0
36003,322,2012,"0","0","0","0","0","0","0","0","0","0","0",0.012462888134332663,0.0,0.0,NaN,NaN,NaN,1.0
36003,322,2013,"0","0","0","0","0","0","0","0","0","0","0",0.012462888134332663,0.0,0.0,NaN,NaN,NaN,1.0
36003,322,2014,"0","0","0","0","0","0","0","0","0","0","0",0.012462888134332663,0.0,0.0,NaN,NaN,NaN,1.0
36003,324,2009,"0","0","0","0","0","0","0","0","0","0","0",0.011344752236418013,0.0,0.0,NaN,NaN,NaN,1.0
36003,324,2010,"0","0","0","0","0","0","0","0","0","0","0",0.011344752236418013,0.0,0.0,NaN,NaN,NaN,1.0
36003,324,2011,"0","0","0","0","0","0","0","0","0","0","0",0.011344752236418013,0.0,0.0,NaN,NaN,NaN,1.0
36003,324,2012,"0","0","0","0","0","0","0","0","0","0","0",0.011344752236418013,0.0,0.0,NaN,NaN,NaN,1.0
36003,324,2013,"0","0","0","0","0","0","0","0","0","0","0",0.011344752236418013,0.0,0.0,NaN,NaN,NaN,1.0
36003,324,2014,"0","0","0","0","0","0","0","0","0","0","0",0.011344752236418013,0.0,0.0,NaN,NaN,NaN,1.0
36003,325,2009,"0","0","0","3218.26","8.163289","2420.762","404.119","1.168841","0","2.099647","7.791838",3.398278969412189,0.0,0.0,NaN,NaN,NaN,3.218260512245401
36003,325,2010,"0","0","0","3355.596","9.002439","2604.732","434.5909","1.210629","0","2.197496","7.865085",3.6877381808612415,0.0,0.0,NaN,NaN,NaN,3.3555946579226
36003,325,2011,"0","0","0","3446.47","9.889143","2745.614","459.0435","1.237351","0","2.291437","7.91776",3.9477041101813084,0.0,0.0,NaN,NaN,NaN,3.4464716583629196
36003,325,2012,"0","0","0","3546.487","10.68074","2897.488","483.0199","1.265957","0","2.368442","7.9716",4.200620414003372,0.0,0.0,NaN,NaN,NaN,3.5464850988440992
36003,325,2013,"0","0","0","3643.278","11.37723","3051.756","505.2014","1.292884","0","2.431614","8.023473",4.440192782573184,0.0,0.0,NaN,NaN,NaN,3.643278634484849
36003,325,2014,"0","0","0","3730.748","12.07372","3196.008","525.8259","1.316609","0","2.491031","8.069658",4.670833437352005,0.0,0.0,NaN,NaN,NaN,3.7307489336419675
36003,326,2009,"0","0","0","20156.46","51.12796","15161.62","2531.06","3.003525","0","3.934332","9.626522",21.79681560586791,0.0,0.0,NaN,NaN,NaN,20.15646337527159
36003,326,2010,"0","0","0","21016.62","56.3837","16313.85","2721.911","3.045314","0","4.03218","9.69977",23.653433166382364,0.0,0.0,NaN,NaN,NaN,21.01662938853815
36003,326,2011,"0","0","0","21585.78","61.93726","17196.22","2875.062","3.072035","0","4.126122","9.752444",25.32086957270397,0.0,0.0,NaN,NaN,NaN,21.585785082151414
36003,326,2012,"0","0","0","22212.2","66.89516","18147.43","3025.229","3.100642","0","4.203126","9.806284",26.943083001894287,0.0,0.0,NaN,NaN,NaN,22.212206941741638
36003,326,2013,"0","0","0","22818.43","71.25739","19113.64","3164.155","3.127568","0","4.266298","9.858157",28.479717492794453,0.0,0.0,NaN,NaN,NaN,22.818417614883163
36003,326,2014,"0","0","0","23366.27","75.61961","20017.11","3293.33","3.151293","0","4.325716","9.904343",29.9590927755316,0.0,0.0,NaN,NaN,NaN,23.366257628044302
36003,327,2009,"0","0","0","55538.04","165.1728","30479.75","6686.768","4.017068","0","5.106992","10.32482",53.948946922239415,0.0,0.0,NaN,NaN,NaN,55.5380293714206
36003,327,2010,"0","0","0","55164.07","191.1152","24881.26","6774.475","4.010312","0","5.252876","10.12187",50.73807353156903,0.0,0.0,NaN,NaN,NaN,55.16407907146726
36003,327,2011,"0","0","0","53962.87","218.1935","18915.55","6769.785","3.988296","0","5.385382","9.847739",45.52374532035256,0.0,0.0,NaN,NaN,NaN,53.962858264616166
36003,327,2012,"0","0","0","53383.95","243","13930.92","6805.607","3.97751","0","5.493062","9.541866",39.699075251152614,0.0,0.0,NaN,NaN,NaN,53.3839425801308
36003,327,2013,"0","0","0","53158.72","265.5346","9685.677","6852.889","3.973282","0","5.581745","9.178404",33.21807541568145,0.0,0.0,NaN,NaN,NaN,53.1587117444072
36003,327,2014,"0","0","0","52846.88","288.0692","5551.484","6886.703","3.967399","0","5.663201","8.62182",24.745309007496132,0.0,0.0,NaN,NaN,NaN,52.84689714517515
36003,331,2009,"0","0","0","0","0","0","0","0","0","0","0",0.013500885541802265,0.0,0.0,NaN,NaN,NaN,1.0
36003,331,2010,"0","0","0","0","0","0","0","0","0","0","0",0.013500885541802265,0.0,0.0,NaN,NaN,NaN,1.0
36003,331,2011,"0","0","0","0","0","0","0","0","0","0","0",0.013500885541802265,0.0,0.0,NaN,NaN,NaN,1.0
36003,331,2012,"0","0","0","0","0","0","0","0","0","0","0",0.013500885541802265,0.0,0.0,NaN,NaN,NaN,1.0
36003,331,2013,"0","0","0","0","0","0","0","0","0","0","0",0.013500885541802265,0.0,0.0,NaN,NaN,NaN,1.0
36003,331,2014,"0","0","0","0","0","0","0","0","0","0","0",0.013500885541802265,0.0,0.0,NaN,NaN,NaN,1.0
36003,332,2009,"0","0","0","493116.7","1285.671","352382.2","59104.54","6.200746","0","7.159036","12.77247",412.1626883322865,0.0,0.0,NaN,NaN,NaN,493.1167690233757
36003,332,2010,"0","0","0","421640.5","1216.781","311361.1","52507.59","6.044153","0","7.103964","12.64871",375.01368326073174,0.0,0.0,NaN,NaN,NaN,421.6404767119395
36003,332,2011,"0","0","0","342633.4","1141.368","264450.1","45142.36","5.836661","0","7.039983","12.48541",332.21054446801594,0.0,0.0,NaN,NaN,NaN,342.6333756996851
36003,332,2012,"0","0","0","279799.1","1079","228596.6","39149.82","5.634072","0","6.98379","12.33971",298.2674627570126,0.0,0.0,NaN,NaN,NaN,279.79914318897147
36003,332,2013,"0","0","0","235427.3","1029.676","201290.2","34137.03","5.461402","0","6.936999","12.2125",271.72461375697696,0.0,0.0,NaN,NaN,NaN,235.4272621164346
36003,332,2014,"0","0","0","203669.5","980.3512","174454","29215.47","5.316498","0","6.887911","12.06942",245.02550226372608,0.0,0.0,NaN,NaN,NaN,203.6693814588835
36003,333,2009,"0","0","0","253903.7","644.0405","190985.5","31882.86","5.536955","0","6.467762","12.15995",215.31980800080132,0.0,0.0,NaN,NaN,NaN,253.90368444310326
36003,333,2010,"0","0","0","264738.8","710.245","205499.7","34286.93","5.578744","0","6.56561","12.2332",233.66067591182934,0.0,0.0,NaN,NaN,NaN,264.7388848418525
36003,333,2011,"0","0","0","271908.3","780.2013","216614.5","36216.12","5.605465","0","6.659552","12.28587",250.1318758046669,0.0,0.0,NaN,NaN,NaN,271.9083334172143
36003,333,2012,"0","0","0","279799.1","842.6541","228596.6","38107.73","5.634072","0","6.736557","12.33971",266.1569951476895,0.0,0.0,NaN,NaN,NaN,279.79914318897147
36003,333,2013,"0","0","0","287435.5","897.6035","240767.6","39857.72","5.660998","0","6.799728","12.39159",281.33766929637864,0.0,0.0,NaN,NaN,NaN,287.435359949507
36003,333,2014,"0","0","0","294336.4","952.5529","252148.3","41484.89","5.684723","0","6.859146","12.43777",295.950676206056,0.0,0.0,NaN,NaN,NaN,294.33630260185845
36003,335,2009,"0","0","0","971.6203","2.734269","793.816","132.3315","-0.0287902","0","1.005864","6.676852",1.1270845652985926,0.0,0.0,NaN,NaN,NaN,0.971620289021298
36003,335,2010,"0","0","0","1882.007","5.383093","1537.604","256.3233","0.632339","0","1.683263","7.337981",2.1726920940825765,0.0,0.0,NaN,NaN,NaN,1.8820074505456281
36003,335,2011,"0","0","0","2780.067","8.202808","2271.322","378.6361","1.022475","0","2.104477","7.728117",3.2277250525820316,0.0,0.0,NaN,NaN,NaN,2.7800669217924003
36003,335,2012,"0","0","0","3546.487","10.68074","2897.488","483.0199","1.265957","0","2.368442","7.9716",4.133945310602661,0.0,0.0,NaN,NaN,NaN,3.5464850988440992
36003,335,2013,"0","0","0","4194.346","12.81689","3426.791","571.2564","1.433738","0","2.550764","8.13938",4.903349799022834,0.0,0.0,NaN,NaN,NaN,4.194348399650167
36003,335,2014,"0","0","0","4815.292","14.95304","3934.104","655.827","1.571797","0","2.704914","8.277438",5.651958091579842,0.0,0.0,NaN,NaN,NaN,4.815293506066026
36005,311,2009,"0","0","0","472961.2","1960.802","231261.6","63108.71","6.159013","0","7.581109","12.35131",366.62448918261765,0.0,0.0,NaN,NaN,NaN,472.9610318486013
36005,311,2010,"0","0","0","456625.4","1760.202","236092.3","56534.33","6.123863","0","7.473184","12.37198",355.57390715745856,0.0,0.0,NaN,NaN,NaN,456.6252351092198
36005,311,2011,"0","0","0","432926.8","1551.734","237013.9","49213.34","6.070569","0","7.347128","12.37587",339.03331537696215,0.0,0.0,NaN,NaN,NaN,432.9269469381438
36005,311,2012,"0","0","0","417146.6","1359","240492.9","43139.84","6.033438","0","7.214504","12.39045",324.4520417484784,0.0,0.0,NaN,NaN,NaN,417.1467173143634
36005,311,2013,"0","0","0","406712.9","1182","245485.3","37910.84","6.008108","0","7.074963","12.41099",310.7337629937676,0.0,0.0,NaN,NaN,NaN,406.7130906988848
36005,311,2014,"0","0","0","395879.4","1005","249895.6","32772.99","5.98111","0","6.912743","12.4288",294.4625493169591,0.0,0.0,NaN,NaN,NaN,395.8795506651763
36005,312,2009,"0","0","0","13727.11","60.639","6115.945","1988.438","2.619373","0","4.104938","8.718655",14.693510489327206,0.0,0.0,NaN,NaN,NaN,13.727113985781516
36005,312,2010,"0","0","0","10184.54","42.426","4486.144","1434.77","2.320871","0","3.747761","8.408749",10.6339213503533,0.0,0.0,NaN,NaN,NaN,10.184541179356675
36005,312,2011,"0","0","0","6479.84","23.38798","2785.036","862.1512","1.868696","0","3.152222","7.932016",6.349482439548968,0.0,0.0,NaN,NaN,NaN,6.479841174786531
36005,312,2012,"0","0","0","3364.438","6","1352.382","371.9318","1.213261","0","1.791759","7.209623",2.4244028945050253,0.0,0.0,NaN,NaN,NaN,3.3644382160795305
36005,312,2013,"0","0","0","710.2552","0","130.2283","0","-0.342131","0","0","4.869289",0.30187949723904256,0.0,0.0,NaN,NaN,NaN,0.710255155189237
36005,312,2014,"0","0","0","0","0","0","0","0","0","0","0",0.01731815336813426,0.0,0.0,NaN,NaN,NaN,1.0
36005,322,2009,"0","0","0","82643.67","393.9467","38875.18","11564.57","4.414538","0","5.976216","10.56811",65.69758100400328,0.0,0.0,NaN,NaN,NaN,82.64365071822232
36005,322,2010,"0","0","0","58938.96","303.6312","29443.72","8289.25","4.076502","0","5.715814","10.29024",50.34167304210213,0.0,0.0,NaN,NaN,NaN,58.93894042689934
36005,322,2011,"0","0","0","34405.18","210.5468","19590.6","4981.62","3.538207","0","5.349708","9.882805",34.28441586618616,0.0,0.0,NaN,NaN,NaN,34.40517537462085
36005,322,2012,"0","0","0","13483.5","123","11240.76","2005.747","2.601467","0","4.812184","9.327302",20.000377292478866,0.0,0.0,NaN,NaN,NaN,13.483503833367326
36005,322,2013,"0","0","0","0","40.99066","4046.853","0","0","0","3.713344","8.305695",7.105912535634957,0.0,0.0,NaN,NaN,NaN,1.0
36005,322,2014,"0","0","0","0","0","0","0","0","0","0","0",0.012462888134332663,0.0,0.0,NaN,NaN,NaN,1.0
36005,324,2009,"0","0","0","1231.345","5.030879","1026.533","183.1695","0.2081073","0","1.615595","6.933942",1.2598587027493091,0.0,0.0,NaN,NaN,NaN,1.231345285809871
36005,324,2010,"0","0","0","2385.089","9.904543","1988.371","354.7954","0.8692364","0","2.292994","7.595071",2.4286421155979383,0.0,0.0,NaN,NaN,NaN,2.385088904105343
36005,324,2011,"0","0","0","3523.21","15.09264","2937.186","524.0974","1.259373","0","2.714207","7.985208",3.6079619928052273,0.0,0.0,NaN,NaN,NaN,3.5232117409207078
36005,324,2012,"0","0","0","4494.502","19.65187","3746.921","668.5825","1.502855","0","2.978173","8.228689",4.620934470580586,0.0,0.0,NaN,NaN,NaN,4.494502575208484
36005,324,2013,"0","0","0","5315.542","23.58224","4431.396","790.7168","1.670635","0","3.160494","8.39647",5.480977790682329,0.0,0.0,NaN,NaN,NaN,5.315542094958539
36005,324,2014,"0","0","0","6102.472","27.51262","5087.434","907.7772","1.808694","0","3.314645","8.534529",6.317780394054535,0.0,0.0,NaN,NaN,NaN,6.10247239671585
