"x1","x2","x3","x4","x5","x6","x7","x8"
0.0,0.0,27310.080000000005,0.0,0.0,0.0,70594.728,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16736.568,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,18416.016,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,4111.752,0.0
0.0,0.0,140939.52000000002,0.0,0.0,0.0,2779.776,0.0
0.0,0.0,13655.040000000003,0.0,0.0,0.0,26929.08,0.0
208.73730231140868,0.0,17068.800000000003,0.0,0.0,0.0,89474.04,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6891.528,0.0
0.0,0.0,36088.32000000001,0.0,0.0,0.0,579.12,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,975.3600000000001,0.0,0.0,0.0,41291.256,0.0
1417.046703210043,0.0,0.0,0.0,0.0,0.0,13609.32,0.0
0.0,0.0,39014.4,0.0,0.0,0.0,1389.888,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2895.6,0.0
30.520232162803914,0.0,16581.120000000003,0.0,0.0,0.0,25017.984,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,231.648,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,637.0319999999999,0.0
0.0,0.0,975.3600000000001,0.0,0.0,0.0,6022.848000000001,0.0
0.0,0.0,975.3600000000001,0.0,0.0,0.0,57.912,0.0
0.0,0.0,2438.4,0.0,0.0,0.0,1042.4160000000002,0.0
0.0,0.0,3413.7600000000007,0.0,0.0,0.0,3300.9840000000004,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,30925.007999999998,0.0
0.0,0.0,0.0,0.0,0.0,0.0,57.912,0.0
0.0,0.0,0.0,0.0,0.0,0.0,57.912,0.0
0.0,0.0,975.3600000000001,0.0,0.0,0.0,405.384,0.0
0.0,0.0,0.0,0.0,0.0,0.0,231.648,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,2084.8320000000003,0.0
0.0,0.0,0.0,0.0,0.0,0.0,694.944,0.0
0.0,0.0,975.3600000000001,0.0,0.0,0.0,54495.192,0.0
0.0,0.0,14630.400000000001,0.0,0.0,0.0,57.912,0.0
0.0,0.0,302361.60000000003,0.0,0.0,0.0,637.0319999999999,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1463.0400000000002,0.0,0.0,0.0,57159.144,0.0
356.7646779641784,0.0,36576.00000000001,0.0,0.0,0.0,79744.82400000001,0.0
0.0,0.0,2438.4,0.0,0.0,0.0,4632.96,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,405.384,0.0
0.0,0.0,131185.92,0.0,0.0,0.0,10482.072,0.0
0.0,0.0,39502.08,0.0,0.0,0.0,33820.608,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,3127.248,0.0
0.0,0.0,1463.0400000000002,0.0,0.0,0.0,26060.4,0.0
54.99568291724505,0.0,17556.480000000003,0.0,0.0,0.0,50557.176,0.0
0.0,0.0,273100.80000000005,0.0,0.0,0.0,4632.96,0.0
0.0,0.0,63398.40000000001,0.0,0.0,0.0,13377.671999999999,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,5559.552,0.0
0.0,0.0,0.0,0.0,0.0,0.0,579.12,0.0
0.0,0.0,185318.40000000002,0.0,0.0,0.0,347.472,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1911.096,0.0
0.0,0.0,65836.8,0.0,0.0,0.0,39264.336,0.0
0.0,0.0,30236.160000000003,0.0,0.0,0.0,13609.32,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,2721.864,0.0
5593.826050379966,0.0,487.68000000000006,0.0,0.0,0.0,25828.752,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,521.2080000000001,0.0
0.0,0.0,975.3600000000001,0.0,0.0,0.0,10945.368,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,487.68000000000006,0.0,0.0,0.0,2258.5679999999998,0.0
0.0,0.0,63398.40000000001,0.0,0.0,0.0,4575.048,0.0
0.0,0.0,0.0,0.0,0.0,0.0,57.912,0.0
0.0,0.0,0.0,0.0,0.0,0.0,115.824,0.0
0.0,0.0,65836.8,0.0,0.0,0.0,1505.7120000000002,0.0
1737.1564235661933,0.0,379902.7200000001,0.0,0.0,0.0,246994.68,0.0
0.0,0.0,568147.2000000001,0.0,0.0,0.0,579.12,0.0
