"fips","naics","year","MGwithdrawal","MG_min_of_min_withdrawal","MG_max_of_maxwithdrawl","fix_revenue2015dollar","hours","materials_2015dollar","labor_2015dollar","ln_fix_revenue","ln_MGwithdrawal","ln_hours","ln_materials","coef","y1","y2","m","b","y_hat","fix_revenue","diff"
36063,327,2014,"806.65","806.65","974.55","222408.5","825","124863.9","35693.77","5.404516","6.69289","6.715384","11.73498",233.39337250213396,317.5382418906096,320.312221401574,0.016521617099251994,304.211079457498,317.5382418906096,222.40854869177724,1.4277249852057932
36063,331,2009,"10512","9855","18250","177283.1","448.6647","108040.3","21302.09","5.177748","9.260273","6.106276","11.59026",136.5332146781101,208.42342135424317,214.41561388786604,0.0007137811237192221,201.38910837999023,208.8923755525267,177.28311952452106,1.1782981713813625
36063,331,2010,"10840.5","9855","18250","200444.7","475.1098","138424.4","21454.35","5.300538","9.291044","6.163546","11.83808",161.53424701459826,246.58849868904323,253.67794070626437,0.0008444838614914986,238.2661102340445,247.4207375345431,200.44462017690216,1.2343595817946234
36063,331,2011,"11315","9855","18250","220885.5","504.1219","167212.6","21343.44","5.397645","9.333884","6.222818","12.02702",184.76720253555544,282.05453594060145,290.16362979078417,0.0009659432817370716,272.5351648990826,283.46481313193755,220.88561757510877,1.283310413071823
36063,331,2012,"10220","9855","18250","239801.2","528","192494.4","21318.41","5.47981","9.232101","6.269096","12.16782",204.3986709281613,312.0227588249821,320.99344183941,0.0010685745103547288,301.49195702543625,312.4127885212616,239.80114082881295,1.3027994255635504
36063,331,2013,"11315","9855","18250","256792.5","546.7441","214344.5","21287.48","5.548268","9.333884","6.303981","12.27534",220.74342539379944,336.973681243053,346.6617055718549,0.001154023148159842,325.6007831179378,338.65855503936643,256.79240606998474,1.318802842429345
36063,331,2014,"9855","9855","18250","272820","565.4881","235158.8","21220.09","5.608812","9.195734","6.337689","12.36802",236.2174039130717,360.59532929808756,370.96247818106644,0.0012349194619391162,348.4251980006776,360.59532929808756,272.8199353239415,1.3217337980449382
36065,331,2009,"2434.55","2288.55","2817.8","1484783","2128.006","503398.7","97431.53","7.303024","7.797517","7.662941","13.12914",624.1119853689307,890.8453172133835,899.4114050703944,0.01618533369298228,853.8043717903089,893.2083759325589,1484.7831297508212,0.6015749761936334
36065,331,2010,"2529.45","2288.55","2817.8","1397407","1885.986","654776","96494.43","7.242373","7.835757","7.542206","13.39205",694.2602748462709,990.9736221592932,1000.502512245341,0.018004515986864044,949.7693870975555,995.3109100605287,1397.4060841274618,0.7122560302018431
36065,331,2011,"2482","2288.55","2817.8","1286222","1639.229","796306.9","94331.31","7.159465","7.81682","7.401981","13.58774",736.7052322912656,1051.5587294246875,1061.6701868112912,0.01910525722551471,1007.8353930012358,1055.2546414349633,1286.2226196969766,0.8204292361796378
36065,331,2012,"2328.7","2288.55","2817.8","1206725","1401.945","924842.1","92851.88","7.095665","7.753066","7.245616","13.73738",756.0488541627293,1079.169439307071,1089.5463925795223,0.019606902734910486,1034.2980620530916,1079.9566564518777,1206.7245685661073,0.8949487601260478
36065,331,2013,"2295.85","2288.55","2817.8","1150077","1174.134","1040668","91602.8","7.047585","7.738858","7.068286","13.85537",755.3214694663861,1078.1311845294977,1088.4981542711712,0.0195880391906916,1033.3029774396405,1078.2741772155898,1150.0779480806873,0.9375661702018306
36065,331,2014,"2288.55","2288.55","2817.8","1241402","946.323","1151172","90230.45","7.123997","7.735674","6.852584","13.95629",735.805261966933,1050.2741292762241,1060.373234352589,0.01908191795250793,1006.6042059460121,1050.2741292762241,1241.4024157921344,0.8460384126174332
36065,332,2009,"211.7","175.2","485.45","250220.9","1376.08","105499.3","46383.26","5.522344","5.35517","7.226994","11.56646",208.59647498877607,264.5510769484602,277.2487599680648,0.04092726194876582,257.3806206550364,266.04492200959015,250.22086804239663,1.0632403447841623
36065,332,2010,"219","175.2","485.45","273207.3","1327.72","101985.5","45860.96","5.610231","5.389072","7.191218","11.53259",201.61353220958992,255.69500671715562,267.96762409766484,0.039557187366669515,248.7645874905151,257.42761152381576,273.20734161192183,0.9422426571884718
36065,332,2011,"204.4","175.2","485.45","291772.6","1274.24","96927.7","44591.17","5.675974","5.320079","7.150105","11.48172",192.52215153181362,244.1649242966183,255.8841312225013,0.03777343086505403,237.54701920906084,245.26790847787788,291.77238649595927,0.8406138477442058
36065,332,2012,"197.1","175.2","485.45","310810.3","1231","93419.9","43986","5.739182","5.283711","7.115582","11.44486",185.84319713297435,235.69438528488448,247.00703095002032,0.03646299972646526,229.30606773280778,236.49292497889408,310.81006433517075,0.760892107804673
36065,332,2013,"186.15","175.2","485.45","329511.2","1198","90901.04","43811.29","5.79761","5.226553","7.088409","11.41753",180.92816499354268,229.46092881927112,240.4743866858546,0.035498655492613954,223.24156437696516,229.84963909691524,329.5110865624343,0.6975475134836301
36065,332,2014,"175.2","175.2","485.45","347068.9","1165","88298.45","43564.87","5.849523","5.165928","7.060476","11.38848",175.91241972715378,223.09974360751852,233.80788306686085,0.03451455103736449,217.05279426577226,223.09974360751852,347.06878917591155,0.6428113116631775
36067,312,2009,"186.15","146","266.45","562108.8","1573.934","282892.7","88272.95","6.331696","5.226553","7.361334","12.55282",506.535091693222,637.0444979319694,654.9194087587128,0.14840108614980008,615.3779393540987,643.002801540884,562.1091229525192,1.1439109868266588
36067,312,2010,"178.85","146","266.45","510362.6","1385.174","256638","75496.95","6.235121","5.186547","7.233581","12.45542",454.78719943556433,571.9636958652835,588.012496369669,0.13324035287991234,552.5106043448163,576.3406414573886,510.3623685589304,1.129277307581975
36067,312,2011,"164.25","146","266.45","452467.4","1196.865","227145.4","62011","6.114716","5.101389","7.087461","12.33335",399.53884958592295,502.4805388862,516.579702844012,0.11705408018108744,485.39064317976124,504.61677584950485,452.4675283443064,1.1152552265927806
36067,312,2012,"146","146","266.45","403654.2","1007.654","202542.2","50140.95","6.000559","4.983607","6.91538","12.2187",348.9286220715012,438.83052232096276,451.1437225448161,0.10222665192074187,423.90543114053446,438.83052232096276,403.65437323196056,1.0871442288791657
36067,327,2011,"171.55","138.7","419.75","118948.9","638.2716","50417.6","25767.02","4.778694","5.144875","6.458764","10.8281",123.81211860128597,155.34549821139808,163.46347511907064,0.02888445795293562,151.3392238933259,156.294352655152,118.94890129378463,1.3139621379867152
36067,327,2012,"138.7","138.7","419.75","78096.1","510","27593.29","20231.38","4.35794","4.932313","6.234411","10.22533",79.5269108786676,99.78140856667123,104.995741649288,0.01855304423631653,97.20810133109413,99.78140856667123,78.09609065820098,1.2776748199007713
36067,327,2013,"138.7","138.7","419.75","42458.6","393.4","7678.257","15382.72","3.748529","4.932313","5.974827","8.946148",33.86629825094085,42.49161579497892,44.71212401546125,0.007900758656759757,41.395780569286345,42.49161579497892,42.45857947032178,1.000778083606877
36067,327,2014,"138.7","138.7","419.75","7821.624","276.8","0","10653.3","2.056892","4.932313","5.623295","0",0.15440516652528075,0.19373020824824566,0.20385407649666884,3.602159134824116e-5,0.18873401352824462,0.19373020824824566,7.821622391635599,0.02476854526439677
36067,332,2010,"94.89999","65.7","175.2","539444.6","2674.184","262376.8","95566.13","6.29054","4.552824","7.891399","12.47754",463.26997523074715,561.6194776708761,587.5390313847593,0.2367082530948233,546.0677454425462,568.5313562941624,539.4445505050555,1.0539199177410807
36067,332,2011,"65.7","65.7","175.2","413281.8","2439.928","192381.3","85252.34","6.02413","4.185099","7.799724","12.16723",372.3576115981669,451.40695169890216,472.2400374385612,0.19025649077314208,438.90710025510674,451.40695169890216,413.28193029176066,1.0922494273587688
36067,332,2012,"73","65.7","175.2","309280","2223","135225.5","76611.56","5.734247","4.29046","7.706613","11.8147",291.79387573999,353.740006567508,370.06562109035224,0.14909237007163711,343.9446378538014,354.8283808690309,309.2799952185248,1.1472723304277197
36067,332,2013,"76.64999","65.7","175.2","222212.8","2023.4","88134.48","69015.74","5.403636","4.33925","7.612535","11.38662",218.65820437006704,265.07806051018684,277.3117975882875,0.11172362628402431,257.73781826332646,266.3014331007607,222.21291526026312,1.1984066398159605
36067,332,2014,"83.95","65.7","175.2","137381.8","1823.8","42309.32","61527.8","4.922764","4.430222","7.508677","10.65276",136.40197325723625,165.3593132942614,172.99088551251194,0.06969472345434284,160.78036996331107,166.63124199730316,137.3818122209683,1.2129061285731866
36069,311,2009,"10.95","3.65","32.85","227889.4","588.0063","98219.73","16056.95","5.428861","2.393339","6.376738","11.49496",137.6521386036401,146.0994008382165,161.63804547007555,0.5321453641047622,144.1570702592341,149.98406199618125,227.88953136869833,0.6581437115403286
36069,311,2010,"18.25","3.65","32.85","299068.3","729.0042","137455.9","17594.74","5.700672","2.904165","6.59168","11.83106",182.5707008646777,193.77446858088484,214.38367429104335,0.7057947161013186,191.19831786711504,204.0790714359641,299.0683073574968,0.6823828082592999
36069,311,2011,"7.3","3.65","32.85","366111","875.0977","175179.1","18907.34","5.902936","1.987874","6.774335","12.07356",226.28977766256978,240.17644235452804,265.7208071176926,0.8748070124371417,236.98339675913246,243.36948794992358,366.11079274088536,0.664742730275554
36069,311,2012,"14.6","3.65","32.85","426228.5","1011","208087.9","20123.75","6.054976","2.681021","6.918695","12.24572",265.082436833316,281.34968033876737,311.27309326851895,1.0247744154024512,277.60925372254843,292.5709601874242,426.2286758436323,0.6864178239728708
36069,311,2013,"10.95","3.65","32.85","479634.8","1136.711","236466.3","21199.29","6.173025","2.393339","7.035894","12.37356",299.3141659472332,317.6820988825878,351.46970658062287,1.1571098526724335,313.4586479203334,326.1290008070966,479.6348091188017,0.679952736137458
36069,311,2014,"3.65","3.65","32.85","530586.9","1262.422","263573","22205.13","6.273984","1.294727","7.140788","12.48209",332.5329250831695,352.9393847887944,390.4768397362858,1.285529279023677,348.247202920358,352.9393847887944,530.5870313905368,0.665186602589641
36071,325,2009,"83.95","51.1","109.5","404363","1083.342","203212.5","49034.85","6.002313","4.430222","6.987806","12.22201",317.18685431151323,380.1040887107259,393.66629179246627,0.23222950482432178,368.237161014203,387.7328279442048,404.3630042903714,0.9588731506846148
36071,325,2010,"76.64999","51.1","109.5","436259","1101.228","211073.6","49970.4","6.078236","4.33925","7.004181","12.25996",326.4419688958132,391.1950492822624,405.1529804398384,0.2390056705064386,378.9818595193834,397.30164177364526,436.258954770272,0.910701402067171
36071,325,2011,"65.7","51.1","109.5","461269.7","1121.461","215685.9","50202.56","6.133983","4.185099","7.022387","12.28158",333.00340394990985,399.0580116275512,413.29649512675707,0.24380964895900462,386.59933856574605,402.61763250235265,461.2697440651933,0.8728463934227797
36071,325,2012,"76.64999","51.1","109.5","487316.9","1137","221627.6","50739.39","6.188915","4.33925","7.036149","12.30875",340.20597874034365,407.689290288299,422.2357398355661,0.24908304019293007,394.96114693444025,414.05335947439795,487.31708023768846,0.8496590336469303
36071,325,2013,"76.64999","51.1","109.5","513019","1147.847","228069.7","51370.79","6.240313","4.33925","7.045643","12.33741",347.2810164930558,416.16773364442713,431.01669604022175,0.25426305472251054,403.17489154810687,422.66415214995675,513.0190607814933,0.8238761177920039
36071,325,2014,"51.1","51.1","109.5","537044.3","1158.693","233916.7","51892.86","6.28608","3.933784","7.055048","12.36272",353.7942919338988,423.97298342798894,439.10043896766797,0.25903177293970947,410.7364598307698,423.97298342798894,537.0439850500237,0.7894567209210943
36075,325,2009,"390.55","240.9","1226.4","80269.22","135.4143","70202.81","5047.877","4.385386","5.967556","4.908339","11.15914",74.5982780124298,96.0048769598479,103.4679587071492,0.0075728886324721335,94.18056808828537,97.13815974369736,80.26920114541755,1.2101548085388267
36075,325,2010,"441.65","240.9","1226.4","69356.12","118.2545","62139.24","4401.001","4.239254","6.090518","4.77284","11.03713",65.81448494189617,84.70050110231357,91.28482039713776,0.00668119664619401,83.09100083024543,86.04175132903701,69.35609288977183,1.240579561853114
36075,325,2011,"357.7","240.9","1226.4","57047.19","99.54552","52823.23","3666.577","4.043879","5.879694","4.600615","10.87471",55.88512865649524,71.92183309724818,77.51278364911455,0.005673212127718285,70.55515629568085,72.58446427376568,57.047200265324626,1.2723580462525375
36075,325,2012,"281.05","240.9","1226.4","48957.64","83.93505","45851.81","3105.835","3.890955","5.638533","4.430043","10.73317",48.07045840223055,61.86467794257482,66.67382059632773,0.004879901221464137,60.68910973832411,62.06060597661661,48.95761873143948,1.2676393906544863
36075,325,2013,"240.9","240.9","1226.4","43400.13","71.4231","40718.77","2681.351","3.770462","5.484382","4.268621","10.61444",42.05802430841599,54.126925667519856,58.334562652000834,0.004269545392674761,53.098392182424504,54.126925667519856,43.40011105612611,1.247160994531133
36075,325,2014,"284.7","240.9","1226.4","37934","58.91115","35669.04","2264.962","3.635848","5.651436","4.07603","10.48204",36.055714243330115,46.40220259579682,50.00934675548469,0.003660217310692917,45.5204562456509,46.562520114005174,37.93400729993885,1.2274611470874113
36075,326,2009,"94.89999","51.1","540.2","8181.827","13.57525","4267.332","182.0619","2.101916","4.552824","2.608248","8.358744",6.1254298649450964,7.340471098117348,8.181521618952434,0.0017195880614088862,7.252600148179354,7.415789038011177,8.181831292931369,0.9063727633223129
36075,326,2010,"91.25","51.1","540.2","8017.063","13.45698","5368.392","293.4587","2.081572","4.513603","2.599498","8.588284",6.984713085080953,8.37020187319349,9.329236048363763,0.001960814097669744,8.270004272802566,8.44892855921493,8.017061834871914,1.0538684537101262
36075,326,2011,"80.3","51.1","540.2","7759.895","13.41221","6669.877","431.6847","2.048969","4.38577","2.596165","8.805357",7.923443518318166,9.495139023079982,10.583065331080999,0.0022243432999407404,9.381475080453011,9.560089847438253,7.759896527335676,1.2319867686071666
36075,326,2012,"51.1","51.1","540.2","7816.766","13.4014","7320.876","495.8896","2.056271","3.933784","2.595359","8.898485",8.365974784746628,10.025450861245238,11.17413880725724,0.0023485748231690897,9.905438687781297,10.025450861245238,7.816766671987393,1.2825572620931631
36075,326,2013,"54.75","51.1","540.2","7840.045","13.39439","7349.646","490.3999","2.059245","4.002778","2.594836","8.902408",8.383525683765772,10.046483159359251,11.197580926899965,0.002353501875977742,9.926219213496788,10.05507344120657,7.84004833874846,1.2825269700839248
36075,326,2014,"186.15","51.1","540.2","7848.847","13.38737","7364.633","484.2141","2.060367","5.226553","2.594312","8.904445",8.391814504493299,10.05641615187233,11.20865201374172,0.0023558287913911045,9.936033300632245,10.374570830149699,7.848849809686393,1.3217950504475537
36075,327,2011,"1073.1","456.25","1073.1","48629.66","61.74892","15808.48","2397.312","3.884233","6.978307","4.123076","9.668302",24.854314768364194,32.940116175492236,34.26188421857298,0.002142770597520864,31.96247709037334,34.26188421857298,48.62962922607825,0.7045475107221179
36075,327,2012,"591.3","456.25","1073.1","47601.92","56","8825.122","2237.985","3.862873","6.382324","4.025352","9.085358",16.981840003530174,22.506505924754638,23.409610823785965,0.0014640591700272785,21.838528928429692,22.70422711566682,47.60191540363746,0.4769603685723095
36075,327,2013,"456.25","456.25","1073.1","46866.67","49.42453","2241.402","2045.067","3.847307","6.123041","3.900447","7.714857",7.229703827882446,9.581728010782836,9.966208193386658,0.0006232960729574805,9.297349177495985,9.581728010782836,46.86668116213265,0.20444648038198793
36075,327,2014,"810.3","456.25","1073.1","46071.25","42.84907","0","1854.374","3.830189","6.697404","3.757684","0",0.07375864015354029,0.09775438181448005,0.1016769125446426,6.358970138870957e-6,0.09485310168862018,0.10000577519214732,46.07124487669253,0.0021706766435291244
36075,331,2009,"164.25","164.25","730","653096.9","1092.285","583426.5","40501.75","6.481726","5.101389","6.996027","13.27667",522.6081677340146,660.8295278680581,707.7649383386114,0.08296139720822497,647.2031183766071,660.8295278680581,653.0972198189035,1.0118394441355893
36075,331,2010,"182.5","164.25","730","638822.2","1080.623","585387.5","40296.49","6.459626","5.20675","6.985293","13.28003",521.4188419118503,659.325644710338,706.1542418949671,0.08277259776337441,645.7302455277038,660.8362446195197,638.8220924234765,1.0344605367552786
36075,331,2011,"193.45","164.25","730","618114.8","1069.225","578517.3","39597.5","6.426674","5.265019","6.974689","13.26822",515.6467737107273,652.026958352815,698.3371664134118,0.08185631119858025,638.5820592384482,654.4171626398136,618.11467592945,1.0587309897726924
36075,331,2012,"262.8","164.25","730","616701.8","1057.3","577578.7","39123.08","6.424386","5.571393","6.963474","13.2666",512.8738476930539,648.5206385051604,694.5818102343728,0.08141612325092788,635.1480402611954,656.5441974515393,616.7020462155691,1.0646051873517592
36075,331,2013,"211.7","164.25","730","618538.4","1044.849","579848.4","38689.98","6.427359","5.35517","6.951627","13.27052",511.64935249057066,646.9722842380577,692.923484121256,0.08122174084524673,633.6316133042259,650.8262558411647,618.5382295330089,1.0522005346905283
36075,331,2014,"292","164.25","730","619232.8","1032.398","581030.8","38201.95","6.428481","5.676754","6.939639","13.27256",509.8363357900089,644.6797541089478,690.46812706313,0.08093393363531994,631.3863555093465,655.0190641308599,619.2326189061367,1.057791602270467
36075,332,2011,"146","43.8","222.65","375343.6","698.3575","350541.7","23324.61","5.927842","4.983607","6.548731","12.76723",322.6801180787096,383.95472484982673,413.77366997813976,0.166726000158306,376.6521260428929,400.9941220660056,375.3436476232181,1.0683386400841297
36075,332,2012,"47.45","43.8","222.65","349930.2","670","328283.5","21646.65","5.857734","3.859677","6.507277","12.70163",305.4354618130856,363.4354338224743,391.6607962348673,0.15781583680398653,356.52310017045966,364.0114616268088,349.9303028712674,1.0402398953163015
36075,332,2013,"43.8","43.8","222.65","335045.4","644.7677","314834.8","20210.55","5.814266","3.779634","6.46889","12.6598",293.53093674514673,349.27032605524147,376.3955885237857,0.1516648726225565,342.6274046343735,349.27032605524147,335.04538491263895,1.0424567589441998
36075,332,2014,"54.75","43.8","222.65","320020.9","619.5353","301238.6","18782.27","5.768386","4.002778","6.42897","12.61566",281.53718647227305,334.9990498658127,361.0159670684665,0.145467806556633,328.6275599386322,336.59192234760786,320.02080202209487,1.0517813849000006
36083,325,2009,"306.6","306.6","1430.8","142907.2","733.1993","67565.43","32777.07","4.962195","5.725544","6.597418","11.12085",142.38241169903503,185.28431819924833,198.89001278157656,0.012102557002604722,181.57367422224974,185.28431819924833,142.90713304069274,1.296536528701396
36083,325,2010,"379.6","306.6","1430.8","167351.2","906.6942","80041.28","41452.88","5.120095","5.939118","6.809805","11.2903",171.0727457871949,222.61947025208704,238.96673887021387,0.014541245879849524,218.16112426532518,223.68098120131606,167.35126723634286,1.3365956822150693
36083,325,2011,"423.4","306.6","1430.8","188794.3","1084.907","91078.58","49375.84","5.240658","6.048317","6.989249","11.41948",198.14069595907893,257.8433903472876,276.7772021951133,0.016842031531600896,252.67962347969876,259.8105396301786,188.79428818568982,1.3761567795665528
36083,325,2012,"405.15","306.6","1430.8","209753","1253.684","101787.8","56854.07","5.345931","6.004257","7.133842","11.53065",223.96571497653972,291.4498659227064,312.85144971751316,0.01903716758121932,285.6130703423046,293.3259787878356,209.75307383592354,1.398434709077426
36083,325,2013,"573.05","306.6","1430.8","229932.6","1413.026","112045.3","63872.09","5.437786","6.350973","7.253489","11.62666",248.4473778605296,323.308212481916,347.0492005900249,0.021118117868803528,316.8333975433408,328.9351349880587,229.93254884016216,1.4305722989080518
36083,325,2014,"448.95","306.6","1430.8","249099.4","1572.367","121796.5","70566.16","5.517852","6.106912","7.360337","11.71011",272.1975316424249,354.21463553020317,380.2251268359601,0.02313688961551054,347.1208651740876,357.5081717669711,249.09939661373852,1.4352028813676119
36083,331,2009,"0","0","3.65","15004.71","72.71621","7380.396","3065.06","2.708364","0","4.286564","8.906583",13.744566261140157,0.0,14.588025408859433,3.996719290098475,0.0,0.0,15.004707722067216,0.0
36083,331,2010,"0","0","3.65","13108.07","67.01923","6825.7","2895.751","2.573228","0","4.204979","8.82845",12.711051780746876,0.0,13.49108751980955,3.6961883615916578,0.0,0.0,13.108069068376228,0.0
36083,331,2011,"0","0","3.65","10938.33","60.59583","6130.093","2666.858","2.392273","0","4.104226","8.720965",11.467075750608128,0.0,12.17077274298146,3.3344582857483456,0.0,0.0,10.938328528588597,0.0
36083,331,2014,"0","0","3.65","7412.99","48.58983","5049.852","2363.139","2.003234","0","3.883414","8.527114",9.37688728503511,0.0,9.95231623691528,2.7266619827165153,0.0,0.0,7.4129909882097955,0.0
36087,322,2009,"3285","3285","3478.45","111986.3","336.327","69459.87","25025.93","4.718377","8.097122","5.818084","11.1485",86.75870538052465,125.9139041278043,126.24576200028115,0.001715471038908483,120.27858176498994,125.9139041278043,111.98635124666195,1.1243683067275352
36087,322,2010,"3285","3285","3478.45","197125.3","559.8597","114360.3","41258.14","5.283839","8.097122","6.327686","11.64711",142.25443158236206,206.45548802803629,206.9996207788452,0.002812782376887712,197.21549791996014,206.45548802803629,197.12518819863863,1.0473318499510866
36087,322,2011,"3285","3285","3478.45","280762.6","791.8702","157116.6","56722.2","5.637509","8.097122","6.674397","11.96474",196.63782638929612,285.38273261785656,286.1348855047376,0.0038880996995660374,272.61032510478213,285.38273261785656,280.7624673684046,1.016456135653593
36087,322,2012,"3285","3285","3478.45","352372.4","1006.925","196030.5","70784.87","5.864689","8.097122","6.914656","12.18603",246.26381647723588,357.40550117778116,358.347476808304,0.004869349343617722,341.40968858399697,357.40550117778116,352.37255120160575,1.0142830364028437
36087,322,2013,"3445.6","3285","3478.45","413075.3","1205.024","231520.3","83598.34","6.02363","8.144854","7.094255","12.35242",291.54533591715403,423.1230896608273,424.2382701431047,0.005764696212341302,404.18606260328613,424.0488998725293,413.0753409782469,1.0265655143400592
36087,322,2014,"3438.3","3285","3478.45","471221","1403.123","265532.7","95878.35","6.155327","8.142733","7.246456","12.48949",335.60242686894674,487.0636510364613,488.3473528493263,0.0066358325813646495,465.26494100667844,488.0809241711845,471.22090650641087,1.0357794347236677
36087,325,2009,"4927.5","3500.35","8139.5","8014124","3336.04","2919467","323813.2","8.988961","8.502587","8.112539","14.88691",2366.5337575437443,3444.6240666511653,3580.9660145941148,0.029389424343457198,3341.750795150545,3486.5671836029305,8014.125891343332,0.4350527095374228
36087,325,2010,"5183","3500.35","8139.5","8103334","3121.36","2774925","313966.1","9.000031","8.55314","8.046024","14.83613",2237.3195838907177,3256.5455104510515,3385.4431056221315,0.0277847440093724,3159.2891817578447,3303.297509958422,8103.33512707071,0.4076466613016087
36087,325,2011,"4653.75","3500.35","8139.5","8085595","2906.72","2590532","299508","8.997839","8.445429","7.974781","14.76737",2089.03907394776,3040.7148207190126,3161.069603642791,0.025943283343668272,2949.9042488670034,3070.6378037275995,8085.592069967178,0.379766599298654
36087,325,2012,"3715.7","3500.35","8139.5","8111229","2692","2450411","289409.9","9.001004","8.220323","7.89804","14.71177",1961.4373592235363,2854.9832899162484,2967.9866178730726,0.024358627756555458,2769.7195672485896,2860.228920403623,8111.223509224922,0.35262607634355964
36087,325,2013,"3500.35","3500.35","8139.5","8145506","2477.2","2338427","281980.8","9.005221","8.160618","7.814884","14.66499",1846.4925396147505,2687.6745876003965,2794.055656076892,0.022931155163444884,2607.407518624032,2687.6745876003965,8145.500761553592,0.3299581776833296
36087,325,2014,"3566.05","3500.35","8139.5","8164435","2262.4","2225712","274280.3","9.007543","8.179214","7.724182","14.61559",1730.433790475654,2518.744497693335,2618.4391304141573,0.021489848942332645,2443.5225049480405,2520.156380768846,8164.436590311104,0.30867486726023013
36093,312,2009,"94.89999","94.89999","222.65","67681.98","204.5154","39696.34","9988.872","4.21482","4.552824","5.320643","10.58901",71.28767832714061,87.89591968177436,91.41240080508162,0.02752626886923342,85.28367704134679,87.89591968177436,67.68198201765476,1.2986605454143885
36093,312,2010,"102.2","94.89999","222.65","60055.69","200.5888","37741.5","10277.97","4.095272","4.626932","5.301257","10.53852",68.67663311219928,84.67656640946294,88.06424980185929,0.026518067532020972,82.16000206585483,84.87014856762737,60.05567207887801,1.4131912212414783
36093,312,2011,"105.85","94.89999","222.65","52032.42","196.4195","35420.14","10425.99","3.951867","4.662023","5.280252","10.47504",65.61657108151823,80.90358666343033,84.14032320751359,0.025336487598578327,78.49915424369013,81.18102145599964,52.03242073633748,1.5602007422903905
36093,312,2012,"116.8","94.89999","222.65","44626.3","192.7355","33348.48","10616.8","3.798323","4.760463","5.261319","10.41477",62.862657942350225,77.50808082327538,80.60897224241752,0.02427312075468443,75.20456190638703,78.03966241053416,44.62628342900184,1.7487376589334696
36093,312,2013,"109.5","94.89999","222.65","42135.19","189.5368","31325.46","10809.73","3.740883","4.695925","5.244583","10.35219",60.19506655241196,74.21900753521264,77.18831191171935,0.023243085276523367,72.01323897490143,74.55835681268074,42.13517910681409,1.7695037351964924
36093,312,2014,"124.1","94.89999","222.65","40286.26","186.3381","29308.42","10977.85","3.696011","4.821088","5.227563","10.28563",57.49970158708428,70.89569012517836,73.73203744313838,0.022202325604201666,68.78868964736289,71.54399825484431,40.28628143671367,1.7758898489361412
36093,325,2009,"25.55","25.55","631.45","182229.2","540.0471","140483.9","26334.16","5.205265","3.240637","6.291656","11.85285",193.8566030084862,225.01971994544877,260.7931564379671,0.05904181629397318,223.51120153913774,225.01971994544877,182.22915709745544,1.234817323031951
36093,325,2010,"441.65","25.55","631.45","182512","520.6443","155923.7","26588.26","5.206816","6.090518","6.255067","11.95712",203.1279288634275,235.78144337929317,273.26576916588766,0.061865531913838076,234.2007790388946,261.5236912086412,182.51201381879764,1.432912199786959
36093,325,2011,"631.45","25.55","631.45","195553","499.5726","169107","26446.05","5.275831","6.448019","6.213753","12.03829",209.58353982628614,243.27481604958405,281.9504316102499,0.06383168107058235,241.64391659823067,281.9504316102499,195.5529134817458,1.4418114595698366
36093,325,2012,"434.35","25.55","631.45","208264.3","481.8387","181722.3","26541.99","5.338808","6.073851","6.177609","12.11024",215.51791622002784,250.16316389766936,289.93388292011895,0.06563908074343881,248.4860853846745,276.99642010558716,208.26431121369245,1.3300234614915427
36093,325,2013,"339.45","25.55","631.45","220143.7","467.4426","193387.1","26756.58","5.39428","5.827327","6.147276","12.17245",220.86451207918026,256.36924346481885,297.12659953986434,0.06726746340162648,254.6505597749073,277.4845002265894,220.14358663920007,1.2604705159154468
36093,325,2014,"343.1","25.55","631.45","231278","453.0464","204360.3","26917.68","5.44362","5.838022","6.115994","12.22764",225.32826713648544,261.5505625290754,303.1316401363386,0.06862696419749657,259.7971435938294,283.34305500999045,231.27789589164414,1.2251194776639585
36093,335,2009,"2127.95","2007.5","18250","114661.9","315.0303","44632.63","19796.18","4.741988","7.662914","5.752669","10.70622",78.61858045058989,111.54429253735586,123.46483769570575,0.0007339107377774293,110.07096673126767,111.63269208572116,114.66192315324409,0.9735811943126542
36093,335,2010,"4171.95","2007.5","18250","127887","372.3535","41126.12","25724.02","4.851147","8.336139","5.919844","10.6244",80.0603739159451,113.58991370166962,125.72907084734206,0.00074736999511605,112.08956843647414,115.20755868759855,127.88699213352153,0.9008543931294833
36093,335,2011,"4015","2007.5","18250","138542.4","430.2331","36770.09","31144.71","4.931176","8.297792","6.064327","10.51244",79.38232782445762,112.62789974581824,124.66424812787915,0.0007410403806101837,111.1402611817433,114.11553830989318,138.54234237176527,0.8236870862459863
36093,335,2012,"2007.5","2007.5","18250","150096","487","33766.94","36297.99","5.011275","7.604645","6.188264","10.42724",79.3082710532931,112.52282776283657,124.54794728424027,0.0007403490547270245,111.03657703547206,112.52282776283657,150.09598658388055,0.7496724617613518
36093,335,2013,"3175.5","2007.5","18250","162172.3","542.6542","31820.35","41182.27","5.088659","8.06322","6.296473","10.36786",79.94485847849766,113.42602003081764,125.54766214402973,0.0007462916492665593,111.92783954491502,114.29768867716098,162.172243194532,0.7047919324890659
36093,335,2014,"3175.5","2007.5","18250","173599.3","598.3084","29876.58","45846.83","5.15675","8.06322","6.394106","10.30483",80.07800210844503,113.61492463737777,125.75675465838772,0.0007475345557032447,112.1142490168035,114.48804499843915,173.59933993477784,0.6594958543128845
