"fips","naics","year","MGwithdrawal","MG_min_of_min_withdrawal","MG_max_of_maxwithdrawl","fix_revenue2015dollar","hours","materials_2015dollar","labor_2015dollar","ln_fix_revenue","ln_MGwithdrawal","ln_hours","ln_materials","coef","y1","y2","m","b","y_hat","fix_revenue","diff"
36029,325,2013,"3569.7","2923.65","5788.9","1351783","3375.2","343250.7","155722.6","7.209179","8.180237","8.124209","12.74622",676.6931388123071,976.8420369826155,1008.0247402312261,0.01088306543883105,945.0237627123771,983.8730414093723,1351.781998650417,0.7278341051971728
36029,325,2014,"3029.5","2923.65","5788.9","1370221","3471.4","306419.5","153312","7.222727","8.016153","8.152313","12.63271",640.1590864226021,924.1032162252089,953.6023934428969,0.010295498549057825,894.002781892256,925.1929947466267,1370.2205619663123,0.6752146482307518
36029,326,2009,"2737.5","2719.25","4325.25","1909377","5569.031","774702.4","268066.2","7.554532","7.9148","8.624976","13.56023",1405.7770733577242,2022.5586145621555,2066.202925241628,0.027175784980991442,1948.6608612525945,2023.0545726380585,1909.3764466194991,1.0595367803032365
36029,326,2010,"2730.2","2719.25","4325.25","1956438","5376.021","712791.6","258369","7.578881","7.91213","8.589704","13.47694",1320.1314104545936,1899.3361089547293,1940.3214305306408,0.02552012551426618,1829.940507650061,1899.6155543291104,1956.4384853779266,0.9709559326942806
36029,326,2011,"2719.25","2719.25","4325.25","1974894","5177.673","642516.4","245155.5","7.58827","7.908112","8.552111","13.37315",1223.7497701250459,1760.667239879673,1798.660258953245,0.023656923458014935,1696.3381507664658,1760.667239879673,1974.893990108125,0.8915249368819421
36029,326,2012,"2839.7","2719.25","4325.25","2006042","4990","583119.8","235182.5","7.603919","7.951454","8.515191","13.27615",1139.2388990380418,1639.077413455127,1674.4466746204098,0.022023201223712797,1579.190823527546,1641.7301080425232,2006.0421895887607,0.8183926123603006
36029,326,2013,"2788.6","2719.25","4325.25","2041778","4813","530097.6","227051.6","7.621576","7.933295","8.479075","13.18082",1061.94248172406,1527.8673662320828,1560.836852272563,0.02052894523068506,1472.0440319135423,1529.2910485838306,2041.7774367341212,0.7489998768083036
36029,326,2014,"3073.3","2719.25","4325.25","2072849","4636","477743.5","218767","7.636679","8.030507","8.441607","13.07683",984.3441501571402,1416.222940554082,1446.7832781205257,0.019028852781098164,1364.478732629081,1422.96010588123,2072.8484434610305,0.6864757094856953
36029,327,2011,"3.65","3.65","7.3","565231.7","2002.68","196741","70341.91","6.337236","1.294727","7.602242","12.18964",433.0297844952586,459.6034082843249,474.4938856158434,4.079582830553005,444.71293095280646,459.6034082843249,565.2318494593146,0.8131236920282695
36029,327,2012,"3.65","3.65","7.3","505264.6","1879","148002.2","66723.93","6.225082","1.294727","7.538495","11.90498",357.26124040146436,379.1851960663377,391.47024109581287,3.365765761500043,366.90015103686255,379.1851960663377,505.2644724449163,0.7504687480429891
36029,327,2013,"3.65","3.65","7.3","456889.2","1747.8","107174.8","63290.13","6.124441","1.294727","7.466113","11.58222",287.2474065093413,304.87484182273795,314.7523402034796,2.7061639399292208,294.9973434419963,304.87484182273795,456.8892407854033,0.6672839161164115
36029,327,2014,"3.65","3.65","7.3","409170.3","1616.6","67390.82","59848.72","6.014132","1.294727","7.388081","11.11826",212.10866115930344,225.1250770407648,232.41879983743755,1.9982802182665038,217.83135424409207,225.1250770407648,409.17052471712384,0.5501986664274092
36029,333,2009,"2471.05","94.89999","6405.75","2198572","6846.44","1200122","478407.2","7.695563","7.812398","8.831484","13.99793",1614.939177569681,1991.1795077856198,2416.898375159303,0.06745824519662184,1984.7777209910428,2151.470417784155,2198.5712575718003,0.9785766144147333
36029,333,2010,"2795.9","94.89999","6405.75","2181864","7147.96","1075909","489182.3","7.687935","7.935909","8.874582","13.88868",1540.6961396458225,1899.6397038332452,2305.7871455741124,0.06435701071920534,1893.5322241595627,2073.467990429389,2181.864357146697,0.9503193833465148
36029,333,2011,"94.89999","94.89999","6405.75","2131487","7463.92","933183.2","493176.8","7.664575","4.552824","8.917836","13.74636",1441.6972956359295,1777.576611783168,2157.6266770230695,0.06022169194921203,1771.8615738194046,1777.576611783168,2131.4867075699253,0.8339609182033113
36029,333,2012,"2795.9","94.89999","6405.75","2107876","7751","822686.6","499731.4","7.653436","7.935909","8.955577","13.62033",1359.05135465688,1675.6762390850495,2033.9397646983743,0.05676945657805688,1670.2888182234865,1829.0105418700757,2107.8758220917543,0.8677031743051419
36029,333,2013,"4004.05","94.89999","6405.75","2100266","8009.2","736325.5","506836.1","7.649819","8.295062","8.988346","13.50943",1290.0295782902176,1590.574119698061,1930.6426117973963,0.05388632142428867,1585.4603083337593,1801.2238336326823,2100.2654069760406,0.857617245729949
36029,333,2014,"3058.7","94.89999","6405.75","2089195","8267.4","651275.9","512835.8","7.644534","8.025745","9.020076","13.38669",1215.5320072637749,1498.7204828131783,1819.150451059748,0.05077445474679723,1493.9019875654517,1649.2058122994804,2089.1947841888805,0.789397821965067
36031,322,2009,"5730.5","5402","8723.5","157145.2","1038.245","101597.3","42318.5","5.05717","8.653558","6.945287","11.52877",169.47774868358638,251.6576848434394,257.2672246633668,0.001688857389711694,242.53447722421683,252.2124744959597,157.1451656306328,1.604964896526191
36031,322,2010,"6168.5","5402","8723.5","168578.7","1030.418","124082.3","44496.38","5.127403","8.727211","6.93772","11.7287",190.0113904309201,282.1481107764991,288.4372930977252,0.0018934765380780134,271.91955051780167,283.5994605429359,168.57875005653526,1.6822966147739666
36031,322,2011,"6132","5402","8723.5","190806","1021.608","144719.2","46086.88","5.251257","8.721276","6.929133","11.88255",207.26403627109823,307.7665824831835,314.6268097031725,0.0020654003371937332,296.609289861663,309.274324729335,190.80596087320453,1.620883977177504
36031,322,2012,"5402","5402","8723.5","211365.6","1014.764","163671.2","47694.36","5.353589","8.594524","6.922411","12.00562",222.19907093807376,329.9436309543943,337.2981925181372,0.002214228982009016,317.9823659935816,329.9436309543943,211.36552908632223,1.5610096517660854
36031,322,2013,"5767","5402","8723.5","230022.1","1009.885","180856.3","49165.75","5.438175","8.659907","6.917592","12.10546",235.16125069377776,349.19118512113715,356.97478155262803,0.0023433979923199993,336.5321491666245,350.0465253883339,230.02201000072864,1.5217957854868978
36031,322,2014,"5840","5402","8723.5","247711.5","1005.006","197205.2","50506.36","5.512265","8.672486","6.912748","12.192",246.94168311430363,366.6839614438808,374.8574781172453,0.002460790809382668,353.3907694915956,367.7617878183904,247.7115588197962,1.4846371706292787
36033,311,2009,"211.7","208.05","281.05","53493.99","192.9773","24831.43","6955.37","3.979569","5.35517","5.262573","10.11987",39.501656115387476,50.49530724034814,51.19874894682524,0.009636187759960281,48.490498376888404,50.530479325672,53.493973355713976,0.9446013477006857
36033,311,2010,"229.95","208.05","281.05","61112.01","194.1995","28170.52","6664.877","4.112709","5.437862","5.268886","10.24603",42.644506695255814,54.51284020598849,55.27224949439803,0.01040286696451429,52.34852373402129,54.74066299251135,61.112046063856,0.895742599344699
36033,311,2011,"208.05","208.05","281.05","67839.98","195.5874","31070.87","6268.301","4.217152","5.337779","5.276008","10.34403",45.29717995942982,57.90377528707603,58.71042312675608,0.011049970406576074,55.604828943987876,57.90377528707603,67.84000057774932,0.8535344161843618
36033,311,2012,"219","208.05","281.05","74151.05","196.6438","33858.61","5991.364","4.306104","5.389072","5.281394","10.42995",47.742055398729235,61.029080618862224,61.879266566061645,0.011646382838348231,58.60605066934387,61.156608510942135,74.1510330216965,0.8247573367325548
36033,311,2013,"281.05","208.05","281.05","79929.68","197.3686","36473.69","5795.507","4.381147","5.638533","5.285073","10.50435",49.945996813050634,63.846397911352526,64.73583143604432,0.012184020886188989,61.3115123659809,64.73583143604432,79.9296601673029,0.8099100046283698
36033,311,2014,"281.05","208.05","281.05","85393.51","198.0934","38945.8","5595.376","4.44727","5.638533","5.288738","10.56993",51.98156611792283,66.44848368614373,67.3741664339387,0.012680585586232406,63.81028785492808,67.3741664339387,85.39350123943116,0.7889847055811797
36037,311,2009,"547.5","529.25","1303.05","195855.1","717.2636","169358.3","26496.8","5.277375","6.305362","6.575443","12.03977",205.0431445061075,273.61106299678323,285.18945496233164,0.014963029161990703,265.69187981279964,273.88413827898955,195.8550803929882,1.3984020109635862
36037,311,2010,"529.25","529.25","1303.05","258583.9","749.1757","232443.1","26140.8","5.55522","6.271461","6.618974","12.3564",251.21785326917933,335.2269301288572,349.412719080253,0.018332629815709236,325.5243857988931,335.2269301288572,258.5838467095798,1.2963954802070705
36037,311,2011,"540.2","529.25","1303.05","318129.8","784.1531","292712","25417.83","5.762459","6.291939","6.664604","12.58694",292.8665264205942,390.8032224297431,407.34083184191866,0.021371942895031772,379.4921216525475,391.03724520444365,318.1296486976294,1.2291757363869917
36037,311,2012,"584","529.25","1303.05","370745.7","813","345782.6","24963.13","5.915516","6.369901","6.700731","12.75357",327.6136657983333,437.17005787864724,455.66977141464554,0.023907616355645252,424.516951922422,438.4789998741188,370.7455580641707,1.1826952213901492
36037,311,2013,"565.75","529.25","1303.05","416683.5","835.7162","392035.5","24648.01","6.032327","6.338152","6.728289","12.87911",356.53771047728594,475.7665134189541,495.89951212197724,0.026018349318975363,461.9963020418864,476.7161831690967,416.6835246625893,1.1440725513568577
36037,311,2014,"605.9","529.25","1303.05","460503.2","858.4325","436204.1","24299.09","6.13232","6.406715","6.755108","12.98587",383.6491480586735,511.9442128679276,533.6081423017631,0.027996807229045628,497.1269026419552,514.0901681420339,460.50328996403823,1.1163658965002843
36039,327,2009,"0","0","10.95","104328.1","231.2385","22392.51","9797.09","4.64754","0","5.44345","10.01648",51.43299846736838,0.0,57.41890330542123,5.243735461682305,0.0,0.0,104.32802270651172,0.0
36039,327,2010,"0","0","10.95","71618.23","186.6986","16018.6","6983.671","4.271349","0","5.229496","9.681506",38.819567557668314,0.0,43.33748881792682,3.957761535883728,0.0,0.0,71.61818341251464,0.0
36043,322,2009,"664.3","664.3","1445.4","34080.58","157.2593","15439.17","5849.5","3.528728","6.498734","5.057896","9.644663",26.558344630313474,35.81209746402929,37.11593901609096,0.0016692376802735491,34.70322287302358,35.81209746402929,34.08058952226398,1.0508062790590569
36043,322,2010,"1157.05","664.3","1445.4","37965.52","151.9852","15879.82","5927.053","3.636678","7.053629","5.023783","9.672804",26.63840618521207,35.920054953363085,37.227827005742164,0.0016742696868250909,34.80783760040518,36.74505134154615,37.96550559598238,0.967853601966376
36043,322,2011,"821.25","664.3","1445.4","41367.06","146.8569","16105.92","5917.244","3.722485","6.710827","4.989459","9.686942",26.497773696230077,35.73042173366747,37.03128964780838,0.0016654306927933796,34.62407612444483,35.99181108090139,41.36706364203201,0.8700596056890787
36043,322,2012,"832.2","664.3","1445.4","44481.71","141.4368","16392.07","5955.817","3.795078","6.724073","4.951853","9.704554",26.377384254884195,35.56808486865828,36.86304244620852,0.0016578640091540586,34.46676580737724,35.84644023579525,44.48170584327469,0.8058692794313096
36043,322,2013,"934.4","664.3","1445.4","47225.94","135.7248","16675.64","6016.701","3.854943","6.839905","4.91063","9.721704",26.212849461402026,35.346221038572956,36.63310103058508,0.0016475227141366337,34.25177169957199,35.79121692366126,47.225924986830506,0.7578722266137096
36043,322,2014,"821.25","664.3","1445.4","49804.39","130.0129","16921.34","6065.175","3.908103","6.710827","4.867633","9.736331",25.992524176415557,35.04912757549922,36.32519103261304,0.0016336748906847023,33.96387734561737,35.30553284959218,49.804383388177015,0.7088840469004443
36043,327,2011,"76.64999","76.64999","131.4","35914.01","112.8669","13281.76","4739.869","3.581127","4.33925","4.726209","9.494146",28.492544768939815,34.78714569081438,35.66043414329184,0.0159504711045251,33.56454224015724,34.78714569081438,35.91399311817053,0.9686237221339213
36043,327,2012,"76.64999","76.64999","131.4","44481.71","141.4368","16392.07","5955.817","3.795078","4.33925","4.951853","9.704554",35.251461380437526,43.03924878595624,44.11969612423857,0.019734194355075608,41.52662298598164,43.03924878595624,44.48170584327469,0.9675719033258132
36043,327,2013,"76.64999","76.64999","131.4","52314.5","167.8732","19238.94","6987.889","3.957273","4.33925","5.123209","9.864692",41.4449055451502,50.600954707031136,51.87122936028197,0.02320135929200446,48.82257074931259,50.600954707031136,52.31446969426885,0.9672458691208824
36043,327,2014,"76.64999","76.64999","131.4","59819.06","194.3096","21966.11","7976.545","4.091324","4.33925","5.269453","9.997256",47.46974971208348,57.956813353536994,59.41174777942753,0.02657413991139974,55.9199057950696,57.956813353536994,59.81903970517614,0.968869002899122
36043,332,2009,"273.75","273.75","365","397229.3","2604.816","136438.9","82833.78","5.984514","5.612216","7.865117","11.82363",312.32900705616845,404.3250141215239,409.71115862314934,0.05902624111370343,388.1665806166476,404.3250141215239,397.2294208312269,1.0178627083448377
36043,332,2010,"281.05","273.75","365","400649.4","2714.544","138457.8","84164.53","5.993087","5.638533","7.906379","11.83832",320.2237352043077,414.5451217575973,420.0674116240345,0.06051824511164029,397.9782521582858,414.9869049469123,400.64950791232474,1.0357853853591281
36043,332,2011,"299.3","273.75","365","398463.4","2831.048","138376.3","84372","5.987616","5.701447","7.948402","11.83773",325.4844546055971,421.35537760371284,426.96838909458353,0.06151245469447331,404.51634313110077,422.92702082115665,398.46353962329295,1.0613945286461879
36043,332,2012,"299.3","273.75","365","399188.4","2934","139517","85001.88","5.989433","5.701447","7.984122","11.84594",331.7159704282413,429.42237639686687,435.14285099211355,0.0626901325506486,412.2609526111268,431.02410928353595,399.18820603485017,1.0797516128167033
36043,332,2013,"306.6","273.75","365","401052","3023.4","141269.6","85701.16","5.994091","5.725544","8.014137","11.85843",338.1523934270864,437.754637445653,443.5861087897195,0.0639065352774414,420.2602234134534,439.85396712951695,401.0519620164223,1.0967505679762908
36043,332,2014,"299.3","273.75","365","402154.8","3112.8","142721","86228.76","5.996837","5.701447","8.043278","11.86865",344.13555603702383,445.50013098644115,451.43478255925936,0.06503727751033656,427.6961762679865,447.16183342683024,402.1547641584858,1.1119147981810493
36045,311,2009,"76.64999","47.45","91.25","182939.6","547.6938","130115.4","18762.94","5.209156","4.33925","6.305717","11.77618",157.85574221326007,188.52426250368214,194.28134290214305,0.13144019174568297,182.2874254053495,192.36231478825417,182.9395920025047,1.0515072909183074
36045,311,2010,"58.4","47.45","91.25","192401.2","533.4626","150474","17176.29","5.259583","4.067316","6.279389","11.92155",170.13426067099232,203.1882753829512,209.39315968733308,0.14166402521419846,196.46631738653747,204.73949645904665,192.4012432482558,1.0641277208114022
36045,311,2011,"58.4","47.45","91.25","198563.1","517.9066","168155.8","15343.94","5.291107","4.067316","6.249795","12.03265",179.48369533241643,214.3541363751355,220.89999938749025,0.14944892722271105,207.26278477841788,215.9906021282242,198.5631131560425,1.0877680083434538
36045,311,2012,"54.75","47.45","91.25","206312.4","505","185571.6","13874.45","5.329391","4.002778","6.224558","12.1312",188.2817230461018,224.86146200646223,231.7281936307877,0.1567746946193029,217.4225027467763,226.00591727718313,206.3122917042382,1.0954554157208287
36045,311,2013,"51.1","47.45","91.25","215075.2","494.7428","202422.6","12652.59","5.370988","3.933784","6.204038","12.21811",196.53285493109647,234.71563982495255,241.88329448808673,0.16364508363320063,226.95068060655717,235.31294438021374,215.07525712072203,1.0940958412902524
36045,311,2014,"47.45","47.45","91.25","229855","484.4856","218409.6","11445.37","5.437449","3.859677","6.183088","12.29413",203.8036760168306,243.3990501574853,250.83187541857495,0.16969920687419288,235.34682279130485,243.3990501574853,229.85507462634126,1.058923978742525
36045,312,2009,"3.65","0","7.3","4518.299","9.759074","910.9355","596.5104","1.508136","1.294727","2.278198","6.814472",2.330916346448103,0.0,2.5541096568237465,0.34987803518133515,0.0,1.2770548284118732,4.518300827283746,0.2826405051873442
36045,312,2010,"3.65","0","7.3","8124.08","22.26297","1785.077","1253.466","2.094832","1.294727","3.102925","7.487217",4.7958678328605275,0.0,5.2550887823258785,0.7198751756610793,0.0,2.6275443911629393,8.124076010789432,0.32342685958050454
36045,312,2011,"0","0","7.3","11863.65","36.64697","2786.102","1939.72","2.473479","0","3.601331","7.932399",7.587068530980005,0.0,8.313556611110684,1.1388433713850252,0.0,0.0,11.863648773429105,0.0
36045,322,2009,"91.25","69.35","343.1","157868.4","566.3853","91109.39","20117.79","5.061762","4.513603","6.339274","11.41982",125.05915232879046,151.9860114612389,163.58551051198882,0.04237259927214585,149.04747170171558,152.91397138529888,157.86843558809755,0.9686164990212127
36045,322,2010,"105.85","69.35","343.1","150073.8","563.2568","85375.73","19251","5.011127","4.662023","6.333736","11.35482",120.11370021773479,145.9757393041416,157.11653728424218,0.04069697892274187,143.15340381584946,147.4611790348217,150.07377402163627,0.9825912621719108
36045,322,2011,"102.2","69.35","343.1","139894.1","559.6743","78272.67","18106.17","4.940886","4.626932","6.327355","11.26795",113.85426233805029,138.36856318302515,148.9287851525612,0.03857615331337373,135.69330695074268,139.63578981936948,139.89414087686194,0.9981532388999774
36045,322,2012,"91.25","69.35","343.1","132565.5","557","72987.09","17253.8","4.887076","4.513603","6.322565","11.19804",109.06949195959645,132.55356962168094,142.66999408875978,0.036954975222205824,129.99074209002097,133.36288357904726,132.56538560883672,1.0060158839092712
36045,322,2013,"69.35","69.35","343.1","127191.9","555.2339","68979.05","16584.83","4.845697","4.239166","6.319389","11.14156",105.38009475972615,128.0697973054387,137.84402243307838,0.03570493197311299,125.59366027310331,128.0697973054387,127.19190386242006,1.0069021173231925
36045,322,2014,"113.15","69.35","343.1","121757","553.4679","64970.73","15906.9","4.802027","4.728714","6.316204","11.08169",101.61272912905949,123.49126894298985,132.91606299547033,0.03442847142458622,121.10365444969479,124.99923599138671,121.7569689304834,1.0266290060386973
36049,312,2010,"0","0","105.85","0","0","0","0","0","0","0","0",0.01731815336813426,0.0,0.021460377692205445,0.00020274329421072693,0.0,0.0,1.0,0.0
36049,312,2011,"105.85","0","105.85","0","0","0","0","0","4.662023","0","0",0.01731815336813426,0.0,0.021460377692205445,0.00020274329421072693,0.0,0.021460377692205445,1.0,0.021460377692205445
36049,312,2012,"0","0","105.85","0","0","0","0","0","0","0","0",0.01731815336813426,0.0,0.021460377692205445,0.00020274329421072693,0.0,0.0,1.0,0.0
36049,312,2013,"0","0","105.85","0","0","0","0","0","0","0","0",0.01731815336813426,0.0,0.021460377692205445,0.00020274329421072693,0.0,0.0,1.0,0.0
36049,312,2014,"105.85","0","105.85","0","0","0","0","0","4.662023","0","0",0.01731815336813426,0.0,0.021460377692205445,0.00020274329421072693,0.0,0.021460377692205445,1.0,0.021460377692205445
36049,322,2009,"770.15","602.25","1394.3","229502","816.0095","176500.7","26218.21","5.435912","6.646585","6.704426","12.08108",213.05421332998296,285.9959350219186,297.2559207244014,0.014216256173830903,277.43419474122896,288.38284443350483,229.5020587388463,1.2565588562395418
36049,322,2010,"726.35","602.25","1394.3","204973","797.673","168627.3","24950.53","5.322878","6.588032","6.681699","12.03545",205.5649318291864,275.94260619079506,286.8067808867608,0.01371652635056593,267.68182819616675,277.64482711090034,204.97294606194336,1.3545437700202414
36049,322,2011,"602.25","602.25","1394.3","181200.3","777.3055","157903.3","23297","5.199603","6.400672","6.655834","11.96974",195.7713984315195,262.79613657887506,273.14271979279056,0.013063043007279205,254.92891892774117,262.79613657887506,181.20029107830487,1.450307474756257
36049,322,2012,"638.75","602.25","1394.3","172700.6","761","150608.2","22092.41","5.15156","6.459513","6.634634","11.92244",188.81870917342104,253.4631089226373,263.4422402076921,0.012599117839852054,245.87529020358642,253.92297672379192,172.70069336553217,1.4703066431027438
36049,322,2013,"755.55","602.25","1394.3","166927.1","748.7565","145737.5","21189.56","5.117557","6.627446","6.618414","11.88956",184.0235362811348,247.02624980829955,256.75195461863615,0.012279155116894886,239.6311286391496,248.90864428771954,166.9270682563071,1.491122122300347
36049,322,2014,"693.5","602.25","1394.3","161034.4","736.5129","140757.7","20276.71","5.081618","6.541751","6.601927","11.8548",179.1333842943947,240.46189434220554,249.92915300124085,0.011952854818553512,233.26328752773168,241.55259234439853,161.0343989117766,1.5000061724497395
36049,325,2009,"193.45","193.45","514.65","21984.63","68.24089","14189.17","2218.152","3.090343","5.265019","4.223044","9.560234",22.24645748991586,28.342817857906702,29.647659557639074,0.004062396325443248,27.556947288749704,28.342817857906702,21.984617406447548,1.2892113305367074
36049,325,2010,"259.15","193.45","514.65","14419.89","45.49393","9306.792","1454.904","2.668609","5.557407","3.817579","9.138499",14.791611018635834,18.845064977929074,19.712650788932272,0.0027010766220523005,18.322541705393057,19.02252571199791,14.419897158991624,1.3191859485721982
36049,325,2011,"259.15","193.45","514.65","6549.599","21.61444","4322.747","670.7348","1.879404","5.557407","3.073361","8.371646",7.023117150397829,8.947713597937849,9.359646874240319,0.0012824821802692097,8.69961742016477,9.031972677181535,6.54960013701697,1.379011311871501
36049,325,2012,"229.95","193.45","514.65","0","0","0","0","0","5.437862","0","0",0.015267941128219383,0.019451927330835506,0.02034745176488035,2.788058636503249e-6,0.018912577387603952,0.019553691471067874,1.0,0.019553691471067874
36049,325,2013,"240.9","193.45","514.65","0","0","0","0","0","5.484382","0","0",0.015267941128219383,0.019451927330835506,0.02034745176488035,2.788058636503249e-6,0.018912577387603952,0.019584220713137587,1.0,0.019584220713137587
36049,325,2014,"251.85","193.45","514.65","0","0","0","0","0","5.528834","0","0",0.015267941128219383,0.019451927330835506,0.02034745176488035,2.788058636503249e-6,0.018912577387603952,0.019614749955207296,1.0,0.019614749955207296
36051,311,2009,"237.25","131.4","788.4","302234.8","1357.948","169396.7","34711.16","5.711205","5.469114","7.21373","12.04",264.0443496141223,330.47017094054723,358.8617929330209,0.043214036518224794,324.7918465420525,335.04437670600134,302.23504217029654,1.108555693278009
36051,311,2010,"131.4","131.4","788.4","339732.8","1413.299","226257.9","36453.92","5.828159","4.878246","7.253682","12.32943",317.93071510079466,397.9127670035571,432.09857213867986,0.05203318894234815,391.0756059765326,397.9127670035571,339.7326551753886,1.171252633333504
36051,311,2011,"146","131.4","788.4","371475.8","1469.166","279940.6","37660.42","5.917484","4.983607","7.29245","12.54233",365.8260363915617,457.85714770075214,497.19294320409443,0.05987183486049056,449.9899886000837,458.7312764897153,371.4759037468722,1.2348883786612979
36051,311,2012,"149.65","131.4","788.4","403151.7","1524","328087.6","38996.36","5.999313","5.008299","7.329094","12.70104",407.414748231395,509.90836080564253,553.7160224460033,0.0666783282197272,501.14682847757035,511.12524029565253,403.15173309274996,1.2678234975565936
36051,311,2013,"153.3","131.4","788.4","433926.4","1577.8","370922.6","40329.76","6.072875","5.032397","7.363787","12.82375",443.90070587259,555.5731162765939,603.3039655136447,0.07264969442473493,546.0269464291837,557.1641445844956,433.9264284370448,1.2840060159307176
36051,311,2014,"131.4","131.4","788.4","463010.2","1631.6","411813.5","41552.07","6.137749","4.878246","7.397316","12.92833",478.31372516548936,598.6434428521281,650.0745850013794,0.0782817993139289,588.3572144222779,598.6434428521281,463.01016106957036,1.2929380242309152
36051,325,2009,"138.7","120.45","182.5","5332.215","34.51931","4207.107","1125.108","1.673767","4.932313","3.541519","8.344531",8.320157800004885,10.371669665984337,10.571817446574208,0.0032255887282815676,9.983147503662822,10.430536660275475,5.33221647124271,1.9561352612986784
36051,325,2010,"135.05","120.45","182.5","6762.635","44.18572","4916.13","1422.687","1.911413","4.905645","3.788402","8.500277",10.052986866535315,12.531764594190994,12.773596907712138,0.0038973781389386587,12.062325397355833,12.588666315019498,6.7626376576838565,1.8615024125558437
36051,325,2011,"120.45","120.45","182.5","8567.328","55.64406","5624.821","1739.221","2.147956","4.791235","4.018975","8.634944",11.920102111481903,14.859256814218128,15.146004017740678,0.004621228098671233,14.302629889733177,14.859256814218128,8.567328867896094,1.7344095275599198
36051,325,2012,"135.05","120.45","182.5","9788.048","63.51853","6144.824","1950.93","2.281162","4.905645","4.151332","8.723366",13.230745344596215,16.493067012362612,16.81134274461725,0.005129342985570302,15.87523764975067,16.56795541995194,9.788047515174128,1.6926721487883172
36051,325,2013,"135.05","120.45","182.5","10452.94","67.80914","6476.351","2061.904","2.346883","4.905645","4.216697","8.775912",14.00301069306399,17.45575080770954,17.792603975541443,0.005428737596001683,16.801859364271134,17.53501037661116,10.45293708828021,1.6775199380345782
36051,325,2014,"146","120.45","182.5","11079.4","72.09973","6786.496","2165.907","2.405088","4.983607","4.27805","8.82269",14.746810616278008,18.38295042177885,18.73769626753979,0.005717096627895859,17.694326132948795,18.52902224062159,11.079405226948198,1.672384199429212
36063,322,2013,"248.2","248.2","708.1","415373.5","441.4","393224.1","22149.35","6.029178","5.514235","6.089952","12.88214",267.3175217832353,344.4992716222597,361.51954156517695,0.03700863218725212,335.3137291133837,344.4992716222597,415.3734520353566,0.829372387508617
36063,322,2014,"532.9","248.2","708.1","458407.7","368.8","437182.3","21225.4","6.127759","6.278334","5.910254","12.98811",264.9341101164748,341.4277049786007,358.296221644431,0.03667866202615857,332.32406106370814,351.87012005744805,458.4077170453537,0.7675920517337951
36063,325,2009,"20038.5","18943.5","27083","760312.3","1665.384","334478.1","99074.14","6.633729","9.905411","7.417811","12.72033",503.85416245989103,792.6254649480194,805.7659334425576,0.0016144073339318453,762.0429396176814,794.3932409786747,760.3120947703925,1.0448252059157028
36063,325,2010,"19418","18943.5","27083","813362.4","1718.256","333308.5","100046.4","6.701177","9.873956","7.449065","12.71682",509.07893341546963,800.8446815715241,814.1214115941954,0.001631148107705786,769.9450273931996,801.6186613486306,813.3625897692809,0.9855612631213078
36063,325,2011,"18943.5","18943.5","27083","855138.4","1777.352","327959","99840.68","6.751263","9.849216","7.48288","12.70064",511.0646812591675,803.9685106973892,817.2970288344045,0.0016375106747361992,772.948327230524,803.9685106973892,855.1381202141221,0.940162169938208
36063,325,2012,"20899.9","18943.5","27083","896562.4","1824","324590","99902.59","6.798568","9.947499","7.508787","12.69032",513.2163504319265,807.3533547763703,820.7379882401646,0.0016444048730013166,776.2025710646699,810.5704684699101,896.5624944631138,0.9040869693699399
36063,325,2013,"19345","18943.5","27083","935076.6","1858.2","321687.3","99815.18","6.840629","9.87019","7.527363","12.68134",514.2874384886048,809.0383099324023,822.4508772705441,0.001647836763700694,777.8225141992382,809.6999163930282,935.077113294828,0.8659177995919266
36063,325,2014,"20221","18943.5","27083","970785.8","1892.4","318306.9","99555.01","6.878106","9.914477","7.545601","12.67077",514.8110736102263,809.8620533142413,823.2882770064057,0.0016495145515282757,778.6144744073654,811.9693081538186,970.7859488857321,0.8364040590882025
36063,327,2009,"813.95","806.65","974.55","272680.9","954.928","141528.1","40061.4","5.608302","6.701899","6.861636","11.86025",266.18048826549233,362.14603423940696,365.3097025679077,0.018842574916621575,346.94667118291414,362.2835850362983,272.68083263112794,1.328599379503808
36063,327,2010,"835.85","806.65","974.55","262753.1","928.952","138218.3","39202.16","5.571215","6.728449","6.834057","11.83659",259.6578757478581,353.2718366168317,356.35798092103005,0.01838084755329567,338.44492593796576,353.80855736538797,262.75315045521955,1.346543540020034
36063,327,2011,"908.85","806.65","974.55","249223","902.984","132760.8","37904","5.518348","6.81218","6.805705","11.7963",250.75773654870514,341.16294713302733,344.14330949698245,0.01775081812957191,326.84424968880813,342.97708074586956,249.22298056074396,1.3761856148826315
36063,327,2012,"868.7","806.65","974.55","239049.9","877","129323.6","37045.05","5.476672","6.766998","6.776507","11.77007",244.08776713765496,332.0882663160746,334.98935325636774,0.01727865956100722,318.15043558118816,333.16040714183515,239.04982428107607,1.3936860574727021
36063,327,2013,"835.85","806.65","974.55","230807.6","851","127173","36391.53","5.441585","6.728449","6.746412","11.7533",238.8334034070155,324.9395568073426,327.778193399643,0.016906709900538185,311.3017592660735,325.4332327364383,230.80772393572704,1.4099754860329614
