"netsource","fips","creation","cent.x","cent.y"
11848,12086,"nhd",-80.5875019605924,25.6078948484869
11848,12099,"nhd",-80.5130172016015,26.6890366137399
11849,12011,"within",-80.4986869360326,26.1425599798939
11849,12051,"nhd",-81.1726025051527,26.5383539031063
11849,12086,"nhd",-80.5875019605924,25.6078948484869
11849,12099,"nhd",-80.5130172016015,26.6890366137399
11850,12051,"within",-81.1726025051527,26.5383539031063
11851,12086,"within",-80.5875019605924,25.6078948484869
11852,12086,"within",-80.5875019605924,25.6078948484869
11853,12086,"within",-80.5875019605924,25.6078948484869
11854,12086,"within",-80.5875019605924,25.6078948484869
11855,12086,"within",-80.5875019605924,25.6078948484869
11856,12086,"within",-80.5875019605924,25.6078948484869
11857,12086,"within",-80.5875019605924,25.6078948484869
11858,12086,"within",-80.5875019605924,25.6078948484869
11859,12086,"within",-80.5875019605924,25.6078948484869
11860,12021,"within",-81.3566753716462,26.1140020129439
11861,12071,"within",-81.8031419787609,26.5801081831121
11862,12043,"within",-81.2134809134885,26.947277699466
11863,12043,"within",-81.2134809134885,26.947277699466
11863,12051,"nhd",-81.1726025051527,26.5383539031063
11863,12099,"nhd",-80.5130172016015,26.6890366137399
11864,12043,"within",-81.2134809134885,26.947277699466
11864,12051,"nhd",-81.1726025051527,26.5383539031063
11864,12099,"nhd",-80.5130172016015,26.6890366137399
11865,12051,"within",-81.1726025051527,26.5383539031063
11866,12071,"within",-81.8031419787609,26.5801081831121
11867,12071,"within",-81.8031419787609,26.5801081831121
11868,12071,"within",-81.8031419787609,26.5801081831121
11869,12071,"within",-81.8031419787609,26.5801081831121
11870,12071,"within",-81.8031419787609,26.5801081831121
11871,12071,"within",-81.8031419787609,26.5801081831121
11872,12071,"within",-81.8031419787609,26.5801081831121
11873,12071,"within",-81.8031419787609,26.5801081831121
11874,12105,"within",-81.6974690225775,27.9435652584912
11875,12105,"within",-81.6974690225775,27.9435652584912
11876,12105,"within",-81.6974690225775,27.9435652584912
11877,12105,"within",-81.6974690225775,27.9435652584912
11878,12105,"within",-81.6974690225775,27.9435652584912
11879,12115,"within",-82.3504407530865,27.1778329030205
11880,12115,"within",-82.3504407530865,27.1778329030205
11881,12115,"within",-82.3504407530865,27.1778329030205
11882,12057,"within",-82.3082357570496,27.9283642506514
11883,12057,"within",-82.3082357570496,27.9283642506514
11884,12057,"within",-82.3082357570496,27.9283642506514
11885,12057,"within",-82.3082357570496,27.9283642506514
11886,12057,"within",-82.3082357570496,27.9283642506514
11887,12103,"within",-82.7310894088424,27.9485988863493
11888,12103,"within",-82.7310894088424,27.9485988863493
11889,21143,"within",-88.0769220963943,37.0150047546247
11890,55101,"within",-88.0564284737752,42.7488928829795
11891,18089,"within",-87.3832653049222,41.4228184557789
11892,39137,"within",-84.1384964389583,41.0280529813172
11893,39039,"within",-84.4944324435966,41.3291603855635
11893,39069,"nhd",-84.0725013782488,41.338236555824
11894,39035,"within",-81.6542484114444,41.4381864660277
11895,39035,"within",-81.6542484114444,41.4381864660277
11896,30035,"within",-112.992265638787,48.6953199003293
11897,30035,"within",-112.992265638787,48.6953199003293
11898,30007,"within",-111.494233906068,46.3301766766175
11899,30007,"within",-111.494233906068,46.3301766766175
11900,30099,"within",-112.224602655339,47.8312437030472
11901,30013,"nhd",-111.33647349506,47.302610940595
11901,30099,"within",-112.224602655339,47.8312437030472
11902,30013,"nhd",-111.33647349506,47.302610940595
11902,30099,"within",-112.224602655339,47.8312437030472
11903,30049,"within",-112.386295540334,47.1157398166358
11903,30099,"nhd",-112.224602655339,47.8312437030472
11904,30013,"within",-111.33647349506,47.302610940595
11905,30013,"within",-111.33647349506,47.302610940595
11906,30013,"within",-111.33647349506,47.302610940595
11907,30035,"within",-112.992265638787,48.6953199003293
11908,30005,"within",-108.957579820058,48.430009238284
11909,30005,"within",-108.957579820058,48.430009238284
11910,30005,"within",-108.957579820058,48.430009238284
11911,30005,"within",-108.957579820058,48.430009238284
11912,30005,"within",-108.957579820058,48.430009238284
11913,30005,"within",-108.957579820058,48.430009238284
11914,30005,"within",-108.957579820058,48.430009238284
11915,30071,"within",-107.913019440058,48.2605018698608
11916,30105,"within",-106.662504556318,48.3715007727921
11917,56013,"within",-108.624730145793,43.037264001204
11918,56013,"within",-108.624730145793,43.037264001204
11919,56013,"within",-108.624730145793,43.037264001204
11920,56013,"within",-108.624730145793,43.037264001204
11921,56013,"within",-108.624730145793,43.037264001204
11922,56003,"within",-107.990095188129,44.5272039752734
11922,56043,"nhd",-107.679281958284,43.9090603386976
11923,30003,"within",-107.489488803166,45.4231220550414
11924,30003,"within",-107.489488803166,45.4231220550414
11925,56009,"within",-105.500493477263,42.9699804383086
11926,56009,"within",-105.500493477263,42.9699804383086
11927,56001,"within",-105.72248564534,41.6575005940013
11928,56031,"within",-104.963623791771,42.1325007316551
11929,56031,"within",-104.963623791771,42.1325007316551
11930,56031,"within",-104.963623791771,42.1325007316551
11931,31157,"within",-103.703920954991,41.8533372090196
11932,31111,"within",-100.750987158611,41.0466972250615
11933,31093,"within",-98.5263681862552,41.2143452916451
11934,31077,"within",-98.5247498820065,41.5629505823548
11935,31125,"within",-97.9962786111296,41.3927705601515
11935,31141,"nhd",-97.5259709231787,41.5642238520938
11936,31125,"within",-97.9962786111296,41.3927705601515
11937,31129,"within",-98.0549056097337,40.1711612855626
11938,8011,"nhd",-103.079215443596,37.9429830480231
11938,8089,"within",-103.719923248169,37.8951040432694
11939,8011,"within",-103.079215443596,37.9429830480231
11939,8025,"nhd",-103.783190268835,38.3229138633115
11939,8061,"nhd",-102.744802198164,38.4221234155794
11939,8089,"nhd",-103.719923248169,37.8951040432694
11940,8011,"within",-103.079215443596,37.9429830480231
11940,8025,"nhd",-103.783190268835,38.3229138633115
11940,8061,"nhd",-102.744802198164,38.4221234155794
11940,8089,"nhd",-103.719923248169,37.8951040432694
11941,8011,"within",-103.079215443596,37.9429830480231
11941,8025,"nhd",-103.783190268835,38.3229138633115
11941,8061,"nhd",-102.744802198164,38.4221234155794
11941,8089,"nhd",-103.719923248169,37.8951040432694
11942,8099,"within",-102.397783632069,37.9458608761166
11943,35033,"within",-104.951689809979,36.002580021079
11944,35047,"within",-104.812564046118,35.4716610186779
11945,35047,"within",-104.812564046118,35.4716610186779
11946,40109,"within",-97.4049770992058,35.5394523331614
11947,40065,"within",-99.4153765114805,34.5917941766762
11948,48009,"within",-98.6835888437371,33.6126076835697
11948,48485,"nhd",-98.6995300138154,33.9894104880378
11949,48071,"nhd",-94.6084438101672,29.7500472635601
11949,48291,"within",-94.8138871505724,30.1591343105695
11950,48157,"within",-95.7833792204972,29.5359286605088
11951,48157,"within",-95.7833792204972,29.5359286605088
11952,48451,"within",-100.468594640161,31.4013157066911
11953,48451,"within",-100.468594640161,31.4013157066911
11954,48327,"within",-99.8334973944964,30.8788156070165
11955,48057,"within",-96.6940457247806,28.524032543672
11956,48057,"within",-96.6940457247806,28.524032543672
11957,35055,"within",-105.641142810755,36.5655963077672
11958,35055,"within",-105.641142810755,36.5655963077672
11959,35055,"within",-105.641142810755,36.5655963077672
11960,35055,"within",-105.641142810755,36.5655963077672
11961,35055,"within",-105.641142810755,36.5655963077672
11962,8023,"within",-105.435887805238,37.2763064614445
11963,35043,"within",-106.869859780457,35.6788788158129
11964,35043,"within",-106.869859780457,35.6788788158129
11965,35001,"within",-106.676743499721,35.0469143798602
11965,35043,"nhd",-106.869859780457,35.6788788158129
11966,35053,"within",-106.93393837153,34.0062219003314
11967,48141,"within",-106.235056035218,31.7581458989942
11968,48141,"within",-106.235056035218,31.7581458989942
11969,48141,"within",-106.235056035218,31.7581458989942
11970,35011,"within",-104.414750965536,34.3426667127407
11971,35011,"within",-104.414750965536,34.3426667127407
11972,35015,"within",-104.30304036437,32.4668566707204
11973,48389,"within",-103.690410330184,31.3164062596986
11974,48475,"within",-103.11195264409,31.5137042484596
11975,48475,"within",-103.11195264409,31.5137042484596
11976,48475,"within",-103.11195264409,31.5137042484596
11977,48371,"within",-102.723255257452,30.7763866628252
11978,48371,"within",-102.723255257452,30.7763866628252
11979,48371,"within",-102.723255257452,30.7763866628252
11980,48371,"within",-102.723255257452,30.7763866628252
11981,35029,"within",-107.762235030388,32.1813823985717
11982,8117,"within",-106.122038056307,39.6263822681821
11983,8097,"within",-106.917074837497,39.2125123934995
11984,8097,"within",-106.917074837497,39.2125123934995
11985,8097,"within",-106.917074837497,39.2125123934995
11986,8097,"within",-106.917074837497,39.2125123934995
11987,8097,"within",-106.917074837497,39.2125123934995
11988,8097,"within",-106.917074837497,39.2125123934995
11989,8097,"within",-106.917074837497,39.2125123934995
11990,8097,"within",-106.917074837497,39.2125123934995
11991,8037,"within",-106.699941263662,39.6200812447974
11992,8077,"within",-108.465165359024,39.0182567624542
11993,8077,"within",-108.465165359024,39.0182567624542
11994,8113,"within",-108.414771688043,37.9997750101288
11995,49009,"within",-109.512456441244,40.8808442631541
11996,49009,"within",-109.512456441244,40.8808442631541
11997,49009,"within",-109.512456441244,40.8808442631541
11998,8107,"within",-106.994664639154,40.4930637101669
11999,49047,"within",-109.52703868205,40.1232323158546
12000,49047,"within",-109.52703868205,40.1232323158546
12001,49047,"within",-109.52703868205,40.1232323158546
12002,49047,"within",-109.52703868205,40.1232323158546
12003,4001,"within",-109.491146460603,35.4050948950151
12004,4001,"within",-109.491146460603,35.4050948950151
12005,49053,"within",-113.501802308747,37.2818523651826
12006,49053,"within",-113.501802308747,37.2818523651826
12007,32017,"within",-114.872153191843,37.638200241022
12008,32017,"within",-114.872153191843,37.638200241022
12009,6071,"within",-116.17293625371,34.8451650202009
12010,4012,"within",-113.986154195072,33.7297534539818
12011,4012,"within",-113.986154195072,33.7297534539818
12012,6065,"within",-116.009319130934,33.7456214811381
12013,6065,"within",-116.009319130934,33.7456214811381
12014,6065,"within",-116.009319130934,33.7456214811381
12015,6025,"within",-115.37514125584,33.0447159977397
12016,35023,"within",-108.726334750992,31.9277868874781
12017,4009,"within",-109.899018397705,32.9344150340866
12018,4003,"within",-109.762948908843,31.8863115497341
12019,4003,"within",-109.762948908843,31.8863115497341
12020,4021,"within",-111.351874077133,32.906676648512
12021,4021,"within",-111.351874077133,32.906676648512
12022,4021,"within",-111.351874077133,32.906676648512
12023,4025,"within",-112.549973184912,34.5979815502372
12024,4013,"within",-112.489138868957,33.3526370729525
12025,4013,"within",-112.489138868957,33.3526370729525
12026,4013,"within",-112.489138868957,33.3526370729525
12027,4013,"within",-112.489138868957,33.3526370729525
12028,4027,"within",-113.907857526752,32.779781618327
12029,4027,"within",-113.907857526752,32.779781618327
12030,4027,"within",-113.907857526752,32.779781618327
12031,4027,"within",-113.907857526752,32.779781618327
12032,4027,"within",-113.907857526752,32.779781618327
12033,4027,"within",-113.907857526752,32.779781618327
12034,4027,"within",-113.907857526752,32.779781618327
12035,4027,"within",-113.907857526752,32.779781618327
12036,4027,"within",-113.907857526752,32.779781618327
12037,4027,"within",-113.907857526752,32.779781618327
12038,4027,"within",-113.907857526752,32.779781618327
12039,6025,"within",-115.37514125584,33.0447159977397
12040,6025,"within",-115.37514125584,33.0447159977397
12041,6025,"within",-115.37514125584,33.0447159977397
12042,6025,"within",-115.37514125584,33.0447159977397
12043,6025,"within",-115.37514125584,33.0447159977397
12044,6025,"within",-115.37514125584,33.0447159977397
12045,6025,"within",-115.37514125584,33.0447159977397
12046,6025,"within",-115.37514125584,33.0447159977397
12047,6025,"within",-115.37514125584,33.0447159977397
12048,6025,"within",-115.37514125584,33.0447159977397
12049,6025,"within",-115.37514125584,33.0447159977397
12050,6025,"within",-115.37514125584,33.0447159977397
12051,4027,"within",-113.907857526752,32.779781618327
12052,6025,"within",-115.37514125584,33.0447159977397
12053,6025,"within",-115.37514125584,33.0447159977397
12054,6025,"within",-115.37514125584,33.0447159977397
12055,6025,"within",-115.37514125584,33.0447159977397
12056,6025,"within",-115.37514125584,33.0447159977397
12057,6025,"within",-115.37514125584,33.0447159977397
12058,6025,"within",-115.37514125584,33.0447159977397
12059,6025,"within",-115.37514125584,33.0447159977397
12060,4027,"within",-113.907857526752,32.779781618327
12061,4027,"within",-113.907857526752,32.779781618327
12062,4027,"within",-113.907857526752,32.779781618327
12063,4027,"within",-113.907857526752,32.779781618327
12064,4027,"within",-113.907857526752,32.779781618327
12065,4027,"within",-113.907857526752,32.779781618327
12066,49043,"within",-110.961371358759,40.8716594386278
12067,56041,"within",-110.553035710326,41.289322711826
12068,16007,"within",-111.338147177102,42.2869274633115
12069,16007,"within",-111.338147177102,42.2869274633115
12070,16007,"within",-111.338147177102,42.2869274633115
12071,49005,"within",-111.75314216279,41.7268828152041
12072,49005,"within",-111.75314216279,41.7268828152041
12073,49005,"within",-111.75314216279,41.7268828152041
12074,49003,"within",-113.093853259526,41.5252616827043
12075,49003,"within",-113.093853259526,41.5252616827043
12076,49003,"within",-113.093853259526,41.5252616827043
12077,49003,"within",-113.093853259526,41.5252616827043
12078,49043,"within",-110.961371358759,40.8716594386278
12079,49057,"within",-111.941921668016,41.2693795921254
12080,49043,"within",-110.961371358759,40.8716594386278
12081,49035,"within",-111.927198090396,40.6774104771627
12082,49049,"within",-111.675981870726,40.1253671803034
12083,49035,"within",-111.927198090396,40.6774104771627
12084,49035,"within",-111.927198090396,40.6774104771627
12085,49035,"within",-111.927198090396,40.6774104771627
12086,49035,"within",-111.927198090396,40.6774104771627
12087,49035,"within",-111.927198090396,40.6774104771627
12088,49035,"within",-111.927198090396,40.6774104771627
12089,49035,"within",-111.927198090396,40.6774104771627
12090,49035,"within",-111.927198090396,40.6774104771627
12091,49035,"within",-111.927198090396,40.6774104771627
12092,49017,"within",-111.432680337063,37.8567594402506
12093,49001,"within",-113.234195284351,38.3677682609507
12094,6051,"within",-118.887350475437,37.9387661235196
12095,32005,"within",-119.612264367003,38.906534040914
12096,32021,"within",-118.439103645128,38.5283288178508
12097,32021,"within",-118.439103645128,38.5283288178508
12098,32001,"within",-118.351152246407,39.5776661575238
12099,32001,"within",-118.351152246407,39.5776661575238
12100,32001,"within",-118.351152246407,39.5776661575238
12101,32001,"within",-118.351152246407,39.5776661575238
12102,32001,"within",-118.351152246407,39.5776661575238
12103,32001,"nhd",-118.351152246407,39.5776661575238
12103,32019,"nhd",-119.195582890912,39.020166292588
12103,32029,"within",-119.532510220217,39.4457721219927
12104,32001,"within",-118.351152246407,39.5776661575238
12104,32019,"nhd",-119.195582890912,39.020166292588
12104,32029,"nhd",-119.532510220217,39.4457721219927
12105,41037,"within",-120.383341400899,42.7989322465178
12106,41037,"within",-120.383341400899,42.7989322465178
12107,41037,"within",-120.383341400899,42.7989322465178
12108,41037,"within",-120.383341400899,42.7989322465178
12109,6071,"within",-116.17293625371,34.8451650202009
12110,6071,"within",-116.17293625371,34.8451650202009
12111,6001,"within",-121.84949433985,37.6465374459748
12112,41037,"within",-120.383341400899,42.7989322465178
12113,6115,"within",-121.35266050273,39.2651100258539
12114,41035,"within",-121.654519900546,42.6950333968263
12115,41035,"within",-121.654519900546,42.6950333968263
12116,41035,"within",-121.654519900546,42.6950333968263
12117,41035,"within",-121.654519900546,42.6950333968263
12118,6093,"nhd",-122.563089621977,41.603634183713
12118,41035,"nhd",-121.654519900546,42.6950333968263
12119,53053,"within",-122.045368775696,46.9869306626631
12120,53053,"within",-122.045368775696,46.9869306626631
12121,53053,"within",-122.045368775696,46.9869306626631
12122,30039,"within",-113.424003159353,46.3925752288106
12123,30081,"within",-114.116285375144,46.0798513811072
12124,16055,"within",-116.685073855393,47.6590700914002
12125,16055,"within",-116.685073855393,47.6590700914002
12126,53025,"within",-119.454679368868,47.2001265393731
12127,53021,"within",-118.904418973495,46.535628415766
12128,53047,"within",-119.742857892075,48.5456245046745
12129,53047,"within",-119.742857892075,48.5456245046745
12130,53047,"within",-119.742857892075,48.5456245046745
12131,53007,"within",-120.619015840634,47.8715693475166
12132,53025,"within",-119.454679368868,47.2001265393731
12133,53021,"within",-118.904418973495,46.535628415766
12134,53037,"within",-120.682789186611,47.1151989683875
12135,53077,"within",-120.7405291905,46.4517669590544
12136,53077,"within",-120.7405291905,46.4517669590544
12137,53077,"within",-120.7405291905,46.4517669590544
12138,53077,"within",-120.7405291905,46.4517669590544
12139,53005,"nhd",-119.515469611104,46.2341337574574
12139,53077,"within",-120.7405291905,46.4517669590544
12140,53005,"nhd",-119.515469611104,46.2341337574574
12140,53077,"within",-120.7405291905,46.4517669590544
12141,53005,"within",-119.515469611104,46.2341337574574
12142,53005,"within",-119.515469611104,46.2341337574574
12143,53005,"within",-119.515469611104,46.2341337574574
12144,53005,"within",-119.515469611104,46.2341337574574
12145,53005,"within",-119.515469611104,46.2341337574574
12146,53005,"within",-119.515469611104,46.2341337574574
12147,53005,"within",-119.515469611104,46.2341337574574
12148,53005,"within",-119.515469611104,46.2341337574574
12149,53005,"within",-119.515469611104,46.2341337574574
12150,53005,"within",-119.515469611104,46.2341337574574
12151,16019,"within",-111.63454569184,43.3871466640381
12152,16065,"within",-111.659485191576,43.7789849138237
12153,16011,"within",-112.406568637581,43.2145345007032
12154,16011,"within",-112.406568637581,43.2145345007032
12155,16011,"within",-112.406568637581,43.2145345007032
12156,16011,"within",-112.406568637581,43.2145345007032
12157,16005,"nhd",-112.207724381465,42.6631692181518
12157,16011,"within",-112.406568637581,43.2145345007032
12158,16005,"nhd",-112.207724381465,42.6631692181518
12158,16011,"within",-112.406568637581,43.2145345007032
12159,16077,"within",-112.841912312476,42.6936745130233
12160,16077,"within",-112.841912312476,42.6936745130233
12161,16031,"nhd",-113.618085240918,42.2888650253844
12161,16067,"within",-113.64091644672,42.8573982304472
12162,16031,"within",-113.618085240918,42.2888650253844
12163,16031,"within",-113.618085240918,42.2888650253844
12164,16031,"within",-113.618085240918,42.2888650253844
12165,16031,"within",-113.618085240918,42.2888650253844
12165,16053,"nhd",-114.277652841463,42.692177243864
12166,16031,"nhd",-113.618085240918,42.2888650253844
12166,16053,"nhd",-114.277652841463,42.692177243864
12167,16031,"within",-113.618085240918,42.2888650253844
12167,16083,"nhd",-114.688532353649,42.3660100982263
12168,32007,"within",-115.358071380674,41.1551833367392
12169,16083,"within",-114.688532353649,42.3660100982263
12170,16023,"within",-113.168739715422,43.7218230545827
12170,16037,"nhd",-114.27579862463,44.2409784759119
12171,16047,"within",-114.816473695959,42.9720976873395
12172,16083,"within",-114.688532353649,42.3660100982263
12173,16083,"within",-114.688532353649,42.3660100982263
12174,16063,"within",-114.14297598751,43.0003296383446
12175,16063,"within",-114.14297598751,43.0003296383446
12176,16047,"within",-114.816473695959,42.9720976873395
12177,16083,"within",-114.688532353649,42.3660100982263
12178,16039,"within",-115.466396424406,43.355139584582
12179,16039,"within",-115.466396424406,43.355139584582
12180,16039,"within",-115.466396424406,43.355139584582
12181,16039,"within",-115.466396424406,43.355139584582
12182,16039,"within",-115.466396424406,43.355139584582
12183,16073,"within",-116.177049797487,42.5887106262708
12184,16073,"within",-116.177049797487,42.5887106262708
12185,16073,"within",-116.177049797487,42.5887106262708
12186,16039,"within",-115.466396424406,43.355139584582
12187,16039,"within",-115.466396424406,43.355139584582
12188,16039,"within",-115.466396424406,43.355139584582
12189,16039,"within",-115.466396424406,43.355139584582
12190,16039,"within",-115.466396424406,43.355139584582
12191,16073,"within",-116.177049797487,42.5887106262708
12192,16073,"within",-116.177049797487,42.5887106262708
12193,16073,"within",-116.177049797487,42.5887106262708
12194,16073,"within",-116.177049797487,42.5887106262708
12195,16039,"within",-115.466396424406,43.355139584582
12196,16073,"within",-116.177049797487,42.5887106262708
12197,16073,"within",-116.177049797487,42.5887106262708
12198,16073,"within",-116.177049797487,42.5887106262708
12199,16073,"within",-116.177049797487,42.5887106262708
12200,16073,"within",-116.177049797487,42.5887106262708
12201,16073,"within",-116.177049797487,42.5887106262708
12202,16073,"within",-116.177049797487,42.5887106262708
12203,16001,"within",-116.235128989969,43.4466390592989
12204,16027,"within",-116.706674679491,43.6199355600758
12205,16039,"within",-115.466396424406,43.355139584582
12206,16039,"within",-115.466396424406,43.355139584582
12207,16001,"within",-116.235128989969,43.4466390592989
12207,16027,"nhd",-116.706674679491,43.6199355600758
12208,16001,"within",-116.235128989969,43.4466390592989
12209,16085,"within",-115.561297898563,44.7603213759246
12210,16085,"within",-115.561297898563,44.7603213759246
12211,16003,"within",-116.444456051728,44.8928969253046
12212,16003,"within",-116.444456051728,44.8928969253046
12213,16003,"within",-116.444456051728,44.8928969253046
12214,16087,"within",-116.774689674725,44.4512281684556
12215,16087,"within",-116.774689674725,44.4512281684556
12216,53005,"within",-119.515469611104,46.2341337574574
12217,41059,"within",-118.734857277588,45.591612539693
12218,41059,"within",-118.734857277588,45.591612539693
12219,41059,"within",-118.734857277588,45.591612539693
12220,41059,"within",-118.734857277588,45.591612539693
12221,41059,"within",-118.734857277588,45.591612539693
12222,41059,"within",-118.734857277588,45.591612539693
12223,41059,"within",-118.734857277588,45.591612539693
12224,41017,"within",-121.225858343281,43.9094810804702
12225,41017,"within",-121.225858343281,43.9094810804702
12226,41017,"within",-121.225858343281,43.9094810804702
12227,41017,"within",-121.225858343281,43.9094810804702
12228,41017,"within",-121.225858343281,43.9094810804702
12229,41017,"within",-121.225858343281,43.9094810804702
12230,41039,"within",-122.83683300878,43.9336002740013
12231,41043,"within",-122.531899137352,44.4860226895662
12232,41043,"within",-122.531899137352,44.4860226895662
12233,41005,"within",-122.210515310197,45.1775873503517
12234,53015,"within",-122.681371508185,46.1853191934922
12235,41019,"within",-123.160511846667,43.2689101876518
12236,41019,"within",-123.160511846667,43.2689101876518
12237,41019,"within",-123.160511846667,43.2689101876518
12238,41019,"within",-123.160511846667,43.2689101876518
12239,41019,"within",-123.160511846667,43.2689101876518
12240,41029,"within",-122.731919711437,42.4311913500778
12241,4001,"within",-109.491146460603,35.4050948950151
12242,12086,"within",-80.5875019605924,25.6078948484869
12243,12086,"within",-80.5875019605924,25.6078948484869
12244,12086,"within",-80.5875019605924,25.6078948484869
12245,12086,"within",-80.5875019605924,25.6078948484869
12246,12011,"within",-80.4986869360326,26.1425599798939
12246,12051,"within",-81.1726025051527,26.5383539031063
12246,12086,"nhd",-80.5875019605924,25.6078948484869
12246,12099,"within",-80.5130172016015,26.6890366137399
12247,12011,"within",-80.4986869360326,26.1425599798939
12247,12051,"within",-81.1726025051527,26.5383539031063
12247,12086,"nhd",-80.5875019605924,25.6078948484869
12247,12099,"within",-80.5130172016015,26.6890366137399
12248,12021,"nhd",-81.3566753716462,26.1140020129439
12248,12051,"within",-81.1726025051527,26.5383539031063
12249,12011,"within",-80.4986869360326,26.1425599798939
12250,12021,"nhd",-81.3566753716462,26.1140020129439
12250,12051,"within",-81.1726025051527,26.5383539031063
12251,12051,"within",-81.1726025051527,26.5383539031063
12252,12099,"within",-80.5130172016015,26.6890366137399
12253,12085,"within",-80.3862314095799,27.077770328544
12254,12111,"within",-80.4802263379933,27.370425748628
12255,8003,"within",-105.799754906992,37.5569013484138
12256,49047,"within",-109.52703868205,40.1232323158546
12257,49035,"within",-111.927198090396,40.6774104771627
12258,39153,"within",-81.5288626861912,41.1391824398526
12259,39153,"within",-81.5288626861912,41.1391824398526
12260,39153,"within",-81.5288626861912,41.1391824398526
12261,49003,"within",-113.093853259526,41.5252616827043
12262,49003,"within",-113.093853259526,41.5252616827043
12263,49003,"within",-113.093853259526,41.5252616827043
12264,49003,"within",-113.093853259526,41.5252616827043
12265,49003,"within",-113.093853259526,41.5252616827043
12266,31165,"within",-103.761180391019,42.4855906956673
12266,56015,"nhd",-104.355420070272,42.0886380315426
12267,31165,"within",-103.761180391019,42.4855906956673
12267,56015,"nhd",-104.355420070272,42.0886380315426
