26081	0	0	0	0	0	0	0	0	0
11001	11001	0	0	0	0	0	0	0	0
42045	42091	0	0	0	0	0	0	0	0
36085	36005	0	0	0	0	0	0	0	0
51810	51550	0	0	0	0	0	0	0	0
26049	0	0	0	0	0	0	0	0	0
45019	45019	0	0	0	0	0	0	0	0
34035	34039	34013	34019	34027	34031	34041	34023	0	0
24027	0	0	0	0	0	0	0	0	0
31109	0	0	0	0	0	0	0	0	0
26139	26081	0	0	0	0	0	0	0	0
51710	0	0	0	0	0	0	0	0	0
29047	29037	29049	29095	29165	29025	29177	0	0	0
51013	0	0	0	0	0	0	0	0	0
05143	05007	0	0	0	0	0	0	0	0
47187	0	0	0	0	0	0	0	0	0
36111	36005	36047	36061	36081	36085	36035	0	0	0
44003	44009	0	0	0	0	0	0	0	0
21117	0	0	0	0	0	0	0	0	0
13223	0	0	0	0	0	0	0	0	0
51510	0	0	0	0	0	0	0	0	0
51650	0	0	0	0	0	0	0	0	0
32003	0	0	0	0	0	0	0	0	0
53033	53053	53035	0	0	0	0	0	0	0
26163	26091	0	0	0	0	0	0	0	0
48439	48113	48251	48367	0	0	0	0	0	0
06085	06067	0	0	0	0	0	0	0	0
12011	0	0	0	0	0	0	0	0	0
48029	0	0	0	0	0	0	0	0	0
36061	36005	36047	36061	36081	36085	0	0	0	0
42101	0	0	0	0	0	0	0	0	0
06001	06013	0	0	0	0	0	0	0	0
25017	25025	25027	25009	0	0	0	0	0	0
36103	0	0	0	0	0	0	0	0	0
06067	0	0	0	0	0	0	0	0	0
36005	36005	36047	36061	36081	36085	0	0	0	0
36059	0	0	0	0	0	0	0	0	0
12099	0	0	0	0	0	0	0	0	0
39035	0	0	0	0	0	0	0	0	0
12057	12103	0	0	0	0	0	0	0	0
42003	42019	0	0	0	0	0	0	0	0
26125	0	0	0	0	0	0	0	0	0
39049	0	0	0	0	0	0	0	0	0
27053	0	0	0	0	0	0	0	0	0
12095	12009	0	0	0	0	0	0	0	0
51059	51600	0	0	0	0	0	0	0	0
06013	06001	06077	0	0	0	0	0	0	0
49035	49011	0	0	0	0	0	0	0	0
17043	17089	17197	17031	0	0	0	0	0	0
12103	12101	0	0	0	0	0	0	0	0
26099	0	0	0	0	0	0	0	0	0
13135	13291	0	0	0	0	0	0	0	0
41051	0	0	0	0	0	0	0	0	0
25025	0	0	0	0	0	0	0	0	0
13089	13121	0	0	0	0	0	0	0	0
34017	34003	0	0	0	0	0	0	0	0
24510	0	0	0	0	0	0	0	0	0
40143	0	0	0	0	0	0	0	0	0
48393	0	0	0	0	0	0	0	0	0
36025	36005	36047	36061	36081	36085	36057	0	0	0
36095	36005	36047	36061	36081	36085	36025	0	0	0
48081	48329	48135	48451	48227	48353	48317	0	0	0
26011	0	0	0	0	0	0	0	0	0
48083	48441	0	0	0	0	0	0	0	0
48239	48355	0	0	0	0	0	0	0	0
48267	0	0	0	0	0	0	0	0	0
51025	51710	0	0	0	0	0	0	0	0
48065	48375	48233	0	0	0	0	0	0	0
31155	31055	31109	0	0	0	0	0	0	0
48243	48043	48389	0	0	0	0	0	0	0
45053	45013	45005	45053	0	0	0	0	0	0
51127	51700	0	0	0	0	0	0	0	0
37017	37129	37019	0	0	0	0	0	0	0
40097	40143	40035	0	0	0	0	0	0	0
48233	48303	48375	48189	48179	0	0	0	0	0
36105	36005	36047	36061	36081	36085	0	0	0	0
40005	40121	0	0	0	0	0	0	0	0
46075	46103	0	0	0	0	0	0	0	0
12027	0	0	0	0	0	0	0	0	0
46017	46003	46015	46073	46035	46043	0	0	0	0
46117	0	0	0	0	0	0	0	0	0
34019	34013	34027	34031	34035	34039	34041	0	0	0
48017	48303	0	0	0	0	0	0	0	0
08053	08079	0	0	0	0	0	0	0	0
46129	46013	46021	46037	46045	46049	46091	46107	0	46115
48497	48367	48121	0	0	0	0	0	0	0
49009	0	0	0	0	0	0	0	0	0
17171	17137	0	0	0	0	0	0	0	0
48253	48441	0	0	0	0	0	0	0	0
01009	01073	01095	0	0	0	0	0	0	0
49031	0	0	0	0	0	0	0	0	0
48349	48439	0	0	0	0	0	0	0	0
51800	0	0	0	0	0	0	0	0	0
29003	29021	29063	0	0	0	0	0	0	0
40093	40047	0	0	0	0	0	0	0	0
48129	48375	48191	48179	0	0	0	0	0	0
40075	40065	40055	0	0	0	0	0	0	0
48499	0	0	0	0	0	0	0	0	0
48429	0	0	0	0	0	0	0	0	0
13103	13051	0	0	0	0	0	0	0	0
13231	13255	0	0	0	0	0	0	0	0
51021	0	0	0	0	0	0	0	0	0
48135	0	0	0	0	0	0	0	0	0
48329	48135	0	0	0	0	0	0	0	0
48441	0	0	0	0	0	0	0	0	0
48375	0	0	0	0	0	0	0	0	0
48373	48457	0	0	0	0	0	0	0	0
06037	06059	06111	0	0	0	0	0	0	0
17031	17043	18089	0	0	0	0	0	0	0
48201	48167	0	0	0	0	0	0	0	0
04013	04021	0	0	0	0	0	0	0	0
06073	6065	0	0	0	0	0	0	0	0
06059	06073	06065	0	0	0	0	0	0	0
36047	36005	36061	36081	36085	0	0	0	0	0
12086	0	0	0	0	0	0	0	0	0
48113	48139	0	0	0	0	0	0	0	0
36081	36005	36061	36047	36085	0	0	0	0	0
06065	6071	0	0	0	0	0	0	0	0
06071	6065	6037	0	0	0	0	0	0	0
40099	40019	40049	0	0	0	0	0	0	0
08091	0	0	0	0	0	0	0	0	0
51670	0	0	0	0	0	0	0	0	0
48269	48101	0	0	0	0	0	0	0	0
45015	45019	45029	0	0	0	0	0	0	0
40131	40143	0	0	0	0	0	0	0	0
31177	0	0	0	0	0	0	0	0	0
48311	48297	0	0	0	0	0	0	0	0
48223	48499	0	0	0	0	0	0	0	0
19139	0	0	0	0	0	0	0	0	0
49033	0	0	0	0	0	0	0	0	0
17059	17165	0	0	0	0	0	0	0	0
19007	19051	19053	19101	19117	19135	19177	19185	0	0
17071	17095	0	0	0	0	0	0	0	0
40067	40137	40031	40033	0	0	0	0	0	0
37015	0	0	0	0	0	0	0	0	0
05029	05045	0	0	0	0	0	0	0	0
13015	13067	0	0	0	0	0	0	0	0
37037	37183	45061	0	0	0	0	0	0	0
48001	0	0	0	0	0	0	0	0	0
40015	40051	40039	0	0	0	0	0	0	0
