20183	622112.0625
39075	2529922.3875
37137	1686614.925
26057	1506893.6625
30035	1396295.9625
34037	6704985.5625
28017	2972313.1875
40017	5170442.475
54073	926255.7375
17095	442390.8
48181	13050528.6
20123	179721.2625
22013	2834066.0625
42127	3470002.8375
37085	41474.1375
55005	5640482.7
48031	843307.4625
25011	4562155.125
46059	0
36077	760359.1875
39019	1119801.7125
50001	2336376.4125
37007	0
48129	705060.3375
51071	1714264.35
22067	4133589.0375
9009	16686427.9875
29101	6165821.775
42089	8626620.6
13257	69123.5625
32003	72773286.6
27037	51897970.725
48061	3746497.0875
46039	317968.3875
53007	9649649.325
53005	30732335.8875
22083	3995341.9125
1115	13285548.7125
37175	801833.325
27169	5087494.2
13097	55298.85
38097	760359.1875
46111	110597.7
40089	0
40099	2115181.0125
42047	718885.05
28027	4824824.6625
27061	2917014.3375
35027	3387054.5625
20159	1811037.3375
13199	96772.9875
48017	10423833.225
49025	4036816.05
46007	317968.3875
20047	400916.6625
39171	3981517.2
54045	456215.5125
19175	0
22075	0
31133	483864.9375
40041	705060.3375
47087	0
48353	2488448.25
20061	9345505.65
55051	317968.3875
13059	235020.1125
20017	290318.9625
1085	1562192.5125
5131	0
26119	152071.8375
13015	248844.825
6073	41902703.5875
37139	4686577.5375
31183	152071.8375
31083	580637.925
36109	1285698.2625
30053	1216574.7
48229	497689.65
17139	1465419.525
49001	3290281.575
19143	3234982.725
39017	81358433.0625
17033	3290281.575
21031	0
1041	2834066.0625
47151	0
48385	345617.8125
20027	1465419.525
19067	3525301.6875
19053	400916.6625
28161	2198129.2875
21195	0
48461	290318.9625
45013	17598859.0125
20005	373267.2375
25017	46354261.0125
39053	5253390.75
38027	1202749.9875
45079	705060.3375
48435	981554.5875
12037	2654344.8
49021	13534393.5375
46063	27649.425
1013	3732672.375
27153	1603666.65
21155	0
17127	3870919.5
18015	1382471.25
29147	235020.1125
21041	2433149.4
28143	5156617.7625
19045	6718810.275
50009	304143.675
13127	14059732.6125
38047	110597.7
31131	3165859.1625
40073	2446974.1125
48325	6691160.85
17057	940080.45
50025	594462.6375
5101	1340997.1125
37145	27649.425
35017	4838649.375
37057	0
12085	25271574.45
8019	248844.825
21227	0
8093	304143.675
47081	0
29053	359442.525
21067	0
5079	2046057.45
40053	1396295.9625
37189	649761.4875
5115	0
35035	4797175.2375
19063	1728089.0625
1127	221195.4
48241	3525301.6875
4027	14820091.8
45073	290318.9625
42075	4036816.05
47109	4465382.1375
54105	0
42013	2488448.25
37153	4728051.675
47165	0
17083	1603666.65
1053	7852436.7
55115	3069086.175
13091	1589841.9375
12015	3152034.45
48489	0
55057	2059882.1625
53041	5018370.6375
51145	165896.55
40081	718885.05
38049	940080.45
31023	1064502.8625
13249	594462.6375
17047	27649.425
26157	3262632.15
31011	1313347.6875
34019	5916976.95
36123	235020.1125
56027	912431.025
39083	7548293.025
