20183	0
39075	138247.125
37137	0
26057	0
30035	497689.65
34037	566813.2125
28017	0
40017	9055186.6875
54073	0
17095	0
48181	1354821.825
20123	0
22013	2073706.875
42127	69123.5625
37085	1133626.425
55005	82948.275
48031	0
25011	69123.5625
46059	0
36077	0
39019	13824.7125
50001	0
37007	0
48129	0
51071	55298.85
22067	0
9009	248844.825
29101	27649.425
42089	96772.9875
13257	165896.55
32003	3373229.85
27037	2405499.975
48061	27649.425
46039	0
53007	13824.7125
53005	649761.4875
22083	0
1115	566813.2125
37175	235020.1125
27169	110597.7
13097	442390.8
38097	0
46111	0
40089	580637.925
40099	10520606.2125
42047	0
28027	55298.85
27061	0
35027	13824.7125
20159	884781.6
13199	0
48017	0
49025	0
46007	0
20047	13824.7125
39171	0
54045	870956.8875
19175	0
22075	0
31133	0
40041	0
47087	13824.7125
48353	2377850.55
20061	207370.6875
55051	41474.1375
13059	0
20017	235020.1125
1085	428566.0875
5131	0
26119	13824.7125
13015	608287.35
6073	2059882.1625
37139	0
31183	0
31083	0
36109	0
30053	884781.6
48229	290318.9625
17139	0
49001	0
19143	0
39017	788008.6125
17033	5046020.0625
21031	0
1041	0
47151	0
48385	0
20027	0
19067	0
19053	0
28161	0
21195	317968.3875
48461	17184117.6375
45013	0
20005	55298.85
25017	96772.9875
39053	0
38027	0
45079	1230399.4125
48435	1175100.5625
12037	0
49021	0
46063	0
1013	0
27153	0
21155	0
17127	0
18015	0
29147	13824.7125
21041	0
28143	0
19045	0
50009	0
13127	0
38047	27649.425
31131	0
40073	3870919.5
48325	940080.45
17057	13824.7125
50025	0
5101	0
37145	0
35017	9718772.8875
37057	0
12085	0
8019	0
21227	41474.1375
8093	82948.275
47081	0
29053	69123.5625
21067	41474.1375
5079	0
40053	16575830.2875
37189	27649.425
5115	0
35035	331793.1
19063	0
1127	165896.55
48241	1036853.4375
4027	152071.8375
45073	110597.7
42075	0
47109	96772.9875
54105	0
42013	594462.6375
37153	1078327.575
47165	0
17083	13824.7125
1053	801833.325
55115	27649.425
13091	0
12015	0
48489	525339.075
55057	221195.4
53041	428566.0875
51145	0
40081	19133402.1
38049	317968.3875
31023	0
13249	0
17047	677410.9125
26157	0
31011	0
34019	0
36123	0
56027	0
39083	0
27069	0
37103	0
16015	0
20173	1465419.525
13151	262669.5375
48323	649761.4875
19179	0
26007	0
45029	179721.2625
37051	359442.525
39123	2585221.2375
26095	0
33015	0
29087	0
18119	0
16005	0
20193	0
28155	0
47007	27649.425
30089	0
44003	0
27171	0
20129	649761.4875
36003	0
9013	69123.5625
48169	9400804.5
19105	0
13035	0
35051	27649.425
35061	221195.4
5049	0
22121	0
27133	0
37039	96772.9875
5033	0
31085	0
54099	207370.6875
29131	41474.1375
27127	0
41051	193545.975
38071	41474.1375
48463	1410120.675
39009	0
51760	0
48233	4147413.75
47113	276494.25
