"fips","coef","mean","serr"
20001,"intercept",6.232619571405671,0.956131683983201
20001,"gdds",0.0010523003299518611,0.000992686819909471
20001,"kdds",-0.007266656841487765,0.0027888107627440425
20001,"wreq",0.6148135866165632,1.1832207088145683
20003,"intercept",5.335935891113482,0.7499440838230861
20003,"gdds",0.00043352596042806047,0.0008026140609804641
20003,"kdds",-0.007528428012875968,0.002472966330027116
20003,"wreq",1.224909318921016,0.8808413031684262
20005,"intercept",7.000112376188535,0.4643337220610542
20005,"gdds",0.0010821735565017556,0.0006038502608844377
20005,"kdds",-0.004091226393110787,0.0027093046203110504
20005,"wreq",0.01465505695218718,0.4900272691452996
20007,"intercept",5.479939710745633,1.6003226819343648
20007,"gdds",0.0001476018198720192,0.0014434040272781818
20007,"kdds",-0.003958880425256567,0.006058324068116087
20007,"wreq",-1.0380153290828558,2.2311266264797203
20009,"intercept",5.5926504601687075,1.2203032276292731
20009,"gdds",0.0005296836385081308,0.0012297362887878464
20009,"kdds",-0.00455549442337415,0.004736455248634878
20009,"wreq",-0.7415927343881232,1.3342190966060534
20011,"intercept",5.816723477057787,0.7629146593464242
20011,"gdds",0.0024216505225757618,0.0007970641532916012
20011,"kdds",-0.010638820227122977,0.0021656879133809545
20011,"wreq",1.4945286223463232,0.9472549699783521
20013,"intercept",7.779630834690903,1.026104047732019
20013,"gdds",0.0006489002688496863,0.0014174347306249377
20013,"kdds",-0.005485079624299631,0.007252775781722004
20013,"wreq",-0.8311911170227246,1.0775083263967764
20015,"intercept",6.604745690128621,1.1800069815107692
20015,"gdds",0.002215707485809717,0.0015508193202049072
20015,"kdds",-0.007991150072444386,0.00469043664772177
20015,"wreq",-1.238385567072129,1.4368280345135436
20017,"intercept",6.966972213484617,0.8844010857737362
20017,"gdds",0.002028066080616668,0.0009956562703354445
20017,"kdds",-0.007026615376935916,0.0031336357075864084
20017,"wreq",-0.23710041606469928,0.992324781015966
20019,"intercept",5.201621746334188,0.7590942928910209
20019,"gdds",0.0020120696525849392,0.0007711092921662287
20019,"kdds",-0.010049461785915046,0.0018258314049804318
20019,"wreq",1.1837100931795916,0.7897361944104965
20021,"intercept",7.238701961803042,0.8626459389686204
20021,"gdds",0.0018145596404866768,0.0008484906206679873
20021,"kdds",-0.0067387044791821695,0.0024635297554713863
20021,"wreq",-0.7667238417869463,1.0046110323921587
20023,"intercept",6.988981276924987,1.1610846711236196
20023,"gdds",0.0007786838745823757,0.0012862537490905693
20023,"kdds",-0.0018790807413462723,0.006316381609287648
20023,"wreq",-1.81492603117354,1.4288479683508397
20025,"intercept",7.110447454602659,1.5402487105506268
20025,"gdds",-0.0029917985221239785,0.0019221885483715533
20025,"kdds",0.005629137809249376,0.006913173349194713
20025,"wreq",-3.0962847678478806,2.0306813541769393
20027,"intercept",6.587302508539922,1.343157108877537
20027,"gdds",0.0014784199212992384,0.0013766658784326107
20027,"kdds",-0.007045622126361913,0.005470896246543482
20027,"wreq",-1.0779293638428233,1.7913981431328194
20029,"intercept",7.724918269708123,1.3957479003863857
20029,"gdds",0.0022418215627692723,0.0015346094974835712
20029,"kdds",-0.006998875044281676,0.00588855601605177
20029,"wreq",-1.5768846871057218,1.7983589861972589
20031,"intercept",5.492726155169929,0.6663315180646409
20031,"gdds",0.0008338678902332859,0.0005879425399047022
20031,"kdds",-0.008999645900337545,0.0023330356066417544
20031,"wreq",1.5189969948851352,0.7757252312743188
20033,"intercept",5.3377450008328005,1.8028565240217522
20033,"gdds",-0.0020125051475118694,0.0018996578894876096
20033,"kdds",-0.0007005330465693439,0.006536864258925558
20033,"wreq",-0.654296924088007,2.2568895160477638
20035,"intercept",6.3733350329430545,1.0540069284396505
20035,"gdds",0.0022773909732514233,0.0015214311725430256
20035,"kdds",-0.008122833592668514,0.0038284722739157155
20035,"wreq",-0.8023944514379585,1.554168815500387
20037,"intercept",6.2725467887672215,0.5650566172201393
20037,"gdds",0.0021496962357774613,0.0007705895848963018
20037,"kdds",-0.009443164055999953,0.001710932211645533
20037,"wreq",0.5239276102576094,0.6785029811261818
20039,"intercept",6.184895543927802,1.237145909901149
20039,"gdds",0.0008909503642139914,0.0012219691029342397
20039,"kdds",-0.0028072888927671022,0.005163353838973244
20039,"wreq",-1.3161970702289918,1.5643739080262706
20041,"intercept",7.032882947931592,1.181293553599344
20041,"gdds",0.001923325601179174,0.0010204821734804807
20041,"kdds",-0.008052536094720501,0.00427347900718921
20041,"wreq",-1.29901549977306,1.5383595646101
20043,"intercept",7.86421214888286,0.6667766224445183
20043,"gdds",0.0005554306468182217,0.0008387284842374713
20043,"kdds",-0.0023981561846277066,0.0036421199202725145
20043,"wreq",-0.5607672767500673,0.6901373753855294
20045,"intercept",7.326573737833624,0.6590376231008077
20045,"gdds",0.0009231892069732401,0.0008746565894667287
20045,"kdds",-0.002149462991000701,0.003047759424087573
20045,"wreq",-0.3250442217243815,0.7930570332366313
20047,"intercept",7.250892518572788,1.150795673667202
20047,"gdds",0.00043636700338429247,0.0014122656896433097
20047,"kdds",-0.001573542681743086,0.005053428527620672
20047,"wreq",-1.9998095805087566,1.2407491850575094
20049,"intercept",5.299964612818365,0.9121217045667701
20049,"gdds",0.0022261829912656283,0.0010803400145317553
20049,"kdds",-0.00928366460746161,0.00298412908299692
20049,"wreq",0.4468878457626245,1.1230697672368692
20051,"intercept",5.658379552643568,1.1982242158178815
20051,"gdds",7.802664213130513e-5,0.001197473322255607
20051,"kdds",-0.003738547000880249,0.005212407357573384
20051,"wreq",-1.174643659870003,1.4048917058768697
20053,"intercept",4.4134942137728075,1.2935963141500755
20053,"gdds",0.001634929654402037,0.0011691568258791708
20053,"kdds",-0.010354289413691532,0.004794188993923972
20053,"wreq",0.1539708052085877,1.4875782412850345
20055,"intercept",6.072241010156339,1.2939985736558768
20055,"gdds",0.0004946622184268236,0.0012346590150277479
