"x"
0.0
0.0
0.0
0.0
0.0
118644.76670809906
88537.2854497924
48612.28088317449
95368.57035432488
0.0
294771.7527580969
109497.48464596967
20084.802820593373
0.0
146534.39595751773
0.0
18726.212179762373
4561.609204762728
30864.698246384134
37973.223296899014
23555.857944462106
30144.533844831734
74185.89780094744
0.0
0.0
0.0
0.0
33327.55174448398
0.0
0.0
8711.911761070645
407646.9694885307
0.0
109306.78583769046
133059.8828130595
46715.81466354098
15864.520634615445
383573.61416762794
183439.82966134648
0.0
57754.83154689182
149502.3168667738
182367.423813098
319487.3141366964
180581.99937779503
0.0
0.0
314352.70975289226
0.0
0.0
56444.41455994892
76276.35229712527
224949.81621541473
116216.79060053441
204951.5060411279
0.0
0.0
157121.2610555734
0.0
0.0
168885.50344415344
822269.6507719392
902355.1024868015
