0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1230010.6832285032,1258850.350320373,1225356.0418179755
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
606358.0702235622,697902.9571602806,541452.0100488806
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
307233.7712474451,284650.89553919586,143728.6875011163
0,0,0
0,0,0
546752.6179967731,546792.8244718966,547236.5340821268
0,0,0
0,0,0
0,0,0
0,0,0
96035.52,96035.52,96035.52
0,0,0
0,0,0
18293.27891251943,19971.900727074815,20640.821617691763
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5269.23,5269.23,5269.23
0,0,0
0,0,0
0,0,0
13227.67709103052,12271.513862652762,10983.198491877109
0,0,0
0,0,0
103.54490384215343,1728.7499999999998,1728.7499999999998
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
98317.47000000002,98317.47000000002,98317.47000000002
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1645.7699999999998,1645.7699999999998,1645.7699999999998
0,0,0
3812.4975415543654,2054.276460085737,2050.608966699075
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
