"coef","mean","serr","state"
"intercept",-20.36243574662125,0.12360905780965291,"AL"
"time",0.012882538004621188,2.989000874382358e-8,"AL"
"wreq",0.12052099381663542,0.0021207500523034396,"AL"
"gdds",0.0005284147690626297,5.643926173535633e-10,"AL"
"kdds",-0.003640805755878303,1.720645048912935e-8,"AL"
"intercept",-22.641570338140742,0.7433515787820274,"AZ"
"time",0.013955506704162185,1.3994794825942655e-7,"AZ"
"wreq",-0.439037527899543,0.02041479463353125,"AZ"
"gdds",0.0013034086405601512,5.472610488028734e-9,"AZ"
"kdds",-0.0035392475655753775,1.8816496627037075e-7,"AZ"
"intercept",-19.587846957553452,0.12797792711630113,"AR"
"time",0.011770568122856187,3.6628376452604514e-8,"AR"
"wreq",0.8181583087300739,0.002316241618254165,"AR"
"gdds",0.0010797381340311653,4.849139910759636e-10,"AR"
"kdds",-0.00613041349150429,1.2711773280720803e-8,"AR"
"intercept",-15.006548794875599,0.19665368516956172,"CA"
"time",0.010676400704306959,6.632194451441502e-8,"CA"
"wreq",0.9776272606687741,0.004664073457149801,"CA"
"gdds",0.00026139757898437495,2.13187587123365e-9,"CA"
"kdds",-0.0006138626338224277,8.167884637326746e-8,"CA"
"intercept",-18.06598973028655,2.3563260425133916,"CO"
"time",0.009096980901200804,7.3573732069298e-7,"CO"
"wreq",0.3349791522395595,0.009787384958360382,"CO"
"gdds",0.00262588823400274,3.745470124585861e-9,"CO"
"kdds",-0.009996881164900497,1.023326816216162e-7,"CO"
"intercept",-17.458724776516046,17.18030413801345,"CT"
"time",0.009334538436839453,5.231370992787414e-6,"CT"
"wreq",0.7223802347364632,0.09473663494483761,"CT"
"gdds",0.0017137726986238958,6.886342978588281e-8,"CT"
"kdds",-0.009023623943768695,4.281356222275963e-6,"CT"
"intercept",-19.80291472409434,45.58956272703939,"DE"
"time",0.011150100034198578,1.28450424723571e-5,"DE"
"wreq",0.3311593135155203,0.2048698687015174,"DE"
"gdds",0.0011135426277248206,1.3021622672081557e-7,"DE"
"kdds",-0.006976937782573881,7.62833518584395e-6,"DE"
"intercept",-18.5933070153,122.70065732574966,"DC"
"time",0.01068772317171,3.723906584036473e-5,"DC"
"wreq",0.18925109627,0.5543686846715155,"DC"
"gdds",0.0013313506,2.447993061530253e-7,"DC"
"kdds",-0.00774791862,1.45350081002201e-5,"DC"
"intercept",-24.587167028730413,0.4905488159837642,"FL"
"time",0.015787234884387345,1.3138487940034985e-7,"FL"
"wreq",0.27078140589788313,0.004271575435795776,"FL"
"gdds",-0.0009295145728708209,1.0198582611225345e-9,"FL"
"kdds",0.00325544016087064,3.072143747788336e-8,"FL"
"intercept",-23.507594141495876,0.06637194311664012,"GA"
"time",0.014898181347140828,1.729006816310233e-8,"GA"
"wreq",-0.15741317190365475,0.0009829296062903317,"GA"
"gdds",0.00023449480810160052,2.32422507666601e-10,"GA"
"kdds",-0.002318121139657156,7.544118530387389e-9,"GA"
"intercept",-19.799123421282665,3.2780344085487383,"ID"
"time",0.010119955824788888,1.1203782412748622e-6,"ID"
"wreq",-0.49297123830938006,0.023587831028981102,"ID"
"gdds",0.0022227748254327467,1.885624692342169e-8,"ID"
"kdds",-0.008764510470703311,1.3113298055809569e-6,"ID"
"intercept",-15.917606576547618,1.3035659004932665,"IL"
"time",0.008405083597465573,3.522558243707586e-7,"IL"
"wreq",1.3333228521919298,0.0036144635866918184,"IL"
"gdds",0.002414043375411414,7.436883672190793e-10,"IL"
"kdds",-0.011269805907074118,4.52488340783467e-8,"IL"
