"resid","storage","storagemax"
"reservoir.1683",0,154632.7532
"reservoir.1684",0,8511.012
"reservoir.1685",0,281714.4972
"reservoir.1686",2411.50288414905,28653.7404
"reservoir.1687",6048.66663457272,495858.96
"reservoir.1688",1.24656620308789e-15,144933.9
"reservoir.1689",0,15541.848
"reservoir.169",0,22696.032
"reservoir.1690",11991.5365488086,16725.9888
"reservoir.1691",0,123759.9823
"reservoir.1693",85713.6598731558,304052.82
"reservoir.1695",154242.250893896,168807.9054
"reservoir.1696",0,141850.2
"reservoir.1697",0,460088.04
"reservoir.1699",1627.35458486564,9425.02068
"reservoir.17",0,38495.67732
"reservoir.170",0,267850.182
"reservoir.1700",0.319774413364338,1062124.958
"reservoir.1701",15382.2107124646,40704.84
"reservoir.1702",0,67964.748
"reservoir.1703",0,21955.944
"reservoir.1704",0,25153.12416
"reservoir.1705",0,67224.66
"reservoir.1706",0,16281.936
"reservoir.1707",6.62072553595723e-13,685198.14
"reservoir.1708",0,10422.906
"reservoir.1709",0,147980.5956
"reservoir.171",0,36498.6732
"reservoir.1710",3.88430028882186e-15,47982.372
"reservoir.1711",0,790290.636
"reservoir.1712",1.39978996555078e-15,157885.44
"reservoir.1713",0,17821.31904
"reservoir.1714",10903.7647092483,18563.874
"reservoir.1715",0,2919647.16
"reservoir.1716",5332.65627796273,7647.576
"reservoir.1717",0,163487.9062
"reservoir.1718",0,36757.704
"reservoir.1719",4.76811572681117e-14,33877.5282
"reservoir.172",37966.5144,37966.5144
"reservoir.1720",0,78012.67608
"reservoir.1721",0,10607.928
"reservoir.1722",0,44158.584
"reservoir.1723",0,16602.6408
"reservoir.1724",6203.49099051409,22541.847
"reservoir.1725",0,20622.55212
"reservoir.1726",7.49554386070532e-16,20044.05
"reservoir.1727",0,12380.43876
"reservoir.1728",0,171330.372
"reservoir.1729",2.27706093097389e-15,6578.14884
"reservoir.173",0,8387.664
"reservoir.1730",49.0167888360937,482043.984
"reservoir.1731",603.475086877109,12803.5224
"reservoir.1732",0,31194.7092
"reservoir.1733",0,61180.608
"reservoir.1734",0,217092.48
"reservoir.1735",0,943612.2
"reservoir.1736",0,27629.952
"reservoir.1737",0,44904.8394
"reservoir.1738",0,1446992.921
"reservoir.1739",2.63271127568253e-12,1370396.28
"reservoir.174",1063.94703374588,463788.48
"reservoir.1740",3158.32554,37899.90648
"reservoir.1741",5.80075012201932e-15,22742.90424
"reservoir.1742",0,46255.5
"reservoir.1743",0,209004.5516
"reservoir.1744",312.334002025781,9032.77404
"reservoir.1745",0,14061.672
"reservoir.1746",0,27975.3264
"reservoir.1747",0,47636.9976
"reservoir.1748",23340.3053769699,589356.744
"reservoir.1749",0,960319.6866
"reservoir.175",0,267788.508
"reservoir.1750",1.97016387298475e-12,149621.124
"reservoir.1751",0,1160334.636
"reservoir.1752",531.504610902972,39224.664
"reservoir.1753",2202.65785210151,11101.32
"reservoir.1754",0,146771.7852
"reservoir.1755",4213.92917927595,22202.64
"reservoir.1756",0,6784.14
"reservoir.1757",0,490431.648
"reservoir.1758",0,14199.82176
"reservoir.1759",0,24151.5384
"reservoir.176",0,881913.5304
"reservoir.1760",0,7548.8976
"reservoir.1761",0,18070.482
"reservoir.1762",3105.83286127149,9744.492
"reservoir.1763",0,101762.1
"reservoir.1764",0,39647.74764
"reservoir.1765",1.32967061662705e-16,45145.368
"reservoir.1767",0,29270.4804
"reservoir.1768",0,663982.284
"reservoir.177",0,267788.508
"reservoir.1770",919.236903196201,14571.09924
"reservoir.1771",0,42925.104
"reservoir.1772",0,1587488.76
"reservoir.1773",79.6986763635827,18995.592
"reservoir.1774",42053.7678789615,372066.9072
"reservoir.1775",1663.01169802929,7770.924
"reservoir.1776",16676.6496,16676.6496
"reservoir.1777",0,1277844.575
"reservoir.1778",0,10220.61528
"reservoir.1779",0,19562.9928
"reservoir.178",0,24630.12864
"reservoir.1780",0,647897.7048
"reservoir.1781",48.507853822336,282614.9376
"reservoir.1782",1.04249820811892,11471.364
"reservoir.1783",11466.6555322801,32872.242
"reservoir.1784",0,389286.288
"reservoir.1786",18.2634586297522,305133.3485
"reservoir.1787",3155.74050739734,14844.9318
"reservoir.1788",0,525061.599
"reservoir.1789",4511.87470617113,15110.13
"reservoir.179",221.203627910817,662378.76
"reservoir.1790",0,53656.38
"reservoir.1791",3033.07602821073,8528.28072
"reservoir.1792",20411.3398671712,98061.66
"reservoir.1793",0,6167.4
"reservoir.1794",93888.1173551196,328105.68
"reservoir.1795",2721.13685879803,14333.0376
"reservoir.1796",126074.20383838,603314.8037
"reservoir.1797",0,778325.88
"reservoir.1798",0,21450.2172
"reservoir.1799",39.6939719606222,18552.77268
"reservoir.18",0,123348
"reservoir.180",2853.1462588375,18748.896
"reservoir.1800",0,90613.90776
"reservoir.1801",0,28934.97384
"reservoir.1802",295.025458064079,9300.4392
"reservoir.1803",19.7772408913014,447753.24
"reservoir.1804",0,74771.09064
"reservoir.1805",4.86485258680358,18396.12072
"reservoir.1806",0.391400477317029,17194.7112
"reservoir.1807",0,359769.1116
"reservoir.1808",0,22770.0408
"reservoir.1809",0,115083.684
"reservoir.181",0,23429.9526
"reservoir.1810",0.852508492723353,40322.4612
"reservoir.1811",5.74058346785045,108939.7201
"reservoir.1812",0,20118.0588
"reservoir.1813",1.4210854715202e-14,28370.04
"reservoir.1814",113.965265556068,251259.876
"reservoir.1815",206.248755386325,53193.825
"reservoir.1816",11264.5587035698,33920.7
"reservoir.1817",1377.12026219793,10191.01176
"reservoir.1818",21757.0093174682,32105.01744
"reservoir.1819",10912.0986956296,39162.99
"reservoir.182",0,56901.66588
"reservoir.1820",0,23222.72796
"reservoir.1821",0,18539.2044
"reservoir.1822",12.3963359820636,13703.9628
"reservoir.1823",50.9503862679925,595154.1
"reservoir.1824",0,177436.098
"reservoir.1825",0,17725.1076
"reservoir.1826",0,44825.89668
"reservoir.1827",19969.4349504669,27074.886
"reservoir.1828",0,20216.7372
"reservoir.1829",25861.3471423114,616740
"reservoir.183",0,14505.7248
"reservoir.1830",36.8338466467936,74008.8
"reservoir.1831",4162.995,16651.98
"reservoir.1832",1.80370461826229,11534.27148
"reservoir.1833",8130.28745922206,11594.712
"reservoir.1834",12845.4832034368,58853.03124
"reservoir.1835",0,394713.6
"reservoir.1836",0,6425197.32
"reservoir.1837",8.42693379236389,195999.972
"reservoir.1838",0,17293.3896
"reservoir.1839",0,16343.61
"reservoir.184",0,297009.6492
"reservoir.1840",183179.439068022,766361.124
"reservoir.1841",0,3302025.96
"reservoir.1842",0,1177233.312
"reservoir.1843",73684.1509912116,249162.96
"reservoir.1844",550.886258695541,777400.77
"reservoir.1845",12846.6309968131,82458.138
"reservoir.1846",0,759823.68
"reservoir.1847",0,717391.968
"reservoir.1848",0,117131.2608
"reservoir.1849",2257.2684,9029.0736
"reservoir.185",0,28308.366
"reservoir.1850",0,202734.7728
"reservoir.1851",0,27136.56
"reservoir.1852",0.465587528675592,21849.86472
"reservoir.1853",0,76969.152
"reservoir.1854",0,1408634.16
"reservoir.1855",8.37742726776772,11508.3684
"reservoir.1856",0,71788.536
"reservoir.1857",701.283951127554,27999.996
"reservoir.1858",0,31140.43608
"reservoir.1859",4485.66190969612,32493.56364
"reservoir.186",0,14801.76
"reservoir.1860",2404.63777867163,56152.94352
"reservoir.1861",0,286167.36
"reservoir.1862",376.519278817443,8696.034
"reservoir.1863",34.9199593978563,127048.44
"reservoir.1864",0,63409.50636
"reservoir.1865",0,913021.896
"reservoir.1866",1756.96753086071,12310.1304
"reservoir.1867",0,17938.49964
"reservoir.1868",0,179718.036
"reservoir.1869",0,955922.3304
"reservoir.187",0,46132.152
"reservoir.1870",0,417072.892
"reservoir.1871",2874.73483911618,10977.972
"reservoir.1872",0,162819.36
"reservoir.1873",0,22079.292
"reservoir.1874",5734.33930630622,59947.128
"reservoir.1875",45917.7884117556,171700.416
"reservoir.1876",0,800210.2822
"reservoir.1877",0,35548893.6
"reservoir.1878",80.8590104950217,14185.02
"reservoir.1879",0,107436.108
"reservoir.188",0,8634.36
"reservoir.1880",0,204757.68
"reservoir.1881",0,4183964.16
"reservoir.1882",0,99541.836
"reservoir.1883",0,635242.2
"reservoir.1884",11172.8028738309,53286.336
"reservoir.1885",0.553760031605244,291347.976
"reservoir.1886",0,66237.876
"reservoir.1887",0,60854.96928
"reservoir.1888",8855.4200576549,42333.0336
"reservoir.1889",0,397057.212
"reservoir.189",0,24755.9436
"reservoir.1890",27107.0184548907,131181.8315
"reservoir.1891",0,102307.2982
"reservoir.1892",0,129515.4
"reservoir.1893",13470.0010178943,72649.50504
"reservoir.1894",0,83622.54312
"reservoir.1895",30.1306482440369,13074.888
"reservoir.1896",3367.70926235992,25076.6484
"reservoir.1897",0,54273.12
"reservoir.1898",0,21129.5124
"reservoir.1899",8.88178419700125e-16,9991.188
"reservoir.19",0,8325.99
"reservoir.190",0,16281.936
"reservoir.1900",0,22820.61348
"reservoir.1901",6634.55431249893,47377.9668
"reservoir.1902",0,108484.566
"reservoir.1903",0,698488.887
"reservoir.1904",272.044420107204,246325.956
"reservoir.1905",670.039826601013,14801.76
"reservoir.1906",53528.2731089869,1038590.16
"reservoir.1907",0,6167.4
"reservoir.1908",24010.2448761359,94977.96
"reservoir.1909",0,1504809.829
"reservoir.191",0,4259206.44
"reservoir.1910",0,2055841.116
"reservoir.1911",2887.7818424848,93103.0704
"reservoir.1912",3650.30848225107,11841.408
"reservoir.1913",2520.18427455027,31145.37
"reservoir.1914",0,1202852.692
"reservoir.1915",31.5349035812062,316264.272
"reservoir.1916",129.119123110166,36934.09164
"reservoir.1917",0,15233.478
"reservoir.1918",0,11286.342
"reservoir.1919",2884.8664041082,8023.7874
"reservoir.192",0,11915.4168
"reservoir.1920",8586.9949097601,49425.5436
"reservoir.1921",5175.4765,12421.1436
"reservoir.1922",0,537303.888
"reservoir.1924",0,12951.54
"reservoir.1925",100802.986550907,490925.04
"reservoir.1926",0,37296734.76
"reservoir.1927",9930.13882500494,170035.218
"reservoir.1928",0,28946.07516
"reservoir.1929",4759.177,11422.0248
"reservoir.193",0,28308.366
"reservoir.1930",3515.34164998956,185022
"reservoir.1931",0,9448.4568
"reservoir.1932",27.2172861446842,21780.78984
"reservoir.1933",0,26026.428
"reservoir.1934",0,20969.16
"reservoir.1935",17841.539824211,40902.1968
"reservoir.1936",118.178611965549,15630.65856
"reservoir.1937",3288.10988422066,43541.844
"reservoir.1938",0,478799.9316
"reservoir.1939",469.318737025071,17503.0812
"reservoir.194",0,8739.2058
"reservoir.1940",17457.8022738333,2449937.976
"reservoir.1941",2175.74561727439,7510659.72
"reservoir.1942",0,80546.244
"reservoir.1943",0,44859.20064
"reservoir.1944",0,418889.808
"reservoir.1945",4776.83786217107,51867.834
"reservoir.1946",7605.54385286753,942378.72
"reservoir.1947",0,12112.7736
"reservoir.1948",0,20599.116
"reservoir.1949",22189.6610286655,377740.9152
"reservoir.195",0,458241.5204
"reservoir.1950",0,1899250.83
"reservoir.1951",0,28816.55976
"reservoir.1952",0,350678.364
"reservoir.1953",0,16577.9712
"reservoir.1954",694.480448115008,4049638.188
"reservoir.1955",0.127659260594851,50066.9532
"reservoir.1956",0,8325.99
"reservoir.1957",0,7559998.92
"reservoir.1958",5530.102,33180.612
"reservoir.1959",0,7992.9504
"reservoir.196",457.714584035235,14875.7688
"reservoir.1960",0,482290.68
"reservoir.1961",6660.792,6660.792
"reservoir.1962",10.2514914116871,19413.74172
"reservoir.1963",4.59949596735457,19760.3496
"reservoir.1964",0,11208.63276
"reservoir.1965",52.6822605077144,238678.38
"reservoir.1966",16303.7486592289,489420.1944
"reservoir.1967",0,24535.15068
"reservoir.1968",0,529959.7481
"reservoir.1969",0,9117.88416
"reservoir.197",0,31557.35232
"reservoir.1970",0,30837
"reservoir.1971",2717.67256457786,835065.96
"reservoir.1972",0,24052.86
"reservoir.1973",992.901981485144,30220.26
"reservoir.1974",0,6241.4088
"reservoir.1975",0,270847.5384
"reservoir.1976",0,9374.448
"reservoir.1977",0,1399506.408
"reservoir.1978",0,188722.44
"reservoir.1979",1973.14011013567,295418.46
"reservoir.198",0,38977.968
"reservoir.1980",0,8572.686
"reservoir.1981",209.313260439591,2104316.88
"reservoir.1982",0,13321.584
"reservoir.1983",0.707190039098417,356475.72
"reservoir.1984",0,15694.79952
"reservoir.1985",0,20229.072
"reservoir.1986",2.29937031078848e-13,123224.652
"reservoir.1987",75.0321931244454,417532.98
"reservoir.1988",0.0613766217858371,19945.3716
"reservoir.1989",0,959739.951
"reservoir.199",0,255774.4128
"reservoir.1990",1.59540258838966e-13,258039.0821
"reservoir.1991",0,8437.0032
"reservoir.1992",4016.60170614114,11202.46536
"reservoir.1993",147.75356646955,1900792.68
"reservoir.1994",10475.0221632287,3147840.96
"reservoir.1995",81.1824847984368,48969.156
"reservoir.1996",0,88810.56
"reservoir.1997",0,762907.38
"reservoir.1998",682.993396621735,334766.472
"reservoir.1999",0,452489.8032
"reservoir.2",0,94977.96
"reservoir.20",0,59207.04
"reservoir.200",0,28996.64784
"reservoir.2000",0,46293.73788
"reservoir.2001",6.07250609079675,29233.476
"reservoir.2002",159.570792772794,383488.932
"reservoir.2003",42463.1439268336,57239.6394
"reservoir.2004",2130.38256660891,1662731.04
"reservoir.2005",2198.5187054602,354008.76
"reservoir.2006",0,46181.4912
"reservoir.2007",291706.983374278,412848.223
"reservoir.2008",34858.2547809122,1682960.112
"reservoir.2009",0,44158.584
"reservoir.201",26.0242570997297,25903.08
"reservoir.2010",0,34537.44
"reservoir.2011",13925.0296141339,90290.736
"reservoir.2012",8113.25363614277,154185
"reservoir.2013",763.314302225022,672246.6
"reservoir.2014",0,2616211.08
"reservoir.2015",0,560974.3692
"reservoir.2016",0,476344.0729
"reservoir.2017",2527.10530875124,128281.92
"reservoir.2018",0,19488.984
"reservoir.2019",22.3829877166432,19859.028
"reservoir.202",632.852638818815,3120704.4
"reservoir.2020",0,4270307.76
"reservoir.2021",0,1819383
"reservoir.2022",0,124211.436
"reservoir.2023",0,356278.3632
"reservoir.2024",0,356278.3632
"reservoir.2025",0,356278.3632
"reservoir.2026",0,52459.9044
"reservoir.2027",0,71788.536
"reservoir.2028",0,95829.0612
"reservoir.2029",2370.89649775945,2580440.16
"reservoir.203",0,4915417.8
"reservoir.2030",2669.36174802849,804228.96
"reservoir.2031",0,11594.712
"reservoir.2032",5.26151789294041e-15,2709955.56
"reservoir.2033",1276.79853123445,15665.196
"reservoir.2034",0,155418.48
"reservoir.2035",0,14555.064
"reservoir.2036",26766.516,26766.516
"reservoir.2037",0,14801.76
"reservoir.2038",0,2407752.96
"reservoir.2039",221.570313696546,1873656.12
"reservoir.204",1775.72643861811,407048.4
"reservoir.2040",0,22802.11128
"reservoir.2041",0,6670659.84
"reservoir.2042",0,12334.8
"reservoir.2043",0,7770.924
"reservoir.2044",497.289727992478,565649.2584
"reservoir.2045",390.329054789382,31318.0572
"reservoir.2046",0,9004.404
"reservoir.2047",179857.760323282,1347489.323
"reservoir.2048",0,14185.02
"reservoir.2049",0,89303.952
"reservoir.205",0,61476.6432
"reservoir.2050",0,146784.12
"reservoir.2051",0,484757.64
"reservoir.2052",0.0634288434000033,12797.355
"reservoir.2053",0,19735.68
"reservoir.2054",0,551735.604
"reservoir.2055",0,1101497.64
"reservoir.2056",7.09552040108938,36015.14904
"reservoir.2057",0,24669.6
"reservoir.2058",0,14925.108
"reservoir.2059",0,14981.84808
"reservoir.206",17.9634920082144,17885.46
"reservoir.2060",0,2445990.84
"reservoir.2061",8029.9548,8029.9548
"reservoir.2062",0,172381.297
"reservoir.2063",0,218000.3213
"reservoir.2064",0,11977.0908
"reservoir.2065",0,2088725.693
"reservoir.2066",1.67244460306441e-13,14545.19616
"reservoir.2067",0,75242.28
"reservoir.2068",0.346608858035743,19360.70208
"reservoir.2069",0,63277.524
"reservoir.207",0,1665198
"reservoir.2070",0,75382.89672
"reservoir.2071",0,125777.9556
"reservoir.2072",74.5858608778426,31083.696
"reservoir.2073",2529.23194422595,9522.4656
"reservoir.2074",0,548281.86
"reservoir.2075",0,95027.2992
"reservoir.2076",0,41938.32
"reservoir.2077",0,9268.36872
"reservoir.2078",16775.328,16775.328
"reservoir.2079",0,30499.02648
"reservoir.208",0.0162078357838058,12704.844
"reservoir.2080",182.824181172734,57618.31776
"reservoir.2081",0,15665.196
"reservoir.2082",0,69568.272
"reservoir.2083",0,65719.8144
"reservoir.2084",0,12702.37704
"reservoir.2085",0,20401.7592
"reservoir.2086",1444.79603063563,2265286.02
"reservoir.2087",0,1449339
"reservoir.2088",0,82313.82084
"reservoir.2089",0,20389.4244
"reservoir.209",307.421613625403,326872.2
"reservoir.2090",0,10607.928
"reservoir.2091",0,146833.4592
"reservoir.2092",0,14185.02
"reservoir.2093",1.7810414164404,60563.868
"reservoir.2094",0,28468.7184
"reservoir.2096",0,11101.32
"reservoir.2097",0,473409.624
"reservoir.2098",0,9991.188
"reservoir.2099",0,25953.65268
"reservoir.21",0,16281.936
"reservoir.210",0,8881.056
"reservoir.2100",220.706469846794,82275.58296
"reservoir.2101",0,77122.10352
"reservoir.2102",0,11101.32
"reservoir.2103",0,119647.56
"reservoir.2104",0,1779911.64
"reservoir.2105",899.97695894979,890572.56
"reservoir.2106",0,43307.4828
"reservoir.2107",31367.7191675005,34019.3784
"reservoir.2108",0,19538.3232
"reservoir.2109",0,192422.88
"reservoir.211",0,31878.05712
"reservoir.2110",0,11841.408
"reservoir.2111",0,347841.36
"reservoir.2112",1.80700362080917e-20,13965.46056
"reservoir.2114",0,7832.598
"reservoir.2115",0,42815.32428
"reservoir.2116",371.169241878754,67878.4044
"reservoir.2117",0,39471.36
"reservoir.2118",0,12408.8088
"reservoir.2119",0,11594.712
"reservoir.212",0,21043.1688
"reservoir.2120",1559.83916674233,65096.907
"reservoir.2121",0,87922.4544
"reservoir.2122",0,23436.12
"reservoir.2123",0,387775.275
"reservoir.2124",0,13654.6236
"reservoir.2126",0,86849.3268
"reservoir.2127",302.722522377991,14801.76
"reservoir.2128",34.1063165852981,10237.884
"reservoir.2129",1.19415939100997e-15,1584281.712
"reservoir.213",0,15048.456
"reservoir.2130",0,156651.96
"reservoir.2131",4027.14318645981,217339.176
"reservoir.2132",0,30713.652
"reservoir.2133",0,40495.1484
"reservoir.2134",0,169307.4648
"reservoir.2135",0,2972520.28
"reservoir.2136",0,7437.8844
"reservoir.2137",0,37004.4
"reservoir.2138",0,47365.632
"reservoir.2139",0,274325.952
"reservoir.214",70.7395968121212,67579.90224
"reservoir.2141",105.95710763691,18112.42032
"reservoir.2142",0,15103.9626
"reservoir.2143",0,191006.845
"reservoir.2144",1313.57080056561,9621.144
"reservoir.2145",0,10854.624
"reservoir.2146",0,85110.12
"reservoir.2147",24669.6,24669.6
"reservoir.2148",0,535330.32
"reservoir.2149",63.206136575139,125622.5371
"reservoir.215",0,21339.204
"reservoir.2150",0,10977.972
"reservoir.2151",0,23637.17724
"reservoir.2152",89391.5928387067,796828.08
"reservoir.2153",0.891449377202489,32576.2068
"reservoir.2154",0,1622852.632
"reservoir.2155",0,874684.1041
"reservoir.2156",0,1119753.144
"reservoir.2157",0,18053.21328
"reservoir.2158",0,296651.94
"reservoir.2159",0,36387.66
"reservoir.216",0,40581.492
"reservoir.2160",0,103859.016
"reservoir.2161",0,24669.6
"reservoir.2162",0,9274.53612
"reservoir.2163",0,23888.80716
"reservoir.2164",9.02706946278193,31947.132
"reservoir.2165",0,39212.3292
"reservoir.2166",17.9289065072593,1518167.184
"reservoir.2167",0,749955.84
"reservoir.2168",550238.582968071,579735.6
"reservoir.2169",7439.16065261575,911541.72
"reservoir.217",0,25903.08
"reservoir.2170",0,3508017.12
"reservoir.2171",0,132475.752
"reservoir.2172",0,1007615.01
"reservoir.2173",2.25676736569548,37127.748
"reservoir.2174",0,7400.88
"reservoir.2175",0,74008.8
"reservoir.2176",0,214995.564
"reservoir.2177",0,1742258.43
"reservoir.2178",0,12044.9322
"reservoir.2179",1281.77928356369,203770.896
"reservoir.218",0,185022
"reservoir.2180",0,14801.76
"reservoir.2181",0,24052.86
"reservoir.2182",18.315661387018,32317.176
"reservoir.2183",0,29171.802
"reservoir.2184",0,616740
"reservoir.2185",0,8634.36
"reservoir.2186",0,46785.8964
"reservoir.2187",0,47674.002
"reservoir.2188",0,23574.26976
"reservoir.2189",0,7487.2236
"reservoir.219",3272.19753610534,12322.4652
"reservoir.2190",0,77462.544
"reservoir.2191",0,38361.228
"reservoir.2192",3420.54135770797,183048.432
"reservoir.2193",9180.02248354066,38237.88
"reservoir.2194",0,241638.732
"reservoir.2195",3303.47893122034,311330.352
"reservoir.2196",38237.88,38237.88
"reservoir.2197",106197.576244289,1123700.28
"reservoir.2198",0,133215.84
"reservoir.2199",0,10536.38616
"reservoir.22",0,564933.84
"reservoir.220",0,13789.07292
"reservoir.2200",0,9508.89732
"reservoir.2201",2.14861852403183e-14,14246.694
"reservoir.2202",0,10744.84428
"reservoir.2203",0,76475.76
"reservoir.2205",0,26804.75388
"reservoir.2206",0,72898.668
"reservoir.2207",0,23312.772
"reservoir.2208",0,608845.728
"reservoir.2209",278.527112825879,45022.02
"reservoir.221",0,8720.7036
"reservoir.2210",804149.46866542,896246.568
"reservoir.2211",0,367098.4498
"reservoir.2212",0,9631.01184
"reservoir.2213",0,1362995.4
"reservoir.2214",0,14282.46492
"reservoir.2215",5736.2902842833,182555.04
"reservoir.2216",0,12704.844
"reservoir.2217",0,9108.01632
"reservoir.2218",0,4684757.04
"reservoir.2219",0,599717.976
"reservoir.222",332.358991497399,48060.08124
"reservoir.2220",3.29082259205628,11101.32
"reservoir.2221",0,14801.76
"reservoir.2222",0,493392
"reservoir.2223",67403.8311582978,453263.1952
"reservoir.2224",0,14616.738
"reservoir.2225",0,27999.996
"reservoir.2226",32.8976391109543,11397.3552
"reservoir.2227",0,360657.2172
"reservoir.2228",0,61674
"reservoir.2229",0,86836.992
"reservoir.223",0,33749.24628
"reservoir.2230",0,583189.344
"reservoir.2231",0,21709.248
"reservoir.2232",0,98493.378
"reservoir.2233",0,54889.86
"reservoir.2234",446.6790021166,46008.804
"reservoir.2235",0,318237.84
"reservoir.2236",0,1321057.08
"reservoir.2237",0,250396.44
"reservoir.2238",0,123964.74
"reservoir.2239",0,3506413.596
"reservoir.224",3.00419379197408e-14,93249.85452
"reservoir.2240",0,789673.896
"reservoir.2241",0,9941.8488
"reservoir.2242",98.6119279349104,67055.67324
"reservoir.2243",2.47627258892392e-14,183792.2204
"reservoir.2244",0,9251.1
"reservoir.2245",0.0358899125466374,20446.16448
"reservoir.2246",0,19242.288
"reservoir.2247",0,31638.762
"reservoir.2248",8.21799500058097,514361.16
"reservoir.2249",0,19945.3716
"reservoir.225",0,12334.8
"reservoir.2250",29.5328675861475,49585.896
"reservoir.2251",0,44405.28
"reservoir.2252",3.08773233817873e-13,193903.056
"reservoir.2253",0,5028651.264
"reservoir.2254",0.0280384324003523,414449.28
"reservoir.2255",0,79806.156
"reservoir.2256",50572.68,50572.68
"reservoir.2258",0,527806.092
"reservoir.2259",0,207303.5827
"reservoir.226",7612.79406693424,29295.15
"reservoir.2260",105826.297328833,293346.2136
"reservoir.2261",28.3497604218504,271365.6
"reservoir.2262",0,1706026.188
"reservoir.2263",108321.003085036,237653.3581
"reservoir.2264",0,30837
"reservoir.2265",0,10176.21
"reservoir.2266",57.2658049867683,34775.50164
"reservoir.2267",393.035860097829,133832.58
"reservoir.2268",578.364033174667,78034.87872
"reservoir.2269",0,21635.2392
"reservoir.227",0,367206.996
"reservoir.2270",0,11348.016
"reservoir.2271",0,128873.9904
"reservoir.2272",0,130748.88
"reservoir.2273",0,261374.412
"reservoir.2274",13006.2195472366,1297620.96
"reservoir.2275",6639.80960928085,18632.94888
"reservoir.2277",0,528669.528
"reservoir.2278",0,15665.196
"reservoir.2279",0,196493.364
"reservoir.228",282.355899603727,135029.0556
"reservoir.2280",0,13925.9892
"reservoir.2281",0,17268.72
"reservoir.2282",0,109366.5042
"reservoir.2283",0,243693.7097
"reservoir.2284",15735.7654643153,34537.44
"reservoir.2285",0,56616.732
"reservoir.2286",1308.45080400399,73515.408
"reservoir.2287",680.038139750537,826431.6
"reservoir.2288",127.906127249859,12754.1832
"reservoir.2289",0,14234.3592
"reservoir.229",0,25103.78496
"reservoir.2290",0,9140.0868
"reservoir.2291",0,9497.796
"reservoir.2292",126.275028971559,19893.56544
"reservoir.2293",1080.79693629959,8264.316
"reservoir.2294",0,3150307.92
"reservoir.2295",0,48969.156
"reservoir.2296",0,85417.25652
"reservoir.2297",0,38237.88
"reservoir.2298",94.1622297083222,1916642.898
"reservoir.2299",607.088090115511,12458.148
"reservoir.23",0,93744.48
"reservoir.230",0,9867.84
"reservoir.2300",0,977039.508
"reservoir.2301",0.551580318891424,322367.531
"reservoir.2302",0,1767946.884
"reservoir.2303",0,63770.916
"reservoir.2304",0,37152.4176
"reservoir.2305",94.8515353791795,95683.51056
"reservoir.2306",0,33303.96
"reservoir.2307",0.520846554258184,4639735.02
"reservoir.2308",29.1674070384583,8288.9856
"reservoir.2309",0,93697.60776
"reservoir.231",189.507144105892,9744.492
"reservoir.2311",94.7830187467925,84038.22588
"reservoir.2312",510.469098984365,7123.347
"reservoir.2313",16883.4839379502,1726872
"reservoir.2314",0,45145.368
"reservoir.2315",0,3720792.42
"reservoir.2316",0,22696.032
"reservoir.2317",0,75741.8394
"reservoir.2318",779.041032146437,26396.472
"reservoir.2319",0,14925.108
"reservoir.232",83.9529516240226,60498.49356
"reservoir.2320",0,83143.95288
"reservoir.2321",0,77932.49988
"reservoir.2322",0,18502.2
"reservoir.2323",0,3577092
"reservoir.2324",4894.64375985447,23436.12
"reservoir.2325",986.20684594028,84493.38
"reservoir.2326",968.402102138972,43171.8
"reservoir.2327",3307.66891953471,286023.0428
"reservoir.2328",0,15942.729
"reservoir.2329",746.915299701327,277533
"reservoir.233",50.9824637296488,20179.7328
"reservoir.2330",0,20298.14688
"reservoir.2331",1.10066823698079e-14,21955.944
"reservoir.2332",1085.3489567666,1356828
"reservoir.2333",111013.2,111013.2
"reservoir.2334",2518551.37669106,5963382.408
"reservoir.2335",1113.87119015182,94977.96
"reservoir.2336",3.7435192328318e-15,79628.53488
"reservoir.2337",0,27136.56
"reservoir.2338",0,1496827.98
"reservoir.2339",2591.26886418165,16035.24
"reservoir.234",952818.901185964,29726868
"reservoir.2340",14880.1407461089,2717356.44
"reservoir.2341",0,14148.0156
"reservoir.2342",0,1698501.96
"reservoir.2343",0,1120493.232
"reservoir.2344",5180.616,62167.392
"reservoir.2345",14194.9246671309,14320.7028
"reservoir.2346",0,273585.864
"reservoir.2347",56.7116686444891,265938.288
"reservoir.2348",0,134449.32
"reservoir.2349",0,16877.70684
"reservoir.235",0,23458.32264
"reservoir.2350",8.67877183356915e-13,12951.54
"reservoir.2351",0,11595.94548
"reservoir.2352",0,740828.088
"reservoir.2353",30.2787849907539,196740.06
"reservoir.2354",0,1976034.96
"reservoir.2356",5.98526533335232e-14,1481147.982
"reservoir.2357",0,1194267.671
"reservoir.2358",0,12115.24056
"reservoir.2359",0,457127.688
"reservoir.236",0,257180.58
"reservoir.2360",0,164299.536
"reservoir.2361",0,38933.56272
"reservoir.2362",0,452687.16
"reservoir.2363",0,94731.264
"reservoir.2364",367.798853615594,39779.73
"reservoir.2365",3.25411290753563,26359.4676
"reservoir.2366",0,1541603.304
"reservoir.2367",538.797990043656,56493.384
"reservoir.2368",0,3357655.908
"reservoir.2369",0,131982.36
"reservoir.237",0,9512.59776
"reservoir.2370",0,17515.416
"reservoir.2371",169.669728053309,73623.95424
"reservoir.2372",295.128420929333,23066.076
"reservoir.2373",0,155418.48
