"resid","storage","storagemax"
"reservoir.2374",402.81743861046,119647.56
"reservoir.2375",0,411982.32
"reservoir.2376",0,233251.068
"reservoir.2377",32563.872,32563.872
"reservoir.2378",0,792140.856
"reservoir.2379",21.1349406846475,7746.2544
"reservoir.238",0,99911.88
"reservoir.2380",0,6552615.804
"reservoir.2382",0,7770.924
"reservoir.2383",0,1282819.2
"reservoir.2384",0,696546.156
"reservoir.2385",0,365110.08
"reservoir.2386",0,67841.4
"reservoir.2387",0,73371.09084
"reservoir.2388",1.59737046346776e-13,30436.119
"reservoir.2389",0,16158.588
"reservoir.239",0,9516.2982
"reservoir.2390",0,34044.048
"reservoir.2391",0,2288019.056
"reservoir.2392",723.499834811924,2932551.828
"reservoir.2393",0,249162.96
"reservoir.2394",1322.32331141126,34537.44
"reservoir.2395",3336.74758081866,24669.6
"reservoir.2396",3.57463964377033e-14,178854.6
"reservoir.2398",0,12765.28452
"reservoir.2399",4352.83503370336,13321.584
"reservoir.24",0,7894.272
"reservoir.240",0,13198.236
"reservoir.2400",0,23436.12
"reservoir.2401",0,222026.4
"reservoir.2402",0,145538.3052
"reservoir.2403",0.340423172388135,98678.4
"reservoir.2404",5720.12223448231,29011.4496
"reservoir.2405",0,17022.024
"reservoir.2406",0.672996064476568,12458.148
"reservoir.2407",7155.36053316434,71603.514
"reservoir.2408",6444.0035662171,21277.53
"reservoir.2409",0,55506.6
"reservoir.241",911.288964435048,20692.86048
"reservoir.2410",1075.30732968222,86343.6
"reservoir.2411",4651.01055609337,425673.948
"reservoir.2412",0,955700.304
"reservoir.2413",11964.756,11964.756
"reservoir.2414",16239.2524894582,41938.32
"reservoir.2415",0,326872.2
"reservoir.2416",5252.77194750689,104845.8
"reservoir.2417",3195.90971595278,1313656.2
"reservoir.2418",0,7068827.184
"reservoir.2419",0,16775.328
"reservoir.242",20.0757058231358,2529867.48
"reservoir.2420",282.298910535937,1139506.093
"reservoir.2421",0,223259.88
"reservoir.2422",0,308370
"reservoir.2423",42801.756,42801.756
"reservoir.2424",0,129515.4
"reservoir.2425",0,43171.8
"reservoir.2426",3415.03046828109,12581.496
"reservoir.2428",0,2000704.56
"reservoir.2429",3.74724115477899,185022
"reservoir.243",0,33147.30804
"reservoir.2430",0,111013.2
"reservoir.2431",228.988701593989,46502.196
"reservoir.2432",0,58713.648
"reservoir.2433",0,366947.9652
"reservoir.2434",0,172687.2
"reservoir.2435",865.737714526567,2569092.144
"reservoir.2436",0,72343.602
"reservoir.2437",0,202290.72
"reservoir.2438",0,62044.044
"reservoir.2439",0,39471.36
"reservoir.244",0,102699.5448
"reservoir.2440",0,7647.576
"reservoir.2441",0,283700.4
"reservoir.2442",87760.0381637157,1136281.776
"reservoir.2443",0,32070.48
"reservoir.2444",0,283700.4
"reservoir.2445",0,13568.28
"reservoir.2446",140.60571801932,935964.624
"reservoir.2447",34.9349874336773,29603.52
"reservoir.2448",0.475595184281115,9357.17928
"reservoir.2449",36.572364482855,44405.28
"reservoir.245",0,12211.452
"reservoir.2450",0,41464.66368
"reservoir.2451",0,57356.82
"reservoir.2452",113.523197088133,1603524
"reservoir.2453",194.752646401774,29973.564
"reservoir.2454",0.0999966652935535,839179.6158
"reservoir.2455",293.703456126946,888105.6
"reservoir.2456",1705.16824255646,36017.616
"reservoir.2457",0,27136.56
"reservoir.2458",0,14801.76
"reservoir.2459",1886.79626912996,48599.112
"reservoir.246",545.66326600374,18794.53476
"reservoir.2460",0,2047576.8
"reservoir.2461",0,185022
"reservoir.2462",782.303978261918,719858.928
"reservoir.2463",3070.33057929806,118691.613
"reservoir.2464",0,46280.1696
"reservoir.2465",0,246696
"reservoir.2466",57.3624239414016,1293279.11
"reservoir.2467",0,2289955.62
"reservoir.2468",0,296035.2
"reservoir.2469",0,18995.592
"reservoir.247",0,19735.68
"reservoir.2470",0,25829.0712
"reservoir.2471",208.171808120448,8634.36
"reservoir.2472",462.793916843248,87429.0624
"reservoir.2474",228.603524727888,24850.92156
"reservoir.2475",3937.32637874008,127665.18
"reservoir.2476",0,931277.4
"reservoir.2477",0,175585.878
"reservoir.2478",1393.40734914353,444052.8
"reservoir.2479",0,288881.016
"reservoir.248",0,34821.1404
"reservoir.2480",0,19711.0104
"reservoir.2481",0,47170.74216
"reservoir.2482",0,9867.84
"reservoir.2483",1109.51570363075,156651.96
"reservoir.2484",823.956088310055,94977.96
"reservoir.2485",0,22202.64
"reservoir.2486",13.7468219518402,210598.2078
"reservoir.2487",16781.6164957656,505726.8
"reservoir.2488",0,13148.8968
"reservoir.2489",0,328105.68
"reservoir.249",0,21916.47264
"reservoir.2490",0,16651.98
"reservoir.2491",64.1519718411769,40174.4436
"reservoir.2492",535.896417345291,16841.93592
"reservoir.2493",142.830727825019,557532.96
"reservoir.2494",0,265198.2
"reservoir.2495",4742.54202601835,23855.5032
"reservoir.2496",0,65374.44
"reservoir.2497",0,90870.4716
"reservoir.2498",8461.86713686937,14086.3416
"reservoir.2499",0,40458.144
"reservoir.25",0,589603.44
"reservoir.250",0,35265.1932
"reservoir.2500",150.8103060858,21969.51228
"reservoir.2501",0,409268.664
"reservoir.2502",35468.6374670818,87207.036
"reservoir.2503",67425.8070429454,89118.93
"reservoir.2504",0,111259.896
"reservoir.2505",3261.86178648804,296827.0942
"reservoir.2506",3470.73330122919,20414.094
"reservoir.2507",0,124632.0527
"reservoir.2508",0,392246.64
"reservoir.2509",1.83302176809319,61674
"reservoir.251",4.67538174227227e-15,75466.77336
"reservoir.2510",0,29187.83724
"reservoir.2511",521.492970638109,330202.596
"reservoir.2512",4.14949273174599e-13,282466.92
"reservoir.2513",821.635895603171,19723.3452
"reservoir.2514",5171.74975147659,82273.116
"reservoir.2515",0,224863.404
"reservoir.2516",0,331066.032
"reservoir.2517",130.977352706429,17268.72
"reservoir.2518",2.43169654814352,193409.664
"reservoir.2519",517.91629089225,1338325.8
"reservoir.252",17478.4116,17478.4116
"reservoir.2520",173.778262244982,66977.964
"reservoir.2521",146.003434940525,105844.9188
"reservoir.2522",0,26396.472
"reservoir.2523",30013.0769943251,57973.56
"reservoir.2524",15815.129367095,499559.4
"reservoir.2525",0,1152563.712
"reservoir.2526",0,51806.16
"reservoir.2527",69.9395813610717,97859.36928
"reservoir.2528",854.717253338662,9596.4744
"reservoir.2529",3853.89061833838,113085.4464
"reservoir.253",0,22387.662
"reservoir.2530",0,17762.112
"reservoir.2531",14925.6675393262,1288986.6
"reservoir.2532",0,113480.16
"reservoir.2533",0,235347.984
"reservoir.2534",0,534096.84
"reservoir.2535",10414.4885804109,999118.8
"reservoir.2536",0,135682.8
"reservoir.2537",0,414202.584
"reservoir.2538",4453.26843169472,1455506.4
"reservoir.2539",0,98678.4
"reservoir.254",0,25162.992
"reservoir.2540",0,118858.1328
"reservoir.2541",0,7863.435
"reservoir.2542",0,443929.452
"reservoir.2543",0,28863.432
"reservoir.2544",5257.74934076648,69177.25884
"reservoir.2545",84.0133644806916,60798.2292
"reservoir.2546",0,150484.56
"reservoir.2547",0,345374.4
"reservoir.2548",10533.7788508572,552845.736
"reservoir.2549",214.706962126216,2590801.392
"reservoir.255",18484.93128,18484.93128
"reservoir.2550",0,11101.32
"reservoir.2551",91.5749903363606,87379.7232
"reservoir.2552",0,37004.4
"reservoir.2553",0,69938.316
"reservoir.2554",0,22424.6664
"reservoir.2555",0,9867.84
"reservoir.2556",71.6335566932552,16651.98
"reservoir.2557",0,43788.54
"reservoir.2558",0,208458.12
"reservoir.2559",24059.1916600244,55506.6
"reservoir.256",0,1203876.48
"reservoir.2560",0,19735.68
"reservoir.2561",1007.8984704828,1021691.484
"reservoir.2562",1.34798839500224,205991.16
"reservoir.2563",0,150484.56
"reservoir.2564",1333.20369703881,184158.564
"reservoir.2565",4152.53457616279,72722.28036
"reservoir.2566",1424.49777521073,858872.124
"reservoir.2567",435.445959821239,52422.9
"reservoir.2568",37.4669895621656,10484.58
"reservoir.2569",4506.37925549393,1341429.236
"reservoir.257",161.892987220516,149251.08
"reservoir.2570",1275.33721253754,13050.2184
"reservoir.2571",0,33748.0128
"reservoir.2572",0,8412.3336
"reservoir.2573",113.67906625496,155418.48
"reservoir.2574",138.094917180839,33303.96
"reservoir.2575",19.8258892419955,60687.216
"reservoir.2576",76.1677659736408,55814.97
"reservoir.2577",517.815380096198,688131.3554
"reservoir.2578",0,501039.576
"reservoir.2579",20.3753840849416,9438.58896
"reservoir.258",0,15418.5
"reservoir.2580",0,119647.56
"reservoir.2581",0,6514686.294
"reservoir.2582",6000.69181720898,87435.2298
"reservoir.2583",2660.63132111984,261991.152
"reservoir.2584",43.5606399193411,47118.936
"reservoir.2585",0,67841.4
"reservoir.2586",1028.35009791111,2314871.916
"reservoir.2587",14579.7336,14579.7336
"reservoir.2588",0,6919822.8
"reservoir.2589",3324.03269806145,30837
"reservoir.259",0,187488.96
"reservoir.2590",509.31848160861,123348
"reservoir.2591",15039.1349756473,1249885.284
"reservoir.2592",0,317004.36
"reservoir.2593",6587.14815634304,168370.02
"reservoir.2594",3127.68592554183,16281.936
"reservoir.2595",351.614389698993,377938.272
"reservoir.2596",3544.4966238913,29603.52
"reservoir.2597",34188.5028189402,1603524
"reservoir.2598",0,70925.1
"reservoir.2599",10176.21,10176.21
"reservoir.26",0,10792.95
"reservoir.260",15665.196,15665.196
"reservoir.2600",43171.8,43171.8
"reservoir.2601",7849.20908149669,197356.8
"reservoir.2602",21507.3101045407,692105.628
"reservoir.2603",27136.56,27136.56
"reservoir.2604",8991.3402306014,271488.948
"reservoir.2605",0,50079.288
"reservoir.2606",1615.09332450624,2522466.6
"reservoir.2607",21586.9460105326,70559.98992
"reservoir.2608",24669.6,24669.6
"reservoir.2609",33597.7667015208,273832.56
"reservoir.261",0,400861.2643
"reservoir.2610",53989.796054986,3975629.388
"reservoir.2611",0,246696
"reservoir.2613",0,26889.864
"reservoir.2614",0,148017.6
"reservoir.2615",36693.6903678846,3833576.897
"reservoir.2616",287.926464460443,872033.3556
"reservoir.2617",23593.2051439764,1269004.224
"reservoir.2618",117180.6,117180.6
"reservoir.2619",2713.71264493476,55753.296
"reservoir.262",0,22325.988
"reservoir.2620",6208.98943245359,20922.28776
"reservoir.2621",0,11224.668
"reservoir.2622",0,186502.176
"reservoir.2623",460.834253610237,347594.664
"reservoir.2624",1064.72947978022,109320.8654
"reservoir.2625",4722.49424590653,1392968.964
"reservoir.2626",0,11187.6636
"reservoir.2627",376.175205519108,26073.30024
"reservoir.2628",7.97802369976254e-14,499559.4
"reservoir.2629",1469.20002595381,66607.92
"reservoir.263",0,18354.1824
"reservoir.2630",0,234361.2
"reservoir.2634",0,37004.4
"reservoir.2635",97.878233662689,7277.532
"reservoir.2636",92.7533931299191,6229.074
"reservoir.2637",10091.2306679118,403656.33
"reservoir.2638",4803320.98195049,6979769.928
"reservoir.264",0,9991.188
"reservoir.2640",100.202468287433,29011.4496
"reservoir.2641",0,23127.75
"reservoir.2642",3.6392858006291,14022.20064
"reservoir.2643",6.03205384795145,103612.32
"reservoir.2644",0,69074.88
"reservoir.2645",0,27136.56
"reservoir.2646",105.871212631831,103612.32
"reservoir.2647",538.214273536348,99911.88
"reservoir.2648",0,90044.04
"reservoir.2649",0,256563.84
"reservoir.265",0,140616.72
"reservoir.2650",30512.1720660372,39871.00752
"reservoir.2651",0,42925.104
"reservoir.2652",686.041161358917,20014.44648
"reservoir.2653",0,90044.04
"reservoir.2654",0,45638.76
"reservoir.2655",0,344140.92
"reservoir.2656",280.916807128801,54206.51208
"reservoir.2657",0,36937.79208
"reservoir.2658",0,10553.65488
"reservoir.2659",13568.28,13568.28
"reservoir.266",13136.562,13136.562
"reservoir.2660",13568.28,13568.28
"reservoir.2661",30096.912,30096.912
"reservoir.2662",104481.69725989,245497.0574
"reservoir.2663",1570.91647468866,13568.28
"reservoir.2664",0,12766.518
"reservoir.2665",0,900440.4
"reservoir.2666",20204.4024,20204.4024
"reservoir.2668",0,208458.12
"reservoir.2669",20.8856338730364,9280.70352
"reservoir.267",0,27506.604
"reservoir.2670",0,917585.772
"reservoir.2671",37650.5313995642,64140.96
"reservoir.2672",0,9516.2982
"reservoir.2673",0,7524.228
"reservoir.2674",0,10040.5272
"reservoir.2675",1.50670780296736e-14,57480.168
"reservoir.2676",7.76238436751101e-13,10361.232
"reservoir.2677",0,55106.95248
"reservoir.2678",0,514977.9
"reservoir.2679",0,10508016.12
"reservoir.268",0,7928.80944
"reservoir.2680",1.09944645979947e-14,9189.426
"reservoir.2681",0,117180.6
"reservoir.2682",0,10508016.12
"reservoir.2683",0,654977.88
"reservoir.2684",0,530396.4
"reservoir.2685",0,61674
"reservoir.2686",0,61674
"reservoir.2687",1490.6589830859,8140.968
"reservoir.2688",1411.49711979356,72281.928
"reservoir.2689",0,664845.72
"reservoir.269",0,12334.8
"reservoir.2690",0,3363576.612
"reservoir.2691",0,550132.08
"reservoir.2692",0,664845.72
"reservoir.2693",0,664845.72
"reservoir.2694",0,222026.4
"reservoir.2695",0,222026.4
"reservoir.2696",0,3363576.612
"reservoir.2697",0,672715.3224
"reservoir.2698",0,672715.3224
"reservoir.2699",0,672715.3224
"reservoir.27",0,82889.856
"reservoir.270",0,48345.01512
"reservoir.2700",0,2713656
"reservoir.2701",0,3363576.612
"reservoir.2702",0,3363576.612
"reservoir.2703",1038440.77819233,5033585.184
"reservoir.2704",0,101046.6816
"reservoir.2705",5228.76634840646,27808.8066
"reservoir.2706",7.17886728537162,16651.98
"reservoir.2707",1182.78652848514,9674.18364
"reservoir.2708",986.13195796274,11229.60192
"reservoir.271",0,135584.1216
"reservoir.272",186.705945177014,19538.3232
"reservoir.273",0,61674
"reservoir.274",0,146784.12
"reservoir.275",0,10422.906
"reservoir.276",118.459147319991,50202.636
"reservoir.277",0,556422.828
"reservoir.278",0,55346.2476
"reservoir.279",0,150237.864
"reservoir.28",0,23374.446
"reservoir.280",0,288017.58
"reservoir.281",0,925110
"reservoir.282",0,12865.1964
"reservoir.283",0,9284.40396
"reservoir.284",0,24484.578
"reservoir.285",0,271535.8202
"reservoir.286",0,7663.61124
"reservoir.287",44442.2844,44442.2844
"reservoir.288",0,6599.118
"reservoir.289",0,7785.72576
"reservoir.29",0,101145.36
"reservoir.290",8.0953762212251e-18,12334.8
"reservoir.291",0,69105.717
"reservoir.292",0,9297.97224
"reservoir.293",0,184082.0882
"reservoir.294",0,52780.6092
"reservoir.295",0,19859.028
"reservoir.296",0,16420.08576
"reservoir.297",0,34537.44
"reservoir.298",0,129515.4
"reservoir.299",0,528052.788
"reservoir.3",0,218552.9203
"reservoir.30",0,11673.65472
"reservoir.300",0,37855.5012
"reservoir.301",0,74970.9144
"reservoir.302",660.108765808148,46008.804
"reservoir.303",0,16787.6628
"reservoir.304",0,88894.43664
"reservoir.305",0,7894.272
"reservoir.306",0,17145.372
"reservoir.307",0,143700.42
"reservoir.308",4.81908781282596,8387.664
"reservoir.309",0,242181.4632
"reservoir.31",0,731453.64
"reservoir.310",23.9988006235232,34784.136
"reservoir.311",0,16608.8082
"reservoir.312",0,17823.786
"reservoir.313",0,33340.9644
"reservoir.314",0,60980.78424
"reservoir.315",48722.46,48722.46
"reservoir.316",0,52731.27
"reservoir.317",0,1.21e+08
"reservoir.318",0,30206.69172
"reservoir.319",94854.612,94854.612
"reservoir.32",0,445532.976
"reservoir.320",0,226627.2804
"reservoir.321",0,659911.8
"reservoir.322",0,14925.108
"reservoir.323",0,111476.9885
"reservoir.324",0,9867.84
"reservoir.325",0,8471.54064
"reservoir.326",34.5395840665627,12211.452
"reservoir.327",0,13457.2668
"reservoir.328",0,28049.3352
"reservoir.329",0,468722.4
"reservoir.33",90260.7001824194,111506.592
"reservoir.330",0,32070.48
"reservoir.331",3578.87709536169,55629.948
"reservoir.332",0,11609.51376
"reservoir.333",0,8017.62
"reservoir.334",0,19044.9312
"reservoir.335",0,12334.8
"reservoir.336",0,23929.512
"reservoir.337",0,8219.91072
"reservoir.338",0,144070.464
"reservoir.339",0,16713.654
"reservoir.34",0,1469992.389
"reservoir.340",0,38891.6244
"reservoir.341",0,29208.8064
"reservoir.342",0,20426.4288
"reservoir.343",0,9066.078
"reservoir.344",0,10990.3068
"reservoir.345",0,89767.74048
"reservoir.346",0,55309.2432
"reservoir.347",0,14555.064
"reservoir.348",0,38913.82704
"reservoir.349",0,71237.17044
"reservoir.35",0,43869.94968
"reservoir.350",0,18502.2
"reservoir.351",0,14308.368
"reservoir.352",0,82643.16
"reservoir.353",900.754711443471,14986.782
"reservoir.354",0,197356.8
"reservoir.355",3640.73028222182,241762.08
"reservoir.356",0,10075.06464
"reservoir.357",0,97938.312
"reservoir.358",0,156327.5548
"reservoir.359",0,16010.5704
"reservoir.36",0,43869.94968
"reservoir.360",0,19291.6272
"reservoir.361",0,29147.1324
"reservoir.362",0,11348.016
"reservoir.363",0,32243.1672
"reservoir.364",0,89318.75376
"reservoir.365",0,32070.48
"reservoir.366",0,10558.5888
"reservoir.367",0,110088.09
"reservoir.368",0,8439.47016
"reservoir.369",0,16080.87876
"reservoir.37",0,15568.98456
"reservoir.370",1005.3809427557,38392.065
"reservoir.371",0,43480.17
"reservoir.372",0,11621.84856
"reservoir.373",7916.23846825448,530396.4
"reservoir.374",0,270255.468
"reservoir.375",261.371906996275,6919.8228
"reservoir.376",0,17098.49976
"reservoir.377",25657.8352819394,37004.4
"reservoir.378",0,220792.92
"reservoir.379",0,25117.35324
"reservoir.38",0,11577443.28
"reservoir.380",0,86651.97
"reservoir.381",85.8015897623788,46499.72904
"reservoir.382",254.311885173798,96088.092
"reservoir.383",0,983083.56
"reservoir.384",0,24903.9612
"reservoir.385",0,7016.03424
"reservoir.386",0,13252.50912
"reservoir.387",0,154185
"reservoir.388",0,56493.384
"reservoir.389",0,41938.32
"reservoir.39",0,16738.3236
"reservoir.390",0,34537.44
"reservoir.391",0,210030.807
"reservoir.392",0,36881.052
"reservoir.393",0,82889.856
"reservoir.394",62.2761746040936,32810.568
"reservoir.396",0,28567.3968
"reservoir.397",0,111013.2
"reservoir.398",0,562220.184
"reservoir.399",0,8992.0692
"reservoir.4",0,389903.028
"reservoir.40",0,215859
"reservoir.400",0,12334.8
"reservoir.401",0,112962.0984
"reservoir.402",0,20229.072
"reservoir.403",3347.0846072391,78942.72
"reservoir.404",0,46872.24
"reservoir.405",0,14468.7204
"reservoir.406",11964.756,71788.536
"reservoir.407",0,52792.944
"reservoir.408",1346.549,8079.294
"reservoir.409",0,36979.7304
"reservoir.41",0,92511
"reservoir.410",0,9867.84
"reservoir.411",0,34891.44876
"reservoir.412",0,67841.4
"reservoir.413",0,8284.05168
"reservoir.414",0,95693.3784
"reservoir.415",0,141850.2
"reservoir.416",833.119275210798,11853.7428
"reservoir.417",0,14801.76
"reservoir.418",0,49339.2
"reservoir.419",0,14402.11248
"reservoir.42",0,3036827.76
"reservoir.420",0,137533.02
"reservoir.421",0,96636.9906
"reservoir.422",0,40618.4964
"reservoir.423",0,13579.38132
"reservoir.424",6793.00559394844,1759805.916
"reservoir.425",0,7579.7346
"reservoir.426",1161.3193285837,123599.6299
"reservoir.427",0,16684.05048
"reservoir.428",0,12951.54
"reservoir.429",0,20969.16
"reservoir.43",0,7434183.96
"reservoir.430",0,32563.872
"reservoir.431",0,88070.472
"reservoir.432",0,50572.68
"reservoir.433",12156.4223907986,289621.104
"reservoir.434",0,36264.312
"reservoir.435",0,108546.24
"reservoir.436",0,12704.844
"reservoir.437",0,20105.724
"reservoir.438",0,174068.6976
"reservoir.439",52.081155880904,74008.8
"reservoir.44",0,6895.1532
"reservoir.440",0,44405.28
"reservoir.441",17148.3369804731,687295.056
"reservoir.442",0,22609.6884
"reservoir.443",791.626332839771,30220.26
"reservoir.444",0,8634.36
"reservoir.445",0,11101.32
"reservoir.446",0,14912.7732
"reservoir.447",0,439118.88
"reservoir.448",40.0886439978001,36140.964
"reservoir.449",0,12433.4784
"reservoir.45",0,71961.2232
"reservoir.450",0,13580.6148
"reservoir.451",2727.93881539256,44844.39888
"reservoir.452",0,16140.0858
"reservoir.453",0,11043.34644
"reservoir.454",0,42925.104
"reservoir.455",19.2375010932827,12618.5004
"reservoir.456",0,13691.628
"reservoir.457",0,22202.64
"reservoir.458",0,25835.2386
"reservoir.459",0,39471.36
"reservoir.46",0,130748.88
"reservoir.460",0,12507.4872
"reservoir.461",0,12558.05988
"reservoir.462",0,24669.6
"reservoir.463",0,307999.956
"reservoir.464",580.44680839447,62354.88096
"reservoir.465",0,34568.277
"reservoir.466",821.906339238877,98949.7656
"reservoir.467",0,84863.424
"reservoir.468",0,9016.7388
"reservoir.469",0,8592.42168
"reservoir.47",0,508193.76
"reservoir.470",241.134185832613,10657.2672
"reservoir.471",0,15800.8788
"reservoir.472",0,22597.3536
"reservoir.473",441.168278207661,35030.832
"reservoir.474",0,156436.101
"reservoir.475",26.2826358175483,72035.232
"reservoir.476",0,37497.792
"reservoir.477",0,31823.784
"reservoir.478",0,234361.2
"reservoir.479",0,46625.544
"reservoir.48",4266.70508719846,210925.08
"reservoir.480",0,17219.3808
"reservoir.481",0,28370.04
"reservoir.482",0,24977.97
"reservoir.483",0,24186.07584
"reservoir.484",441.386733423808,206681.9088
"reservoir.485",0,46872.24
"reservoir.486",0,249372.6516
"reservoir.487",0,80176.2
"reservoir.488",0,31638.762
"reservoir.489",0,16343.61
"reservoir.49",0,1572687
"reservoir.490",0,12125.1084
"reservoir.491",0,58220.256
"reservoir.492",0,73046.6856
"reservoir.493",0,7894.272
"reservoir.494",0,33920.7
"reservoir.495",0,9682.818
"reservoir.496",0,16503.9624
"reservoir.497",2506.5938591491,60440.52
"reservoir.498",0,19192.9488
"reservoir.5",0,2014766.232
"reservoir.500",45638.76,45638.76
"reservoir.501",20890.21728,20890.21728
"reservoir.502",7.00539151776377,9605.10876
"reservoir.503",0,17268.72
"reservoir.504",0,7357.7082
"reservoir.505",0,234361.2
"reservoir.506",0,41074.884
"reservoir.507",0,10361.232
"reservoir.508",459.064095266508,405814.92
"reservoir.509",0,8264.316
"reservoir.51",0,12088.104
"reservoir.510",1.68038139738152e-15,28318.23384
"reservoir.511",0,143515.398
"reservoir.512",0,40088.1
"reservoir.513",0,8973.567
"reservoir.514",0,18748.896
"reservoir.515",7.44744490883776,1060792.8
"reservoir.516",0,15788.544
"reservoir.517",0,345650.6995
"reservoir.518",6.06202408660967,19007.9268
"reservoir.519",1.55011456534494,7609.33812
"reservoir.52",3567.64319264735,302202.6
"reservoir.520",0,50942.724
"reservoir.521",0,28370.04
"reservoir.522",0,29973.564
"reservoir.523",0,14029.60152
"reservoir.524",0,72935.6724
"reservoir.525",0,11101.32
"reservoir.526",0,413215.8
"reservoir.527",0,44898.672
"reservoir.528",0,85850.208
"reservoir.529",0,54273.12
"reservoir.53",3.45994977322697e-15,25903.08
"reservoir.530",0,34192.0656
"reservoir.531",0,18502.2
"reservoir.532",2025.94197482047,26396.472
"reservoir.533",0,30220.26
"reservoir.534",0,66114.528
"reservoir.535",0,18070.482
"reservoir.536",0,23013.03636
"reservoir.537",0,26297.7936
"reservoir.538",0,11693.3904
"reservoir.539",0,70801.752
"reservoir.54",0,9574.27176
"reservoir.541",650.877994843621,578008.728
"reservoir.542",0,8634.36
"reservoir.543",0,18088.9842
"reservoir.544",0,14481.0552
"reservoir.545",9.79103151921022,45174.97152
"reservoir.546",23100.2858905751,35524.224
"reservoir.547",0,18095.1516
"reservoir.548",0,19118.94
"reservoir.549",65.5811965060608,117797.34
"reservoir.55",0,312070.44
"reservoir.550",0,12914.5356
"reservoir.551",52.8850048540031,6426.4308
"reservoir.552",0,7154.184
"reservoir.553",0,125321.568
"reservoir.554",0,19488.984
"reservoir.555",0,49339.2
"reservoir.556",85146.5203088738,1696035
"reservoir.557",0,26519.82
"reservoir.558",6.43925848315142e-15,12334.8
"reservoir.559",0,2960352
"reservoir.56",0,6414.096
"reservoir.560",0,27087.2208
"reservoir.561",0,12149.778
"reservoir.562",4.01677374789218e-14,13321.584
"reservoir.563",0,12986.07744
"reservoir.564",0,22572.684
"reservoir.565",14.4022133990563,44898.672
"reservoir.566",0,100447.2103
"reservoir.567",0,128281.92
"reservoir.568",4700.33797162278,18502.2
"reservoir.569",0,218942.7
"reservoir.57",0,138149.76
"reservoir.570",0,2811100.92
"reservoir.571",0,15233.478
"reservoir.572",10752.2574027586,81409.68
"reservoir.573",0,8603.523
"reservoir.574",0,24176.208
"reservoir.575",0,647577
"reservoir.576",17.2210030524438,241762.08
"reservoir.577",6.76366217345521e-14,41050.2144
"reservoir.578",0,43171.8
"reservoir.579",5994.6470765934,47982.372
"reservoir.58",16148.9201447396,875770.8
"reservoir.580",0,29295.15
"reservoir.581",0,18008.808
"reservoir.582",0,27247.5732
"reservoir.583",28.0486761356767,73392.06
"reservoir.584",0,88563.864
"reservoir.586",11.5632936567666,11219.73408
"reservoir.587",24792.948,24792.948
"reservoir.588",3.23532304044327e-14,7894.272
"reservoir.589",0,78942.72
"reservoir.59",0,4425726.24
"reservoir.590",0,47020.2576
"reservoir.591",0,37004.4
"reservoir.592",28.9413118943722,28370.04
"reservoir.593",0,84653.7324
"reservoir.594",0,164052.84
"reservoir.595",0,34537.44
"reservoir.596",0,16281.936
"reservoir.597",22752.77208,22752.77208
"reservoir.598",0,31453.74
"reservoir.599",4132.60549528788,17268.72
"reservoir.6",0,112986.768
"reservoir.60",0,6167.4
"reservoir.600",0,34537.44
"reservoir.601",0,71307.4788
"reservoir.602",0,24669.6
"reservoir.603",7.28246166938439,65374.44
"reservoir.604",0,12704.844
"reservoir.605",3512.79650647156,185022
"reservoir.606",3182.06718247941,24422.904
"reservoir.607",0,111013.2
"reservoir.608",0,127418.484
"reservoir.609",0,264889.83
"reservoir.61",0,7154.184
"reservoir.611",0,45731.271
"reservoir.612",0,17207.046
"reservoir.613",0,6596.65104
"reservoir.614",0,119770.908
"reservoir.615",0,12507.4872
"reservoir.616",11.539197026317,36757.704
"reservoir.617",0,11058.1482
"reservoir.618",0,30837
"reservoir.619",0,29850.216
"reservoir.62",0,160352.4
"reservoir.620",1145.96755427733,6969.162
"reservoir.621",0,20969.16
"reservoir.622",0,110889.852
"reservoir.623",16968.6428038793,23436.12
"reservoir.624",31.0340776913088,12334.8
"reservoir.625",0,15665.196
"reservoir.626",6197.08718592232,237321.552
"reservoir.627",0,12951.54
"reservoir.628",0,43418.496
"reservoir.629",0,62290.74
"reservoir.63",0,24669.6
"reservoir.630",0,87330.384
"reservoir.631",2472.51983794683,14431.716
"reservoir.632",0,107251.086
"reservoir.633",0,15023.7864
"reservoir.634",2.22408186734265e-14,12581.496
"reservoir.635",0,573568.2
"reservoir.636",0,42925.104
"reservoir.637",0,27888.9828
"reservoir.638",636.611395112257,21487.2216
"reservoir.639",36941.5277217628,1381497.6
"reservoir.64",0,11212.3332
"reservoir.640",8.076456917155e-15,106696.02
"reservoir.641",0,10607.928
"reservoir.642",0,8140.968
"reservoir.643",0,7563.69936
"reservoir.644",0,189462.528
"reservoir.645",0,88810.56
"reservoir.646",8.20155298820729e-15,15295.152
"reservoir.647",0,205991.16
"reservoir.648",0,16492.86108
"reservoir.649",0,40088.1
"reservoir.65",0,94361.22
"reservoir.650",2740.95592311613,252863.4
"reservoir.651",0,25074.18144
"reservoir.652",9.04562479841358,215410.0133
"reservoir.653",9.44273898839081e-16,69074.88
"reservoir.654",0,16296.73776
"reservoir.655",23.7186315696301,14308.368
"reservoir.656",0,19735.68
"reservoir.657",3.45727345387658e-16,14027.13456
"reservoir.658",24.3098850307074,112246.68
"reservoir.659",0,53039.64
"reservoir.66",4.40545342262764,9251.1
"reservoir.660",0,11241.93672
"reservoir.661",30.3598484091265,7635.2412
"reservoir.662",0,55393.11984
