fips,profit,crop,yield,price,costs
30027,201.3351204655574,Soybean,34.85655896212347,9.56,131.893583212343
16079,639.9914134644314,Soybean,80.74110843899314,9.56,131.893583212343
22035,273.96965461260595,Corn,129.24522415962568,4.3357861635220125,286.40999999999997
5099,129.4314216845808,Barley,62.66851162474595,4.106072013093289,127.89
39001,354.9674802314014,Soybean,48.12707772264393,9.91,121.97185999999999
29201,265.6057052042983,Soybean,39.10974421839539,9.91,121.97185999999999
46009,497.2406977160326,Corn,90.85764224439184,4.331437125748503,-103.69653294069826
1131,60.90943105662305,Wheat,33.366171966004565,4.905849889624724,102.78
17131,402.0997283786512,Soybean,52.884115880792244,9.91,121.98186
29125,256.7222021561708,Soybean,38.21332615097586,9.91,121.97185999999999
40097,249.38995765793396,Soybean,19.692199616715026,10.57,-41.24340770925613
41057,460.91039704311555,Soybean,62.00878454555005,9.56,131.893583212343
6037,713.1810805681724,Cotton,1100.9982325821043,1.30784140969163,726.7499999999999
48223,204.08717259422252,Barley,80.85030450893849,4.106072013093289,127.89
42109,270.6672071829048,Soybean,42.160765864913316,9.75,140.40026
8075,417.92305231272746,Soybean,55.94850757995047,9.54,115.82570999999999
30033,443.48602454396917,Soybean,58.628064417606836,9.54,115.82570999999999
41045,506.5504265688306,Soybean,66.78284621141982,9.56,131.893583212343
22125,149.18651361110386,Barley,67.47970145861363,4.106072013093289,127.89
19033,581.5123485018751,Soybean,70.9883156914102,9.91,121.98186
56015,484.13625459283463,Corn,139.67297183842416,3.9981944444444446,74.30344545059819
18183,574.7779381677975,Soybean,70.30774956284536,9.91,121.97185999999999
38027,579.936146865131,Soybean,53.68961147718443,9.54,-67.73725337279163
8045,420.86898773078116,Soybean,57.8203526091134,9.56,131.893583212343
49003,486.6472897489898,Barley,78.05444971897964,4.233601462522852,-156.19585726230113
38085,548.5227701598991,Soybean,69.63820546749467,9.54,115.82570999999999
48347,81.75231157183276,Rice,4671.347890016219,0.11300000000000002,446.11000000000007
40043,399.72714271978793,Wheat,14.215438494621889,4.506692111959287,-335.66253818803307
21211,299.25724333740686,Soybean,40.77283191460803,10.57,131.71159
13281,244.6168071235873,Soybean,36.63963431061564,10.7,147.42728
40051,523.3317286987735,Wheat,15.591132470660657,4.506692111959287,-453.06729497673484
13271,597.0960896344661,Cotton,856.0044550180853,0.9331695331695331,201.70118804580113
13217,140.60661689824354,Barley,65.3901383224823,4.106072013093289,127.89
5047,190.1082358032744,Soybean,30.44747642415084,10.57,131.72159
38033,244.79583866698422,Soybean,37.801000908488916,9.54,115.82570999999999
54045,430.17783748362865,Soybean,53.1598323068712,10.57,131.72159
36107,518.1188024642728,Soybean,67.54041666300233,9.75,140.40026
17165,345.288658260097,Soybean,47.150405475287286,9.91,121.97185999999999
28097,107.39474120219259,Wheat,42.841657598755035,4.905849889624724,102.78
31141,569.7585557809251,Soybean,69.80226193551212,9.91,121.98186
18145,366.74000976490703,Soybean,49.316031257811,9.91,121.98186
45013,182.63863387808544,Rice,4511.298686188969,0.1645,559.47
40139,590.4361331669718,Wheat,16.028257320808834,4.506692111959287,-518.2017123308289
37119,371.3737601206865,Soybean,48.485143936512756,10.7,147.41728
18045,328.22291300470994,Soybean,45.42934137282643,9.91,121.98186
19085,496.22322357771304,Corn,139.83222917068093,4.331437125748503,109.45128522834716
51085,624.0339711934862,Soybean,49.06442147021619,10.7,-99.04466146217305
29143,402.03141305899226,Soybean,23.984265913176348,9.91,-164.3473378594146
8037,672.4643487186734,Soybean,84.13785898860004,9.56,131.893583212343
47171,503.00713085902123,Soybean,60.05002089489321,10.57,131.72159
18073,333.72694466609556,Soybean,45.984743155004594,9.91,121.98186
27099,812.5094240149951,Corn,255.05378283058573,4.331437125748503,292.24
40031,316.9052717700545,Wheat,21.581772790793185,4.506692111959287,-219.6428665716893
54087,563.0930688505078,Cotton,1081.781093226583,0.9493538713893943,463.9
21067,462.8939509051514,Soybean,47.4913084920927,10.57,39.08917985626839
8027,292.7573573739941,Soybean,44.38977966980493,9.77,140.93079
39057,478.32928320334577,Soybean,54.68226299912464,9.91,63.571943117979465
20121,326.6184818580345,Rice,6838.305149186146,0.11300000000000002,446.11000000000007
5101,258.3908354042384,Soybean,36.90751422935084,10.57,131.72159
26071,423.72308922996433,Soybean,57.858805049227115,9.75,140.40026
45057,199.70571097794777,Soybean,32.44140102597643,10.7,147.41728
48249,585.4665914952509,Corn,44.44817403333422,4.3357861635220125,-392.74881352770205
37001,252.29364932742044,Soybean,37.357096198824344,10.7,147.42728
49017,466.1371740119539,Cotton,979.6527954858707,0.9493538713893943,463.9
48475,524.1629260502816,Rice,6587.434200913565,0.1645,559.47
24019,527.847033903027,Soybean,28.899619882241574,10.7,-218.6211011630421
51007,393.47197006613294,Cotton,963.4069031514379,0.9331695331695331,505.54999999999995
19145,377.0426688729635,Soybean,50.355653771237485,9.91,121.98186
47063,256.192373486291,Soybean,36.6995235086368,10.57,131.72159
21147,455.7828619131044,Cotton,968.7461015639343,0.9493538713893943,463.9
13105,152.13898933662125,Soybean,27.99684760155339,10.7,147.42728
48275,689.460157449184,Wheat,13.085793094622598,4.506692111959287,-630.486516930917
39145,321.53842637851943,Soybean,44.75381295444192,9.91,121.97185999999999
27159,547.5097863204059,Soybean,70.55487654568265,9.75,140.40026
45047,178.6448897844591,Soybean,30.474034559295244,10.7,147.42728
16061,407.3519650766917,Wheat,90.3985552226971,5.272096219931272,69.23791620013796
13093,199.5792688300498,Wheat,61.63239308840308,4.905849889624724,102.78
