fips,profit,crop,yield,price,costs
17153,244.31415516005285,Soybean,36.96125279112541,9.91,121.97185999999999
25011,147.2916188143771,Barley,51.721499329215206,5.112992125984253,117.16000000000001
13147,744.2887846427304,Wheat,48.070618871653146,4.905849889624724,-508.46154435703863
42117,462.88905930129533,Soybean,61.87582762064567,9.75,140.40026
8105,701.4825953381926,Wheat,156.26281482186837,5.272096219931272,122.35
36031,544.2077777151611,Soybean,70.21620899642679,9.75,140.40026
54035,230.69726295139822,Cotton,731.6526364766851,0.9493538713893943,463.9
26117,329.4902317867202,Soybean,48.19389659350976,9.75,140.40026
40125,68.30170002381635,Wheat,22.006642265480565,4.506692111959287,30.875461084734773
28123,214.6706599657224,Cotton,870.2101999927893,0.9055176093916756,573.32
12097,215.20849820376782,Rice,4709.291782393725,0.1645,559.47
31039,466.27470607077123,Soybean,59.35989566808993,9.91,121.98186
45041,416.64352511579733,Soybean,24.404197540744946,10.7,-155.51861142982642
51081,527.4802998533007,Cotton,1107.012459295138,0.9331695331695331,505.54999999999995
13005,564.523812509459,Cotton,984.6463348985801,1.30784140969163,723.2374381719967
10005,269.25352029494996,Soybean,38.94213086868692,10.7,147.42728
26077,687.1381775230956,Soybean,84.87573718185595,9.75,140.40026
35043,280.4801024659114,Cotton,784.0912908234096,0.9493538713893943,463.9
39157,506.32708674269884,Soybean,60.36411322069052,10.57,131.72159
12019,209.7942271100443,Rice,4676.37828030422,0.1645,559.47
41015,2630.7460638846255,Cotton,2567.2042795129682,1.30784140969163,726.7499999999999
37165,452.09721460040817,Soybean,31.152715796937088,10.7,-118.76315557318134
48061,1880.3502517369957,Cotton,1041.3026744347455,1.30784140969163,-518.4914940885939
39069,819.9121457066499,Soybean,59.88654498689302,9.91,-226.43648488654003
17015,439.7253153795633,Soybean,56.680845144254626,9.91,121.98186
39143,656.502593160086,Soybean,62.09220384087115,9.75,-51.10360571159231
22123,546.3939479741757,Soybean,25.73899227289896,10.08,-286.9449058633542
56027,228.42896843702087,Soybean,36.085396062580806,9.54,115.82570999999999
42029,449.4095788862103,Soybean,60.49331680884208,9.75,140.40026
48151,324.82561923813904,Cotton,122.03229589763038,0.9193667157584683,-212.63318814226898
17047,331.86318723353014,Soybean,45.79667479652171,9.91,121.98186
48455,293.9060617899437,Cotton,856.7104190324042,0.9331695331695331,505.54999999999995
4001,458.7751447238893,Cotton,971.8980166726867,0.9493538713893943,463.9
23015,519.8665080738056,Soybean,67.71966852039031,9.75,140.40026
11001,460.9642892139246,Corn,156.0149175128363,4.9799999999999995,315.99000000000007
40109,131.3554025880923,Wheat,21.161305000672684,4.506692111959287,-35.98791626279609
13307,382.7558817677662,Cotton,727.7744010837935,0.9331695331695331,296.3810163443339
42015,651.2744983808946,Soybean,81.19741111598918,9.75,140.40026
5087,96.18174806147668,Barley,54.57082762965799,4.106072013093289,127.89
28115,184.30723927005863,Cotton,836.6786370714874,0.9055176093916756,573.32
28057,232.24793121579523,Barley,87.70862519395686,4.106072013093289,127.89
48037,244.3744323589671,Corn,112.52297838533478,4.9799999999999995,315.99000000000007
40001,35.13567543853759,Wheat,28.112493969742626,4.905849889624724,102.78
12123,226.15177039333457,Rice,4775.816233394131,0.1645,559.47
10003,396.32420876233095,Soybean,50.816961566572985,10.7,147.41728
8097,340.41588855913716,Soybean,49.404756461451896,9.56,131.893583212343
48243,796.4077172127069,Cotton,1164.6348753950567,1.30784140969163,726.7499999999999
38103,276.1560949226065,Soybean,41.08823950970718,9.54,115.82570999999999
22081,152.7218814846671,Rice,5299.39718128024,0.11300000000000002,446.11000000000007
42071,375.45575798202987,Barley,96.34588629201168,5.112992125984253,117.16000000000001
17073,378.4632523950554,Wheat,103.64781753620395,5.036799276672695,143.59
18153,424.1201710896652,Soybean,55.10615853578861,9.91,121.98186
27035,418.46232042329154,Soybean,57.31923901777349,9.75,140.40026
24021,357.59200640927736,Soybean,51.076129888131014,9.75,140.40026
51149,520.3785212385512,Soybean,31.09991370277967,10.7,-187.60944461880877
40047,164.4180379094268,Wheat,25.324424756567318,4.506692111959287,-50.288652619098386
21239,443.55983720096344,Soybean,38.96957972288677,10.57,-31.651379530050292
37073,745.7469243912524,Cotton,1340.9106061801995,0.9331695331695331,505.54999999999995
37017,260.4092366832201,Cotton,820.8146638495803,0.9331695331695331,505.54999999999995
51710,565.370508497236,Cotton,1147.6162373838206,0.9331695331695331,505.54999999999995
45023,442.23708663175137,Wheat,39.399121444408294,4.905849889624724,-248.95091104238983
35045,661.3427452592351,Corn,218.58844267572547,4.3357861635220125,286.40999999999997
28055,292.9326009917901,Corn,133.6188130922912,4.3357861635220125,286.40999999999997
48391,752.2266099609164,Cotton,458.52210239223587,1.30784140969163,-152.55241719348476
56021,445.06079878143464,Corn,177.35275475827038,3.9981944444444446,264.03
32001,286.7065710064171,Wheat,77.588980538703,5.272096219931272,122.35
1129,328.1559786024072,Corn,69.73718131438596,4.9799999999999995,19.13518434323487
35013,1068.2633055622746,Cotton,983.446653757888,0.9193667157584683,-164.11518537322945
