"fips","depthaquif","piezohead0","storagecoef","areaaquif","elevation"
1067.0,50.0,0.0,0.1,1.4719228999999997e8,113.155
1069.0,50.0,0.0,0.1,1.5064735e8,113.155
1071.0,50.0,0.0,0.1,2.9183343e8,187.575
1073.0,50.0,0.0,0.1,2.9106679e8,189.1
1075.0,50.0,0.0,0.1,1.5681414e8,111.325
1077.0,50.0,0.0,0.1,1.8673641e8,163.48
1079.0,50.0,0.0,0.1,1.857548e8,163.48
1081.0,50.0,0.0,0.1,1.5950515e8,222.65
1083.0,50.0,0.0,0.1,1.5726221e8,176.9
1085.0,50.0,0.0,0.1,1.8779312999999997e8,54.9
1087.0,50.0,0.0,0.1,1.5882139e8,138.775
1089.0,50.0,0.0,0.1,2.104893e8,183.0
1091.0,50.0,0.0,0.1,2.5451153e8,68.625
1093.0,50.0,0.0,0.1,1.9258462999999997e8,289.75
1095.0,50.0,0.0,0.1,1.6140362e8,347.7
1097.0,50.0,0.0,0.1,4.2579858999999994e8,64.355
1099.0,530.0613349969551,0.0,0.00044405631490583987,2.6791477999999997e8,125.05
1101.0,50.0,0.0,0.1,2.0717669e8,55.815
1103.0,50.0,0.0,0.1,1.5515394999999997e8,176.9
1105.0,50.0,0.0,0.1,1.8748491999999997e8,51.85
1107.0,50.0,0.0,0.1,2.3054366999999997e8,69.54
1109.0,50.0,0.0,0.1,1.7430959e8,176.9
1111.0,50.0,0.0,0.1,1.5128966999999997e8,227.225
1113.0,50.0,0.0,0.1,1.6762221e8,67.1
1115.0,50.0,0.0,0.1,1.6929275999999997e8,179.95
1117.0,50.0,0.0,0.1,2.0966827e8,140.91
1119.0,50.0,0.0,0.1,2.3654987999999997e8,48.8
1121.0,50.0,0.0,0.1,1.9692028999999997e8,172.325
1123.0,50.0,0.0,0.1,1.9845875e8,231.8
1125.0,50.0,0.0,0.1,3.4997375e8,51.85
1127.0,50.0,0.0,0.1,2.0854421e8,101.87
1129.0,566.7092811815912,0.0,0.0004412749062099821,2.8193963e8,123.525
1131.0,370.442208807612,0.0,0.00027068205714836146,2.3501918999999997e8,123.525
1133.0,50.0,0.0,0.1,1.6365433e8,289.75
4001.0,50.0,0.0,0.1,2.90557596e9,1933.7
4003.0,50.0,0.0,0.1,1.6106174e9,1406.05
4005.0,50.0,0.0,0.1,4.83328706e9,2119.75
4007.0,50.0,0.0,0.1,1.24201637e9,1555.5
4009.0,50.0,0.0,0.1,1.20203713e9,884.5
4011.0,50.0,0.0,0.1,4.7874337e8,1055.3
4012.0,50.0,0.0,0.1,1.16906125e9,129.0
4013.0,50.0,0.0,0.1,2.38911701e9,340.685
4015.0,50.0,0.0,0.1,3.4863083499999995e9,1165.1
4017.0,50.0,0.0,0.1,2.57956748e9,1492.975
4019.0,50.0,0.0,0.1,2.3799769e9,788.12
4021.0,50.0,0.0,0.1,1.3919255699999998e9,428.525
4023.0,50.0,0.0,0.1,3.2067049e8,1520.425
4025.0,50.0,0.0,0.1,2.10513646e9,1680.55
4027.0,50.0,0.0,0.1,1.42944949e9,59.17
5001.0,732.2337887847185,0.0,0.0031140363413196034,2.6774125e8,60.39
5003.0,628.4477994701442,0.0,0.0009305389098847161,2.4359727e8,53.375
5005.0,50.0,0.0,0.1,1.5195789e8,244.0
5007.0,50.0,0.0,0.1,2.2893268999999997e8,414.8
5009.0,50.0,0.0,0.1,1.5587397e8,356.85
5011.0,554.1786128458979,0.0,0.0007424373164109274,1.6910628e8,62.83
5013.0,465.4185554503524,0.0,0.0005549818491414944,1.6379419e8,80.52
5015.0,50.0,0.0,0.1,1.6544919999999997e8,462.99
5017.0,847.7111407338642,0.0,0.0009484105578755719,1.7891461e8,42.7
5019.0,166.6156060295105,0.0,7.827247779840449e-5,2.2865297e8,59.78
5021.0,50.0,0.0,0.1,1.6613296e8,89.365
5023.0,50.0,0.0,0.1,1.5330728e8,167.75
5025.0,674.3415145148092,0.0,0.0009905155325784453,1.5507625e8,80.52
5027.0,379.8619949166916,0.0,0.00042445037306086577,1.9858825e8,96.075
5029.0,50.0,0.0,0.1,1.4676753e8,85.4
5031.0,411.9333140627543,0.0,0.0049603186125762285,1.8458153e8,105.225
5033.0,50.0,0.0,0.1,1.5649816e8,241.865
5035.0,572.4179142313043,0.0,0.005663272462621527,1.6482241999999997e8,171.715
5037.0,506.24053235895127,0.0,0.004618674404018072,1.6117828999999997e8,65.575
5039.0,395.80744556915147,0.0,0.0005264744991875796,1.7304049e8,80.52
5041.0,825.7094818431129,0.0,0.0011093437343747486,2.1225827e8,48.8
5043.0,827.924269806015,0.0,0.0009852344819755328,2.1643594e8,91.5
5045.0,50.0,0.0,0.1,1.7199413e8,96.38
5047.0,50.0,0.0,0.1,1.6048675999999997e8,120.78
5049.0,50.0,0.0,0.1,1.6066547e8,210.45
5051.0,50.0,0.0,0.1,1.9026658e8,207.4
5053.0,479.40904392932833,0.0,0.0030600633655035016,1.6392887e8,88.45
5055.0,50.0,0.0,0.1,1.5010603999999997e8,84.18
5057.0,217.93390741323486,0.0,0.0002035196426955737,1.9196562e8,114.375
5059.0,318.93523699136784,0.0,0.00014691642026325202,1.6114203e8,207.4
5061.0,50.0,0.0,0.1,1.5418528999999997e8,167.75
5063.0,50.0,0.0,0.1,1.9982368e8,174.155
5065.0,50.0,0.0,0.1,1.5126118e8,183.0
5067.0,50.0,0.0,0.1,1.661485e8,67.1
5069.0,679.8680510292018,0.0,0.0009108476707641341,2.3666902e8,65.575
5071.0,50.0,0.0,0.1,1.7682966e8,152.5
5073.0,296.72189319040143,0.0,0.00013600297942163584,1.4117572e8,114.375
5075.0,50.0,0.0,0.1,1.5341606e8,82.045
5077.0,836.7557629895362,0.0,0.0006213148331561094,1.604505e8,71.37
5079.0,919.044299875895,0.0,0.001093811597525756,1.4819462e8,48.8
5081.0,50.0,0.0,0.1,1.4627543e8,91.5
5083.0,50.0,0.0,0.1,1.8947403999999997e8,152.5
5085.0,354.6529626195729,0.0,0.0007480335289318064,2.0793556e8,71.675
5087.0,50.0,0.0,0.1,2.1680372e8,387.35
5089.0,50.0,0.0,0.1,1.6584288e8,244.0
5091.0,308.1617051070783,0.0,0.0001547789794724336,1.6515134999999997e8,91.5
5093.0,596.1720331014938,0.0,0.003073807250736234,2.3823078999999997e8,76.86
5095.0,619.358333042668,0.0,0.0026965330309228546,1.6091669999999997e8,62.525
5097.0,50.0,0.0,0.1,2.0727511e8,212.585
5099.0,286.3261808069964,0.0,9.671466662740345e-5,1.6074575999999997e8,93.94
5101.0,50.0,0.0,0.1,2.1320621e8,356.85
5103.0,534.6295449916812,0.0,0.00017332232222003432,1.9159525e8,35.38
5105.0,50.0,0.0,0.1,1.4517727e8,100.65
5107.0,735.0130016787804,0.0,0.0008808632828630774,1.8838106e8,67.1
5109.0,50.0,0.0,0.1,1.5905966999999997e8,179.035
5111.0,438.29863392140174,0.0,0.00545402657253105,1.9777499e8,69.845
5113.0,50.0,0.0,0.1,2.2337714e8,368.135
5115.0,50.0,0.0,0.1,2.1517202e8,105.53
5117.0,440.68445654003636,0.0,0.0035613733485323103,1.7498299e8,62.22
5119.0,317.89511427072387,0.0,0.0002587839463409971,2.0918394e8,78.385
5121.0,50.0,0.0,0.1,1.6991436e8,100.65
5123.0,530.5500125425895,0.0,0.0012927323893397716,1.6641009e8,71.37
5125.0,159.5993833372731,0.0,0.00022250672931485542,1.8919691e8,86.925
5127.0,50.0,0.0,0.1,2.3260012999999997e8,205.875
5129.0,50.0,0.0,0.1,1.7314409e8,181.475
5131.0,50.0,0.0,0.1,1.4145544e8,136.335
5133.0,50.0,0.0,0.1,1.5055152e8,128.1
5135.0,50.0,0.0,0.1,1.5706796e8,149.45
5137.0,50.0,0.0,0.1,1.5784237e8,234.85
5139.0,634.433409231818,0.0,0.0006601006214090222,2.732968e8,76.86
5141.0,50.0,0.0,0.1,1.8758852e8,167.75
5143.0,50.0,0.0,0.1,2.4667418999999997e8,387.35
5145.0,50.0,0.0,0.1,2.6991684999999994e8,74.725
5147.0,429.67423995684055,0.0,0.004749985196592149,1.5384859e8,62.525
5149.0,50.0,0.0,0.1,2.4575474e8,100.65
6001.0,546.2213666666667,0.0,0.0009198166890194856,2.1272447e8,149.45
6003.0,50.0,0.0,0.1,1.9248362e8,1729.655
6005.0,548.6406511278196,0.0,0.0008778700180651377,1.5694364e8,218.075
6007.0,548.659381584583,0.0,0.0008826911733588371,4.3437667e8,159.21
6009.0,548.6722081967213,0.0,0.0008846202906626728,2.6856487e8,1432.28
6011.0,548.6395297607685,0.0,0.0009324304494893957,2.9949724e8,18.3
6013.0,543.4638404907971,0.0,0.0009253899529588047,2.0817643e8,74.725
6015.0,50.0,0.0,0.1,3.1850266e8,12.2
6017.0,50.0,0.0,0.1,4.6266724e8,576.45
6019.0,599.5286291315156,0.0,0.0008605220949947743,1.5569007999999998e9,100.04
6021.0,548.6357884332291,0.0,0.0009192652668897292,3.4368782e8,241.255
6023.0,50.0,0.0,0.1,1.0495353399999999e9,13.115
6025.0,50.0,0.0,0.1,1.16076548e9,0.0
6027.0,50.0,0.0,0.1,2.64876969e9,1252.94
6029.0,565.7233338254143,0.0,0.0008445929603348322,2.1141237599999998e9,144.875
6031.0,647.1064022544278,0.0,0.0008578739756604822,3.6040626999999994e8,73.81
6033.0,50.0,0.0,0.1,3.4431978e8,410.835
6035.0,50.0,0.0,0.1,1.2225110799999998e9,1265.14
6037.0,50.0,0.0,0.1,1.23049346e9,32.025
6039.0,540.9787908212543,0.0,0.0009078246827858616,5.576969299999999e8,81.74
6041.0,50.0,0.0,0.1,2.1450121e8,4.88
6043.0,548.7640307692308,0.0,0.0009238434168942377,3.7887038e8,1561.6
6045.0,50.0,0.0,0.1,1.0044382599999999e9,24.4
6047.0,533.3686059414218,0.0,0.000912098311641996,5.1243408999999994e8,51.545
6049.0,50.0,0.0,0.1,1.0886805999999998e9,1342.0
6051.0,50.0,0.0,0.1,8.111569199999999e8,1729.655
6053.0,50.0,0.0,0.1,9.7674598e8,22.875
6055.0,50.0,0.0,0.1,2.0424222e8,18.3
6057.0,50.0,0.0,0.1,2.5221419999999997e8,1572.58
6059.0,50.0,0.0,0.1,2.4555012999999997e8,35.075
6061.0,548.6155626582281,0.0,0.0008840777510437982,3.8913713999999994e8,394.06
6063.0,50.0,0.0,0.1,6.7687837e8,1039.745
6065.0,50.0,0.0,0.1,1.8915857799999998e9,256.2
6067.0,546.9999338766836,0.0,0.0009000018709127714,2.5745118e8,5.185
6069.0,548.9428624999999,0.0,0.0009188573194368087,3.6013173e8,85.095
6071.0,50.0,0.0,0.1,5.20715097e9,343.125
6073.0,50.0,0.0,0.1,1.17215112e9,3.965
6075.0,50.0,0.0,0.1,6.005950999999999e7,15.86
6077.0,542.2507300828843,0.0,0.0008899336285995707,3.694635e8,6.71
6079.0,50.0,0.0,0.1,9.3642745e8,97.6
6081.0,50.0,0.0,0.1,1.9190864e8,6.405
6083.0,50.0,0.0,0.1,9.8137172e8,1.525
6085.0,50.0,0.0,0.1,3.3775413e8,20.435
6087.0,50.0,0.0,0.1,1.5725703e8,38.125
6089.0,548.5723709981163,0.0,0.0008389284176096814,9.964817799999999e8,919.575
6091.0,50.0,0.0,0.1,2.4921239e8,1517.375
6093.0,50.0,0.0,0.1,1.6439610599999998e9,800.625
6095.0,547.0367802999973,0.0,0.00094615877484643,2.3470321e8,32.025
6097.0,50.0,0.0,0.1,4.5789905e8,50.935
6099.0,536.2727377672209,0.0,0.0008970110567023197,3.9230470999999994e8,27.755
6101.0,548.6393883002245,0.0,0.0009014460387763401,1.5759891e8,18.3
6103.0,548.6550868721437,0.0,0.0008636750911396435,7.672020299999999e8,104.31
6105.0,50.0,0.0,0.1,8.307683999999999e8,625.25
6107.0,555.8789340259725,0.0,0.0008786192584119838,1.2532103499999998e9,120.475
6109.0,549.5818,0.0,0.0008904583573448381,5.8907737e8,533.445
6111.0,50.0,0.0,0.1,5.719704199999999e8,14.945
6113.0,548.4742668206303,0.0,0.0009395555941522059,2.6510203999999997e8,21.045
6115.0,548.6206731182792,0.0,0.0008720611216663999,1.6674678999999997e8,18.3
8001.0,50.0,0.0,0.1,3.066301e8,1611.315
8003.0,50.0,0.0,0.1,1.8734506e8,2298.48
8005.0,50.0,0.0,0.1,2.0860896e8,1611.315
8007.0,50.0,0.0,0.1,3.5107708999999994e8,2207.59
8009.0,60.495055230870264,0.0,0.164516269310724,6.6235106e8,1343.525
8011.0,56.98518216782722,0.0,0.174999997019768,3.9913972e8,1186.755
8013.0,50.0,0.0,0.1,1.9175583e8,1660.725
8015.0,50.0,0.0,0.1,2.6287205e8,2153.3
8017.0,70.76133156996507,0.0,0.169411269089735,4.6139037e8,1306.62
8019.0,50.0,0.0,0.1,1.0269090999999999e8,2304.275
8021.0,50.0,0.0,0.1,3.3435863999999994e8,2298.48
8023.0,50.0,0.0,0.1,3.1866324e8,2298.48
8025.0,50.0,0.0,0.1,2.0728547e8,1314.55
8027.0,50.0,0.0,0.1,1.9163928e8,2397.3
8029.0,50.0,0.0,0.1,2.9748739999999994e8,1541.775
8031.0,50.0,0.0,0.1,4.004917e7,1611.315
8033.0,50.0,0.0,0.1,2.7663789999999994e8,2041.365
8035.0,50.0,0.0,0.1,2.1830333e8,1921.5
8037.0,50.0,0.0,0.1,4.3817361e8,1981.585
8039.0,29.361639026518787,0.0,0.174999997019768,4.7941418e8,1921.5
8041.0,50.0,0.0,0.1,5.5155345e8,1874.225
8043.0,50.0,0.0,0.1,3.9728787e8,1629.615
8045.0,50.0,0.0,0.1,7.6556256e8,1647.0
8047.0,50.0,0.0,0.1,3.891734e7,2304.275
8049.0,50.0,0.0,0.1,4.8422381e8,2647.4
8051.0,50.0,0.0,0.1,8.442441699999999e8,2337.52
8053.0,50.0,0.0,0.1,2.9090103e8,2745.305
8055.0,50.0,0.0,0.1,4.1264916e8,1897.405
8057.0,50.0,0.0,0.1,4.1982863999999994e8,2470.195
8059.0,50.0,0.0,0.1,2.0047377e8,1719.285
8061.0,56.39108363861733,0.0,0.142454307047801,4.6255587e8,1285.575
8063.0,71.67792363064585,0.0,0.179450858507318,5.5987771e8,1321.87
8065.0,50.0,0.0,0.1,9.943268999999999e7,3098.19
8067.0,50.0,0.0,0.1,4.4022488999999994e8,1997.75
8069.0,55.79283918875235,0.0,0.075000002980232,6.821930499999999e8,1525.305
8071.0,43.06290360866449,0.0,0.125,1.23681565e9,1752.53
8073.0,44.0573041916119,0.0,0.183906996925487,6.698827799999999e8,1695.8
8075.0,44.80148140901171,0.0,0.135017085196637,4.7781874e8,1201.395
8077.0,50.0,0.0,0.1,8.6535008e8,1480.775
8079.0,50.0,0.0,0.1,2.2731912e8,2592.5
8081.0,50.0,0.0,0.1,1.23048569e9,1916.925
8083.0,50.0,0.0,0.1,5.2839885e8,1883.985
8085.0,50.0,0.0,0.1,5.808334e8,1778.15
8087.0,50.0,0.0,0.1,3.3507866e8,1317.905
8089.0,50.0,0.0,0.1,3.288523e8,1274.29
8091.0,50.0,0.0,0.1,1.4043239e8,2670.58
8093.0,50.0,0.0,0.1,5.7255835e8,2358.565
8095.0,82.56423386532049,0.0,0.169386750090801,1.7820236e8,1142.53
8097.0,50.0,0.0,0.1,2.520588e8,2418.04
8099.0,65.31691900817178,0.0,0.13174157154607,4.2587888e8,1103.185
8101.0,50.0,0.0,0.1,6.210302e8,1414.895
8103.0,50.0,0.0,0.1,8.347077899999999e8,1903.81
8105.0,50.0,0.0,0.1,2.3629606e8,2404.62
8107.0,50.0,0.0,0.1,6.1334826e8,2064.85
8109.0,50.0,0.0,0.1,8.210921599999999e8,2347.585
8111.0,50.0,0.0,0.1,1.0056193e8,2843.21
8113.0,50.0,0.0,0.1,3.3375257999999994e8,2140.185
8115.0,83.68596294063548,0.0,0.149665248232095,1.422946e8,1058.045
8117.0,50.0,0.0,0.1,1.6039352e8,2764.825
8119.0,50.0,0.0,0.1,1.4477064e8,2096.875
8121.0,61.65980248806291,0.0,0.171371511708718,6.536901e8,1422.215
8123.0,45.485275614444674,0.0,0.076519435742877,1.0403512e9,1419.165
8125.0,88.78489623982394,0.0,0.16739662091314,6.134932999999999e8,1090.375
9001.0,50.0,0.0,0.1,2.1676228e8,2.135
9003.0,50.0,0.0,0.1,1.9441058e8,51.545
9005.0,50.0,0.0,0.1,2.4464103999999997e8,396.5
9007.0,50.0,0.0,0.1,1.1371654e8,112.545
9009.0,50.0,0.0,0.1,2.2327353999999997e8,3.66
9011.0,50.0,0.0,0.1,1.998703e8,12.2
9013.0,50.0,0.0,0.1,1.0801595e8,198.25
9015.0,50.0,0.0,0.1,1.3505295999999997e8,109.8
10001.0,50.0,0.0,0.1,2.0676747e8,9.15
10003.0,50.0,0.0,0.1,1.27946e8,22.57
10005.0,50.0,0.0,0.1,3.0986501e8,15.25
11001.0,50.0,0.0,0.1,1.7700059999999996e7,3.05
12001.0,50.0,0.0,0.1,2.5092178999999997e8,26.23
12003.0,50.0,0.0,0.1,1.5254322999999997e8,39.04
12005.0,50.0,0.0,0.1,2.6758584999999997e8,3.965
12007.0,50.0,0.0,0.1,7.782690999999999e7,39.04
12009.0,50.0,0.0,0.1,4.03263e8,9.15
12011.0,50.0,0.0,0.1,3.4262074e8,4.88
12013.0,50.0,0.0,0.1,1.4874628999999997e8,39.65
12015.0,50.0,0.0,0.1,2.2229969999999997e8,3.05
12017.0,50.0,0.0,0.1,2.0028211e8,15.25
12019.0,50.0,0.0,0.1,1.6667944999999997e8,6.1
12021.0,50.0,0.0,0.1,5.970001799999999e8,1.22
12023.0,50.0,0.0,0.1,2.0754447e8,59.475
12027.0,50.0,0.0,0.1,1.6562531999999997e8,19.215
12029.0,50.0,0.0,0.1,2.2368534999999997e8,12.81
12031.0,50.0,0.0,0.1,2.3787855e8,7.32
12033.0,50.0,0.0,0.1,2.265473e8,34.16
12035.0,50.0,0.0,0.1,1.4784238e8,1.525
12037.0,50.0,0.0,0.1,2.6586090999999997e8,3.05
12039.0,50.0,0.0,0.1,1.3688926999999997e8,74.725
12041.0,50.0,0.0,0.1,9.200715999999999e7,12.81
12043.0,50.0,0.0,0.1,2.5559415e8,6.71
12045.0,50.0,0.0,0.1,1.9569003999999997e8,3.965
12047.0,50.0,0.0,0.1,1.3443653999999997e8,57.95
12049.0,50.0,0.0,0.1,1.6533006e8,36.295
12051.0,50.0,0.0,0.1,3.0821e8,4.88
12053.0,50.0,0.0,0.1,1.5255618e8,73.2
12055.0,50.0,0.0,0.1,2.8646176999999994e8,40.565
12057.0,50.0,0.0,0.1,3.2783183999999994e8,5.795
12059.0,50.0,0.0,0.1,1.2666395e8,15.25
12061.0,50.0,0.0,0.1,1.5980559e8,6.1
12063.0,50.0,0.0,0.1,2.4723103999999997e8,39.65
12065.0,50.0,0.0,0.1,1.6486386e8,45.14
12067.0,50.0,0.0,0.1,1.4190869e8,12.81
12069.0,50.0,0.0,0.1,2.9965263999999994e8,38.125
12071.0,50.0,0.0,0.1,3.1402713999999994e8,4.575
12073.0,50.0,0.0,0.1,1.8176361e8,16.775
12075.0,50.0,0.0,0.1,3.6591261e8,2.135
12077.0,50.0,0.0,0.1,2.1836808e8,16.775
12079.0,50.0,0.0,0.1,1.8536112e8,57.95
12081.0,50.0,0.0,0.1,2.3120412e8,6.1
12083.0,50.0,0.0,0.1,4.3061599e8,7.625
12085.0,50.0,0.0,0.1,1.9498297e8,3.05
12086.0,50.0,0.0,0.1,6.2967562e8,2.135
12087.0,50.0,0.0,0.1,9.680176799999999e8,1.525
12089.0,50.0,0.0,0.1,1.8801328e8,7.625
12091.0,50.0,0.0,0.1,2.8025872e8,18.3
12093.0,50.0,0.0,0.1,2.3100468999999997e8,13.725
12095.0,50.0,0.0,0.1,2.5984434e8,32.94
12097.0,50.0,0.0,0.1,3.9003069e8,19.825
12099.0,50.0,0.0,0.1,6.1719959e8,4.575
12101.0,50.0,0.0,0.1,2.2492855e8,57.95
12103.0,50.0,0.0,0.1,1.5750566999999997e8,2.44
12105.0,50.0,0.0,0.1,5.2073244999999994e8,65.27
12107.0,50.0,0.0,0.1,2.1417228e8,6.1
12109.0,50.0,0.0,0.1,2.1277627e8,4.575
12111.0,50.0,0.0,0.1,1.7822049e8,7.625
12113.0,50.0,0.0,0.1,3.0400901999999994e8,34.16
12115.0,50.0,0.0,0.1,1.8786306e8,6.1
12117.0,50.0,0.0,0.1,8.943011e7,5.185
12119.0,50.0,0.0,0.1,1.5017597e8,22.875
12121.0,50.0,0.0,0.1,1.7929534e8,59.475
12123.0,50.0,0.0,0.1,3.191398e8,12.81
12125.0,50.0,0.0,0.1,6.468525e7,39.04
12127.0,50.0,0.0,0.1,3.7100195999999994e8,9.15
12129.0,50.0,0.0,0.1,1.9055406999999997e8,5.185
12131.0,50.0,0.0,0.1,3.2105381e8,70.15
12133.0,50.0,0.0,0.1,1.5953105e8,39.65
13001.0,50.0,0.0,0.1,1.3267534e8,51.85
13003.0,50.0,0.0,0.1,8.923326999999999e7,88.45
13005.0,50.0,0.0,0.1,7.402737999999999e7,60.39
13007.0,50.0,0.0,0.1,9.042726e7,53.375
13009.0,50.0,0.0,0.1,6.925919e7,109.8
13011.0,50.0,0.0,0.1,6.057750999999999e7,448.35
13013.0,50.0,0.0,0.1,4.220146e7,213.5
13015.0,50.0,0.0,0.1,1.2175848999999999e8,229.36
13017.0,50.0,0.0,0.1,6.576269e7,113.155
13019.0,50.0,0.0,0.1,1.1859092e8,88.45
13021.0,50.0,0.0,0.1,6.614083e7,107.97
13023.0,50.0,0.0,0.1,5.675467e7,122.0
13025.0,50.0,0.0,0.1,1.1582479999999999e8,44.225
13027.0,50.0,0.0,0.1,1.289302e8,51.85
13029.0,50.0,0.0,0.1,1.1770514e8,6.71
13031.0,50.0,0.0,0.1,1.7835516999999997e8,57.95
13033.0,50.0,0.0,0.1,2.1625981999999997e8,44.225
13035.0,50.0,0.0,0.1,4.870236e7,199.775
13037.0,50.0,0.0,0.1,7.344722e7,103.7
13039.0,50.0,0.0,0.1,2.0250174e8,3.965
13043.0,50.0,0.0,0.1,6.445474e7,57.95
13045.0,50.0,0.0,0.1,1.3049456e8,300.425
13047.0,50.0,0.0,0.1,4.207714e7,202.825
13049.0,50.0,0.0,0.1,2.0263383e8,3.965
13051.0,50.0,0.0,0.1,1.6375534e8,14.03
13053.0,50.0,0.0,0.1,6.505303e7,117.425
13055.0,50.0,0.0,0.1,8.121204e7,244.0
13057.0,50.0,0.0,0.1,1.1251218999999999e8,265.35
13059.0,50.0,0.0,0.1,3.1349359999999996e7,213.5
13061.0,50.0,0.0,0.1,5.626257e7,103.7
13063.0,50.0,0.0,0.1,3.738147e7,283.65
13065.0,50.0,0.0,0.1,2.1341340999999997e8,51.85
13067.0,50.0,0.0,0.1,8.923068e7,308.05
13069.0,50.0,0.0,0.1,1.5608635e8,73.2
13071.0,50.0,0.0,0.1,1.4416975999999997e8,103.7
13073.0,50.0,0.0,0.1,7.96684e7,44.225
13075.0,50.0,0.0,0.1,6.039879999999999e7,73.2
13077.0,50.0,0.0,0.1,1.1546737999999999e8,301.95
13079.0,50.0,0.0,0.1,8.455054999999999e7,107.97
13081.0,50.0,0.0,0.1,7.276605e7,93.94
13083.0,50.0,0.0,0.1,4.510743999999999e7,243.085
13085.0,50.0,0.0,0.1,5.553218999999999e7,436.15
13087.0,50.0,0.0,0.1,1.6140103e8,36.6
13089.0,50.0,0.0,0.1,7.022526e7,308.05
13091.0,50.0,0.0,0.1,1.3030548999999999e8,122.0
13093.0,50.0,0.0,0.1,1.0289551999999999e8,93.94
13095.0,50.0,0.0,0.1,8.666917e7,54.9
13097.0,50.0,0.0,0.1,5.206677e7,371.795
13099.0,50.0,0.0,0.1,1.3373465e8,91.5
13101.0,50.0,0.0,0.1,1.0896648e8,51.85
13103.0,50.0,0.0,0.1,1.2507887e8,57.95
13105.0,50.0,0.0,0.1,9.692298e7,210.45
13107.0,50.0,0.0,0.1,1.7875662e8,99.125
13109.0,50.0,0.0,0.1,4.839932999999999e7,51.85
13111.0,50.0,0.0,0.1,1.0151764e8,584.685
13113.0,50.0,0.0,0.1,5.162388e7,301.95
13115.0,50.0,0.0,0.1,1.3428372999999997e8,194.285
13117.0,50.0,0.0,0.1,6.401703e7,396.5
13119.0,50.0,0.0,0.1,6.901055e7,210.45
13121.0,50.0,0.0,0.1,1.3838888e8,308.05
13123.0,50.0,0.0,0.1,1.1169375e8,439.2
13125.0,50.0,0.0,0.1,3.741254999999999e7,155.55
13127.0,50.0,0.0,0.1,1.5157975e8,3.965
13129.0,50.0,0.0,0.1,9.273236e7,198.25
13131.0,50.0,0.0,0.1,1.1920734e8,80.825
13133.0,50.0,0.0,0.1,1.0520839e8,210.45
13135.0,50.0,0.0,0.1,1.1312601999999999e8,289.75
13137.0,50.0,0.0,0.1,7.226876999999999e7,448.35
13139.0,50.0,0.0,0.1,1.1118611e8,356.85
13141.0,50.0,0.0,0.1,1.2397812e8,179.95
13143.0,50.0,0.0,0.1,7.334362e7,298.9
13145.0,50.0,0.0,0.1,1.2249664e8,175.375
13147.0,50.0,0.0,0.1,6.655005e7,210.45
13149.0,50.0,0.0,0.1,7.798231e7,301.95
13151.0,50.0,0.0,0.1,8.457645e7,283.65
13153.0,50.0,0.0,0.1,9.839928e7,107.97
13155.0,50.0,0.0,0.1,9.395484e7,113.155
13157.0,50.0,0.0,0.1,8.88629e7,280.6
13159.0,50.0,0.0,0.1,9.672614e7,199.775
13161.0,50.0,0.0,0.1,8.686859999999999e7,36.6
13163.0,50.0,0.0,0.1,1.3718453e8,99.125
13165.0,50.0,0.0,0.1,9.128973e7,59.475
13167.0,50.0,0.0,0.1,7.940681e7,65.575
