"fips","year","obsirrigation","estirrigation"
"13181",2010,0.0,0.0
"13183",2010,635.9923200000001,0.0
"13185",2010,2198.32128,0.0
"13187",2010,387.12576,0.0
"13189",2010,5654.801280000001,0.0
"13191",2010,345.648,0.0
"13193",2010,25702.385280000002,12218.599603960394
"13195",2010,414.77759999999995,0.0
"13197",2010,2046.23616,988.1296551724139
"13199",2010,290.34432,0.0
"13201",2010,63585.40608000001,55642.339331436706
"13205",2010,84047.76767999999,69987.57127991675
"13207",2010,884.85888,0.0
"13209",2010,1106.0736000000002,611.7741176470589
"13211",2010,2751.35808,0.0
"13213",2010,317.99616000000003,0.0
"13215",2010,1202.8550400000001,0.0
"13217",2010,1133.72544,0.0
"13219",2010,5558.01984,0.0
"13221",2010,428.60352,0.0
"13223",2010,1175.2032,0.0
"13225",2010,9622.840320000001,0.0
"13227",2010,152.08512,0.0
"13229",2010,3152.3097599999996,8104.438801890639
"13231",2010,1921.80288,0.0
"13233",2010,359.47391999999996,0.0
"13235",2010,21969.38688,21975.87
"13237",2010,649.81824,0.0
"13239",2010,345.648,0.0
"13241",2010,580.68864,0.0
"13243",2010,33431.07456,23167.547774294668
"13245",2010,1244.3328000000001,0.0
"13247",2010,981.64032,0.0
"13249",2010,553.0368000000001,0.0
"13251",2010,4935.85344,4199.551034482758
"13253",2010,61635.95136,47510.54084006462
"13255",2010,580.68864,0.0
"13257",2010,3166.1356800000003,0.0
"13259",2010,1327.28832,1327.68
"13261",2010,49911.571200000006,37952.540685224834
"13263",2010,13.82592,0.0
"13265",2010,0.0,0.0
"13267",2010,6650.267519999999,13725.123794485711
"13269",2010,3041.7024000000006,0.0
"13271",2010,5627.14944,5628.81
"13273",2010,33334.29312,20330.323866906474
"13275",2010,4244.55744,5093.626275238467
"13277",2010,14862.864,14120.182736085733
"13279",2010,9691.96992,5374.479661657667
"13281",2010,235.04064000000002,0.0
"13283",2010,1603.80672,1604.2799999999997
"13285",2010,179.73695999999998,0.0
"13287",2010,11793.509759999999,11040.413444180522
"13289",2010,594.51456,0.0
"13291",2010,539.21088,0.0
"13293",2010,483.90719999999993,0.0
"13295",2010,13.82592,0.0
"13297",2010,4133.9500800000005,0.0
"13299",2010,1797.3696,2168.3483637990967
"13301",2010,0.0,0.0
"13303",2010,10563.002879999998,1598.3697190663133
"13305",2010,1507.02528,1302.3113609467457
"13307",2010,10936.302720000002,10939.53
"13309",2010,2986.39872,1616.0695081967217
"13311",2010,69.12960000000001,0.0
"13313",2010,815.7292799999999,0.0
"13315",2010,10576.828800000001,10003.077630060394
"13317",2010,110.60736,0.0
"13319",2010,69.12960000000001,0.0
"13321",2010,22702.160640000002,19943.03730769231
"16001",2010,1.04167246464e6,66107.48356495467
"16003",2010,103307.27424,0.0
"16005",2010,185834.19072,10696.569377916017
"16007",2010,242119.51103999998,0.0
"16009",2010,1811.19552,0.0
"16011",2010,1.303784256e6,334223.98776662484
"16013",2010,132410.83583999999,0.0
"16015",2010,7465.996800000001,0.0
"16017",2010,7244.78208,887.3779591836734
"16019",2010,865073.98848,97661.83362204726
"16021",2010,136254.4416,0.0
"16023",2010,220979.67936,0.0
"16025",2010,227422.55808000002,0.0
"16027",2010,965809.6415999999,278163.47507739934
"16029",2010,376659.53856,35677.877583673464
"16031",2010,1.10408266752e6,309738.9264974619
"16033",2010,133033.00224,0.0
"16035",2010,29283.29856,0.0
"16037",2010,123645.20256,0.0
"16039",2010,491622.06336,113599.70407294831
"16041",2010,303216.25152,0.0
"16043",2010,483672.15935999993,81909.97009029346
"16045",2010,643610.40192,0.0
"16047",2010,550783.17504,0.0
"16049",2010,2972.5728,116.79672667757774
"16051",2010,1.92694612224e6,208661.94966170503
"16053",2010,1.66328582784e6,482849.2264340425
"16055",2010,37260.8544,9317.9625
"16057",2010,3650.0428800000004,533.4260425531915
"16059",2010,322710.79871999996,0.0
"16061",2010,898.6848,60.80648994515539
"16063",2010,382245.21024,48384.80990740741
"16065",2010,651587.95776,132629.69999999998
"16067",2010,860704.9977599999,371335.3556869565
"16069",2010,3014.05056,519.22779588944
"16071",2010,242575.76639999996,0.0
"16073",2010,762333.5769600001,168457.2828667791
"16075",2010,326443.79712,34459.00869346734
"16077",2010,599049.46176,177701.57462068964
"16079",2010,1161.37728,0.0
"16081",2010,244704.95808,20051.298315301392
"16083",2010,1.33015028544e6,323406.967689988
"16085",2010,91195.76831999999,0.0
"16087",2010,277887.16608,16975.21648854962
"17001",2010,1147.55136,0.0
"17003",2010,304.17024,23825.744229384727
"17005",2010,69.12960000000001,18424.757155270414
"17007",2010,663.64416,143609.0117147104
"17009",2010,13.82592,0.0
"17011",2010,2032.41024,225409.26851976966
"17013",2010,0.0,0.0
"17015",2010,2530.14336,43002.07017227392
"17017",2010,3124.65792,0.0
"17019",2010,3954.2131199999994,577482.2778069614
"17021",2010,193.56288,0.0
"17023",2010,4341.33888,214167.0539210109
"17025",2010,27.65184,179013.99628854686
"17027",2010,635.9923200000001,68907.42346772483
"17029",2010,290.34432,162056.1572170816
"17031",2010,5087.9385600000005,0.0
"17033",2010,4189.25376,206483.88621250357
"17035",2010,0.0,80032.82599461381
"17037",2010,400.95168,323301.7624080424
"17039",2010,110.60736,25052.35074111397
"17041",2010,124.43328,198854.42570855626
"17043",2010,2889.61728,0.0
"17045",2010,207.38879999999997,448155.8151529863
"17047",2010,96.78144,122375.25361343192
"17049",2010,235.04064000000002,82628.37515231782
"17051",2010,124.43328,96634.0262822301
"17053",2010,511.55904,280079.3747071474
"17055",2010,276.51840000000004,169771.2909088475
"17057",2010,110.60736,0.0
"17059",2010,31882.57152,257034.8430425091
"17061",2010,13.82592,0.0
"17063",2010,110.60736,284015.732170741
"17065",2010,41.47776,264081.70865354384
"17067",2010,235.04064000000002,0.0
"17069",2010,41.47776,21442.50967458857
"17071",2010,4507.24992,0.0
"17073",2010,829.5551999999999,131087.14330779546
"17075",2010,2737.53216,761978.6995999293
"17077",2010,677.4700799999999,149885.18515810967
"17079",2010,27.65184,260971.62309211146
"17081",2010,82.95552,200626.27569421026
"17083",2010,124.43328,0.0
"17085",2010,511.55904,7866.926602326334
"17087",2010,69.12960000000001,30596.325274865158
"17089",2010,2820.48768,127041.41655729375
"17091",2010,8696.50368,332016.71247329423
"17093",2010,1050.76992,151358.64295068878
"17095",2010,262.69248,0.0
"17097",2010,4313.68704,36131.03327707583
"17099",2010,566.86272,611823.4194295886
"17101",2010,10728.913919999999,155620.57561565525
"17103",2010,15056.42688,317660.64994037175
"17105",2010,262.69248,847127.7924317697
"17107",2010,82.95552,34757.20231428891
"17109",2010,138.25920000000002,0.0
"17111",2010,4866.72384,173738.89299362668
"17113",2010,608.34048,586776.3379954076
"17115",2010,470.08128000000005,0.0
"17117",2010,207.38879999999997,0.0
"17119",2010,857.20704,0.0
"17121",2010,359.47391999999996,156868.0599594658
"17123",2010,207.38879999999997,132728.06646745655
"17125",2010,82540.7424,0.0
"17127",2010,6138.70848,78147.36063964388
"17129",2010,1189.02912,0.0
"17131",2010,1742.06592,7.14172131147541
"17133",2010,2599.27296,102862.97783072887
"17135",2010,235.04064000000002,0.0
"17137",2010,539.21088,0.0
"17139",2010,470.08128000000005,50816.52281398961
"17141",2010,442.42944,250598.63889707893
"17143",2010,1880.3251200000002,58595.41499626047
"17145",2010,55.30368,138000.3222173011
"17147",2010,248.86656,119968.21664231559
"17149",2010,483.90719999999993,0.0
"17151",2010,0.0,30557.9603670108
"17153",2010,41.47776,33455.40958958617
"17155",2010,138.25920000000002,38999.72613169247
"17157",2010,442.42944,193354.61790073666
"17159",2010,69.12960000000001,170706.3628706078
"17161",2010,871.03296,38266.78884018554
"17163",2010,1825.0214400000002,7303.284980792678
"17165",2010,152.08512,172555.6794602457
"17167",2010,456.25536000000005,0.0
"17169",2010,317.99616000000003,0.0
"17171",2010,3124.65792,0.0
"17173",2010,138.25920000000002,17125.150604358012
"17175",2010,27.65184,13537.787080122622
"17177",2010,290.34432,106442.97093365922
"17179",2010,18305.51808,104486.88315001402
"17181",2010,193.56288,35849.97476407955
"17183",2010,622.1664000000001,446680.8565317779
"17185",2010,1659.1103999999998,142269.04841396707
"17187",2010,69.12960000000001,0.0
"17189",2010,138.25920000000002,205269.93442067367
"17191",2010,2281.2767999999996,372428.16308818286
"17193",2010,26448.984959999998,409734.0412013589
"17195",2010,24430.40064,217637.28571422902
"17197",2010,3027.87648,244770.11047657128
"17199",2010,442.42944,64632.08438253196
"17201",2010,718.9478399999999,141487.6615439195
"17203",2010,193.56288,251540.97703262095
"18001",2010,0.0,245724.98981776705
"18003",2010,82.95552,480125.6343248249
"18005",2010,7507.47456,215963.80875112957
"18007",2010,96.78144,305908.4473036301
"18009",2010,0.0,126633.14671049453
"18011",2010,553.0368000000001,281606.9445710273
"18013",2010,0.0,0.0
"18015",2010,0.0,191592.72690990788
"18017",2010,96.78144,150977.93820003408
"18019",2010,0.0,98790.24120010623
"18021",2010,0.0,180386.49431494848
"18023",2010,41.47776,174183.81476610943
"18025",2010,0.0,0.0
"18027",2010,317.99616000000003,109092.5725280681
"18029",2010,0.0,40297.76700083215
"18031",2010,0.0,287209.3160862655
"18033",2010,359.47391999999996,292878.8698016831
"18035",2010,110.60736,273691.7207741777
"18037",2010,0.0,119567.15207920369
"18039",2010,14862.864,157201.93914175098
"18041",2010,41.47776,118009.5953615452
"18043",2010,0.0,0.0
"18045",2010,248.86656,185363.9344366423
"18047",2010,13.82592,137716.02321032807
"18049",2010,6484.35648,221015.71810662
"18051",2010,829.5551999999999,284115.6588844877
"18053",2010,0.0,313433.41378710396
"18055",2010,41.47776,135541.67509221568
"18057",2010,649.81824,173667.64026987395
"18059",2010,69.12960000000001,176390.6838610457
"18061",2010,0.0,81827.86109380572
"18063",2010,0.0,230105.20643528295
"18065",2010,152.08512,197048.2619464544
"18067",2010,0.0,116695.53352098497
"18069",2010,0.0,357023.9908863863
"18071",2010,2350.4064,277782.7886608704
"18073",2010,21402.52416,295088.84382428654
"18075",2010,55.30368,258340.04947633456
"18077",2010,0.0,123214.76027671267
"18079",2010,0.0,196223.3078573209
"18081",2010,456.25536000000005,150610.04969802243
"18083",2010,7369.21536,219159.93906863805
"18085",2010,14517.216,340818.8915313669
"18087",2010,19950.80256,131922.901608845
"18089",2010,11254.29888,97938.44625626472
"18091",2010,22715.986559999998,269452.301994047
"18093",2010,0.0,66992.71767244888
"18095",2010,179.73695999999998,300225.6308083671
"18097",2010,442.42944,31731.482360213475
"18099",2010,3415.0022400000003,267497.0565500399
"18101",2010,13.82592,35440.20533824
"18103",2010,470.08128000000005,219593.21729066115
"18105",2010,0.0,24236.48544966935
"18107",2010,0.0,311186.6228394257
"18109",2010,0.0,158840.70459318373
"18111",2010,3981.86496,194162.51132879473
"18113",2010,6774.7008000000005,247775.88453371503
"18115",2010,235.04064000000002,13035.139177931005
"18117",2010,0.0,68589.20071467469
"18119",2010,0.0,67158.67091812119
"18121",2010,1147.55136,164044.41576630212
"18123",2010,0.0,41272.893825211155
"18125",2010,0.0,87235.88963183196
"18127",2010,1520.8512000000003,162578.09155584942
"18129",2010,4769.942400000001,355776.28254479537
"18131",2010,4645.50912,224378.7619187209
"18133",2010,0.0,185328.3241769758
"18135",2010,0.0,382771.67578851583
"18137",2010,0.0,209080.39856691402
"18139",2010,0.0,306355.97755492403
"18141",2010,10563.002879999998,0.0
"18143",2010,0.0,74005.17401433435
"18145",2010,1368.76608,294544.7357457152
"18147",2010,829.5551999999999,205674.78586721074
