"fips","name","state","soy_revenue","soy_opcost","soy_opcost_full"
"01107","Pickens","AL",310.29999999999995,147.42728,147.42728
"01109","Pike","AL",310.29999999999995,147.42728,147.42728
"01111","Randolph","AL",310.29999999999995,147.42728,147.42728
"01113","Russell","AL",310.29999999999995,147.42728,147.42728
"01115","St Clair","AL",327.67,131.72159,131.72159
"01117","Shelby","AL",327.67,131.72159,131.72159
"01119","Sumter","AL",310.29999999999995,147.42728,147.42728
"01121","Talladega","AL",310.29999999999995,147.42728,147.42728
"01123","Tallapoosa","AL",310.29999999999995,147.42728,147.42728
"01125","Tuscaloosa","AL",310.29999999999995,147.42728,147.42728
"01127","Walker","AL",327.67,131.72159,131.72159
"01129","Washington","AL",310.29999999999995,147.42728,147.42728
"01131","Wilcox","AL",310.29999999999995,147.42728,147.42728
"01133","Winston","AL",327.67,131.72159,131.72159
"04001","Apache","AZ",NA,NA,131.893583212343
"04003","Cochise","AZ",NA,NA,131.893583212343
"04005","Coconino","AZ",NA,NA,131.893583212343
"04007","Gila","AZ",NA,NA,131.893583212343
"04009","Graham","AZ",NA,NA,131.893583212343
"04011","Greenlee","AZ",NA,NA,131.893583212343
"04012","La Paz","AZ",NA,NA,131.893583212343
"04013","Maricopa","AZ",NA,NA,131.893583212343
"04015","Mohave","AZ",NA,NA,131.893583212343
"04017","Navajo","AZ",NA,NA,131.893583212343
"04019","Pima","AZ",NA,NA,131.893583212343
"04021","Pinal","AZ",NA,NA,131.893583212343
"04023","Santa Cruz","AZ",NA,NA,131.893583212343
"04025","Yavapai","AZ",NA,NA,131.893583212343
"04027","Yuma","AZ",NA,NA,131.893583212343
"05001","Arkansas","AR",332.64,159.43928,159.43928
"05003","Ashley","AR",332.64,159.43928,159.43928
"05005","Baxter","AR",327.67,131.72159,131.72159
"05007","Benton","AR",327.67,131.72159,131.72159
"05009","Boone","AR",327.67,131.72159,131.72159
"05011","Bradley","AR",310.29999999999995,147.42728,147.42728
"05013","Calhoun","AR",310.29999999999995,147.42728,147.42728
"05015","Carroll","AR",327.67,131.72159,131.72159
"05017","Chicot","AR",332.64,159.43928,159.43928
"05019","Clark","AR",310.29999999999995,147.42728,147.42728
"05021","Clay","AR",332.64,159.43928,159.43928
"05023","Cleburne","AR",327.67,131.72159,131.72159
"05025","Cleveland","AR",310.29999999999995,147.42728,147.42728
"05027","Columbia","AR",310.29999999999995,147.42728,147.42728
"05029","Conway","AR",327.67,131.72159,131.72159
"05031","Craighead","AR",332.64,159.43928,159.43928
"05033","Crawford","AR",327.67,131.72159,131.72159
"05035","Crittenden","AR",332.64,159.43928,159.43928
"05037","Cross","AR",332.64,159.43928,159.43928
"05039","Dallas","AR",310.29999999999995,147.42728,147.42728
"05041","Desha","AR",332.64,159.43928,159.43928
"05043","Drew","AR",332.64,159.43928,159.43928
"05045","Faulkner","AR",327.67,131.72159,131.72159
"05047","Franklin","AR",327.67,131.72159,131.72159
"05049","Fulton","AR",327.67,131.72159,131.72159
"05051","Garland","AR",327.67,131.72159,131.72159
"05053","Grant","AR",327.67,131.72159,131.72159
"05055","Greene","AR",332.64,159.43928,159.43928
"05057","Hempstead","AR",327.67,131.72159,131.72159
"05059","Hot Spring","AR",327.67,131.72159,131.72159
"05061","Howard","AR",327.67,131.72159,131.72159
"05063","Independence","AR",332.64,159.43928,159.43928
"05065","Izard","AR",327.67,131.72159,131.72159
"05067","Jackson","AR",332.64,159.43928,159.43928
"05069","Jefferson","AR",332.64,159.43928,159.43928
"05071","Johnson","AR",327.67,131.72159,131.72159
"05073","Lafayette","AR",327.67,131.72159,131.72159
"05075","Lawrence","AR",332.64,159.43928,159.43928
"05077","Lee","AR",332.64,159.43928,159.43928
"05079","Lincoln","AR",332.64,159.43928,159.43928
"05081","Little River","AR",327.67,131.72159,131.72159
"05083","Logan","AR",327.67,131.72159,131.72159
"05085","Lonoke","AR",332.64,159.43928,159.43928
"05087","Madison","AR",327.67,131.72159,131.72159
"05089","Marion","AR",327.67,131.72159,131.72159
"05091","Miller","AR",327.67,131.72159,131.72159
"05093","Mississippi","AR",332.64,159.43928,159.43928
"05095","Monroe","AR",332.64,159.43928,159.43928
"05097","Montgomery","AR",327.67,131.72159,131.72159
"05099","Nevada","AR",310.29999999999995,147.42728,147.42728
"05101","Newton","AR",327.67,131.72159,131.72159
"05103","Ouachita","AR",310.29999999999995,147.42728,147.42728
"05105","Perry","AR",327.67,131.72159,131.72159
"05107","Phillips","AR",332.64,159.43928,159.43928
"05109","Pike","AR",327.67,131.72159,131.72159
"05111","Poinsett","AR",332.64,159.43928,159.43928
"05113","Polk","AR",327.67,131.72159,131.72159
"05115","Pope","AR",327.67,131.72159,131.72159
"05117","Prairie","AR",332.64,159.43928,159.43928
"05119","Pulaski","AR",327.67,131.72159,131.72159
"05121","Randolph","AR",332.64,159.43928,159.43928
"05123","St Francis","AR",332.64,159.43928,159.43928
"05125","Saline","AR",327.67,131.72159,131.72159
"05127","Scott","AR",327.67,131.72159,131.72159
"05129","Searcy","AR",327.67,131.72159,131.72159
"05131","Sebastian","AR",327.67,131.72159,131.72159
"05133","Sevier","AR",327.67,131.72159,131.72159
"05135","Sharp","AR",327.67,131.72159,131.72159
"05137","Stone","AR",327.67,131.72159,131.72159
"05139","Union","AR",310.29999999999995,147.42728,147.42728
"05141","Van Buren","AR",327.67,131.72159,131.72159
"05143","Washington","AR",327.67,131.72159,131.72159
"05145","White","AR",332.64,159.43928,159.43928
"05147","Woodruff","AR",332.64,159.43928,159.43928
"05149","Yell","AR",327.67,131.72159,131.72159
"06001","Alameda","CA",NA,NA,131.893583212343
"06003","Alpine","CA",NA,NA,131.893583212343
"06005","Amador","CA",NA,NA,131.893583212343
"06007","Butte","CA",NA,NA,131.893583212343
"06009","Calaveras","CA",NA,NA,131.893583212343
"06011","Colusa","CA",NA,NA,131.893583212343
"06013","Contra Costa","CA",NA,NA,131.893583212343
"06015","Del Norte","CA",NA,NA,131.893583212343
"06017","El Dorado","CA",NA,NA,131.893583212343
"06019","Fresno","CA",NA,NA,131.893583212343
"06021","Glenn","CA",NA,NA,131.893583212343
"06023","Humboldt","CA",NA,NA,131.893583212343
"06025","Imperial","CA",NA,NA,131.893583212343
"06027","Inyo","CA",NA,NA,131.893583212343
"06029","Kern","CA",NA,NA,131.893583212343
"06031","Kings","CA",NA,NA,131.893583212343
"06033","Lake","CA",NA,NA,131.893583212343
"06035","Lassen","CA",NA,NA,131.893583212343
"06037","Los Angeles","CA",NA,NA,131.893583212343
"06039","Madera","CA",NA,NA,131.893583212343
"06041","Marin","CA",NA,NA,131.893583212343
"06043","Mariposa","CA",NA,NA,131.893583212343
"06045","Mendocino","CA",NA,NA,131.893583212343
"06047","Merced","CA",NA,NA,131.893583212343
"06049","Modoc","CA",NA,NA,131.893583212343
"06051","Mono","CA",NA,NA,131.893583212343
"06053","Monterey","CA",NA,NA,131.893583212343
"06055","Napa","CA",NA,NA,131.893583212343
"06057","Nevada","CA",NA,NA,131.893583212343
"06059","Orange","CA",NA,NA,131.893583212343
"06061","Placer","CA",NA,NA,131.893583212343
"06063","Plumas","CA",NA,NA,131.893583212343
"06065","Riverside","CA",NA,NA,131.893583212343
"06067","Sacramento","CA",NA,NA,131.893583212343
"06069","San Benito","CA",NA,NA,131.893583212343
"06071","San Bernardino","CA",NA,NA,131.893583212343
"06073","San Diego","CA",NA,NA,131.893583212343
"06075","San Francisco","CA",NA,NA,131.893583212343
"06077","San Joaquin","CA",NA,NA,131.893583212343
"06079","San Luis Obispo","CA",NA,NA,131.893583212343
"06081","San Mateo","CA",NA,NA,131.893583212343
"06083","Santa Barbara","CA",NA,NA,131.893583212343
"06085","Santa Clara","CA",NA,NA,131.893583212343
"06087","Santa Cruz","CA",NA,NA,131.893583212343
"06089","Shasta","CA",NA,NA,131.893583212343
"06091","Sierra","CA",NA,NA,131.893583212343
"06093","Siskiyou","CA",NA,NA,131.893583212343
"06095","Solano","CA",NA,NA,131.893583212343
"06097","Sonoma","CA",NA,NA,131.893583212343
"06099","Stanislaus","CA",NA,NA,131.893583212343
"06101","Sutter","CA",NA,NA,131.893583212343
"06103","Tehama","CA",NA,NA,131.893583212343
"06105","Trinity","CA",NA,NA,131.893583212343
"06107","Tulare","CA",NA,NA,131.893583212343
"06109","Tuolumne","CA",NA,NA,131.893583212343
"06111","Ventura","CA",NA,NA,131.893583212343
"06113","Yolo","CA",NA,NA,131.893583212343
"06115","Yuba","CA",NA,NA,131.893583212343
"08001","Adams","CO",410.34,140.93079,140.93079
"08003","Alamosa","CO",NA,NA,131.893583212343
"08005","Arapahoe (South Arapahoe)","CO",410.34,140.93079,140.93079
"08007","Archuleta","CO",NA,NA,131.893583212343
"08009","Baca","CO",410.34,140.93079,140.93079
"08011","Bent","CO",410.34,140.93079,140.93079
"08013","Boulder","CO",352.97999999999996,115.82570999999999,115.82570999999999
"08015","Chaffee","CO",NA,NA,131.893583212343
"08017","Cheyenne","CO",410.34,140.93079,140.93079
"08019","Clear Creek","CO",NA,NA,131.893583212343
"08021","Conejos","CO",NA,NA,131.893583212343
"08023","Costilla","CO",NA,NA,131.893583212343
"08025","Crowley","CO",410.34,140.93079,140.93079
"08027","Custer","CO",410.34,140.93079,140.93079
"08029","Delta","CO",NA,NA,131.893583212343
"08031","Denver","CO",410.34,140.93079,140.93079
"08033","Dolores","CO",NA,NA,131.893583212343
"08035","Douglas","CO",410.34,140.93079,140.93079
"08037","Eagle","CO",NA,NA,131.893583212343
"08039","Elbert","CO",410.34,140.93079,140.93079
"08041","El Paso","CO",410.34,140.93079,140.93079
"08043","Fremont","CO",410.34,140.93079,140.93079
"08045","Garfield","CO",NA,NA,131.893583212343
"08047","Gilpin","CO",NA,NA,131.893583212343
"08049","Grand","CO",NA,NA,131.893583212343
"08051","Gunnison","CO",NA,NA,131.893583212343
"08053","Hinsdale","CO",NA,NA,131.893583212343
"08055","Huerfano","CO",410.34,140.93079,140.93079
"08057","Jackson","CO",NA,NA,131.893583212343
"08059","Jefferson","CO",352.97999999999996,115.82570999999999,115.82570999999999
"08061","Kiowa","CO",410.34,140.93079,140.93079
"08063","Kit Carson","CO",410.34,140.93079,140.93079
"08065","Lake","CO",NA,NA,131.893583212343
"08067","La Plata","CO",NA,NA,131.893583212343
"08069","Larimer","CO",352.97999999999996,115.82570999999999,115.82570999999999
"08071","Las Animas","CO",410.34,140.93079,140.93079
"08073","Lincoln","CO",410.34,140.93079,140.93079
"08075","Logan","CO",352.97999999999996,115.82570999999999,115.82570999999999
"08077","Mesa","CO",NA,NA,131.893583212343
"08079","Mineral","CO",NA,NA,131.893583212343
"08081","Moffat","CO",NA,NA,131.893583212343
"08083","Montezuma","CO",NA,NA,131.893583212343
"08085","Montrose","CO",NA,NA,131.893583212343
"08087","Morgan","CO",352.97999999999996,115.82570999999999,115.82570999999999
"08089","Otero","CO",410.34,140.93079,140.93079
"08091","Ouray","CO",NA,NA,131.893583212343
"08093","Park","CO",NA,NA,131.893583212343
"08095","Phillips","CO",410.34,140.93079,140.93079
"08097","Pitkin","CO",NA,NA,131.893583212343
"08099","Prowers","CO",410.34,140.93079,140.93079
"08101","Pueblo","CO",410.34,140.93079,140.93079
"08103","Rio Blanco","CO",NA,NA,131.893583212343
"08105","Rio Grande","CO",NA,NA,131.893583212343
"08107","Routt","CO",NA,NA,131.893583212343
"08109","Saguache","CO",NA,NA,131.893583212343
"08111","San Juan","CO",NA,NA,131.893583212343
"08113","San Miguel","CO",NA,NA,131.893583212343
"08115","Sedgwick","CO",352.97999999999996,115.82570999999999,115.82570999999999
"08117","Summit","CO",NA,NA,131.893583212343
"08119","Teller","CO",NA,NA,131.893583212343
"08121","Washington","CO",410.34,140.93079,140.93079
"08123","Weld","CO",352.97999999999996,115.82570999999999,115.82570999999999
"08125","Yuma","CO",410.34,140.93079,140.93079
"09001","Fairfield","CT",468.0,140.40026,140.40026
"09003","Hartford","CT",468.0,140.40026,140.40026
"09005","Litchfield","CT",468.0,140.40026,140.40026
"09007","Middlesex","CT",468.0,140.40026,140.40026
"09009","New Haven","CT",468.0,140.40026,140.40026
"09011","New London","CT",468.0,140.40026,140.40026
"09013","Tolland","CT",468.0,140.40026,140.40026
"09015","Windham","CT",468.0,140.40026,140.40026
"10001","Kent","DE",310.29999999999995,147.42728,147.42728
"10003","New Castle","DE",310.29999999999995,147.42728,147.42728
"10005","Sussex","DE",310.29999999999995,147.42728,147.42728
"11001","District Of Columbia","DC",310.29999999999995,147.42728,147.42728
"12001","Alachua","FL",NA,NA,131.893583212343
"12003","Baker","FL",NA,NA,131.893583212343
"12005","Bay","FL",NA,NA,131.893583212343
"12007","Bradford","FL",NA,NA,131.893583212343
"12009","Brevard","FL",NA,NA,131.893583212343
"12011","Broward","FL",NA,NA,131.893583212343
"12013","Calhoun","FL",NA,NA,131.893583212343
"12015","Charlotte","FL",NA,NA,131.893583212343
"12017","Citrus","FL",NA,NA,131.893583212343
"12019","Clay","FL",NA,NA,131.893583212343
"12021","Collier","FL",NA,NA,131.893583212343
"12023","Columbia","FL",NA,NA,131.893583212343
"12027","De Soto","FL",NA,NA,131.893583212343
"12029","Dixie","FL",NA,NA,131.893583212343
"12031","Duval","FL",NA,NA,131.893583212343
"12033","Escambia","FL",NA,NA,131.893583212343
"12035","Flagler","FL",NA,NA,131.893583212343
"12037","Franklin","FL",NA,NA,131.893583212343
"12039","Gadsden","FL",NA,NA,131.893583212343
"12041","Gilchrist","FL",NA,NA,131.893583212343
"12043","Glades","FL",NA,NA,131.893583212343
"12045","Gulf","FL",NA,NA,131.893583212343
"12047","Hamilton","FL",NA,NA,131.893583212343
"12049","Hardee","FL",NA,NA,131.893583212343
"12051","Hendry","FL",NA,NA,131.893583212343
"12053","Hernando","FL",NA,NA,131.893583212343
"12055","Highlands","FL",NA,NA,131.893583212343
"12057","Hillsborough","FL",NA,NA,131.893583212343
"12059","Holmes","FL",NA,NA,131.893583212343
"12061","Indian River","FL",NA,NA,131.893583212343
"12063","Jackson","FL",NA,NA,131.893583212343
"12065","Jefferson","FL",NA,NA,131.893583212343
"12067","Lafayette","FL",NA,NA,131.893583212343
"12069","Lake","FL",NA,NA,131.893583212343
"12071","Lee","FL",NA,NA,131.893583212343
"12073","Leon","FL",NA,NA,131.893583212343
"12075","Levy","FL",NA,NA,131.893583212343
"12077","Liberty","FL",NA,NA,131.893583212343
"12079","Madison","FL",NA,NA,131.893583212343
"12081","Manatee","FL",NA,NA,131.893583212343
"12083","Marion","FL",NA,NA,131.893583212343
"12085","Martin","FL",NA,NA,131.893583212343
"12086","Miami-Dade","FL",NA,NA,131.893583212343
"12087","Monroe","FL",NA,NA,131.893583212343
"12089","Nassau","FL",NA,NA,131.893583212343
"12091","Okaloosa","FL",NA,NA,131.893583212343
"12093","Okeechobee","FL",NA,NA,131.893583212343
"12095","Orange","FL",NA,NA,131.893583212343
"12097","Osceola","FL",NA,NA,131.893583212343
"12099","Palm Beach","FL",NA,NA,131.893583212343
"12101","Pasco","FL",NA,NA,131.893583212343
"12103","Pinellas","FL",NA,NA,131.893583212343
"12105","Polk","FL",NA,NA,131.893583212343
"12107","Putnam","FL",NA,NA,131.893583212343
"12109","St Johns","FL",NA,NA,131.893583212343
"12111","St Lucie","FL",NA,NA,131.893583212343
"12113","Santa Rosa","FL",NA,NA,131.893583212343
"12115","Sarasota","FL",NA,NA,131.893583212343
"12117","Seminole","FL",NA,NA,131.893583212343
"12119","Sumter","FL",NA,NA,131.893583212343
"12121","Suwannee","FL",NA,NA,131.893583212343
"12123","Taylor","FL",NA,NA,131.893583212343
"12125","Union","FL",NA,NA,131.893583212343
"12127","Volusia","FL",NA,NA,131.893583212343
"12129","Wakulla","FL",NA,NA,131.893583212343
"12131","Walton","FL",NA,NA,131.893583212343
"12133","Washington","FL",NA,NA,131.893583212343
"13001","Appling","GA",NA,NA,131.893583212343
"13003","Atkinson","GA",310.29999999999995,147.42728,147.42728
"13005","Bacon","GA",NA,NA,131.893583212343
"13007","Baker","GA",310.29999999999995,147.42728,147.42728
"13009","Baldwin","GA",310.29999999999995,147.42728,147.42728
"13011","Banks","GA",310.29999999999995,147.42728,147.42728
"13013","Barrow","GA",310.29999999999995,147.42728,147.42728
"13015","Bartow","GA",327.67,131.72159,131.72159
"13017","Ben Hill","GA",310.29999999999995,147.42728,147.42728
"13019","Berrien","GA",310.29999999999995,147.42728,147.42728
"13021","Bibb","GA",310.29999999999995,147.42728,147.42728
"13023","Bleckley","GA",310.29999999999995,147.42728,147.42728
"13025","Brantley","GA",NA,NA,131.893583212343
"13027","Brooks","GA",310.29999999999995,147.42728,147.42728
"13029","Bryan","GA",NA,NA,131.893583212343
"13031","Bulloch","GA",310.29999999999995,147.42728,147.42728
"13033","Burke","GA",310.29999999999995,147.42728,147.42728
"13035","Butts","GA",310.29999999999995,147.42728,147.42728
"13037","Calhoun","GA",310.29999999999995,147.42728,147.42728
"13039","Camden","GA",NA,NA,131.893583212343
"13043","Candler","GA",310.29999999999995,147.42728,147.42728
"13045","Carroll","GA",310.29999999999995,147.42728,147.42728
"13047","Catoosa","GA",327.67,131.72159,131.72159
"13049","Charlton","GA",NA,NA,131.893583212343
"13051","Chatham","GA",NA,NA,131.893583212343
"13053","Chattahoochee","GA",310.29999999999995,147.42728,147.42728
"13055","Chattooga","GA",327.67,131.72159,131.72159
"13057","Cherokee","GA",310.29999999999995,147.42728,147.42728
"13059","Clarke","GA",310.29999999999995,147.42728,147.42728
"13061","Clay","GA",310.29999999999995,147.42728,147.42728
"13063","Clayton","GA",310.29999999999995,147.42728,147.42728
"13065","Clinch","GA",310.29999999999995,147.42728,147.42728
"13067","Cobb","GA",310.29999999999995,147.42728,147.42728
"13069","Coffee","GA",310.29999999999995,147.42728,147.42728
"13071","Colquitt","GA",310.29999999999995,147.42728,147.42728
"13073","Columbia","GA",310.29999999999995,147.42728,147.42728
"13075","Cook","GA",310.29999999999995,147.42728,147.42728
"13077","Coweta","GA",310.29999999999995,147.42728,147.42728
"13079","Crawford","GA",310.29999999999995,147.42728,147.42728
"13081","Crisp","GA",310.29999999999995,147.42728,147.42728
"13083","Dade","GA",327.67,131.72159,131.72159
"13085","Dawson","GA",310.29999999999995,147.42728,147.42728
"13087","Decatur","GA",310.29999999999995,147.42728,147.42728
"13089","DeKalb","GA",310.29999999999995,147.42728,147.42728
"13091","Dodge","GA",310.29999999999995,147.42728,147.42728
"13093","Dooly","GA",310.29999999999995,147.42728,147.42728
"13095","Dougherty","GA",310.29999999999995,147.42728,147.42728
"13097","Douglas","GA",310.29999999999995,147.42728,147.42728
"13099","Early","GA",310.29999999999995,147.42728,147.42728
"13101","Echols","GA",310.29999999999995,147.42728,147.42728
"13103","Effingham","GA",310.29999999999995,147.42728,147.42728
"13105","Elbert","GA",310.29999999999995,147.42728,147.42728
"13107","Emanuel","GA",310.29999999999995,147.42728,147.42728
"13109","Evans","GA",NA,NA,131.893583212343
"13111","Fannin","GA",310.29999999999995,147.42728,147.42728
"13113","Fayette","GA",310.29999999999995,147.42728,147.42728
"13115","Floyd","GA",327.67,131.72159,131.72159
"13117","Forsyth","GA",310.29999999999995,147.42728,147.42728
"13119","Franklin","GA",310.29999999999995,147.42728,147.42728
"13121","Fulton","GA",310.29999999999995,147.42728,147.42728
"13123","Gilmer","GA",310.29999999999995,147.42728,147.42728
"13125","Glascock","GA",310.29999999999995,147.42728,147.42728
"13127","Glynn","GA",NA,NA,131.893583212343
"13129","Gordon","GA",327.67,131.72159,131.72159
"13131","Grady","GA",310.29999999999995,147.42728,147.42728
"13133","Greene","GA",310.29999999999995,147.42728,147.42728
"13135","Gwinnett","GA",310.29999999999995,147.42728,147.42728
"13137","Habersham","GA",310.29999999999995,147.42728,147.42728
"13139","Hall","GA",310.29999999999995,147.42728,147.42728
"13141","Hancock","GA",310.29999999999995,147.42728,147.42728
"13143","Haralson","GA",310.29999999999995,147.42728,147.42728
"13145","Harris","GA",310.29999999999995,147.42728,147.42728
"13147","Hart","GA",310.29999999999995,147.42728,147.42728
"13149","Heard","GA",310.29999999999995,147.42728,147.42728
"13151","Henry","GA",310.29999999999995,147.42728,147.42728
"13153","Houston","GA",310.29999999999995,147.42728,147.42728
"13155","Irwin","GA",310.29999999999995,147.42728,147.42728
"13157","Jackson","GA",310.29999999999995,147.42728,147.42728
"13159","Jasper","GA",310.29999999999995,147.42728,147.42728
"13161","Jeff Davis","GA",310.29999999999995,147.42728,147.42728
"13163","Jefferson","GA",310.29999999999995,147.42728,147.42728
"13165","Jenkins","GA",310.29999999999995,147.42728,147.42728
"13167","Johnson","GA",310.29999999999995,147.42728,147.42728
"13169","Jones","GA",310.29999999999995,147.42728,147.42728
"13171","Lamar","GA",310.29999999999995,147.42728,147.42728
"13173","Lanier","GA",310.29999999999995,147.42728,147.42728
"13175","Laurens","GA",310.29999999999995,147.42728,147.42728
"13177","Lee","GA",310.29999999999995,147.42728,147.42728
"13179","Liberty","GA",NA,NA,131.893583212343
"13181","Lincoln","GA",310.29999999999995,147.42728,147.42728
"13183","Long","GA",NA,NA,131.893583212343
"13185","Lowndes","GA",310.29999999999995,147.42728,147.42728
"13187","Lumpkin","GA",310.29999999999995,147.42728,147.42728
"13189","Mcduffie","GA",310.29999999999995,147.42728,147.42728
"13191","Mcintosh","GA",NA,NA,131.893583212343
"13193","Macon","GA",310.29999999999995,147.42728,147.42728
"13195","Madison","GA",310.29999999999995,147.42728,147.42728
"13197","Marion","GA",310.29999999999995,147.42728,147.42728
"13199","Meriwether","GA",310.29999999999995,147.42728,147.42728
"13201","Miller","GA",310.29999999999995,147.42728,147.42728
"13205","Mitchell","GA",310.29999999999995,147.42728,147.42728
"13207","Monroe","GA",310.29999999999995,147.42728,147.42728
"13209","Montgomery","GA",310.29999999999995,147.42728,147.42728
"13211","Morgan","GA",310.29999999999995,147.42728,147.42728
"13213","Murray","GA",327.67,131.72159,131.72159
"13215","Muscogee","GA",310.29999999999995,147.42728,147.42728
"13217","Newton","GA",310.29999999999995,147.42728,147.42728
"13219","Oconee","GA",310.29999999999995,147.42728,147.42728
"13221","Oglethorpe","GA",310.29999999999995,147.42728,147.42728
"13223","Paulding","GA",327.67,131.72159,131.72159
"13225","Peach","GA",310.29999999999995,147.42728,147.42728
"13227","Pickens","GA",310.29999999999995,147.42728,147.42728
"13229","Pierce","GA",NA,NA,131.893583212343
"13231","Pike","GA",310.29999999999995,147.42728,147.42728
"13233","Polk","GA",327.67,131.72159,131.72159
"13235","Pulaski","GA",310.29999999999995,147.42728,147.42728
"13237","Putnam","GA",310.29999999999995,147.42728,147.42728
"13239","Quitman","GA",310.29999999999995,147.42728,147.42728
"13241","Rabun","GA",310.29999999999995,147.42728,147.42728
"13243","Randolph","GA",310.29999999999995,147.42728,147.42728
"13245","Richmond","GA",310.29999999999995,147.42728,147.42728
"13247","Rockdale","GA",310.29999999999995,147.42728,147.42728
"13249","Schley","GA",310.29999999999995,147.42728,147.42728
"13251","Screven","GA",310.29999999999995,147.42728,147.42728
"13253","Seminole","GA",310.29999999999995,147.42728,147.42728
"13255","Spalding","GA",310.29999999999995,147.42728,147.42728
"13257","Stephens","GA",310.29999999999995,147.42728,147.42728
"13259","Stewart","GA",310.29999999999995,147.42728,147.42728
"13261","Sumter","GA",310.29999999999995,147.42728,147.42728
"13263","Talbot","GA",310.29999999999995,147.42728,147.42728
"13265","Taliaferro","GA",310.29999999999995,147.42728,147.42728
"13267","Tattnall","GA",NA,NA,131.893583212343
"13269","Taylor","GA",310.29999999999995,147.42728,147.42728
"13271","Telfair","GA",310.29999999999995,147.42728,147.42728
"13273","Terrell","GA",310.29999999999995,147.42728,147.42728
"13275","Thomas","GA",310.29999999999995,147.42728,147.42728
"13277","Tift","GA",310.29999999999995,147.42728,147.42728
"13279","Toombs","GA",NA,NA,131.893583212343
"13281","Towns","GA",310.29999999999995,147.42728,147.42728
"13283","Treutlen","GA",310.29999999999995,147.42728,147.42728
"13285","Troup","GA",310.29999999999995,147.42728,147.42728
"13287","Turner","GA",310.29999999999995,147.42728,147.42728
"13289","Twiggs","GA",310.29999999999995,147.42728,147.42728
"13291","Union","GA",310.29999999999995,147.42728,147.42728
"13293","Upson","GA",310.29999999999995,147.42728,147.42728
"13295","Walker","GA",327.67,131.72159,131.72159
"13297","Walton","GA",310.29999999999995,147.42728,147.42728
"13299","Ware","GA",NA,NA,131.893583212343
"13301","Warren","GA",310.29999999999995,147.42728,147.42728
"13303","Washington","GA",310.29999999999995,147.42728,147.42728
"13305","Wayne","GA",NA,NA,131.893583212343
"13307","Webster","GA",310.29999999999995,147.42728,147.42728
