"fips","name","state","soy_revenue","soy_opcost","soy_opcost_full"
"13309","Wheeler","GA",310.29999999999995,147.42728,147.42728
"13311","White","GA",310.29999999999995,147.42728,147.42728
"13313","Whitfield","GA",327.67,131.72159,131.72159
"13315","Wilcox","GA",310.29999999999995,147.42728,147.42728
"13317","Wilkes","GA",310.29999999999995,147.42728,147.42728
"13319","Wilkinson","GA",310.29999999999995,147.42728,147.42728
"13321","Worth","GA",310.29999999999995,147.42728,147.42728
"16001","Ada","ID",NA,NA,131.893583212343
"16003","Adams","ID",NA,NA,131.893583212343
"16005","Bannock","ID",NA,NA,131.893583212343
"16007","Bear Lake","ID",NA,NA,131.893583212343
"16009","Benewah","ID",NA,NA,131.893583212343
"16011","Bingham","ID",NA,NA,131.893583212343
"16013","Blaine","ID",NA,NA,131.893583212343
"16015","Boise","ID",NA,NA,131.893583212343
"16017","Bonner","ID",NA,NA,131.893583212343
"16019","Bonneville","ID",NA,NA,131.893583212343
"16021","Boundary","ID",NA,NA,131.893583212343
"16023","Butte","ID",NA,NA,131.893583212343
"16025","Camas","ID",NA,NA,131.893583212343
"16027","Canyon","ID",NA,NA,131.893583212343
"16029","Caribou","ID",NA,NA,131.893583212343
"16031","Cassia","ID",NA,NA,131.893583212343
"16033","Clark","ID",NA,NA,131.893583212343
"16035","Clearwater","ID",NA,NA,131.893583212343
"16037","Custer","ID",NA,NA,131.893583212343
"16039","Elmore","ID",NA,NA,131.893583212343
"16041","Franklin","ID",NA,NA,131.893583212343
"16043","Fremont","ID",NA,NA,131.893583212343
"16045","Gem","ID",NA,NA,131.893583212343
"16047","Gooding","ID",NA,NA,131.893583212343
"16049","Idaho","ID",NA,NA,131.893583212343
"16051","Jefferson","ID",NA,NA,131.893583212343
"16053","Jerome","ID",NA,NA,131.893583212343
"16055","Kootenai","ID",NA,NA,131.893583212343
"16057","Latah","ID",NA,NA,131.893583212343
"16059","Lemhi","ID",NA,NA,131.893583212343
"16061","Lewis","ID",NA,NA,131.893583212343
"16063","Lincoln","ID",NA,NA,131.893583212343
"16065","Madison","ID",NA,NA,131.893583212343
"16067","Minidoka","ID",NA,NA,131.893583212343
"16069","Nez Perce","ID",NA,NA,131.893583212343
"16071","Oneida","ID",NA,NA,131.893583212343
"16073","Owyhee","ID",NA,NA,131.893583212343
"16075","Payette","ID",NA,NA,131.893583212343
"16077","Power","ID",NA,NA,131.893583212343
"16079","Shoshone","ID",NA,NA,131.893583212343
"16081","Teton","ID",NA,NA,131.893583212343
"16083","Twin Falls","ID",NA,NA,131.893583212343
"16085","Valley","ID",NA,NA,131.893583212343
"16087","Washington","ID",NA,NA,131.893583212343
"17001","Adams","IL",505.41,121.98186,121.98186
"17003","Alexander","IL",505.41,121.98186,121.98186
"17005","Bond","IL",505.41,121.98186,121.98186
"17007","Boone","IL",505.41,121.98186,121.98186
"17009","Brown","IL",505.41,121.98186,121.98186
"17011","Bureau","IL",505.41,121.98186,121.98186
"17013","Calhoun","IL",505.41,121.98186,121.98186
"17015","Carroll","IL",505.41,121.98186,121.98186
"17017","Cass","IL",505.41,121.98186,121.98186
"17019","Champaign","IL",505.41,121.98186,121.98186
"17021","Christian","IL",505.41,121.98186,121.98186
"17023","Clark","IL",505.41,121.98186,121.98186
"17025","Clay","IL",505.41,121.98186,121.98186
"17027","Clinton","IL",505.41,121.98186,121.98186
"17029","Coles","IL",505.41,121.98186,121.98186
"17031","Cook","IL",505.41,121.98186,121.98186
"17033","Crawford","IL",505.41,121.98186,121.98186
"17035","Cumberland","IL",505.41,121.98186,121.98186
"17037","De Kalb","IL",505.41,121.98186,121.98186
"17039","De Witt","IL",505.41,121.98186,121.98186
"17041","Douglas","IL",505.41,121.98186,121.98186
"17043","Du Page","IL",505.41,121.98186,121.98186
"17045","Edgar","IL",505.41,121.98186,121.98186
"17047","Edwards","IL",505.41,121.98186,121.98186
"17049","Effingham","IL",505.41,121.98186,121.98186
"17051","Fayette","IL",505.41,121.98186,121.98186
"17053","Ford","IL",505.41,121.98186,121.98186
"17055","Franklin","IL",505.41,121.98186,121.98186
"17057","Fulton","IL",505.41,121.98186,121.98186
"17059","Gallatin","IL",505.41,121.98186,121.98186
"17061","Greene","IL",505.41,121.98186,121.98186
"17063","Grundy","IL",505.41,121.98186,121.98186
"17065","Hamilton","IL",505.41,121.98186,121.98186
"17067","Hancock","IL",505.41,121.98186,121.98186
"17069","Hardin","IL",505.41,121.98186,121.98186
"17071","Henderson","IL",505.41,121.98186,121.98186
"17073","Henry","IL",505.41,121.98186,121.98186
"17075","Iroquois","IL",505.41,121.98186,121.98186
"17077","Jackson","IL",505.41,121.98186,121.98186
"17079","Jasper","IL",505.41,121.98186,121.98186
"17081","Jefferson","IL",505.41,121.98186,121.98186
"17083","Jersey","IL",505.41,121.98186,121.98186
"17085","Jo Daviess","IL",505.41,121.98186,121.98186
"17087","Johnson","IL",505.41,121.98186,121.98186
"17089","Kane","IL",505.41,121.98186,121.98186
"17091","Kankakee","IL",505.41,121.98186,121.98186
"17093","Kendall","IL",505.41,121.98186,121.98186
"17095","Knox","IL",505.41,121.98186,121.98186
"17097","Lake","IL",505.41,121.98186,121.98186
"17099","La Salle","IL",505.41,121.98186,121.98186
"17101","Lawrence","IL",505.41,121.98186,121.98186
"17103","Lee","IL",505.41,121.98186,121.98186
"17105","Livingston","IL",505.41,121.98186,121.98186
"17107","Logan","IL",505.41,121.98186,121.98186
"17109","Mcdonough","IL",505.41,121.98186,121.98186
"17111","Mchenry","IL",505.41,121.98186,121.98186
"17113","Mclean","IL",505.41,121.98186,121.98186
"17115","Macon","IL",505.41,121.98186,121.98186
"17117","Macoupin","IL",505.41,121.98186,121.98186
"17119","Madison","IL",505.41,121.98186,121.98186
"17121","Marion","IL",505.41,121.98186,121.98186
"17123","Marshall","IL",505.41,121.98186,121.98186
"17125","Mason","IL",505.41,121.98186,121.98186
"17127","Massac","IL",505.41,121.98186,121.98186
"17129","Menard","IL",505.41,121.98186,121.98186
"17131","Mercer","IL",505.41,121.98186,121.98186
"17133","Monroe","IL",505.41,121.98186,121.98186
"17135","Montgomery","IL",505.41,121.98186,121.98186
"17137","Morgan","IL",505.41,121.98186,121.98186
"17139","Moultrie","IL",505.41,121.98186,121.98186
"17141","Ogle","IL",505.41,121.98186,121.98186
"17143","Peoria","IL",505.41,121.98186,121.98186
"17145","Perry","IL",505.41,121.98186,121.98186
"17147","Piatt","IL",505.41,121.98186,121.98186
"17149","Pike","IL",505.41,121.98186,121.98186
"17151","Pope","IL",505.41,121.98186,121.98186
"17153","Pulaski","IL",505.41,121.98186,121.98186
"17155","Putnam","IL",505.41,121.98186,121.98186
"17157","Randolph","IL",505.41,121.98186,121.98186
"17159","Richland","IL",505.41,121.98186,121.98186
"17161","Rock Island","IL",505.41,121.98186,121.98186
"17163","St Clair","IL",505.41,121.98186,121.98186
"17165","Saline","IL",505.41,121.98186,121.98186
"17167","Sangamon","IL",505.41,121.98186,121.98186
"17169","Schuyler","IL",505.41,121.98186,121.98186
"17171","Scott","IL",505.41,121.98186,121.98186
"17173","Shelby","IL",505.41,121.98186,121.98186
"17175","Stark","IL",505.41,121.98186,121.98186
"17177","Stephenson","IL",505.41,121.98186,121.98186
"17179","Tazewell","IL",505.41,121.98186,121.98186
"17181","Union","IL",505.41,121.98186,121.98186
"17183","Vermilion","IL",505.41,121.98186,121.98186
"17185","Wabash","IL",505.41,121.98186,121.98186
"17187","Warren","IL",505.41,121.98186,121.98186
"17189","Washington","IL",505.41,121.98186,121.98186
"17191","Wayne","IL",505.41,121.98186,121.98186
"17193","White","IL",505.41,121.98186,121.98186
"17195","Whiteside","IL",505.41,121.98186,121.98186
"17197","Will","IL",505.41,121.98186,121.98186
"17199","Williamson","IL",505.41,121.98186,121.98186
"17201","Winnebago","IL",505.41,121.98186,121.98186
"17203","Woodford","IL",505.41,121.98186,121.98186
"18001","Adams","IN",505.41,121.98186,121.98186
"18003","Allen","IN",505.41,121.98186,121.98186
"18005","Bartholomew","IN",505.41,121.98186,121.98186
"18007","Benton","IN",505.41,121.98186,121.98186
"18009","Blackford","IN",505.41,121.98186,121.98186
"18011","Boone","IN",505.41,121.98186,121.98186
"18013","Brown","IN",505.41,121.98186,121.98186
"18015","Carroll","IN",505.41,121.98186,121.98186
"18017","Cass","IN",505.41,121.98186,121.98186
"18019","Clark","IN",505.41,121.98186,121.98186
"18021","Clay","IN",505.41,121.98186,121.98186
"18023","Clinton","IN",505.41,121.98186,121.98186
"18025","Crawford","IN",505.41,121.98186,121.98186
"18027","Daviess","IN",505.41,121.98186,121.98186
"18029","Dearborn","IN",505.41,121.98186,121.98186
"18031","Decatur","IN",505.41,121.98186,121.98186
"18033","De Kalb","IN",505.41,121.98186,121.98186
"18035","Delaware","IN",505.41,121.98186,121.98186
"18037","Dubois","IN",505.41,121.98186,121.98186
"18039","Elkhart","IN",505.41,121.98186,121.98186
"18041","Fayette","IN",505.41,121.98186,121.98186
"18043","Floyd","IN",505.41,121.98186,121.98186
"18045","Fountain","IN",505.41,121.98186,121.98186
"18047","Franklin","IN",505.41,121.98186,121.98186
"18049","Fulton","IN",505.41,121.98186,121.98186
"18051","Gibson","IN",505.41,121.98186,121.98186
"18053","Grant","IN",505.41,121.98186,121.98186
"18055","Greene","IN",505.41,121.98186,121.98186
"18057","Hamilton","IN",505.41,121.98186,121.98186
"18059","Hancock","IN",505.41,121.98186,121.98186
"18061","Harrison","IN",505.41,121.98186,121.98186
"18063","Hendricks","IN",505.41,121.98186,121.98186
"18065","Henry","IN",505.41,121.98186,121.98186
"18067","Howard","IN",505.41,121.98186,121.98186
"18069","Huntington","IN",505.41,121.98186,121.98186
"18071","Jackson","IN",505.41,121.98186,121.98186
"18073","Jasper","IN",505.41,121.98186,121.98186
"18075","Jay","IN",505.41,121.98186,121.98186
"18077","Jefferson","IN",505.41,121.98186,121.98186
"18079","Jennings","IN",505.41,121.98186,121.98186
"18081","Johnson","IN",505.41,121.98186,121.98186
"18083","Knox","IN",505.41,121.98186,121.98186
"18085","Kosciusko","IN",505.41,121.98186,121.98186
"18087","Lagrange","IN",505.41,121.98186,121.98186
"18089","Lake","IN",505.41,121.98186,121.98186
"18091","Laporte","IN",505.41,121.98186,121.98186
"18093","Lawrence","IN",505.41,121.98186,121.98186
"18095","Madison","IN",505.41,121.98186,121.98186
"18097","Marion","IN",505.41,121.98186,121.98186
"18099","Marshall","IN",505.41,121.98186,121.98186
"18101","Martin","IN",505.41,121.98186,121.98186
"18103","Miami","IN",505.41,121.98186,121.98186
"18105","Monroe","IN",505.41,121.98186,121.98186
"18107","Montgomery","IN",505.41,121.98186,121.98186
"18109","Morgan","IN",505.41,121.98186,121.98186
"18111","Newton","IN",505.41,121.98186,121.98186
"18113","Noble","IN",505.41,121.98186,121.98186
"18115","Ohio","IN",505.41,121.98186,121.98186
"18117","Orange","IN",505.41,121.98186,121.98186
"18119","Owen","IN",505.41,121.98186,121.98186
"18121","Parke","IN",505.41,121.98186,121.98186
"18123","Perry","IN",505.41,121.98186,121.98186
"18125","Pike","IN",505.41,121.98186,121.98186
"18127","Porter","IN",505.41,121.98186,121.98186
"18129","Posey","IN",505.41,121.98186,121.98186
"18131","Pulaski","IN",505.41,121.98186,121.98186
"18133","Putnam","IN",505.41,121.98186,121.98186
"18135","Randolph","IN",505.41,121.98186,121.98186
"18137","Ripley","IN",505.41,121.98186,121.98186
"18139","Rush","IN",505.41,121.98186,121.98186
"18141","St Joseph","IN",505.41,121.98186,121.98186
"18143","Scott","IN",505.41,121.98186,121.98186
"18145","Shelby","IN",505.41,121.98186,121.98186
"18147","Spencer","IN",505.41,121.98186,121.98186
"18149","Starke","IN",505.41,121.98186,121.98186
"18151","Steuben","IN",505.41,121.98186,121.98186
"18153","Sullivan","IN",505.41,121.98186,121.98186
"18155","Switzerland","IN",505.41,121.98186,121.98186
"18157","Tippecanoe","IN",505.41,121.98186,121.98186
"18159","Tipton","IN",505.41,121.98186,121.98186
"18161","Union","IN",505.41,121.98186,121.98186
"18163","Vanderburgh","IN",505.41,121.98186,121.98186
"18165","Vermillion","IN",505.41,121.98186,121.98186
"18167","Vigo","IN",505.41,121.98186,121.98186
"18169","Wabash","IN",505.41,121.98186,121.98186
"18171","Warren","IN",505.41,121.98186,121.98186
"18173","Warrick","IN",505.41,121.98186,121.98186
"18175","Washington","IN",505.41,121.98186,121.98186
"18177","Wayne","IN",505.41,121.98186,121.98186
"18179","Wells","IN",505.41,121.98186,121.98186
"18181","White","IN",505.41,121.98186,121.98186
"18183","Whitley","IN",505.41,121.98186,121.98186
"19001","Adair","IA",505.41,121.98186,121.98186
"19003","Adams","IA",505.41,121.98186,121.98186
"19005","Allamakee","IA",505.41,121.98186,121.98186
"19007","Appanoose","IA",505.41,121.98186,121.98186
"19009","Audubon","IA",505.41,121.98186,121.98186
"19011","Benton","IA",505.41,121.98186,121.98186
"19013","Black Hawk","IA",505.41,121.98186,121.98186
"19015","Boone","IA",505.41,121.98186,121.98186
"19017","Bremer","IA",505.41,121.98186,121.98186
"19019","Buchanan","IA",505.41,121.98186,121.98186
"19021","Buena Vista","IA",505.41,121.98186,121.98186
"19023","Butler","IA",505.41,121.98186,121.98186
"19025","Calhoun","IA",505.41,121.98186,121.98186
"19027","Carroll","IA",505.41,121.98186,121.98186
"19029","Cass","IA",505.41,121.98186,121.98186
"19031","Cedar","IA",505.41,121.98186,121.98186
"19033","Cerro Gordo","IA",505.41,121.98186,121.98186
"19035","Cherokee","IA",505.41,121.98186,121.98186
"19037","Chickasaw","IA",505.41,121.98186,121.98186
"19039","Clarke","IA",505.41,121.98186,121.98186
"19041","Clay","IA",505.41,121.98186,121.98186
"19043","Clayton","IA",505.41,121.98186,121.98186
"19045","Clinton","IA",505.41,121.98186,121.98186
"19047","Crawford","IA",505.41,121.98186,121.98186
"19049","Dallas","IA",505.41,121.98186,121.98186
"19051","Davis","IA",505.41,121.98186,121.98186
"19053","Decatur","IA",505.41,121.98186,121.98186
"19055","Delaware","IA",505.41,121.98186,121.98186
"19057","Des Moines","IA",505.41,121.98186,121.98186
"19059","Dickinson","IA",505.41,121.98186,121.98186
"19061","Dubuque","IA",505.41,121.98186,121.98186
"19063","Emmet","IA",505.41,121.98186,121.98186
"19065","Fayette","IA",505.41,121.98186,121.98186
"19067","Floyd","IA",505.41,121.98186,121.98186
"19069","Franklin","IA",505.41,121.98186,121.98186
"19071","Fremont","IA",505.41,121.98186,121.98186
"19073","Greene","IA",505.41,121.98186,121.98186
"19075","Grundy","IA",505.41,121.98186,121.98186
"19077","Guthrie","IA",505.41,121.98186,121.98186
"19079","Hamilton","IA",505.41,121.98186,121.98186
"19081","Hancock","IA",505.41,121.98186,121.98186
"19083","Hardin","IA",505.41,121.98186,121.98186
"19085","Harrison","IA",505.41,121.98186,121.98186
"19087","Henry","IA",505.41,121.98186,121.98186
"19089","Howard","IA",505.41,121.98186,121.98186
"19091","Humboldt","IA",505.41,121.98186,121.98186
"19093","Ida","IA",505.41,121.98186,121.98186
"19095","Iowa","IA",505.41,121.98186,121.98186
"19097","Jackson","IA",505.41,121.98186,121.98186
"19099","Jasper","IA",505.41,121.98186,121.98186
"19101","Jefferson","IA",505.41,121.98186,121.98186
"19103","Johnson","IA",505.41,121.98186,121.98186
"19105","Jones","IA",505.41,121.98186,121.98186
"19107","Keokuk","IA",505.41,121.98186,121.98186
"19109","Kossuth","IA",505.41,121.98186,121.98186
"19111","Lee","IA",505.41,121.98186,121.98186
"19113","Linn","IA",505.41,121.98186,121.98186
"19115","Louisa","IA",505.41,121.98186,121.98186
"19117","Lucas","IA",505.41,121.98186,121.98186
"19119","Lyon","IA",505.41,121.98186,121.98186
"19121","Madison","IA",505.41,121.98186,121.98186
"19123","Mahaska","IA",505.41,121.98186,121.98186
"19125","Marion","IA",505.41,121.98186,121.98186
"19127","Marshall","IA",505.41,121.98186,121.98186
"19129","Mills","IA",505.41,121.98186,121.98186
"19131","Mitchell","IA",505.41,121.98186,121.98186
"19133","Monona","IA",505.41,121.98186,121.98186
"19135","Monroe","IA",505.41,121.98186,121.98186
"19137","Montgomery","IA",505.41,121.98186,121.98186
"19139","Muscatine","IA",505.41,121.98186,121.98186
"19141","O Brien","IA",505.41,121.98186,121.98186
"19143","Osceola","IA",505.41,121.98186,121.98186
"19145","Page","IA",505.41,121.98186,121.98186
"19147","Palo Alto","IA",505.41,121.98186,121.98186
"19149","Plymouth","IA",505.41,121.98186,121.98186
"19151","Pocahontas","IA",505.41,121.98186,121.98186
"19153","Polk","IA",505.41,121.98186,121.98186
"19155","Pottawattamie","IA",505.41,121.98186,121.98186
"19157","Poweshiek","IA",505.41,121.98186,121.98186
"19159","Ringgold","IA",505.41,121.98186,121.98186
"19161","Sac","IA",505.41,121.98186,121.98186
"19163","Scott","IA",505.41,121.98186,121.98186
"19165","Shelby","IA",505.41,121.98186,121.98186
"19167","Sioux","IA",505.41,121.98186,121.98186
"19169","Story","IA",505.41,121.98186,121.98186
"19171","Tama","IA",505.41,121.98186,121.98186
"19173","Taylor","IA",505.41,121.98186,121.98186
"19175","Union","IA",505.41,121.98186,121.98186
"19177","Van Buren","IA",505.41,121.98186,121.98186
"19179","Wapello","IA",505.41,121.98186,121.98186
"19181","Warren","IA",505.41,121.98186,121.98186
"19183","Washington","IA",505.41,121.98186,121.98186
"19185","Wayne","IA",505.41,121.98186,121.98186
"19187","Webster","IA",505.41,121.98186,121.98186
"19189","Winnebago","IA",505.41,121.98186,121.98186
"19191","Winneshiek","IA",505.41,121.98186,121.98186
"19193","Woodbury","IA",505.41,121.98186,121.98186
"19195","Worth","IA",505.41,121.98186,121.98186
"19197","Wright","IA",505.41,121.98186,121.98186
"20001","Allen","KS",410.34,140.93079,140.93079
"20003","Anderson","KS",410.34,140.93079,140.93079
"20005","Atchison","KS",410.34,140.93079,140.93079
"20007","Barber","KS",410.34,140.93079,140.93079
"20009","Barton","KS",410.34,140.93079,140.93079
"20011","Bourbon","KS",410.34,140.93079,140.93079
"20013","Brown","KS",410.34,140.93079,140.93079
"20015","Butler","KS",410.34,140.93079,140.93079
"20017","Chase","KS",410.34,140.93079,140.93079
"20019","Chautauqua","KS",410.34,140.93079,140.93079
"20021","Cherokee","KS",410.34,140.93079,140.93079
"20023","Cheyenne","KS",410.34,140.93079,140.93079
"20025","Clark","KS",410.34,140.93079,140.93079
"20027","Clay","KS",410.34,140.93079,140.93079
"20029","Cloud","KS",410.34,140.93079,140.93079
"20031","Coffey","KS",410.34,140.93079,140.93079
"20033","Comanche","KS",410.34,140.93079,140.93079
"20035","Cowley","KS",410.34,140.93079,140.93079
"20037","Crawford","KS",410.34,140.93079,140.93079
"20039","Decatur","KS",410.34,140.93079,140.93079
"20041","Dickinson","KS",410.34,140.93079,140.93079
"20043","Doniphan","KS",410.34,140.93079,140.93079
"20045","Douglas","KS",410.34,140.93079,140.93079
"20047","Edwards","KS",410.34,140.93079,140.93079
"20049","Elk","KS",410.34,140.93079,140.93079
"20051","Ellis","KS",410.34,140.93079,140.93079
"20053","Ellsworth","KS",410.34,140.93079,140.93079
"20055","Finney","KS",410.34,140.93079,140.93079
"20057","Ford","KS",410.34,140.93079,140.93079
"20059","Franklin","KS",410.34,140.93079,140.93079
"20061","Geary","KS",410.34,140.93079,140.93079
"20063","Gove","KS",410.34,140.93079,140.93079
"20065","Graham","KS",410.34,140.93079,140.93079
"20067","Grant","KS",410.34,140.93079,140.93079
"20069","Gray","KS",410.34,140.93079,140.93079
"20071","Greeley","KS",410.34,140.93079,140.93079
"20073","Greenwood","KS",410.34,140.93079,140.93079
"20075","Hamilton","KS",410.34,140.93079,140.93079
"20077","Harper","KS",410.34,140.93079,140.93079
"20079","Harvey","KS",410.34,140.93079,140.93079
"20081","Haskell","KS",410.34,140.93079,140.93079
"20083","Hodgeman","KS",410.34,140.93079,140.93079
"20085","Jackson","KS",410.34,140.93079,140.93079
"20087","Jefferson","KS",410.34,140.93079,140.93079
"20089","Jewell","KS",410.34,140.93079,140.93079
"20091","Johnson","KS",410.34,140.93079,140.93079
"20093","Kearny","KS",410.34,140.93079,140.93079
"20095","Kingman","KS",410.34,140.93079,140.93079
"20097","Kiowa","KS",410.34,140.93079,140.93079
"20099","Labette","KS",410.34,140.93079,140.93079
"20101","Lane","KS",410.34,140.93079,140.93079
"20103","Leavenworth","KS",410.34,140.93079,140.93079
"20105","Lincoln","KS",410.34,140.93079,140.93079
"20107","Linn","KS",410.34,140.93079,140.93079
"20109","Logan","KS",410.34,140.93079,140.93079
"20111","Lyon","KS",410.34,140.93079,140.93079
"20113","Mcpherson","KS",410.34,140.93079,140.93079
"20115","Marion","KS",410.34,140.93079,140.93079
"20117","Marshall","KS",410.34,140.93079,140.93079
"20119","Meade","KS",410.34,140.93079,140.93079
"20121","Miami","KS",410.34,140.93079,140.93079
"20123","Mitchell","KS",410.34,140.93079,140.93079
"20125","Montgomery","KS",410.34,140.93079,140.93079
"20127","Morris","KS",410.34,140.93079,140.93079
"20129","Morton","KS",410.34,140.93079,140.93079
"20131","Nemaha","KS",410.34,140.93079,140.93079
"20133","Neosho","KS",410.34,140.93079,140.93079
"20135","Ness","KS",410.34,140.93079,140.93079
"20137","Norton","KS",410.34,140.93079,140.93079
"20139","Osage","KS",410.34,140.93079,140.93079
"20141","Osborne","KS",410.34,140.93079,140.93079
"20143","Ottawa","KS",410.34,140.93079,140.93079
"20145","Pawnee","KS",410.34,140.93079,140.93079
"20147","Phillips","KS",410.34,140.93079,140.93079
"20149","Pottawatomie","KS",410.34,140.93079,140.93079
"20151","Pratt","KS",410.34,140.93079,140.93079
"20153","Rawlins","KS",410.34,140.93079,140.93079
"20155","Reno","KS",410.34,140.93079,140.93079
"20157","Republic","KS",410.34,140.93079,140.93079
"20159","Rice","KS",410.34,140.93079,140.93079
"20161","Riley","KS",410.34,140.93079,140.93079
"20163","Rooks","KS",410.34,140.93079,140.93079
"20165","Rush","KS",410.34,140.93079,140.93079
"20167","Russell","KS",410.34,140.93079,140.93079
"20169","Saline","KS",410.34,140.93079,140.93079
"20171","Scott","KS",410.34,140.93079,140.93079
"20173","Sedgwick","KS",410.34,140.93079,140.93079
"20175","Seward","KS",410.34,140.93079,140.93079
"20177","Shawnee","KS",410.34,140.93079,140.93079
"20179","Sheridan","KS",410.34,140.93079,140.93079
"20181","Sherman","KS",410.34,140.93079,140.93079
"20183","Smith","KS",410.34,140.93079,140.93079
"20185","Stafford","KS",410.34,140.93079,140.93079
"20187","Stanton","KS",410.34,140.93079,140.93079
"20189","Stevens","KS",410.34,140.93079,140.93079
"20191","Sumner","KS",410.34,140.93079,140.93079
"20193","Thomas","KS",410.34,140.93079,140.93079
"20195","Trego","KS",410.34,140.93079,140.93079
"20197","Wabaunsee","KS",410.34,140.93079,140.93079
"20199","Wallace","KS",410.34,140.93079,140.93079
"20201","Washington","KS",410.34,140.93079,140.93079
"20203","Wichita","KS",410.34,140.93079,140.93079
"20205","Wilson","KS",410.34,140.93079,140.93079
"20207","Woodson","KS",410.34,140.93079,140.93079
"20209","Wyandotte","KS",410.34,140.93079,140.93079
"21001","Adair","KY",327.67,131.72159,131.72159
"21003","Allen","KY",327.67,131.72159,131.72159
"21005","Anderson","KY",327.67,131.72159,131.72159
"21007","Ballard","KY",505.41,121.98186,121.98186
"21009","Barren","KY",327.67,131.72159,131.72159
"21011","Bath","KY",327.67,131.72159,131.72159
"21013","Bell","KY",327.67,131.72159,131.72159
"21015","Boone","KY",327.67,131.72159,131.72159
"21017","Bourbon","KY",327.67,131.72159,131.72159
"21019","Boyd","KY",327.67,131.72159,131.72159
"21021","Boyle","KY",327.67,131.72159,131.72159
"21023","Bracken","KY",327.67,131.72159,131.72159
"21025","Breathitt","KY",327.67,131.72159,131.72159
"21027","Breckinridge","KY",327.67,131.72159,131.72159
"21029","Bullitt","KY",327.67,131.72159,131.72159
"21031","Butler","KY",327.67,131.72159,131.72159
"21033","Caldwell","KY",505.41,121.98186,121.98186
"21035","Calloway","KY",505.41,121.98186,121.98186
"21037","Campbell","KY",327.67,131.72159,131.72159
"21039","Carlisle","KY",505.41,121.98186,121.98186
"21041","Carroll","KY",327.67,131.72159,131.72159
"21043","Carter","KY",327.67,131.72159,131.72159
"21045","Casey","KY",327.67,131.72159,131.72159
"21047","Christian","KY",505.41,121.98186,121.98186
"21049","Clark","KY",327.67,131.72159,131.72159
"21051","Clay","KY",327.67,131.72159,131.72159
"21053","Clinton","KY",327.67,131.72159,131.72159
"21055","Crittenden","KY",505.41,121.98186,121.98186
"21057","Cumberland","KY",327.67,131.72159,131.72159
"21059","Daviess","KY",505.41,121.98186,121.98186
"21061","Edmonson","KY",327.67,131.72159,131.72159
"21063","Elliott","KY",327.67,131.72159,131.72159
"21065","Estill","KY",327.67,131.72159,131.72159
"21067","Fayette","KY",327.67,131.72159,131.72159
"21069","Fleming","KY",327.67,131.72159,131.72159
"21071","Floyd","KY",327.67,131.72159,131.72159
"21073","Franklin","KY",327.67,131.72159,131.72159
"21075","Fulton","KY",505.41,121.98186,121.98186
"21077","Gallatin","KY",327.67,131.72159,131.72159
"21079","Garrard","KY",327.67,131.72159,131.72159
"21081","Grant","KY",327.67,131.72159,131.72159
"21083","Graves","KY",505.41,121.98186,121.98186
"21085","Grayson","KY",327.67,131.72159,131.72159
"21087","Green","KY",327.67,131.72159,131.72159
"21089","Greenup","KY",327.67,131.72159,131.72159
"21091","Hancock","KY",505.41,121.98186,121.98186
"21093","Hardin","KY",327.67,131.72159,131.72159
"21095","Harlan","KY",327.67,131.72159,131.72159
"21097","Harrison","KY",327.67,131.72159,131.72159
"21099","Hart","KY",327.67,131.72159,131.72159
"21101","Henderson","KY",505.41,121.98186,121.98186
"21103","Henry","KY",327.67,131.72159,131.72159
"21105","Hickman","KY",505.41,121.98186,121.98186
"21107","Hopkins","KY",505.41,121.98186,121.98186
"21109","Jackson","KY",327.67,131.72159,131.72159
"21111","Jefferson","KY",327.67,131.72159,131.72159
"21113","Jessamine","KY",327.67,131.72159,131.72159
"21115","Johnson","KY",327.67,131.72159,131.72159
"21117","Kenton","KY",327.67,131.72159,131.72159
"21119","Knott","KY",327.67,131.72159,131.72159
"21121","Knox","KY",327.67,131.72159,131.72159
"21123","Larue","KY",327.67,131.72159,131.72159
"21125","Laurel","KY",327.67,131.72159,131.72159
"21127","Lawrence","KY",327.67,131.72159,131.72159
"21129","Lee","KY",327.67,131.72159,131.72159
"21131","Leslie","KY",327.67,131.72159,131.72159
"21133","Letcher","KY",327.67,131.72159,131.72159
"21135","Lewis","KY",327.67,131.72159,131.72159
"21137","Lincoln","KY",327.67,131.72159,131.72159
"21139","Livingston","KY",505.41,121.98186,121.98186
"21141","Logan","KY",505.41,121.98186,121.98186
"21143","Lyon","KY",505.41,121.98186,121.98186
"21145","Mccracken","KY",505.41,121.98186,121.98186
"21147","Mccreary","KY",327.67,131.72159,131.72159
"21149","Mclean","KY",505.41,121.98186,121.98186
"21151","Madison","KY",327.67,131.72159,131.72159
"21153","Magoffin","KY",327.67,131.72159,131.72159
"21155","Marion","KY",327.67,131.72159,131.72159
"21157","Marshall","KY",505.41,121.98186,121.98186
"21159","Martin","KY",327.67,131.72159,131.72159
"21161","Mason","KY",327.67,131.72159,131.72159
"21163","Meade","KY",327.67,131.72159,131.72159
"21165","Menifee","KY",327.67,131.72159,131.72159
"21167","Mercer","KY",327.67,131.72159,131.72159
"21169","Metcalfe","KY",327.67,131.72159,131.72159
"21171","Monroe","KY",327.67,131.72159,131.72159
"21173","Montgomery","KY",327.67,131.72159,131.72159
"21175","Morgan","KY",327.67,131.72159,131.72159
"21177","Muhlenberg","KY",505.41,121.98186,121.98186
