"fips","coef","mean","serr"
13133,"intercept",4.371486770844157,0.7323311391788238
13133,"gdds",0.0007900540325892298,0.0008878840776155244
13133,"kdds",-0.004628928712878427,0.003896836465010955
13133,"wreq",1.5994907865366432,1.2224516024288568
13135,"intercept",6.366814739918533,1.05635515310955
13135,"gdds",0.00167135543085453,0.0009650836197452613
13135,"kdds",-0.0027440013762965744,0.006047412783681334
13135,"wreq",0.33403836483155225,1.4771728938849857
13137,"intercept",4.021702804342461,3.3727816999535065
13137,"gdds",-0.0007539671981051425,0.0025590970205707528
13137,"kdds",-0.003502841456017284,0.01925928429986689
13137,"wreq",3.2721639391271227,2.5595232170417423
13139,"intercept",4.923018730188472,1.2706622641904173
13139,"gdds",0.0012330269106797212,0.001213605314991219
13139,"kdds",-0.006160451122847865,0.007961873830996587
13139,"wreq",2.275217999931486,1.5002674445362183
13141,"intercept",6.034883371133216,0.6041996404325923
13141,"gdds",-8.396705006948746e-6,0.0009222681097010652
13141,"kdds",0.0019496780341026762,0.005335662899680303
13141,"wreq",-0.0622783584008225,1.319745368602671
13143,"intercept",7.01311741539223,1.4888412365619077
13143,"gdds",0.0014516492112586384,0.0017595834236177014
13143,"kdds",0.0004141184751999667,0.011991363815664213
13143,"wreq",0.7841158119127875,2.33591604820458
13145,"intercept",5.025748594723042,0.862105497946416
13145,"gdds",0.0003631262011829503,0.0007936344302699468
13145,"kdds",-0.00792145287041431,0.006027182704053916
13145,"wreq",2.9918611545352345,1.6202978567411266
13147,"intercept",6.310915133598799,0.6080307153096606
13147,"gdds",0.0003545092147613861,0.0008447440446595282
13147,"kdds",-0.003941096337890823,0.005306940044502629
13147,"wreq",-0.9989942998938401,1.1203772518276844
13149,"intercept",6.186762815891543,0.9402136988465751
13149,"gdds",0.0014438047653606051,0.0010079193019183752
13149,"kdds",-0.0014841704404259975,0.007143139996610392
13149,"wreq",0.5450124775591813,1.8544285728429166
13151,"intercept",6.748553393817827,0.5574144361609303
13151,"gdds",0.0010161822586325746,0.0006260714351528228
13151,"kdds",-0.0061094317528039436,0.0040977478983705105
13151,"wreq",-0.9934090657876707,1.0840757877799883
13153,"intercept",6.883947924245937,0.2492257274209042
13153,"gdds",0.00040693790525732354,0.00043615557767988405
13153,"kdds",-0.004322232760615191,0.002222810604514532
