"time","fips","supersource","minefp"
1951,6019,0,100
1951,6021,0,82
1951,6023,0,100
1951,6025,1551864,37
1951,6027,0,82
1951,6029,1228320,37
1951,6031,1046571.6,37
1951,6033,20498.52,37
1951,6035,0,82
1951,6037,2884440,37
1951,6039,126406.8,37
1951,6041,46106.16,37
1951,6043,307.7172,37
1951,6045,0,87
1951,6047,1062021.6,37
1951,6049,0,62
1951,6051,166374,37
1951,6053,11143.332,37
1951,6055,53640,37
1951,6057,0,97
1951,6059,0,100
1951,6061,0,92
1951,6063,0,77
1951,6065,209106,37
1951,6067,0,100
1951,6069,31541.88,37
1951,6071,0,100
1951,6073,3741072,37
1951,6075,126544.8,37
1951,6077,412832.4,37
1951,6079,3300396,37
1951,6081,108588.6,37
1951,6083,61120.32,37
1951,6085,197599.2,37
1951,6087,14680.68,37
1951,6089,0,97
1951,6091,0,87
1951,6093,0,97
1951,6095,0,97
1951,6097,129392.4,37
1951,6099,414540,37
1951,6101,0,87
1951,6103,0,62
1951,6105,0,97
1951,6107,1548516,37
1951,6109,10998.312,37
1951,6111,603110.4,37
1951,6113,0,92
1951,6115,0,100
1951,8001,266145.6,37
1951,8003,46828.32,37
1951,8005,99432.24,37
1951,8007,27679.68,37
1951,8009,0,92
1951,8011,187963.2,37
1951,8013,229498.8,37
1951,8015,137526,37
1951,8017,4563.6,37
1951,8019,459.8472,37
1951,8021,0,100
1951,8023,145796.4,37
1951,8025,12018.24,37
1951,8027,36912.24,37
1951,8029,411032.4,37
1951,8031,163858.8,37
1951,8033,1846.308,37
1951,8035,34215.36,37
1951,8037,45960.6,37
1951,8039,11796.984,37
1951,8041,122541.6,37
1951,8043,200216.4,37
1951,8045,88954.56,37
1951,8047,3664.944,37
1951,8049,235488,37
1951,8051,772530,37
1951,8053,40286.76,37
1951,8055,52484.88,37
1951,8057,480343.2,37
1951,8059,66181.32,37
1951,8061,96.81,37
1951,8063,427.7904,37
1951,8065,17494.92,37
1951,8067,456265.2,37
1951,8069,565273.2,37
1951,8071,91230,37
1951,8073,1382.316,37
1951,8075,145934.4,37
1951,8077,548973.6,37
1951,8079,24575.88,37
1951,8081,57996.12,37
1951,8083,309757.2,37
1951,8085,658275.6,37
1951,8087,219357.6,37
1951,8089,570944.4,37
1951,8091,128245.2,37
1951,8093,30827.04,37
1951,8095,0,97
1951,8097,42198.84,37
1951,8099,145892.4,37
1951,8101,156634.8,37
1951,8103,286023.6,37
1951,8105,605864.4,37
1951,8107,70097.4,37
1951,8109,157441.2,37
1951,8111,1770.24,37
1951,8113,12851.52,37
1951,8115,15769.68,37
1951,8117,22719.24,37
1951,8119,8104.38,37
1951,8121,18598.8,37
1951,8123,486937.2,37
1951,8125,7710.288,37
1951,9001,0,97
1951,9003,0,100
1951,9005,0,100
1951,9007,0,62
1951,9009,0,87
1951,9011,2180184,37
1951,9013,0,100
1951,9015,33842.04,37
1951,10001,0,97
1951,10003,0,97
1951,10005,127276.8,37
1951,11001,0,100
1951,12001,0,100
1951,12003,0,100
1951,12005,349701.6,37
1951,12007,0,100
1951,12009,0,100
1951,12011,0,100
1951,12013,0,100
1951,12015,0,97
1951,12017,0,67
1951,12019,0,100
1951,12021,0,62
1951,12023,0,100
1951,12027,0,100
1951,12029,0,100
1951,12031,720234,37
1951,12033,149761.2,37
1951,12035,0,100
1951,12037,0,100
1951,12039,0,100
1951,12041,0,100
1951,12043,0,82
1951,12045,0,100
1951,12047,0,100
1951,12049,0,100
1951,12051,0,67
1951,12053,0,100
1951,12055,0,87
1951,12057,1115072.4,37
1951,12059,0,100
1951,12061,70779.36,37
1951,12063,0,92
1951,12065,0,100
1951,12067,0,100
1951,12069,0,100
1951,12071,0,87
1951,12073,0,100
1951,12075,0,100
1951,12077,0,100
1951,12079,0,100
1951,12081,0,87
1951,12083,0,100
1951,12085,0,57
1951,12086,0,100
1951,12087,0,100
1951,12089,0,100
1951,12091,0,100
1951,12093,0,97
1951,12095,0,100
1951,12097,0,100
1951,12099,0,100
1951,12101,1916280,37
1951,12103,603882,37
1951,12105,0,100
1951,12107,0,100
1951,12109,0,67
1951,12111,1439376,37
1951,12113,0,100
1951,12115,0,97
1951,12117,0,100
1951,12119,0,100
1951,12121,0,100
1951,12123,0,100
1951,12125,0,100
1951,12127,0,97
1951,12129,0,100
1951,12131,0,100
1951,12133,0,100
1951,13001,27748.2,37
1951,13003,0,87
1951,13005,0,100
1951,13007,0,100
1951,13009,0,100
1951,13011,0,92
1951,13013,0,92
1951,13015,0,92
1951,13017,0,87
1951,13019,0,100
1951,13021,0,92
1951,13023,0,100
1951,13025,0,100
1951,13027,0,100
1951,13029,0,97
1951,13031,2212.368,37
1951,13033,1191.1464,37
1951,13035,0,100
1951,13037,0,92
1951,13039,0,100
1951,13043,0,97
1951,13045,0,97
1951,13047,8527.656,37
1951,13049,0,100
1951,13051,0,97
1951,13053,0,100
1951,13055,0,97
1951,13057,0,92
1951,13059,0,100
1951,13061,0,92
1951,13063,0,87
1951,13065,0,100
1951,13067,2237.508,37
1951,13069,0,92
1951,13071,0,92
1951,13073,3745.332,37
1951,13075,0,100
1951,13077,70763.64,37
1951,13079,0,100
1951,13081,153.8424,37
1951,13083,2560.176,37
1951,13085,0,87
1951,13087,0,100
1951,13089,0,97
1951,13091,0,97
1951,13093,0,100
1951,13095,0,100
1951,13097,0,92
1951,13099,0,92
1951,13101,0,100
1951,13103,0,100
1951,13105,0,97
1951,13107,0,97
1951,13109,0,100
1951,13111,0,82
1951,13113,0,62
1951,13115,0,92
1951,13117,0,82
1951,13119,0,97
1951,13121,0,97
1951,13123,0,87
1951,13125,27.66,37
1951,13127,0,100
1951,13129,0,87
1951,13131,0,100
1951,13133,0,100
1951,13135,0,100
1951,13137,0,92
1951,13139,0,92
1951,13141,0,100
1951,13143,0,97
1951,13145,0,100
1951,13147,3720.264,37
1951,13149,0,92
1951,13151,50912.76,37
1951,13153,0,100
1951,13155,0,87
1951,13157,0,97
1951,13159,0,100
1951,13161,0,97
1951,13163,0,100
1951,13165,0,97
1951,13167,0,100
1951,13169,0,77
1951,13171,2193.624,37
1951,13173,0,100
1951,13175,0,100
1951,13177,0,97
1951,13179,0,100
1951,13181,0,97
1951,13183,0,100
1951,13185,0,100
1951,13187,0,92
1951,13189,0,82
1951,13191,0,100
1951,13193,0,97
1951,13195,0,97
1951,13197,0,77
1951,13199,0,42
1951,13201,0,100
1951,13205,0,100
1951,13207,57813.24,37
1951,13209,0,100
1951,13211,0,97
1951,13213,0,87
1951,13215,0,97
1951,13217,0,100
1951,13219,0,97
1951,13221,0,97
1951,13223,0,67
1951,13225,0,97
1951,13227,3363.18,37
1951,13229,0,100
1951,13231,0,97
1951,13233,6297.324,37
1951,13235,0,100
1951,13237,1176472.8,37
1951,13239,0,92
1951,13241,3388.356,37
1951,13243,15262.8,37
1951,13245,134204.4,37
1951,13247,0,92
1951,13249,0,100
1951,13251,0,100
1951,13253,0,92
1951,13255,0,97
1951,13257,4508.58,37
1951,13259,0,92
1951,13261,0,82
1951,13263,0,100
1951,13265,0,100
1951,13267,0,100
1951,13269,0,100
1951,13271,0,87
1951,13273,2373.492,37
1951,13275,0,100
1951,13277,0,97
1951,13279,0,100
1951,13281,0,82
1951,13283,0,97
1951,13285,0,100
1951,13287,0,97
1951,13289,0,100
1951,13291,0,82
1951,13293,0,92
1951,13295,4010.7,37
1951,13297,3817.584,37
1951,13299,0,100
1951,13301,0,97
1951,13303,0,100
1951,13305,0,100
1951,13307,0,87
1951,13309,0,100
1951,13311,0,92
1951,13313,0,92
1951,13315,0,57
1951,13317,0,97
1951,13319,0,100
1951,13321,0,100
1951,16001,252532.8,37
1951,16003,9070.416,37
1951,16005,42458.04,37
1951,16007,239853.6,37
1951,16009,0,100
1951,16011,652582.8,37
1951,16013,22857.48,37
1951,16015,1901.628,37
1951,16017,0,100
1951,16019,181484.4,37
1951,16021,0,92
1951,16023,26563.92,37
1951,16025,90807.72,37
1951,16027,292866,37
1951,16029,100251.84,37
1951,16031,113755.2,37
1951,16033,85151.28,37
1951,16035,0,87
1951,16037,279748.8,37
1951,16039,0,100
1951,16041,181966.8,37
1951,16043,415508.4,37
1951,16045,171332.4,37
1951,16047,1618920,37
1951,16049,0,92
1951,16051,947043.6,37
1951,16053,1877580,37
1951,16055,0,100
1951,16057,0,100
1951,16059,0,87
1951,16061,0,100
1951,16063,237392.4,37
1951,16065,127388.4,37
1951,16067,353715.6,37
1951,16069,0,92
1951,16071,100339.2,37
1951,16073,975619.2,37
1951,16075,73741.56,37
1951,16077,235442.4,37
1951,16079,0,100
1951,16081,185930.4,37
1951,16083,1567248,37
1951,16085,0,92
1951,16087,0,67
1951,17001,0,100
1951,17003,758.586,37
1951,17005,0,100
1951,17007,0,100
1951,17009,0,100
1951,17011,0,97
1951,17013,0,100
1951,17015,0,100
1951,17017,0,100
1951,17019,0,100
1951,17021,1063184.4,37
1951,17023,0,100
1951,17025,0,100
1951,17027,0,100
1951,17029,0,97
1951,17031,1967496,37
1951,17033,0,57
1951,17035,0,100
1951,17037,0,100
1951,17039,994688.4,37
1951,17041,0,100
1951,17043,338.8344,37
1951,17045,0,97
1951,17047,0,100
1951,17049,0,97
1951,17051,0,100
1951,17053,59.51292,37
1951,17055,0,97
1951,17057,0,92
1951,17059,0,100
1951,17061,0,100
1951,17063,0,92
1951,17065,55.32,37
1951,17067,0,100
1951,17069,0,100
1951,17071,0,100
1951,17073,0,100
1951,17075,31.11756,37
1951,17077,0,97
1951,17079,448946.4,37
1951,17081,0,97
1951,17083,0,100
1951,17085,0,100
1951,17087,0,100
1951,17089,0,97
1951,17091,0,87
1951,17093,0,92
1951,17095,0,92
1951,17097,722110.8,37
1951,17099,0,100
1951,17101,0,100
1951,17103,0,92
1951,17105,0,97
1951,17107,0,100
1951,17109,0,97
1951,17111,0,97
1951,17113,0,92
1951,17115,0,82
1951,17117,0,92
1951,17119,0,100
1951,17121,1284.384,37
1951,17123,0,100
1951,17125,0,97
1951,17127,869836.8,37
1951,17129,0,100
1951,17131,0,100
1951,17133,0,100
1951,17135,600280.8,37
1951,17137,142728,37
1951,17139,0,100
1951,17141,0,100
1951,17143,0,92
1951,17145,0,100
1951,17147,0,100
1951,17149,0,100
1951,17151,0,100
1951,17153,0,100
1951,17155,271605.6,37
1951,17157,0,100
1951,17159,0,100
1951,17161,0,100
1951,17163,0,100
1951,17165,0,100
1951,17167,0,77
1951,17169,0,100
1951,17171,0,100
1951,17173,0,100
1951,17175,0,92
1951,17177,0,100
1951,17179,0,100
1951,17181,0,97
1951,17183,0,92
1951,17185,0,100
1951,17187,0,100
1951,17189,0,100
1951,17191,0,100
1951,17193,0,100
1951,17195,0,100
1951,17197,1339260,37
1951,17199,251811.6,37
1951,17201,0,100
1951,17203,0,97
1951,18001,0,97
1951,18003,0,97
1951,18005,0,100
1951,18007,0,92
1951,18009,0,82
1951,18011,0,97
1951,18013,0,100
1951,18015,0,97
1951,18017,0,100
1951,18019,0,97
1951,18021,0,100
1951,18023,0,92
1951,18025,0,57
1951,18027,0,100
1951,18029,772420.8,37
1951,18031,0,97
1951,18033,0,100
1951,18035,0,97
1951,18037,0,92
1951,18039,0,77
1951,18041,0,97
1951,18043,336492,37
1951,18045,0,97
1951,18047,0,97
1951,18049,603.6348,37
1951,18051,0,100
1951,18053,0,97
1951,18055,0,100
1951,18057,0,97
1951,18059,0,100
1951,18061,0,97
1951,18063,0,87
1951,18065,0,97
1951,18067,0,92
1951,18069,0,97
1951,18071,0,100
1951,18073,16091.16,37
1951,18075,1356.684,37
1951,18077,1598112,37
1951,18079,0,100
1951,18081,0,100
1951,18083,0,100
1951,18085,0,97
1951,18087,0,67
1951,18089,1902816,37
1951,18091,9194.868,37
1951,18093,0,100
1951,18095,0,97
1951,18097,0,72
1951,18099,567.03,37
1951,18101,0,100
1951,18103,0,97
1951,18105,0,87
1951,18107,0,97
1951,18109,0,87
1951,18111,2254.284,37
1951,18113,0,77
1951,18115,0,97
1951,18117,0,100
1951,18119,0,100
1951,18121,0,100
1951,18123,0,97
1951,18125,0,77
1951,18127,385028.4,37
1951,18129,0,100
1951,18131,0,97
1951,18133,0,100
1951,18135,0,97
1951,18137,2816.004,37
1951,18139,0,100
1951,18141,0,100
1951,18143,0,67
1951,18145,0,100
1951,18147,0,100
1951,18149,1230.876,37
1951,18151,0,77
1951,18153,0,97
1951,18155,0,92
1951,18157,0,97
1951,18159,0,72
1951,18161,0,97
1951,18163,0,100
1951,18165,0,97
1951,18167,0,97
1951,18169,0,92
1951,18171,0,92
1951,18173,0,92
1951,18175,0,100
1951,18177,0,97
1951,18179,0,97
1951,18181,0,92
1951,18183,0,97
1951,19001,0,97
1951,19003,510.492,37
1951,19005,0,100
1951,19007,0,100
1951,19009,181.7532,37
1951,19011,0,87
1951,19013,0,100
1951,19015,0,92
1951,19017,0,97
1951,19019,0,100
1951,19021,0,97
1951,19023,0,87
1951,19025,0,92
1951,19027,321.5472,37
1951,19029,0,97
1951,19031,0,92
1951,19033,0,100
1951,19035,0,97
1951,19037,0,100
1951,19039,0,97
1951,19041,0,97
1951,19043,0,100
1951,19045,0,72
1951,19047,0,97
1951,19049,0,100
1951,19051,0,100
1951,19053,0,100
1951,19055,0,97
1951,19057,92315.76,37
1951,19059,2671.416,37
1951,19061,0,67
1951,19063,0,97
1951,19065,0,100
1951,19067,0,87
1951,19069,0,87
1951,19071,0,97
1951,19073,0,97
1951,19075,0,87
1951,19077,0,100
1951,19079,0,97
1951,19081,0,87
1951,19083,0,97
1951,19085,0,97
1951,19087,0,100
1951,19089,0,97
1951,19091,0,100
1951,19093,0,97
1951,19095,0,100
1951,19097,0,100
1951,19099,0,100
1951,19101,0,100
1951,19103,0,100
1951,19105,0,100
1951,19107,0,100
1951,19109,0,97
1951,19111,0,100
1951,19113,0,87
1951,19115,0,100
1951,19117,0,100
1951,19119,369.9528,37
1951,19121,0,100
1951,19123,0,100
1951,19125,0,100
1951,19127,0,100
1951,19129,0,100
1951,19131,0,87
1951,19133,0,97
1951,19135,0,97
1951,19137,0,100
1951,19139,0,87
1951,19141,995.76,37
1951,19143,2157.48,37
1951,19145,0,100
1951,19147,907.7076,37
1951,19149,0,97
1951,19151,0,87
1951,19153,0,100
1951,19155,0,97
1951,19157,0,100
1951,19159,0,92
1951,19161,0,97
1951,19163,0,100
1951,19165,0,97
1951,19167,0,97
1951,19169,0,97
1951,19171,0,100
1951,19173,0,100
1951,19175,0,97
1951,19177,0,100
1951,19179,0,100
1951,19181,0,100
1951,19183,0,100
1951,19185,0,100
1951,19187,0,100
1951,19189,0,87
1951,19191,0,100
1951,19193,342600,37
1951,19195,0,72
1951,19197,0,97
1951,20001,0,82
1951,20003,0,87
1951,20005,0,92
1951,20007,0,92
1951,20009,0,100
1951,20011,0,97
1951,20013,1203.396,37
1951,20015,0,87
1951,20017,0,82
1951,20019,0,82
1951,20021,0,87
1951,20023,0,100
1951,20025,0,100
1951,20027,0,100
1951,20029,0,100
1951,20031,21130.44,37
1951,20033,0,100
1951,20035,0,92
1951,20037,0,77
1951,20039,0,100
1951,20041,0,100
1951,20043,0,100
1951,20045,0,100
1951,20047,0,92
1951,20049,0,77
1951,20051,0,100
1951,20053,0,100
1951,20055,0,100
1951,20057,0,97
1951,20059,0,92
1951,20061,0,100
1951,20063,0,100
1951,20065,0,100
1951,20067,0,100
1951,20069,0,67
1951,20071,0,100
1951,20073,0,77
1951,20075,9293.76,37
1951,20077,0,87
1951,20079,0,100
1951,20081,0,100
1951,20083,0,87
1951,20085,0,97
1951,20087,0,100
1951,20089,23878.8,37
1951,20091,0,92
1951,20093,62373.36,37
1951,20095,0,87
1951,20097,0,100
1951,20099,0,82
1951,20101,0,100
1951,20103,0,100
1951,20105,0,100
1951,20107,0,97
1951,20109,0,100
1951,20111,0,87
1951,20113,0,97
1951,20115,0,82
1951,20117,0,100
1951,20119,0,100
1951,20121,0,97
1951,20123,0,97
1951,20125,0,82
1951,20127,0,82
1951,20129,0,100
1951,20131,0,100
1951,20133,2769.264,37
1951,20135,0,92
1951,20137,0,72
1951,20139,0,97
1951,20141,0,100
1951,20143,0,100
1951,20145,0,92
1951,20147,412.6512,37
1951,20149,0,100
1951,20151,0,87
1951,20153,0,100
1951,20155,0,100
1951,20157,0,97
1951,20159,0,100
1951,20161,0,100
1951,20163,0,57
1951,20165,0,92
1951,20167,0,100
1951,20169,0,100
1951,20171,9.72858,37
1951,20173,0,100
1951,20175,0,100
1951,20177,0,100
1951,20179,0,100
1951,20181,0,100
1951,20183,0,82
1951,20185,0,92
1951,20187,0,100
1951,20189,0,100
1951,20191,0,92
1951,20193,0,100
1951,20195,0,100
1951,20197,0,100
1951,20199,0,100
1951,20201,0,100
1951,20203,13.83,37
1951,20205,0,82
1951,20207,0,67
1951,20209,376219.2,37
1951,21001,4605.396,37
1951,21003,2048.28,37
1951,21005,0,82
1951,21007,0,100
1951,21009,13940.64,37
1951,21011,0,97
1951,21013,0,97
1951,21015,0,100
1951,21017,0,97
1951,21019,0,100
1951,21021,9376.74,37
1951,21023,0,97
1951,21025,0,97
1951,21027,0,100
1951,21029,0,100
1951,21031,2295.78,37
1951,21033,0,82
1951,21035,425.2728,37
1951,21037,0,100
1951,21039,0,100
1951,21041,0,100
1951,21043,0,97
1951,21045,2337.276,37
1951,21047,8244.432,37
1951,21049,0,87
1951,21051,0,97
1951,21053,0,97
1951,21055,0,100
1951,21057,0,67
1951,21059,0,82
1951,21061,1692.156,37
1951,21063,248.94,37
1951,21065,0,97
1951,21067,29211.48,37
1951,21069,998.424,37
1951,21071,0,100
1951,21073,0,97
1951,21075,0,100
1951,21077,0,97
1951,21079,0,97
1951,21081,0,97
1951,21083,28.06176,37
1951,21085,0,97
1951,21087,3637.296,37
1951,21089,0,100
1951,21091,0,97
1951,21093,0,100
1951,21095,0,97
1951,21097,0,97
1951,21099,7039.476,37
1951,21101,0,100
1951,21103,0,92
1951,21105,0,62
1951,21107,10767.936,37
1951,21109,0,97
1951,21111,0,97
1951,21113,0,97
1951,21115,0,100
1951,21117,0,97
1951,21119,0,97
1951,21121,0,97
1951,21123,1452.156,37
1951,21125,0,97
1951,21127,0,100
1951,21129,0,97
1951,21131,0,100
1951,21133,0,100
1951,21135,0,97
1951,21137,4384.104,37
1951,21139,0,100
1951,21141,0,92
1951,21143,3996.876,37
1951,21145,0,100
1951,21147,0,100
1951,21149,0,100
1951,21151,0,97
1951,21153,0,97
1951,21155,0,82
1951,21157,0,62
1951,21159,0,100
1951,21161,0,67
1951,21163,0,100
1951,21165,1701.084,37
1951,21167,0,97
1951,21169,968.1,37
1951,21171,4066.02,37
1951,21173,0,77
1951,21175,0,97
1951,21177,427818,37
1951,21179,0,97
1951,21181,1107.1272,37
1951,21183,0,62
1951,21185,0,97
1951,21187,0,97
1951,21189,0,97
1951,21191,0,97
1951,21193,0,100
1951,21195,0,100
1951,21197,0,97
1951,21199,0,97
1951,21201,0,97
1951,21203,0,92
1951,21205,0,77
1951,21207,0,97
1951,21209,0,97
1951,21211,5946.9,37
1951,21213,2862.804,37
1951,21215,0,97
1951,21217,7108.62,37
1951,21219,2420.256,37
1951,21221,0,100
1951,21223,7830.54,37
1951,21225,0,100
1951,21227,6745.584,37
1951,21229,0,97
1951,21231,211.7016,37
1951,21233,14590.68,37
1951,21235,0,97
1951,21237,0,97
1951,21239,5754.252,37
1951,22001,0,67
1951,22003,0,100
1951,22005,0,62
1951,22007,0,57
1951,22009,0,92
1951,22011,0,100
1951,22013,0,100
1951,22015,0,92
1951,22017,0,97
1951,22019,0,87
1951,22021,0,100
1951,22023,0,100
1951,22025,0,100
1951,22027,0,100
1951,22029,0,100
1951,22031,0,72
1951,22033,0,97
1951,22035,7440.54,37
1951,22037,0,97
1951,22039,115968.24,37
1951,22041,0,87
1951,22043,0,100
1951,22045,11055.468,37
1951,22047,551618.4,37
1951,22049,0,100
1951,22051,1119676.8,37
1951,22053,0,77
1951,22055,0,87
1951,22057,0,67
1951,22059,0,100
1951,22061,0,100
1951,22063,0,100
1951,22065,0,97
1951,22067,0,97
1951,22069,0,100
1951,22071,601688.4,37
1951,22073,0,97
1951,22075,0,100
1951,22077,0,100
1951,22079,0,77
1951,22081,0,100
1951,22083,0,77
1951,22085,0,97
1951,22087,269185.2,37
1951,22089,3417780,37
1951,22091,0,100
1951,22093,225298.8,37
1951,22095,0,97
1951,22097,0,97
1951,22099,0,97
1951,22101,0,97
1951,22103,0,100
1951,22105,0,100
1951,22107,0,97
1951,22109,0,97
1951,22111,0,100
1951,22113,10454.88,37
1951,22115,0,100
1951,22117,0,100
1951,22119,0,100
1951,22121,252.3972,37
1951,22123,0,97
1951,22125,49099.08,37
1951,22127,0,100
1951,23001,0,100
1951,23003,0,100
1951,23005,0,100
1951,23007,0,97
1951,23009,0,100
1951,23011,0,100
1951,23013,0,97
1951,23015,0,100
1951,23017,0,100
1951,23019,0,100
1951,23021,0,100
1951,23023,0,100
1951,23025,0,97
1951,23027,0,100
1951,23029,0,100
1951,23031,0,97
1951,24001,0,97
1951,24003,222072,37
1951,24005,376459.2,37
1951,24009,4399248,37
1951,24011,0,100
1951,24013,0,100
1951,24015,0,100
1951,24017,1703064,37
1951,24019,0,100
1951,24021,0,77
1951,24023,0,97
1951,24025,0,100
1951,24027,0,100
1951,24029,0,100
1951,24031,0,77
1951,24033,893545.2,37
1951,24035,0,100
1951,24037,0,100
1951,24039,0,100
1951,24041,0,72
1951,24043,0,97
1951,24045,0,100
1951,24047,0,100
1951,24510,0,92
1951,25001,26899.56,37
1951,25003,0,100
1951,25005,1120963.2,37
1951,25007,82.98,37
1951,25009,0,82
1951,25011,0,100
1951,25013,0,100
1951,25015,0,100
1951,25017,0,92
1951,25019,525.54,37
1951,25021,0,97
1951,25023,671317.2,37
1951,25025,0,92
1951,25027,0,77
1951,26001,0,100
1951,26003,0,97
1951,26005,0,100
1951,26007,0,92
1951,26009,0,82
1951,26011,0,87
1951,26013,0,97
1951,26015,0,100
1951,26017,806516.4,37
1951,26019,0,100
1951,26021,0,77
1951,26023,0,77
1951,26025,0,100
1951,26027,0,77
1951,26029,0,100
1951,26031,0,100
1951,26033,0,100
1951,26035,0,100
1951,26037,0,100
1951,26039,0,100
1951,26041,0,92
1951,26043,0,100
1951,26045,0,97
1951,26047,0,100
1951,26049,0,100
1951,26051,0,100
1951,26053,0,100
1951,26055,0,100
1951,26057,0,97
1951,26059,1272.936,37
1951,26061,0,100
1951,26063,75421.8,37
1951,26065,57172.68,37
1951,26067,0,100
1951,26069,0,100
1951,26071,0,100
1951,26073,0,100
1951,26075,0,100
1951,26077,0,97
1951,26079,0,100
1951,26081,0,100
1951,26083,0,67
1951,26085,0,100
1951,26087,0,100
1951,26089,0,100
1951,26091,0,92
1951,26093,0,100
1951,26095,0,100
1951,26097,0,62
1951,26099,0,100
1951,26101,0,100
1951,26103,0,67
1951,26105,0,97
1951,26107,0,100
1951,26109,0,100
1951,26111,0,100
1951,26113,0,100
1951,26115,2448564,37
1951,26117,0,97
1951,26119,0,100
1951,26121,239434.8,37
1951,26123,0,100
1951,26125,0,97
1951,26127,0,100
1951,26129,0,100
1951,26131,0,100
1951,26133,0,100
1951,26135,0,100
1951,26137,0,100
1951,26139,1285572,37
1951,26141,0,87
1951,26143,0,100
1951,26145,0,100
1951,26147,1969104,37
1951,26149,0,77
1951,26151,0,100
1951,26153,0,100
1951,26155,0,100
1951,26157,0,100
1951,26159,46630.56,37
1951,26161,6406.752,37
1951,26163,2298636,37
1951,26165,0,100
1951,27001,0,100
1951,27003,0,72
1951,27005,0,100
1951,27007,0,100
1951,27009,0,92
1951,27011,0,97
1951,27013,0,100
1951,27015,0,97
1951,27017,0,100
1951,27019,0,100
1951,27021,0,100
1951,27023,0,100
1951,27025,0,100
1951,27027,0,97
1951,27029,0,97
1951,27031,51324.72,37
1951,27033,0,87
1951,27035,0,100
1951,27037,0,100
1951,27039,0,97
1951,27041,0,97
1951,27043,0,100
1951,27045,0,100
1951,27047,0,100
1951,27049,0,97
1951,27051,0,100
1951,27053,0,100
1951,27055,0,100
1951,27057,0,100
1951,27059,0,100
1951,27061,0,97
1951,27063,0,100
1951,27065,0,100
1951,27067,0,97
1951,27069,0,100
1951,27071,0,100
1951,27073,0,97
