"filepath","choice","costs","objective","exclcosts"
"currentprofits-pfixed-lybymc.csv","optimal",1.0280447320933093,4.1879485620507225e10,4.1927460565917984e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.0280447320933093,3.157038076913403e10,3.1623912115736942e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.0280447320933093,2.8328321486682346e10,2.838083130018395e10
"currentprofits-pfixed-lybymc.csv","optimal",1.0351779556301763,4.18791527400411e10,4.1927460565917984e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.0351779556301763,3.157000933484751e10,3.1623912115736942e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.0351779556301763,2.832795714043752e10,2.838083130018395e10
"currentprofits-pfixed-lybymc.csv","optimal",1.0423606739764015,4.1878817587400604e10,4.192743318460869e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.0423606739764015,3.1569635323315414e10,3.1623912115736942e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.0423606739764015,2.8327590266128456e10,2.838083130018395e10
"currentprofits-pfixed-lybymc.csv","optimal",1.0495932305582274,4.187848026168751e10,4.192743318460869e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.0495932305582274,3.1569258716655045e10,3.1623912115736942e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.0495932305582274,2.8327220846213768e10,2.838083130018395e10
"currentprofits-pfixed-lybymc.csv","optimal",1.0568759711848041,4.18781405953958e10,4.192743318460869e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.0568759711848041,3.1568879499289062e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.0568759711848041,2.8326848863905033e10,2.8380830916126e10
"currentprofits-pfixed-lybymc.csv","optimal",1.0642092440647242,4.187779857228486e10,4.192743318460869e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.0642092440647242,3.1568497652085457e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.0642092440647242,2.8326474302338367e10,2.8380830916126e10
"currentprofits-pfixed-lybymc.csv","optimal",1.0715933998226712,4.18774541851498e10,4.192742998468151e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.0715933998226712,3.1568113155384903e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.0715933998226712,2.8326097141827038e10,2.8380830916126e10
"currentprofits-pfixed-lybymc.csv","optimal",1.079028791516184,4.187710742149419e10,4.192742998468151e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.079028791516184,3.1567725990803272e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.079028791516184,2.832571736433789e10,2.8380830916126e10
"currentprofits-pfixed-lybymc.csv","optimal",1.0865157746525382,4.1876758251773285e10,4.192742998468151e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.0865157746525382,3.1567336139829464e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.0865157746525382,2.832533495201872e10,2.838082968527848e10
"currentprofits-pfixed-lybymc.csv","optimal",1.0940547072057427,4.187640665929237e10,4.192742998468151e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.0940547072057427,3.156694358382344e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.0940547072057427,2.8324949894515812e10,2.838082968527848e10
"currentprofits-pfixed-lybymc.csv","optimal",1.1016459496336566,4.187605262724065e10,4.192742998468151e10
