"coef","mean","serr","state"
"intercept",3.374134162656634,8.081255059768308e-24,"CO"
"gdds",-0.020521748433366648,2.5973164667939056e-29,"CO"
"kdds",0.11783499851916801,4.7337008636265636e-27,"CO"
"wreq",0.27037502600053415,3.0275963561294793e-24,"CO"
"intercept",5.075733428733086,3.320541554281633e-27,"IA"
"gdds",0.001142829151753612,6.443183727523485e-33,"IA"
"kdds",-0.003753981871390638,1.2751187443961362e-30,"IA"
"wreq",0.03893984998805395,8.711410931505156e-27,"IA"
"intercept",6.666623537163007,0.008563707957850152,"KS"
"gdds",0.0009780095218627296,1.0803709894404962e-8,"KS"
"kdds",-0.005627450176206309,1.3705538817265952e-7,"KS"
"wreq",-0.33930803777832674,0.011361648654583424,"KS"
"intercept",0.2359042425278207,1.1312760306067612e-25,"KY"
"gdds",-0.004046066398390825,6.760409203587088e-32,"KY"
"kdds",0.007124821167940434,1.0820120391696616e-30,"KY"
"wreq",-0.0039193681748819304,3.8800010233828896e-26,"KY"
"intercept",6.082448830791467,0.00555896079268253,"MO"
"gdds",0.0007406918571331052,3.3369070354956e-9,"MO"
"kdds",-0.0024131486823361636,1.1541433594006463e-7,"MO"
"wreq",-0.4175493825997773,0.0064988018856802455,"MO"
"intercept",7.604705428230806,0.01818369524782036,"NE"
"gdds",0.0012118771621389527,1.6042468333092003e-8,"NE"
"kdds",-0.005984165199148268,5.461081331253411e-7,"NE"
"wreq",-0.7435807504996083,0.029381201051750884,"NE"
"intercept",8.983504772375092,1.8039251261210487e-23,"NM"
"gdds",-0.004331367489752955,1.1051229153361345e-28,"NM"
"kdds",-0.001099562999811793,9.301125240502699e-27,"NM"
"wreq",3.553312245361267,1.968147999047056e-22,"NM"
"intercept",6.539149680273392,0.008510374662935112,"OK"
"gdds",0.0010879383434061996,1.1556556537621119e-8,"OK"
"kdds",-0.002381462041358679,8.130482349136995e-8,"OK"
"wreq",-1.038381081773747,0.012106339579592729,"OK"
"intercept",5.214428394477667,0.024164257627186093,"SD"
"gdds",0.001982268771648837,1.120022538753743e-8,"SD"
"kdds",-0.0036347425147203087,5.183572990657686e-7,"SD"
"wreq",-1.5385165721182619,0.026444763465810945,"SD"
