fips,naics,year,MGwithdrawal,MG_min_of_min_withdrawal,MG_max_of_maxwithdrawl,fix_revenue2015dollar,hours,materials_2015dollar,labor_2015dollar,ln_fix_revenue,ln_MGwithdrawal,ln_hours,ln_materials
36017,324,2014,0,.,.,1964.145,.,1056.754,.,0.6750572,.,.,6.962957
36017,325,2009,47.45,18.25,120.45,149075,448.1735,78537.48,17904.29,5.004449,3.859677,6.10518,11.27133
36017,325,2010,25.55,18.25,120.45,192931.6,476.8006,99583.74,20606.17,5.262336,3.240637,6.167099,11.50875
36017,325,2011,0,.,.,234259.1,507.6605,118959,23043.44,5.456428,.,6.229813,11.68653
36017,325,2012,0,.,.,271111.1,534.055,136964,25251.66,5.602529,.,6.280499,11.82747
36017,325,2013,0,.,.,303593.8,555.9841,153580.3,27198.53,5.715691,.,6.32074,11.94198
36017,325,2014,18.25,18.25,120.45,334563,577.9131,169425.4,29038.87,5.812825,2.904165,6.359424,12.04017
36017,326,2009,0,.,.,22508.6,65.69038,6231.39,2907.84,3.113898,.,4.184952,8.737354
36017,326,2010,0,.,.,26571.12,56.12692,4484.814,3007.047,3.279825,.,4.027616,8.408452
36017,326,2011,0,.,.,30241.85,45.97091,2661.995,3055.348,3.409227,.,3.828009,7.886831
36017,326,2012,0,.,.,33642.52,37,1132.847,3133.512,3.515791,.,3.610918,7.032489
36017,326,2013,0,.,.,36739.14,29.21418,.,3228.966,3.603843,.,3.374654,.
36017,326,2014,0,.,.,39677.79,21.42836,.,3315.866,3.680792,.,3.064715,.
36017,327,2009,0,.,.,3345.255,10.65998,1700.628,415.6238,1.207543,.,2.366497,7.438753
36017,327,2010,0,.,.,4079.418,10.63371,2067.869,448.2047,1.405954,.,2.364029,7.634274
36017,327,2011,47.45,43.8,171.55,4757.039,10.61101,2403.678,474.574,1.559625,3.859677,2.361892,7.784755
36017,327,2012,43.8,43.8,171.55,5371.496,10.58117,2713.653,500.3086,1.681106,3.779634,2.359076,7.906051
36017,327,2013,43.8,43.8,171.55,5920.411,10.54419,2996.193,524.0739,1.778406,3.779634,2.355575,8.005098
36017,327,2014,43.8,43.8,171.55,6442.362,10.50721,3264.944,546.2014,1.862895,3.779634,2.352062,8.090998
36017,331,2009,0,.,.,25784.53,88.82249,13306.9,3339.521,3.249775,.,4.48664,9.496038
36017,331,2010,0,.,.,28719.83,81.30551,14693.22,3292.079,3.357588,.,4.398214,9.595141
36017,331,2011,0,.,.,31225.97,73.3204,15818.46,3194.616,3.44125,.,4.294839,9.668933
36017,331,2012,0,.,.,33642.52,66.27157,16996.04,3133.512,3.515791,.,4.193761,9.740736
36017,331,2013,0,.,.,35899.66,60.15902,18183.38,3093.226,3.580728,.,4.096992,9.808264
36017,331,2014,0,.,.,38025.62,54.04647,19302.95,3048.721,3.63826,.,3.989844,9.868013
36017,332,2009,0,.,.,32883.56,197.1698,17384.9,6179.66,3.492973,.,5.284065,9.763357
36017,332,2010,0,.,.,28618.35,197.0581,14427.69,5937.663,3.354048,.,5.283498,9.576904
36017,332,2011,0,.,.,24290.26,197.0146,11291.9,5635.585,3.190076,.,5.283278,9.331841
36017,332,2012,0,.,.,20086.45,197,8618.375,5369.033,3.000045,.,5.283204,9.061652
36017,332,2013,0,.,.,15814.52,196.9867,6276.951,5107.585,2.760928,.,5.283136,8.744639
36017,332,2014,0,.,.,11643.68,196.9733,3995.134,4845.049,2.454763,.,5.283068,8.292832
36017,333,2009,0,.,.,263923,841.0165,134170.6,32790.53,5.575657,.,6.734612,11.80687
36017,333,2010,0,.,.,321844.6,838.944,163144,35361,5.774069,.,6.732144,12.00239
36017,333,2011,0,.,.,375305.2,837.1531,189637.6,37441.4,5.92774,.,6.730007,12.15287
36017,333,2012,0,.,.,423782.7,834.799,214093.1,39471.72,6.049221,.,6.727191,12.27417
36017,333,2013,0,.,.,467089.2,831.8816,236384,41346.68,6.14652,.,6.72369,12.37321
36017,333,2014,0,.,.,508268.4,828.9642,257587.1,43092.43,6.231009,.,6.720177,12.45911
36017,335,2009,0,.,.,0,0,0,0,.,.,.,.
36017,335,2010,0,.,.,0,0,0,0,.,.,.,.
36017,335,2011,0,.,.,0,0,0,0,.,.,.,.
36017,335,2012,0,.,.,0,0,0,0,.,.,.,.
36017,335,2013,0,.,.,0,0,0,0,.,.,.,.
36017,335,2014,0,.,.,0,0,0,0,.,.,.,.
36019,311,2009,0,.,.,80488.31,199.2813,13789.03,6187.846,4.388112,.,5.294717,9.531629
36019,311,2010,0,.,.,63671.94,158.7108,10423.02,4464.483,4.153744,.,5.067084,9.251772
36019,311,2011,0,.,.,45744.21,116.4676,6964.665,2689.203,3.823065,.,4.757614,8.848605
36019,311,2012,0,.,.,30996.89,77.56996,3928.197,1156.292,3.433887,.,4.35118,8.275936
36019,311,2013,0,.,.,18738.14,42.01779,1195.924,.,2.930561,.,3.738093,7.086674
36019,311,2014,0,.,.,6816.282,6.465624,.,.,1.919314,.,1.8665,.
36019,312,2009,0,.,.,3762.407,10.1361,660.7567,342.4937,1.325059,.,2.316103,6.493386
36019,312,2010,0,.,.,2467.793,6.7574,433.3955,224.6443,0.9033242,.,1.910638,6.071651
36019,312,2011,0,.,.,1134.236,3.179168,204.8811,101.9038,0.1259594,.,1.15662,5.32243
36019,312,2012,0,.,.,0,0,0,0,.,.,.,.
36019,312,2013,.,.,.,.,.,.,.,.,.,.,.
36019,312,2014,.,.,.,.,.,.,.,.,.,.,.
36019,322,2009,803,346.75,1919.9,356814.2,941.0959,71929.45,31750.26,5.877215,6.688355,6.847045,11.18344
36019,322,2010,459.9,346.75,1919.9,294009,811.3973,66975.55,26883.82,5.68361,6.131009,6.698758,11.11208
36019,322,2011,390.55,346.75,1919.9,226222.6,674.7777,61300.55,21571.5,5.421519,5.967556,6.514383,11.02354
36019,322,2012,354.05,346.75,1919.9,170873.7,552,56404.8,17262.33,5.140925,5.869438,6.313548,10.94031
36019,322,2013,379.6,346.75,1919.9,125114.6,443.0642,51891.04,13716.47,4.82923,5.939118,6.093715,10.8569
36019,322,2014,346.75,346.75,1919.9,80516.18,334.1284,47422.27,10253.48,4.388458,5.848604,5.811525,10.76685
36019,324,2009,0,.,.,34445.09,83.7327,7730.051,3006.316,3.539366,.,4.427629,8.95287
36019,324,2010,0,.,.,33471.82,81.67845,8661.326,3038.184,3.510704,.,4.40279,9.066623
36019,324,2011,0,.,.,31908.37,79.5722,9471.075,3025.975,3.462868,.,4.376665,9.155997
36019,324,2012,0,.,.,30996.89,77.56996,10231.97,3038.192,3.433887,.,4.35118,9.233273
36019,324,2013,0,.,.,30548.65,75.67171,10924.79,3061.368,3.41932,.,4.326405,9.29879
36019,324,2014,0,.,.,30060.24,73.77345,11577.52,3078.465,3.403203,.,4.300999,9.356821
36019,325,2009,0,.,.,346514,785.4243,71869.3,27645.04,5.847923,.,6.666224,11.1826
36019,325,2010,0,.,.,295755.1,686.361,69178.3,24844.13,5.689532,.,6.531404,11.14444
36019,325,2011,0,.,.,241622.2,594.8396,66362.43,22051.76,5.487375,.,6.388292,11.10289
36019,325,2012,0,.,.,195098.2,488.2344,64401.21,19122.74,5.273503,.,6.190795,11.07289
36019,325,2013,0,.,.,153764.3,366.5455,62668.73,15916.74,5.035421,.,5.904122,11.04562
36019,325,2014,0,.,.,113407.3,244.8566,60878.4,12779.48,4.730986,.,5.500673,11.01663
36019,326,2009,0,.,.,206940.8,1424.514,90843.38,38873,5.332433,.,7.261586,11.41689
36019,326,2010,0,.,.,216609.3,1481.676,96919.69,38940.95,5.378095,.,7.300929,11.48164
36019,326,2011,0,.,.,223203.6,1542.025,101603.4,38421.91,5.408084,.,7.340852,11.52883
36019,326,2012,0,.,.,230432.6,1596,106375.7,38304.71,5.439959,.,7.375256,11.57473
36019,326,2013,0,.,.,237508,1643.6,110921.3,38406.87,5.470201,.,7.404644,11.61658
36019,326,2014,0,.,.,243952.6,1691.2,115134.8,38438.46,5.496974,.,7.433194,11.65386
36019,327,2009,0,.,.,12789.99,29.9661,2353.474,1035.179,2.548663,.,3.400067,7.763648
36019,327,2010,0,.,.,10126.04,24.10578,2117.035,849.2347,2.315111,.,3.182451,7.657772
36019,327,2011,0,.,.,7331.122,18.29521,1882.497,660.977,1.992128,.,2.906639,7.540354
36019,327,2012,0,.,.,4949.084,12.38512,1633.675,485.0896,1.599203,.,2.516496,7.398587
36019,327,2013,0,.,.,2874.864,6.375502,1358.78,314.4923,1.056005,.,1.852463,7.214343
36019,327,2014,0,.,.,1238.279,0.365884,1089.79,148.4891,0.2137228,.,-1.005439,6.993741
36019,331,2009,0,.,.,8856.814,17.9694,2137.479,726.0595,2.181187,.,2.88867,7.667382
36019,331,2010,0,.,.,11842.99,26.32026,3393.705,1067.631,2.471736,.,3.270339,8.129678
36019,331,2011,0,.,.,14692.07,35.51332,4636.844,1406.253,2.687308,.,3.569908,8.44179
36019,331,2012,0,.,.,17191.55,43.02199,5674.873,1685.048,2.844418,.,3.761711,8.643804
36019,331,2013,0,.,.,19356.4,48.84628,6523.725,1907.953,2.963023,.,3.888678,8.783201
36019,331,2014,0,.,.,21421.92,54.67057,7335.504,2120.78,3.064415,.,4.001326,8.900481
36019,332,2009,0,.,.,110371.6,295.4058,23549.79,10861.42,4.703853,.,5.68835,10.06687
36019,332,2010,0,.,.,93451.66,265.2706,22498.13,10719.88,4.537444,.,5.58075,10.02119
36019,332,2011,0,.,.,74741.74,232.884,21075.92,10405.97,4.314039,.,5.450541,9.955886
36019,332,2012,0,.,.,59999.32,205,20091.78,10204.15,4.094333,.,5.32301,9.908066
36019,332,2013,0,.,.,48365.76,181.6186,19412.69,10068.02,3.878792,.,5.201909,9.873682
36019,332,2014,0,.,.,36998.18,158.2372,18719.96,9918.313,3.610869,.,5.064095,9.837346
36019,333,2009,0,.,.,112636.4,278.4836,23736.73,9734.5,4.724165,.,5.629359,10.07478
36019,333,2010,0,.,.,97282.71,241.2802,23294.56,8678.862,4.577621,.,5.485959,10.05597
36019,333,2011,0,.,.,80178.88,202.3037,22529.49,7495.252,4.38426,.,5.30977,10.02258
36019,333,2012,0,.,.,66682.4,166.8732,22011.63,6535.944,4.199941,.,5.117234,9.999326
36019,333,2013,0,.,.,55961.59,134.9885,21623.93,5736.658,4.024665,.,4.90519,9.981556
36019,333,2014,0,.,.,45465.88,103.1038,21209.94,4951.405,3.816962,.,4.635736,9.962225
36019,335,2009,0,.,.,216801.5,527.0234,48653.85,18922.1,5.378982,.,6.267245,10.79249
36019,335,2010,0,.,.,210675.6,514.0938,54515.41,19122.69,5.350319,.,6.242405,10.90624
36019,335,2011,0,.,.,200835.1,500.8368,59612.06,19045.84,5.302484,.,6.21628,10.99561
36019,335,2012,0,.,.,195098.2,488.2344,64401.21,19122.74,5.273503,.,6.190795,11.07289
36019,335,2013,0,.,.,192276.9,476.2866,68761.95,19268.62,5.258936,.,6.16602,11.13841
36019,335,2014,0,.,.,189202.8,464.3387,72870.31,19376.23,5.242819,.,6.140615,11.19644
36021,311,2009,0,.,.,56869.18,125.2152,51906.75,4962.43,4.040753,.,4.830034,10.8572
36021,311,2010,0,.,.,89013.54,151.4768,83673.04,5340.502,4.488789,.,5.020432,11.33467
36021,311,2011,0,.,.,120219.6,178.9508,114582.2,5637.397,4.78932,.,5.187111,11.64905
36021,311,2012,0,.,.,147341.5,204,141399.1,5942.384,4.992753,.,5.31812,11.85934
36021,311,2013,0,.,.,170717.7,226.6244,164479.1,6238.595,5.140011,.,5.423294,12.01054
36021,311,2014,0,.,.,193088.8,249.2487,186573.8,6514.909,5.26315,.,5.518451,12.13658
36021,312,2009,288.35,105.85,379.6,998.3156,1.024,220.7907,91.77106,-0.0016859,5.664175,0.0237166,5.397215
36021,312,2010,317.55,105.85,379.6,1933.716,2.016,427.6668,177.7585,0.6594433,5.760635,0.7011154,6.058344
36021,312,2011,321.2,105.85,379.6,2856.449,3.072,631.7416,262.5817,1.049579,5.772064,1.122329,6.448481
36021,312,2012,328.5,105.85,379.6,3643.926,4,805.9025,334.9712,1.293062,5.794537,1.386294,6.691963
36021,312,2013,171.55,105.85,379.6,4309.586,4.8,953.122,396.1626,1.460842,5.144875,1.568616,6.859743
36021,312,2014,105.85,105.85,379.6,4947.591,5.6,1094.225,454.8118,1.598901,4.662023,1.722767,6.997802
36021,322,2009,0,.,.,74715.8,220.3345,28966.74,8827.626,4.313692,.,5.395147,10.2739
36021,322,2010,0,.,.,73918.7,234.8372,24483.63,8069.568,4.302966,.,5.458892,10.10576
36021,322,2011,0,.,.,71867.11,250.1386,19604.9,7194.623,4.274819,.,5.522015,9.883534
36021,322,2012,0,.,.,70651.68,263.8425,15625.56,6494.718,4.257762,.,5.575352,9.656663
36021,322,2013,0,.,.,69959.04,275.9488,12327.11,5915.294,4.24791,.,5.620215,9.419557
36021,322,2014,0,.,.,69164.36,288.0551,9106.511,5342.956,4.236485,.,5.663152,9.116745
36021,324,2009,0,.,.,4005.384,11.30167,1522.509,457.3536,1.387639,.,2.424951,7.328115
36021,324,2010,0,.,.,3977.126,12.32242,1297.188,424.0784,1.380559,.,2.51142,7.167954
36021,324,2011,0,.,.,3891.23,13.46373,1055.769,386.7601,1.358725,.,2.599999,6.962025
36021,324,2012,0,.,.,3846.366,14.36392,850.6749,353.5807,1.347129,.,2.66472,6.74603
36021,324,2013,0,.,.,3823.35,15.023,671.1033,322.0361,1.341127,.,2.709583,6.508923
36021,324,2014,0,.,.,3794.309,15.68209,495.7697,290.8773,1.333502,.,2.752519,6.206111
36021,325,2009,0,.,.,57206.88,162.6114,25558.71,7425.145,4.046674,.,5.091363,10.14873
36021,325,2010,0,.,.,41046.56,120.9067,17543.56,5194.169,3.714707,.,4.79502,9.772443
36021,325,2011,0,.,.,24014.26,76.35474,9152.978,2853.291,3.178648,.,4.33539,9.121835
36021,325,2012,0,.,.,10041.04,37.49739,2220.709,923.0317,2.306681,.,3.624271,7.705582
36021,325,2013,.,.,.,.,4.334688,.,.,.,.,1.46665,.
36021,325,2014,.,.,.,.,.,.,.,.,.,.,.
36021,326,2009,0,.,.,130920.6,432.9074,59686.09,17683.29,4.874591,.,6.070524,10.99685
36021,326,2010,0,.,.,106680.8,431.6049,48041.2,15059.54,4.669841,.,6.067511,10.77981
36021,326,2011,0,.,.,80657.35,430.3571,35599.16,12213.56,4.39021,.,6.064615,10.48008
36021,326,2012,0,.,.,59289.55,429,25337.19,9860.99,4.082433,.,6.061457,10.14003
36021,326,2013,0,.,.,41514.18,427.5336,16760.83,7872.599,3.726035,.,6.058033,9.7268
36021,326,2014,0,.,.,24202.11,426.0672,8413.75,5930.361,3.18644,.,6.054597,9.037622
36021,327,2009,0,.,.,10602.87,24.39433,3924.593,1483.217,2.361125,.,3.19435,8.275018
36021,327,2010,0,.,.,10933.34,28.59622,3454.144,1713.812,2.391817,.,3.353274,8.14733
36021,327,2011,0,.,.,11214.03,33.90694,2992.457,1944.519,2.417165,.,3.52362,8.00385
36021,327,2012,0,.,.,11336.66,37,2507.252,2111.167,2.428041,.,3.610918,7.826943
36021,327,2013,0,.,.,11268.82,37.87541,1977.988,2213.48,2.42204,.,3.634302,7.589836
36021,327,2014,0,.,.,11183.22,38.75082,1461.215,2308.818,2.414415,.,3.657152,7.287024
36021,331,2009,0,.,.,0,0,0,0,.,.,.,.
36021,331,2010,0,.,.,0,0,0,0,.,.,.,.
36021,331,2011,0,.,.,0,0,0,0,.,.,.,.
36021,331,2012,0,.,.,0,0,0,0,.,.,.,.
36021,331,2013,0,.,.,0,0,0,0,.,.,.,.
36021,331,2014,0,.,.,0,0,0,0,.,.,.,.
36021,332,2009,0,.,.,54248.95,143.6226,19464.64,6536.401,3.993583,.,4.967189,9.876355
36021,332,2010,0,.,.,52776.59,142.7484,15141.37,6057.947,3.966068,.,4.961083,9.625186
36021,332,2011,0,.,.,50405.42,142.0473,10581.63,5490.867,3.920099,.,4.956161,9.266875
36021,332,2012,0,.,.,48990.57,141,6765.109,5045.059,3.891628,.,4.94876,8.819533
36021,332,2013,0,.,.,48239.11,139.6063,3522.914,4681.493,3.87617,.,4.938827,8.167044
36021,332,2014,0,.,.,47425.54,138.2126,372.3412,4320.669,3.859161,.,4.928793,5.919811
36021,333,2009,0,.,.,19381.55,47.72057,3865.604,1116.161,2.964321,.,3.865362,8.259873
36021,333,2010,0,.,.,33857.2,106.8085,7258.763,2531.943,3.522152,.,4.671038,8.889965
36021,333,2011,0,.,.,48258.11,171.8363,10782.06,4014.635,3.876564,.,5.146542,9.285639
36021,333,2012,0,.,.,60246.25,224.9844,13457.76,5128.184,4.09844,.,5.416031,9.507311
36021,333,2013,0,.,.,70029.67,266.2529,15352.01,5903.071,4.248919,.,5.584447,9.639002
36021,333,2014,0,.,.,79394.88,307.5215,17162.15,6644.208,4.374434,.,5.728545,9.750462
36021,335,2009,0,.,.,143565.8,402.7307,64565.31,18618.77,4.966794,.,5.998268,11.07543
36021,335,2010,0,.,.,101214.2,293.4854,43907.71,12860.11,4.617239,.,5.681828,10.68985
36021,335,2011,0,.,.,56817.72,177.6231,22361.24,6851.143,4.039848,.,5.179664,10.01508
36021,335,2012,0,.,.,20082.08,74.99479,4441.418,1846.064,2.999828,.,4.317419,8.398729
36021,335,2013,.,.,.,.,.,.,.,.,.,.,.
36021,335,2014,.,.,.,.,.,.,.,.,.,.,.
36023,311,2009,0,.,.,5816.013,9.941181,3624.69,1132.138,1.760615,.,2.296686,8.195524
36023,311,2010,0,.,.,8920.591,12.62745,5753.479,1727.909,2.188362,.,2.535873,8.65756
36023,311,2011,0,.,.,11934.56,15.8268,7814.154,2309.487,2.479438,.,2.761704,8.963692
36023,311,2012,0,.,.,14547.7,18,9619.074,2807.439,2.677433,.,2.890372,9.171503
36023,311,2013,0,.,.,16791.69,19.14706,11190.48,3228.122,2.820884,.,2.952149,9.322819
36023,311,2014,0,.,.,18938.48,20.29412,12694.82,3630.44,2.941196,.,3.010331,9.44895
36023,312,2009,0,.,.,661.9009,2.329205,270.6603,121.316,-0.4126394,.,0.8455271,5.600864
36023,312,2010,0,.,.,1249.361,4.74542,528.322,236.8938,0.2226323,.,1.55718,6.269706
36023,312,2011,0,.,.,1826.196,7.328515,782.826,351.0621,0.6022353,.,1.991773,6.66291
36023,312,2012,0,.,.,2322.742,9.577848,999.495,448.2468,0.8427483,.,2.259453,6.90725
36023,312,2013,0,.,.,2747.052,11.49342,1182.079,530.131,1.010528,.,2.441775,7.07503
36023,312,2014,0,.,.,3153.735,13.40899,1357.078,608.6133,1.148587,.,2.595925,7.213089
36023,322,2009,0,.,.,0,0,0,0,.,.,.,.
36023,322,2010,0,.,.,0,0,0,0,.,.,.,.
36023,322,2011,0,.,.,0,0,0,0,.,.,.,.
36023,322,2012,0,.,.,0,0,0,0,.,.,.,.
36023,322,2013,0,.,.,0,0,0,0,.,.,.,.
36023,322,2014,0,.,.,0,0,0,0,.,.,.,.
36023,324,2009,10.95,7.3,25.55,10316.49,55.20465,4696.257,2263.577,2.333744,2.393339,4.011047,8.454521
36023,324,2010,7.3,7.3,25.55,7581.885,39.99572,3431.106,1642.02,2.025762,1.987874,3.688772,8.140638
36023,324,2011,7.3,7.3,25.55,4766.56,24.19966,2122.472,1004.393,1.561625,1.987874,3.186339,7.660337
36023,324,2012,7.3,7.3,25.55,2322.742,9.577848,999.495,448.2468,0.8427483,1.987874,2.259453,6.90725
36023,324,2013,7.3,7.3,25.55,157.0343,.,18.57466,.,-1.851291,1.987874,.,2.921798
36023,324,2014,7.3,7.3,25.55,.,.,.,.,.,1.987874,.,.
36023,325,2009,0,.,.,185727.9,912.7775,81454.95,39348.94,5.224283,.,6.816492,11.30781
36023,325,2010,0,.,.,186136.6,860.3989,81102.73,38221.13,5.226481,.,6.757396,11.30347
36023,325,2011,0,.,.,183636.4,804.6927,79558.63,36518.57,5.212958,.,6.690461,11.28425
36023,325,2012,0,.,.,183252.1,755.6418,78854.89,35364.3,5.210863,.,6.627567,11.27536
36023,325,2013,0,.,.,184102.4,713.2463,78603.59,34552.69,5.215492,.,6.569827,11.27217
36023,325,2014,0,.,.,184603.6,670.8508,78221.75,33704.86,5.218211,.,6.508547,11.2673
36023,326,2009,0,.,.,25285,118.9865,10823.87,5186.007,3.230211,.,4.77901,9.28951
36023,326,2010,0,.,.,31558.85,142.991,13302.79,6291.293,3.451854,.,4.962782,9.495729
36023,326,2011,0,.,.,37220.66,167.3847,15524.55,7274.6,3.616864,.,5.120295,9.650178
36023,326,2012,0,.,.,42665.1,191,17674.76,8233.585,3.753381,.,5.252274,9.779893
36023,326,2013,0,.,.,47869,213.8369,19740.02,9160.384,3.868468,.,5.365213,9.890403
36023,326,2014,0,.,.,52831.79,236.6737,21708.28,10043.13,3.967113,.,5.466682,9.985449
36023,327,2009,0,.,.,28965.16,152.407,12090.82,7377.984,3.366094,.,5.026554,9.400202
36023,327,2010,3.65,3.65,91.25,36157.96,190.938,14729.25,9587.619,3.587897,1.294727,5.251948,9.59759
36023,327,2011,10.95,3.65,91.25,42647.64,230.2986,17081.9,11611.32,3.752972,2.393339,5.439377,9.745774
36023,327,2012,10.95,3.65,91.25,48891.45,268,19371.36,13529.15,3.889603,2.393339,5.590987,9.871551
36023,327,2013,14.6,3.65,91.25,54862.75,304.0421,21580.34,15340.86,4.004835,2.681021,5.717166,9.979538
36023,327,2014,14.6,3.65,91.25,60557.51,340.0843,23684.75,17070.95,4.103593,2.681021,5.829194,10.07259
36023,331,2009,0,.,.,0,0,0,0,.,.,.,.
36023,331,2010,0,.,.,0,0,0,0,.,.,.,.
36023,331,2011,0,.,.,0,0,0,0,.,.,.,.
36023,331,2012,0,.,.,0,0,0,0,.,.,.,.
36023,331,2013,0,.,.,0,0,0,0,.,.,.,.
36023,331,2014,0,.,.,0,0,0,0,.,.,.,.
36023,332,2009,0,.,.,100988.8,449.4665,39499.77,19705.44,4.615009,.,6.108061,10.58405
36023,332,2010,0,.,.,111281.1,485.4882,39708.13,20371.94,4.712059,.,6.185155,10.58931
36023,332,2011,0,.,.,120233.2,528.8821,39462.52,20843.32,4.789433,.,6.270765,10.58311
36023,332,2012,0,.,.,128334.6,557.5316,39319.27,21218.23,4.854641,.,6.323519,10.57947
36023,332,2013,0,.,.,135324.1,571.4368,39110.3,21426.85,4.907673,.,6.348154,10.57414
36023,332,2014,0,.,.,141865,585.342,38838.92,21591.53,4.954876,.,6.372196,10.56718
36023,333,2009,0,.,.,184007.9,903.6708,80556.07,38945.05,5.214979,.,6.806465,11.29671
36023,333,2010,0,.,.,185008.4,854.3278,80513.15,37956.21,5.220401,.,6.750315,11.29618
36023,333,2011,0,.,.,183271.9,802.669,79368.11,36432.97,5.210971,.,6.687943,11.28185
36023,333,2012,0,.,.,183252.1,755.6418,78854.89,35364.3,5.210863,.,6.627567,11.27536
36023,333,2013,0,.,.,184102.4,713.2463,78603.59,34552.69,5.215492,.,6.569827,11.27217
36023,333,2014,0,.,.,184603.6,670.8508,78221.75,33704.86,5.218211,.,6.508547,11.2673
36023,335,2009,182.5,178.85,281.05,5985.063,25.98356,3021.811,1195.459,1.789267,5.20675,3.257464,8.013612
36023,335,2010,178.85,178.85,281.05,9389.793,38.72153,4333.296,1838.592,2.239623,5.186547,3.656396,8.374084
36023,335,2011,193.45,178.85,281.05,12711.41,52.24331,5567.138,2465.914,2.5425,5.265019,3.955912,8.624637
36023,335,2012,211.7,178.85,281.05,15568.65,64.19747,6699.318,3004.465,2.745259,5.35517,4.161964,8.809761
36023,335,2013,215.35,178.85,281.05,17999.14,74.58402,7737.357,3461.139,2.890324,5.372264,4.311926,8.953815
36023,335,2014,178.85,178.85,281.05,20324.68,84.97058,8730.484,3897.954,3.011836,5.186547,4.442305,9.074576
36025,311,2009,594.95,379.6,1051.2,186327.3,753.0397,157850,28477.33,5.227505,6.388477,6.624118,11.9694
36025,311,2010,638.75,379.6,1051.2,222740.8,756.0264,195163.3,27577.48,5.406009,6.459513,6.628077,12.18159
36025,311,2011,605.9,379.6,1051.2,255180.3,757.4663,228945.1,26235.22,5.54197,6.406715,6.629979,12.34124
36025,311,2012,496.4,379.6,1051.2,286425.9,762,261070.6,25355.31,5.65748,6.207382,6.635947,12.47255
36025,311,2013,379.6,379.6,1051.2,316174.3,769.6274,291389.7,24784.6,5.756294,5.939118,6.645906,12.58242
36025,311,2014,744.6,379.6,1051.2,344469.6,777.2549,320282,24187.56,5.842006,6.612847,6.655768,12.67696
36025,312,2009,0,.,.,131.449,.,.,.,-2.029136,.,.,.
36025,312,2010,0,.,.,1452.355,3.312104,204.2629,143.8189,0.3731865,.,1.197584,5.319408
36025,312,2011,0,.,.,2853.106,8.108309,644.3986,329.7135,1.048408,.,2.092889,6.468318
36025,312,2012,0,.,.,3892.449,11.67379,944.4459,462.4969,1.359039,.,2.457346,6.850598
36025,312,2013,0,.,.,4603.509,14.00855,1116.974,546.9843,1.526819,.,2.639668,7.018379
36025,312,2014,0,.,.,5285.028,16.34331,1282.335,627.9616,1.664878,.,2.793818,7.156437
36025,322,2009,0,.,.,21866.87,77.43992,9128.692,3085.647,3.084972,.,4.349503,9.119178
36025,322,2010,0,.,.,22898.98,75.99822,8063.65,3041.951,3.131092,.,4.33071,8.995122
36025,322,2011,0,.,.,23572.53,74.41274,6875.825,2952.232,3.160082,.,4.309627,8.835767
36025,322,2012,0,.,.,24379.02,73.11482,5915.213,2896.691,3.193723,.,4.292031,8.685283
36025,322,2013,0,.,.,25231.91,72.10445,5119.812,2860.784,3.228109,.,4.278116,8.540873
36025,322,2014,0,.,.,26014.73,71.09408,4339.41,2820.933,3.258663,.,4.264004,8.375494
36025,324,2009,0,.,.,3491.348,12.36435,1457.523,492.6663,1.250288,.,2.514818,7.284493
36025,324,2010,0,.,.,3656.14,12.13417,1287.474,485.6896,1.296408,.,2.496025,7.160437
36025,324,2011,0,.,.,3763.681,11.88102,1097.821,471.3649,1.325397,.,2.474942,7.001082
36025,324,2012,0,.,.,3892.449,11.67379,944.4459,462.4969,1.359039,.,2.457346,6.850598
36025,324,2013,0,.,.,4028.625,11.51247,817.4489,456.7639,1.393425,.,2.443431,6.706188
36025,324,2014,0,.,.,4153.613,11.35115,692.8468,450.4012,1.423979,.,2.429319,6.540809
36025,325,2009,0,.,.,283231.8,1005.09,118302.6,38903.37,5.646266,.,6.912833,11.681
36025,325,2010,0,.,.,293555,977.0605,103747.1,38364.56,5.682065,.,6.884549,11.54971
36025,325,2011,0,.,.,298584.1,943.9299,87314.2,37225.94,5.699052,.,6.850052,11.37727
36025,325,2012,0,.,.,307093.7,921.001,74511.8,36488.57,5.727153,.,6.825461,11.21871
36025,325,2013,0,.,.,317837.2,908.2737,64492.42,35981.23,5.761539,.,6.811546,11.0743
36025,325,2014,0,.,.,327698.1,895.5465,54661.98,35425.97,5.792093,.,6.797434,10.90892
36025,326,2009,0,.,.,0,0,0,0,.,.,.,.
36025,326,2010,0,.,.,0,0,0,0,.,.,.,.
36025,326,2011,0,.,.,0,0,0,0,.,.,.,.
36025,326,2012,0,.,.,0,0,0,0,.,.,.,.
36025,326,2013,0,.,.,0,0,0,0,.,.,.,.
36025,326,2014,0,.,.,0,0,0,0,.,.,.,.
36025,327,2009,0,.,.,24007.41,108.6765,12597.02,4204.071,3.178363,.,4.688376,9.441216
36025,327,2010,0,.,.,26443.23,128.5672,13806.39,5016.639,3.275,.,4.856452,9.532887
36025,327,2011,0,.,.,28452.36,149.0759,14782.6,5757.033,3.348231,.,5.004456,9.601207
36025,327,2012,0,.,.,30477.1,168.3484,15795.91,6436.872,3.416975,.,5.126036,9.667506
36025,327,2013,0,.,.,32443.96,186.3848,16805.48,7050.939,3.479514,.,5.227813,9.729461
