FIPS,year_cal,month_num,wateruse_perconnection,tot_maxwithdraw_fips,ps_w_total,ps_gw_total,ps_sw_total,cnty_avg_p,state_yr_avg_p,predict_accounts,name_county,median_age,college_more,average_household_size,median_household_income,median_year_structure_built,owner_occupied_housing_units,total_pop,unemployment,housing_density,precip_monthly_avg_dailytot,precip_monthly_total,rainydays_month,temp_monthly_dailymax,temp_monthly_dailymean,annual_avg_dailymax,annual_avg_dailymean,precip_annual_total,precip_annual_avg_monthly_total
36021,2012,11,3573.564,.,0.0887875,0.0887875,0,0.003335,0.003335,.,.,46.5,0.5725333,2.39,58694.59,1964,0.7199442,62525,0.0786611,51.61292,0.79695529,23.90866,3,6.2673559,2.3659902,14.544847,10.228233,1074.844,89.57037
36021,2012,12,3634.805,.,0.0903091,0.0903091,0,0.003335,0.003335,.,.,46.5,0.5725333,2.39,58694.59,1964,0.7199442,62525,0.0786611,51.61292,4.7891982,148.4651,16,4.2855626,1.1918963,14.544847,10.228233,1074.844,89.57037
36021,2012,13,48700.68,2.1,1.21,1.21,0,0.003335,0.003335,9068.662,Columbia,46.5,0.5725333,2.39,58694.59,1964,0.7199442,62525,0.0786611,51.61292,.,.,.,.,.,14.544847,10.228233,1074.844,89.57037
36021,2013,1,4700.707,.,0.1162613,0.1162613,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,1.5042377,46.63137,7,0.1304595,-3.1903664,13.08211,8.9428282,1132.64,94.38663
36021,2013,2,4429.006,.,0.1095413,0.1095413,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,2.1259366,59.52623,8,0.09676623,-3.1058432,13.08211,8.9428282,1132.64,94.38663
36021,2013,3,4743.744,.,0.1173257,0.1173257,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,2.0876262,64.71641,7,3.5444619,0.13341576,13.08211,8.9428282,1132.64,94.38663
36021,2013,4,4744.146,.,0.1173356,0.1173356,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,2.1427619,64.28286,9,12.225671,7.2019857,13.08211,8.9428282,1132.64,94.38663
36021,2013,5,5489.607,.,0.1357729,0.1357729,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,4.0958842,126.9724,14,19.417467,14.336395,13.08211,8.9428282,1132.64,94.38663
36021,2013,6,5795.458,.,0.1433374,0.1433374,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,7.7167727,231.5032,14,23.772356,19.257175,13.08211,8.9428282,1132.64,94.38663
36021,2013,7,6371.032,.,0.1575729,0.1575729,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,3.5118851,108.8684,13,27.109868,23.185915,13.08211,8.9428282,1132.64,94.38663
36021,2013,8,6195.728,.,0.1532372,0.1532372,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,3.6656097,113.6339,8,24.733954,19.951952,13.08211,8.9428282,1132.64,94.38663
36021,2013,9,5598.144,.,0.1384573,0.1384573,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,2.4790244,74.37074,7,20.887281,15.781565,13.08211,8.9428282,1132.64,94.38663
36021,2013,10,4981.953,.,0.1232172,0.1232172,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,1.7043733,52.83557,5,15.875948,11.533696,13.08211,8.9428282,1132.64,94.38663
36021,2013,11,4568.939,.,0.1130023,0.1130023,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,3.2579508,97.73853,8,6.5975118,2.7357717,13.08211,8.9428282,1132.64,94.38663
36021,2013,12,4647.238,.,0.1149388,0.1149388,0,0.0039663,0.0039663,.,.,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,2.9535472,91.55997,10,1.6967461,-1.376782,13.08211,8.9428282,1132.64,94.38663
36021,2013,13,62265.7,3.07,1.54,1.54,0,0.0039663,0.0039663,9027.441,Columbia,47.1,0.5783216,2.41,58274.23,1965,0.721756,62239.5,0.0818167,51.60032,.,.,.,.,.,13.08211,8.9428282,1132.64,94.38663
36021,2014,1,8647.273,.,0.212894,0.1223008,0.0905932,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,2.8338009,87.84783,9,-2.2152436,-6.2169506,12.640911,8.2566307,1199.73,99.97752
36021,2014,2,8147.461,.,0.2005887,0.1152318,0.0853569,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,3.6184096,101.3155,11,-0.84598661,-4.3444057,12.640911,8.2566307,1199.73,99.97752
36021,2014,3,8726.443,.,0.2148432,0.1234205,0.0914226,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,2.5270986,78.34006,6,1.5421229,-3.2501636,12.640911,8.2566307,1199.73,99.97752
36021,2014,4,8727.182,.,0.2148613,0.123431,0.0914304,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,2.503092,75.09276,9,12.980131,7.124292,12.640911,8.2566307,1199.73,99.97752
36021,2014,5,10098.51,.,0.2486231,0.1428261,0.1057971,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,4.3467842,134.7503,12,19.399189,14.114655,12.640911,8.2566307,1199.73,99.97752
36021,2014,6,10661.14,.,0.262475,0.1507835,0.1116915,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,4.5895798,137.6874,11,24.124227,19.27078,12.640911,8.2566307,1199.73,99.97752
36021,2014,7,11719.95,.,0.2885427,0.1657586,0.1227841,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,5.7694198,178.852,13,25.662756,21.138166,12.640911,8.2566307,1199.73,99.97752
36021,2014,8,11397.47,.,0.2806031,0.1611976,0.1194056,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,1.4689075,45.53613,7,23.959938,19.474012,12.640911,8.2566307,1199.73,99.97752
36021,2014,9,10298.17,.,0.2535387,0.1456499,0.1078888,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,0.85574195,25.67226,7,22.117047,16.983853,12.640911,8.2566307,1199.73,99.97752
36021,2014,10,9164.645,.,0.2256316,0.1296181,0.0960134,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,4.8513429,150.3916,14,15.327388,11.390648,12.640911,8.2566307,1199.73,99.97752
36021,2014,11,8404.878,.,0.2069263,0.1188725,0.0880537,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,2.3465811,70.39743,11,6.5703613,2.7311462,12.640911,8.2566307,1199.73,99.97752
36021,2014,12,8548.914,.,0.2104724,0.1209097,0.0895627,0.0038621,0.0038621,.,.,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,3.6724833,113.847,11,2.2550495,-0.13386998,12.640911,8.2566307,1199.73,99.97752
36021,2014,13,114542,4.22,2.82,1.62,1.2,0.0038621,0.0038621,8986.221,Columbia,47.7,0.5841099,2.43,57853.89,1966,0.7235679,61954,0.0849724,51.58772,.,.,.,.,.,12.640911,8.2566307,1199.73,99.97752
36023,2009,1,9915.217,.,0.2476214,0.2476214,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,1.6339134,50.65132,12,-5.2394529,-9.1547977,11.340498,7.1169669,1054.624,87.88536
36023,2009,2,9342.117,.,0.2333088,0.2333088,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,1.3263721,37.13842,7,-0.40459017,-4.1902908,11.340498,7.1169669,1054.624,87.88536
36023,2009,3,10006,.,0.2498885,0.2498885,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,3.3239268,103.0417,7,5.4010283,0.44670528,11.340498,7.1169669,1054.624,87.88536
36023,2009,4,10006.84,.,0.2499096,0.2499096,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,2.5506461,76.51939,9,12.77269,7.2479818,11.340498,7.1169669,1054.624,87.88536
36023,2009,5,11579.25,.,0.2891786,0.2891786,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,3.7225108,115.3978,14,17.585105,12.4631,11.340498,7.1169669,1054.624,87.88536
36023,2009,6,12224.38,.,0.3052901,0.3052901,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,4.0930922,122.7928,11,20.760354,16.382801,11.340498,7.1169669,1054.624,87.88536
36023,2009,7,13438.44,.,0.3356099,0.3356099,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,3.0488877,94.51552,13,21.926747,17.753166,11.340498,7.1169669,1054.624,87.88536
36023,2009,8,13068.67,.,0.3263753,0.3263753,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,5.1869105,160.7942,15,23.883245,19.644844,11.340498,7.1169669,1054.624,87.88536
36023,2009,9,11808.18,.,0.2948961,0.2948961,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,2.7323364,81.97009,8,19.06853,14.548366,11.340498,7.1169669,1054.624,87.88536
36023,2009,10,10508.45,.,0.2624367,0.2624367,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,3.1424881,97.41713,13,11.421004,7.8811073,11.340498,7.1169669,1054.624,87.88536
36023,2009,11,9637.279,.,0.2406802,0.2406802,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,1.7733237,53.19971,7,9.2077886,5.4096588,11.340498,7.1169669,1054.624,87.88536
36023,2009,12,9802.435,.,0.2448048,0.2448048,0,0.0031822,0.0031822,.,.,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,1.973748,61.18619,11,-0.90253148,-3.6355179,11.340498,7.1169669,1054.624,87.88536
36023,2009,13,131337.3,4.93,3.28,3.28,0,0.0031822,0.0031822,9115.464,Cortland,35.8,0.5289836,2.5075,49094.89,1951.891,0.6554543,49478.38,0.07266,41.21639,.,.,.,.,.,11.340498,7.1169669,1054.624,87.88536
36023,2010,1,11489.88,.,0.2861235,0.2861235,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,1.9316214,59.88026,14,-3.164043,-6.2608704,12.028418,7.9854866,1162.596,96.88301
36023,2010,2,10825.76,.,0.2695855,0.2695855,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,2.4030032,67.28409,13,-2.419116,-4.7449729,12.028418,7.9854866,1162.596,96.88301
36023,2010,3,11595.08,.,0.2887431,0.2887431,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,2.0918089,64.84608,9,6.777283,2.539081,12.028418,7.9854866,1162.596,96.88301
36023,2010,4,11596.06,.,0.2887675,0.2887675,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,1.6725112,50.17533,8,15.100299,9.0925954,12.028418,7.9854866,1162.596,96.88301
36023,2010,5,13418.18,.,0.3341424,0.3341424,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,2.3338292,72.3487,8,19.137757,14.118957,12.028418,7.9854866,1162.596,96.88301
36023,2010,6,14165.77,.,0.352759,0.352759,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,4.9753153,149.2595,18,22.247026,18.097231,12.028418,7.9854866,1162.596,96.88301
36023,2010,7,15572.63,.,0.3877931,0.3877931,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,3.5220358,109.1831,9,25.633518,21.131207,12.028418,7.9854866,1162.596,96.88301
36023,2010,8,15144.14,.,0.3771226,0.3771226,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,4.346418,134.739,13,23.776577,19.303352,12.028418,7.9854866,1162.596,96.88301
36023,2010,9,13683.47,.,0.3407488,0.3407488,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,2.4814511,74.44353,11,20.500654,15.798394,12.028418,7.9854866,1162.596,96.88301
36023,2010,10,12177.33,.,0.3032424,0.3032424,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,6.8237656,211.5367,14,12.449189,8.7258496,12.028418,7.9854866,1162.596,96.88301
36023,2010,11,11167.8,.,0.278103,0.278103,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,2.7201019,81.60306,10,6.4766312,2.7600281,12.028418,7.9854866,1162.596,96.88301
36023,2010,12,11359.19,.,0.2828689,0.2828689,0,0.0033339,0.0033339,.,.,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,2.8160271,87.29684,12,-3.0499683,-5.5216283,12.028418,7.9854866,1162.596,96.88301
36023,2010,13,152195.3,5.17,3.79,3.79,0,0.0033339,0.0033339,9089.31,Cortland,35.8,0.5310602,2.45,48888.02,1951.625,0.6491886,49336,0.0721849,41.25631,.,.,.,.,.,12.028418,7.9854866,1162.596,96.88301
36023,2011,1,11654.01,.,0.2898982,0.2898982,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,1.2143906,37.64611,13,-4.4708864,-7.0375408,12.353725,8.1850072,1322.06,110.1716
36023,2011,2,10980.41,.,0.2731421,0.2731421,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,3.2021542,89.66032,13,-1.3633391,-6.0445934,12.353725,8.1850072,1322.06,110.1716
36023,2011,3,11760.71,.,0.2925524,0.2925524,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,3.1536709,97.76379,11,2.931986,-1.0001341,12.353725,8.1850072,1322.06,110.1716
36023,2011,4,11761.7,.,0.2925771,0.2925771,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,6.5099011,195.297,19,12.783826,7.6241964,12.353725,8.1850072,1322.06,110.1716
36023,2011,5,13609.85,.,0.3385506,0.3385506,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,4.0469228,125.4546,15,19.035929,14.378931,12.353725,8.1850072,1322.06,110.1716
36023,2011,6,14368.12,.,0.3574128,0.3574128,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,3.1022988,93.06896,13,22.10446,17.602016,12.353725,8.1850072,1322.06,110.1716
36023,2011,7,15795.09,.,0.3929091,0.3929091,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,1.3057311,40.47766,6,25.674038,21.249403,12.353725,8.1850072,1322.06,110.1716
36023,2011,8,15360.47,.,0.3820979,0.3820979,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,4.7115415,146.0578,15,23.450356,18.86512,12.353725,8.1850072,1322.06,110.1716
36023,2011,9,13878.94,.,0.3452442,0.3452442,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,7.5279681,225.8391,15,21.085407,16.847992,12.353725,8.1850072,1322.06,110.1716
36023,2011,10,12351.28,.,0.307243,0.307243,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,3.8797994,120.2738,16,12.88771,9.1024759,12.353725,8.1850072,1322.06,110.1716
36023,2011,11,11327.33,.,0.2817719,0.2817719,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,2.6586465,79.75939,8,10.243717,5.7524434,12.353725,8.1850072,1322.06,110.1716
36023,2011,12,11521.45,.,0.2866007,0.2866007,0,0.0030062,0.0030062,.,.,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,2.4400372,70.76108,9,3.0960539,-0.01061638,12.353725,8.1850072,1322.06,110.1716
36023,2011,13,154369.4,5.4,3.84,3.84,0,0.0030062,0.0030062,9079.521,Cortland,35.875,0.5335413,2.4775,48672.6,1951.297,0.6537152,49282.81,0.0711221,41.24391,.,.,.,.,.,12.353725,8.1850072,1322.06,110.1716
36023,2012,1,11787.79,.,0.2929179,0.2929179,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,3.0918857,95.84846,11,0.40838456,-3.0450323,13.288599,9.0648004,1050.843,87.57025
36023,2012,2,11106.45,.,0.2759873,0.2759873,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,0.91456541,24.69327,9,1.2130934,-1.6423369,13.288599,9.0648004,1050.843,87.57025
36023,2012,3,11895.71,.,0.2955998,0.2955998,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,2.0716948,64.22254,11,11.508496,6.1850574,13.288599,9.0648004,1050.843,87.57025
36023,2012,4,11896.71,.,0.2956248,0.2956248,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,2.3655479,70.96644,8,10.486082,5.7288391,13.288599,9.0648004,1050.843,87.57025
36023,2012,5,13766.08,.,0.3420772,0.3420772,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,3.4176854,105.9482,12,20.047958,15.322841,13.288599,9.0648004,1050.843,87.57025
36023,2012,6,14533.05,.,0.3611358,0.3611358,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,2.8835897,86.50769,12,22.011076,17.269652,13.288599,9.0648004,1050.843,87.57025
36023,2012,7,15976.4,.,0.3970019,0.3970019,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,2.7453839,85.1069,11,25.61086,21.136768,13.288599,9.0648004,1050.843,87.57025
36023,2012,8,15536.79,.,0.3860781,0.3860781,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,2.7813462,86.22173,8,24.627977,19.80774,13.288599,9.0648004,1050.843,87.57025
36023,2012,9,14038.25,.,0.3488405,0.3488405,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,3.1136832,93.4105,12,19.818209,15.092952,13.288599,9.0648004,1050.843,87.57025
36023,2012,10,12493.06,.,0.3104434,0.3104434,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,4.038648,125.1981,16,14.52726,10.459721,13.288599,9.0648004,1050.843,87.57025
36023,2012,11,11457.36,.,0.284707,0.284707,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,1.4646703,43.94011,8,5.2880346,1.5076569,13.288599,9.0648004,1050.843,87.57025
36023,2012,12,11653.7,.,0.2895861,0.2895861,0,0.003335,0.003335,.,.,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,5.4444851,168.779,15,3.2802132,0.37070175,13.288599,9.0648004,1050.843,87.57025
36023,2012,13,156141.4,5.62,3.88,3.88,0,0.003335,0.003335,9069.986,Cortland,36,0.5358202,2.53,48461.45,1951,0.6614575,49231,0.0703531,41.2102,.,.,.,.,.,13.288599,9.0648004,1050.843,87.57025
36023,2013,1,11374.57,.,0.2823488,0.2823488,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,1.7430957,54.03597,5,-0.45504042,-3.535376,11.629668,7.6022033,1338.494,111.5411
36023,2013,2,10717.12,.,0.266029,0.266029,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,2.2383911,62.67495,7,-1.2764926,-4.4880977,11.629668,7.6022033,1338.494,111.5411
36023,2013,3,11478.71,.,0.2849338,0.2849338,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,1.0283496,31.87884,8,1.0507909,-1.9013625,11.629668,7.6022033,1338.494,111.5411
36023,2013,4,11479.68,.,0.2849579,0.2849579,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,3.3409127,100.2274,12,10.92437,5.7491211,11.629668,7.6022033,1338.494,111.5411
36023,2013,5,13283.52,.,0.3297342,0.3297342,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,3.8700691,119.9721,10,18.619812,13.268225,11.629668,7.6022033,1338.494,111.5411
36023,2013,6,14023.6,.,0.3481052,0.3481052,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,5.9876685,179.6301,14,21.695859,17.548321,11.629668,7.6022033,1338.494,111.5411
36023,2013,7,15416.35,.,0.3826771,0.3826771,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,6.490704,201.2118,19,25.511739,21.328934,11.629668,7.6022033,1338.494,111.5411
36023,2013,8,14992.16,.,0.3721474,0.3721474,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,5.4037454,167.5161,11,23.303934,18.688721,11.629668,7.6022033,1338.494,111.5411
36023,2013,9,13546.15,.,0.3362535,0.3362535,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,4.77322,143.1966,12,19.474264,14.299013,11.629668,7.6022033,1338.494,111.5411
36023,2013,10,12055.12,.,0.2992418,0.2992418,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,2.7255992,84.49358,12,14.530001,10.486695,11.629668,7.6022033,1338.494,111.5411
36023,2013,11,11055.73,.,0.2744341,0.2744341,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,3.8440008,115.32,18,4.8121109,1.30973,11.629668,7.6022033,1338.494,111.5411
36023,2013,12,11245.19,.,0.2791372,0.2791372,0,0.0039663,0.0039663,.,.,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,2.5269757,78.33624,12,0.45077495,-2.423405,11.629668,7.6022033,1338.494,111.5411
36023,2013,13,150667.9,5.57,3.74,3.74,0,0.0039663,0.0039663,9060.324,Cortland,36.1,0.5377957,2.57,48256.73,1950.75,0.6675919,49178.5,0.070025,41.18714,.,.,.,.,.,11.629668,7.6022033,1338.494,111.5411
36023,2014,1,11995.63,.,0.2974476,0.2974476,0,0.0038621,0.0038621,.,.,36.2,0.5397713,2.61,48052,1950.5,0.6737264,49126,0.0696968,41.16408,1.6405111,50.85584,12,-4.4644866,-8.0831306,11.044963,6.8534093,979.2555,81.60463
36023,2014,2,11302.28,.,0.2802551,0.2802551,0,0.0038621,0.0038621,.,.,36.2,0.5397713,2.61,48052,1950.5,0.6737264,49126,0.0696968,41.16408,1.9874439,55.64843,9,-3.2860844,-6.4442941,11.044963,6.8534093,979.2555,81.60463
36023,2014,3,12105.46,.,0.3001709,0.3001709,0,0.0038621,0.0038621,.,.,36.2,0.5397713,2.61,48052,1950.5,0.6737264,49126,0.0696968,41.16408,2.4492675,75.92729,5,-0.59421584,-5.0926535,11.044963,6.8534093,979.2555,81.60463
36023,2014,4,12106.48,.,0.3001963,0.3001963,0,0.0038621,0.0038621,.,.,36.2,0.5397713,2.61,48052,1950.5,0.6737264,49126,0.0696968,41.16408,2.4452072,73.35622,11,11.334361,5.964917,11.044963,6.8534093,979.2555,81.60463
36023,2014,5,14008.81,.,0.347367,0.347367,0,0.0038621,0.0038621,.,.,36.2,0.5397713,2.61,48052,1950.5,0.6737264,49126,0.0696968,41.16408,3.5254,109.2874,10,18.440584,13.56652,11.044963,6.8534093,979.2555,81.60463
36023,2014,6,14789.3,.,0.3667204,0.3667204,0,0.0038621,0.0038621,.,.,36.2,0.5397713,2.61,48052,1950.5,0.6737264,49126,0.0696968,41.16408,3.7654072,112.9622,10,23.015179,18.338228,11.044963,6.8534093,979.2555,81.60463
36023,2014,7,16258.09,.,0.4031412,0.4031412,0,0.0038621,0.0038621,.,.,36.2,0.5397713,2.61,48052,1950.5,0.6737264,49126,0.0696968,41.16408,3.3027051,102.3839,14,23.737077,19.082848,11.044963,6.8534093,979.2555,81.60463
36023,2014,8,15810.74,.,0.3920484,0.3920484,0,0.0038621,0.0038621,.,.,36.2,0.5397713,2.61,48052,1950.5,0.6737264,49126,0.0696968,41.16408,3.9045242,121.0403,14,22.441089,18.01257,11.044963,6.8534093,979.2555,81.60463
36023,2014,9,14285.78,.,0.354235,0.354235,0,0.0038621,0.0038621,.,.,36.2,0.5397713,2.61,48052,1950.5,0.6737264,49126,0.0696968,41.16408,2.1734369,65.2031,7,20.946713,15.654947,11.044963,6.8534093,979.2555,81.60463
