"collection","colid","area","lat","lon","elev","MAXCAP","fips","height","normcap"
"reservoir",1,"NA",48.8733,-122.688,"NA",6907488,53073,2.1336,5600
"reservoir",2,"145.03944000000001",48.7583,-122.422,"NA",94977960,53073,4.2672,25000
"reservoir",3,"556.84784999999999",48.6583,-121.687,"NA",218552920.3,53073,13.4112,159104
"reservoir",4,"556.84784999999999",48.6483,-121.69,"NA",389903028,53073,89.916,298000
"reservoir",5,"2587.4000099999998",48.7317,-121.067,"NA",2014766232,53073,125.8824,1434800
"reservoir",6,"2913.73875",48.7133,-121.13,"NA",112986768,53073,101.1936,89200
"reservoir",7,"3001.7984099999999",48.6983,-121.207,"NA",13296914.4,53073,47.244,8485
"reservoir",8,"769.22703000000001",48.5483,-121.74,"NA",199170015.6,53057,84.7344,132300
"reservoir",9,"NA",48.9317,-119.418,"NA",49339200,53047,4.572,17000
"reservoir",10,"797.71691999999996",48.095,-123.555,"NA",9991188,53009,30.48,7600
"reservoir",11,"NA",48.8116,-119.533,"NA",17305724.4,53047,3.9624,13400
"reservoir",12,"634.54755",48.0017,-123.598,"NA",48229068,53009,60.96,38650
"reservoir",13,"NA",48.9866,-117.347,"NA",150484560,53051,96.012,96200
"reservoir",14,"NA",48.5583,-119.745,"NA",21314534.4,53047,12.192,15700
"reservoir",15,"NA",48.4683,-120.25,"NA",7049338.2,53047,8.8392,5000
"reservoir",16,"313.38878999999997",48.5416,-119.747,"NA",20475768,53047,19.2024,13000
"reservoir",17,"132.60748799999999",48.84,-117.288,"NA",38495677.32,53051,8.8392,29704
"reservoir",18,"NA",48.78,-117.41,"NA",123348000,53051,30.48,1e+05
"reservoir",19,"NA",48.3616,-119.697,"NA",8325990,53047,16.1544,5900
"reservoir",20,"176.11931999999999",47.975,-121.687,"NA",59207040,53061,47.244,35600
"reservoir",21,"NA",47.945,-121.83,"NA",16281936,53061,12.8016,13200
"reservoir",22,"NA",47.665,-122.397,"NA",564933840,53033,7.62,458000
"reservoir",23,"106.18959",47.385,-123.605,"NA",93744480,53027,53.34,70000
"reservoir",24,"33.669870000000003",48.2217,-118.893,"NA",7894272,53047,3.048,5250
"reservoir",25,"243.45905999999999",47.4216,-123.222,"NA",589603440,53045,71.628,453300
"reservoir",26,"NA",47.3983,-123.2,"NA",10792950,53045,53.34,8000
"reservoir",27,"NA",47.6933,-121.688,"NA",82889856,53033,60.96,56000
"reservoir",28,"95.829629999999995",48.275,-118.375,"NA",23374446,53019,2.4384,15124
"reservoir",29,"1481.4742799999999",48.49,-116.902,"NA",101145360,16017,2.4384,82000
"reservoir",30,"NA",47.925,-120.177,"NA",11673654.72,53007,4.8768,8800
"reservoir",31,"194249.25",47.9966,-119.627,"NA",731453640,53017,62.484,516000
"reservoir",32,"NA",47.9483,-119.862,"NA",445532976,53017,33.528,3e+05
"reservoir",33,"165.75935999999999",48.8303,-113.516,"NA",111506592,30035,26.5176,67600
"reservoir",34,"2463.0804899999998",47.835,-120.012,"NA",1469992389,53007,10.9728,1059328
"reservoir",35,"NA",47.4216,-122.102,"NA",43869949.68,53033,4.572,14768
"reservoir",36,"NA",47.4183,-122.107,"NA",43869949.68,53033,4.8768,8870
"reservoir",37,"NA",48.2317,-117.287,"NA",15568984.56,53051,3.048,12000
"reservoir",38,"191918.25899999999",47.955,-118.983,"NA",11577443280,53025,115.824,9386000
"reservoir",39,"NA",48.2566,-117.075,"NA",16738323.6,53051,3.048,12943
"reservoir",40,"NA",47.4116,-121.752,"NA",215859000,53033,65.532,93900
"reservoir",41,"209.78918999999999",47.41,-121.725,"NA",92511000,53033,5.4864,75000
"reservoir",42,"59310.771000000001",48.18,-117,"NA",3036827760,16017,27.432,1150000
"reservoir",43,"23271.060150000001",48.4116,-115.308,"NA",7434183960,30053,110.3376,5809000
"reservoir",44,"36.518858999999999",48.0583,-117.65,"NA",6895153.2,53065,1.524,5590
"reservoir",45,"NA",47.2416,-122.17,"NA",71961223.2,53053,13.716,56000
"reservoir",46,"569.79780000000005",47.2766,-121.785,"NA",130748880,53033,67.056,26000
"reservoir",47,"229214.11499999999",47.5316,-120.297,"NA",508193760,53007,36.576,382000
"reservoir",48,"142.44945000000001",47.3233,-121.338,"NA",210925080,53037,20.7264,158000
"reservoir",49,"621597.6",47.62,-119.303,"NA",1572687000,53025,37.4904,1275000
"reservoir",51,"NA",46.69,-67.8917,"NA",12088104,23003,9.4488,7000
"reservoir",52,"165.75935999999999",47.265,-121.205,"NA",302202600,53037,17.9832,239000
"reservoir",53,"129.49950000000001",48.4933,-113.267,"NA",25903080,30035,12.8016,13500
"reservoir",54,"NA",47.5883,-119.34,"NA",9574271.76,53025,0.6096,7000
"reservoir",55,"15332.7408",47.8366,-117.838,"NA",312070440,53065,71.9328,253000
"reservoir",56,"NA",48.5666,-112.597,"NA",6414096,30035,3.048,5200
"reservoir",57,"56565.381600000001",48.0866,-116.063,"NA",138149760,16017,59.436,112000
"reservoir",58,"523.17798000000005",47.245,-121.073,"NA",875770800,53037,37.7952,710000
"reservoir",59,"4283.8434600000001",48.3416,-114.013,"NA",4425726240,30029,156.972,3468000
"reservoir",60,"85.469669999999994",47.9166,-116.917,"NA",6167400,16055,1.2192,5000
"reservoir",61,"NA",47.7766,-117.543,"NA",7154184,53063,20.7264,5210
"reservoir",62,"232063.10399999999",47.345,-120.092,"NA",160352400,53017,27.432,130000
"reservoir",63,"NA",48.1833,-114.622,"NA",24669600,30029,3.6576,8000
"reservoir",64,"106.18959",47.8567,-116.863,"NA",11212333.2,16055,3.048,9090
"reservoir",65,"NA",47.4483,-119.253,"NA",94361220,53025,32.6136,64200
"reservoir",66,"NA",48.7666,-109.312,"NA",9251100,30005,6.7056,7000
"reservoir",67,"NA",46.785,-122.717,"NA",43171800,53067,41.7576,35000
"reservoir",68,"82.879679999999993",48.1166,-114.706,"NA",32563872,30029,2.7432,4000
"reservoir",69,"74.073713999999995",47.7683,-117.077,"NA",13938324,53063,3.048,8700
"reservoir",70,"1199.1653699999999",48.5166,-111.405,"NA",7400880,30101,9.7536,5944
"reservoir",71,"NA",46.7416,-122.833,"NA",9559470,53041,42.672,5500
"reservoir",72,"56547.251669999998",47.96,-115.733,"NA",610572600,30089,53.6448,495000
"reservoir",73,"173.52932999999999",46.5567,-68.325,"NA",80311882.8,23003,8.2296,58600
"reservoir",74,"NA",46.5083,-68.095,"NA",12581496,23003,0,6800
"reservoir",75,"NA",48.3433,-112.695,"NA",37004400,30035,10.668,20000
"reservoir",76,"743.32713000000001",46.8017,-122.308,"NA",300969120,53053,86.868,231936
"reservoir",77,"161.35637700000001",47.7517,-116.752,"NA",90044040,16055,3.048,38000
"reservoir",78,"9753.9023400000005",48.6016,-109.947,"NA",278766480,30041,17.3736,105000
"reservoir",79,"9582.9629999999997",47.7083,-116.952,"NA",2941849800,16055,17.9832,225000
"reservoir",80,"55.684784999999998",48.3,-112.283,"NA",117180600,30073,6.7056,67000
"reservoir",81,"NA",48.2633,-112.207,"NA",164052840,30073,17.3736,105000
"reservoir",82,"176.11931999999999",46.8733,-121.3,"NA",49141843.2,53077,11.5824,33700
"reservoir",83,"NA",48.5266,-109.665,"NA",12680174.4,30041,25.2984,5150
"reservoir",84,"196.83923999999999",48.1647,-112.872,"NA",41938320,30073,12.8016,30000
"reservoir",85,"5697.9780000000001",48.705,-107.2,"NA",15726870,30105,13.1064,7010
"reservoir",86,"12750.520769999999",48.3183,-111.091,"NA",1919169065,30051,15.24,967320
"reservoir",87,"771.81701999999996",46.4933,-69.2884,"NA",122114520,23021,4.2672,78000
"reservoir",88,"3625.9859999999999",46.5033,-122.59,"NA",227199615.1,53041,60.96,133718
"reservoir",89,"2988.8484600000002",46.535,-122.423,"NA",2114924808,53041,111.252,1326300
"reservoir",90,"204.60920999999999",48.4066,-109.72,"NA",10255152.72,30041,32.9184,7440
"reservoir",91,"45583.824000000001",48.9866,-100.965,"NA",58960344,38009,2.7432,29690
"reservoir",92,"7977.1692000000003",47.085,-119.332,"NA",61674000,53025,4.572,50000
"reservoir",93,"152.80941000000001",48.9766,-100.357,"NA",14061672,38009,1.8288,9120
"reservoir",94,"NA",47.355,-117.567,"NA",9867840,53063,5.1816,7500
"reservoir",95,"178.70930999999999",46.305,-68.8267,"NA",39064311.6,23021,3.6576,25200
"reservoir",96,"NA",48.5283,-107.517,"NA",105339192,30071,6.7056,79200
"reservoir",97,"748.50711000000001",47.2317,-118.112,"NA",27136560,53001,2.4384,15000
"reservoir",98,"68.634735000000006",46.1817,-68.3667,"NA",9374448,23003,2.1336,7200
"reservoir",99,"NA",47.2833,-117.633,"NA",9867840,53063,1.524,7500
"reservoir",100,"NA",47.9616,-112.733,"NA",131982360,30099,18.288,87000
"reservoir",101,"246049.05",46.8767,-119.97,"NA",923259780,53037,39.624,673500
"reservoir",102,"155.39940000000001",46.6333,-121.267,"NA",8239646.4,53077,17.3736,5300
"reservoir",103,"484.32812999999999",46.6566,-121.128,"NA",251136528,53077,58.5216,198000
"reservoir",104,"NA",48.95,-96.275,"NA",16035240,27135,1.8288,7400
"reservoir",105,"NA",48.95,-96.2334,"NA",18502200,27135,2.7432,9200
"reservoir",106,"10748.458500000001",46.9833,-119.267,"NA",683717964,53025,42.672,511700
"reservoir",107,"54306.910320000003",47.5883,-115.353,"NA",30590304,30089,15.24,14970
"reservoir",108,"NA",46.305,-122.747,"NA",14477354.76,53015,1.8288,7500
"reservoir",109,"NA",46.9566,-119.23,"NA",12519822,53025,11.5824,10150
"reservoir",110,"18352.669140000002",47.6767,-114.233,"NA",2417620800,30047,53.9496,1220000
"reservoir",111,"528.35796000000005",46.275,-69.3517,"NA",129762096,23021,4.2672,101000
"reservoir",112,"NA",48.78,-100.872,"NA",9029073.6,38009,3.6576,5090
"reservoir",113,"1217.2953",46.1433,-68.7917,"NA",56493384,23019,7.3152,41400
"reservoir",115,"NA",48.7766,-100.212,"NA",6479470.44,38009,1.8288,5253
"reservoir",116,"18.906927",47.8783,-112.317,"NA",7647576,30099,9.4488,5500
"reservoir",117,"NA",48.2617,-108.408,"NA",6907488,30071,7.0104,5600
"reservoir",118,"621.59760000000006",46.1483,-69.1267,"NA",129762096,23021,3.048,101000
"reservoir",119,"463.60820999999999",46.1966,-69.56,"NA",40088100,23021,3.9624,32500
"reservoir",120,"NA",48.67,-100.788,"NA",19982376,38009,4.8768,5371
"reservoir",121,"NA",48.4766,-104.508,"NA",91002453.96,30091,4.2672,73777
"reservoir",122,"247344.04500000001",46.645,-119.908,"NA",308616696,53025,29.5656,222600
"reservoir",123,"NA",48.625,-100.725,"NA",17885460,38049,2.1336,5780
"reservoir",124,"155.39940000000001",46.1316,-69.6,"NA",12951540,23021,3.3528,10500
"reservoir",125,"NA",46.02,-69.0701,"NA",14555064,23021,3.048,10400
"reservoir",126,"NA",48.5833,-100.667,"NA",54026424,38049,3.048,11447
"reservoir",127,"NA",47.6767,-112.497,"NA",57603516,30099,11.5824,46700
"reservoir",128,"2504.5203299999998",48.385,-104.578,"NA",16432420.56,30085,2.7432,13322
"reservoir",129,"NA",46.715,-119.035,"NA",18810570,53021,3.048,15250
"reservoir",130,"38590.851000000002",48.6067,-93.4017,"NA",4933920000,27071,10.3632,3312000
"reservoir",131,"1489.24425",47.6033,-112.76,"NA",150484560,30099,59.7408,99000
"reservoir",132,"26158.899000000001",48.5,-101.667,"NA",280493352,38075,17.9832,112100
"reservoir",133,"354.82862999999998",45.6633,-67.735,"NA",197726844,23029,1.8288,105300
"reservoir",134,"93.498638999999997",45.95,-69.1917,"NA",11175328.8,23021,2.7432,9060
"reservoir",135,"1245.7851900000001",46.0633,-122.197,"NA",944845680,53059,124.968,756000
"reservoir",136,"1069.66587",45.5683,-67.4284,"NA",279259872,23029,4.2672,187100
"reservoir",137,"461.01821999999999",45.66,-67.8684,"NA",10102201.2,23029,3.048,8190
"reservoir",138,"18647.928",48.505,-92.6367,"NA",866519700,27137,6.096,562000
"reservoir",139,"1890.6927000000001",45.9566,-122.555,"NA",521762040,53011,58.5216,423000
"reservoir",140,"3651.8859000000002",45.8833,-69.1767,"NA",862017498,23021,54.864,688700
"reservoir",141,"NA",47.5466,-112.43,"NA",53903076,30049,21.0312,32300
"reservoir",142,"1543.6340399999999",45.97,-122.338,"NA",159118920,53015,7.3152,129000
"reservoir",143,"1543.6340399999999",45.965,-122.332,"NA",495858960,53011,76.2,402000
"reservoir",144,"725.19719999999995",48.4866,-94.8184,"NA",78819372,27077,3.9624,35500
"reservoir",145,"274.53894000000003",45.7416,-68.7334,"NA",81039636,23019,3.048,56448
"reservoir",146,"NA",47.4866,-112.545,"NA",16837002,30049,9.4488,10092
"reservoir",147,"27.453893999999998",45.8216,-69.1667,"NA",14925108,23021,2.4384,10600
"reservoir",148,"32.374875000000003",45.775,-69.0467,"NA",10977972,23021,5.7912,7100
"reservoir",149,"1359.7447500000001",45.9116,-69.7334,"NA",151718040,23025,9.7536,107000
"reservoir",150,"NA",46.565,-118.537,"NA",463788480,53021,31.3944,356000
"reservoir",151,"103.081602",45.7866,-69.3334,"NA",40951536,23021,6.096,16300
"reservoir",152,"50763.803999999996",47.5816,-111.06,"NA",16035240,30013,28.3464,7800
"reservoir",153,"NA",45.6333,-68.6067,"NA",147524208,23019,15.24,27600
"reservoir",154,"148924.42499999999",48,-106.417,"NA",23325106800,30055,67.056,15200000
"reservoir",155,"NA",47.5533,-111.148,"NA",12211452,30013,31.0896,8720
"reservoir",156,"NA",45.6383,-68.73,"NA",486445040.6,23019,7.3152,19200
"reservoir",157,"8681.6464799999994",45.57,-68.41,"NA",42885632.64,23019,12.4968,26076
"reservoir",158,"4827.74136",45.635,-68.78,"NA",366157304.5,23019,8.2296,211162
"reservoir",159,"1823.3529599999999",48.325,-99.1367,"NA",11372685.6,38071,1.8288,9220
"reservoir",160,"NA",46.5883,-118.033,"NA",685814880,53075,30.7848,506000
"reservoir",161,"471.37817999999999",45.8733,-70,"NA",32193828,23025,7.9248,23400
"reservoir",162,"41.439839999999997",45.9116,-70.2217,"NA",11471364,23025,4.2672,8500
"reservoir",163,"NA",46.655,-117.407,"NA",596757624,53023,32.004,440200
"reservoir",164,"NA",48.3133,-96.0134,"NA",75624658.8,27089,4.8768,15445
"reservoir",165,"3405.8368500000001",45.2766,-67.48,"NA",184528608,NA,15.24,88000
"reservoir",166,"181.29929999999999",45.6716,-69.4467,"NA",34475766,23021,3.3528,10454
"reservoir",167,"1916.5925999999999",48.25,-97.2917,"NA",6595417.56,38099,2.7432,5347
"reservoir",168,"100.232613",45.48,-123.2,"NA",77141839.2,41067,46.0248,59910
"reservoir",169,"3405.8368500000001",45.1583,-67.4017,"NA",22696032,23029,14.0208,13800
"reservoir",170,"1851.84285",45.66,-69.8134,"NA",267850182,23025,12.192,196500
"reservoir",171,"152.29141200000001",45.4533,-68.8517,"NA",36498673.2,23021,2.7432,16128
"reservoir",172,"NA",48.04,-89.9967,"NA",37966514.4,27031,3.6576,18468
"reservoir",173,"NA",45.5983,-122.403,"NA",8387664,53011,7.9248,6100
"reservoir",174,"NA",46.25,-118.878,"NA",463788480,53071,31.3944,356000
"reservoir",175,"587.92773",45.2,-67.8467,"NA",267788508,23029,3.048,160900
"reservoir",176,"3278.9273400000002",45.5866,-69.715,"NA",881913530.4,23025,3.048,220800
"reservoir",177,"580.15776000000005",45.1817,-67.7784,"NA",267788508,23029,2.7432,160900
"reservoir",178,"113.95956",45.2116,-67.97,"NA",24630128.64,23029,2.4384,14950
"reservoir",179,"621597.6",45.6416,-121.933,"NA",662378760,41051,15.24,277000
"reservoir",180,"15.53994",48.0183,-91.5567,"NA",18748896,27075,2.4384,5700
"reservoir",181,"115.772553",45.04,-67.3584,"NA",23429952.6,23029,2.1336,14246
"reservoir",182,"NA",45.04,-67.36,"NA",56901665.88,23029,5.1816,34598
"reservoir",183,"22.7142123",45,-67.2234,"NA",14505724.8,23029,8.5344,9800
"reservoir",184,"181.29929999999999",48.0333,-92.8317,"NA",297009649.2,27137,1.8288,197010
"reservoir",185,"36.259860000000003",45.0967,-67.685,"NA",28308366,23029,4.8768,8576
"reservoir",186,"84.174674999999993",45.4566,-69.53,"NA",14801760,23021,3.048,9408
"reservoir",187,"111.36957",45.3266,-68.9017,"NA",46132152,23021,1.8288,19000
"reservoir",188,"NA",45.4116,-122.665,"NA",8634360,41005,7.9248,7000
"reservoir",189,"NA",45.4516,-69.5334,"NA",24755943.6,23021,4.8768,15053
"reservoir",190,"72.519720000000007",45.2483,-68.5634,"NA",16281936,23019,3.048,11600
"reservoir",191,"6319.5756000000001",46.5183,-116.285,"NA",4259206440,16035,192.9384,3450000
"reservoir",192,"13511.97783",45.25,-68.65,"NA",11915416.8,23019,7.0104,7245
"reservoir",193,"155.39940000000001",45.0117,-67.5884,"NA",28308366,23029,3.6576,16618
"reservoir",194,"NA",47.99,-94.0917,"NA",8739205.8,27071,1.8288,5450
"reservoir",195,"186.47927999999999",45.1367,-68.2,"NA",458241520.4,23009,1.8288,230703
"reservoir",196,"3107.9879999999998",47.9333,-91.7584,"NA",14875768.8,27075,12.4968,8320
"reservoir",197,"823.61681999999996",45.3067,-69.035,"NA",31557352.32,23021,3.6576,336
"reservoir",198,"193.21325400000001",45.4817,-122.082,"NA",38977968,41051,59.1312,30140
"reservoir",199,"3579.36618",45.4616,-69.8667,"NA",255774412.8,23025,45.72,155520
"reservoir",200,"62.159759999999999",44.9383,-67.3784,"NA",28996647.84,23029,1.8288,19980
"reservoir",201,"264.17898000000002",45.4483,-122.147,"NA",25903080,41005,33.528,20990
"reservoir",202,"NA",45.7167,-120.685,"NA",3120704400,41055,34.4424,530000
"reservoir",203,"5050.4804999999997",47.9566,-95.2767,"NA",4915417800,27029,3.048,1810000
"reservoir",204,"613827.63",45.615,-121.138,"NA",407048400,53039,34.7472,277000
"reservoir",205,"NA",47.8183,-90.3667,"NA",61476643.2,27031,2.4384,44500
"reservoir",206,"10.359959999999999",45.46,-121.845,"NA",17885460,41005,16.1544,10000
"reservoir",207,"554257.86",45.93,-119.295,"NA",1665198000,41059,22.5552,1350000
"reservoir",208,"1085.2058099999999",47.8541,-91.6167,"NA",12704844,27075,3.9624,10300
"reservoir",209,"44415.738510000003",46.9916,-112.005,"NA",326872200,30049,36.576,245000
"reservoir",210,"NA",47.815,-91.7834,"NA",8881056,27075,2.4384,5400
"reservoir",211,"98.419619999999995",47.8533,-93.435,"NA",31878057.12,27061,2.4384,20306
"reservoir",212,"212.37917999999999",45.35,-69.8734,"NA",21043168.8,23025,4.572,14700
"reservoir",213,"NA",45.3,-122.353,"NA",15048456,41005,23.7744,12200
"reservoir",214,"NA",45.86,-119.172,"NA",67579902.24,41059,27.432,44668
"reservoir",215,"375.54854999999998",46.8017,-112.812,"NA",21339204,30077,26.8224,12640
"reservoir",216,"147.62943000000001",44.7566,-67.3617,"NA",40581492,23029,4.572,27500
"reservoir",217,"1722.3433500000001",45.2416,-122.282,"NA",25903080,41005,44.196,10000
"reservoir",218,"NA",45.693,-119.82,"NA",185022000,41049,23.7744,129000
"reservoir",219,"NA",47.6566,-91.0717,"NA",12322465.2,27075,3.048,9990
"reservoir",220,"292.66887000000003",44.9966,-68.81,"NA",13789072.92,23019,1.8288,7000
"reservoir",221,"17.896830900000001",44.8533,-68.15,"NA",8720703.6,23009,4.572,6365
"reservoir",222,"NA",47.7333,-95.2017,"NA",48060081.24,27029,4.2672,31170
"reservoir",223,"49.209809999999997",45.24,-70.0567,"NA",33749246.28,23025,2.4384,25600
"reservoir",224,"93.239639999999994",47.66,-93.0167,"NA",93249854.52,27137,1.8288,65560
"reservoir",225,"NA",47.12,-108.535,"NA",12334800,30069,3.048,6000
"reservoir",225,"NA",47.12,-108.535,"NA",12334800,30069,7.0104,19250
"reservoir",226,"NA",47.12,-108.535,"NA",29295150,30069,3.048,6000
"reservoir",226,"NA",47.12,-108.535,"NA",29295150,30069,7.0104,19250
"reservoir",227,"1346.7947999999999",45.2233,-70.2017,"NA",367206996,23025,10.9728,275482
"reservoir",228,"43708.671240000003",46.765,-111.885,"NA",135029055.6,30049,38.1,56140
"reservoir",229,"NA",47.6783,-96.1234,"NA",25103784.96,27119,1.8288,11872
"reservoir",230,"NA",45.0283,-69.2901,"NA",9867840,23019,2.4384,6000
"reservoir",231,"NA",46.955,-109.932,"NA",9744492,30045,12.4968,6140
"reservoir",232,"NA",46.7028,-111.901,"NA",60498493.56,30049,6.096,8160
"reservoir",233,"20.719919999999998",45.175,-121.688,"NA",20179732.8,41065,13.1064,13100
"reservoir",234,"468788.19",47.5017,-101.432,"NA",29726868000,38057,54.864,18300000
"reservoir",235,"NA",47.595,-94.8351,"NA",23458322.64,27007,3.6576,12960
"reservoir",236,"6798.7237500000001",45.07,-69.9067,"NA",257180580,23025,42.672,60405
"reservoir",237,"NA",47.5383,-92.3134,"NA",9512597.76,27137,2.4384,6975
"reservoir",238,"139.85946000000001",45.11,-121.805,"NA",99911880,41005,30.48,66000
"reservoir",239,"23.050910999999999",44.68,-68.1184,"NA",9516298.2,23009,1.8288,6170
"reservoir",240,"NA",46.6416,-111.885,"NA",13198236,30049,20.1168,10500
"reservoir",241,"NA",47.5333,-93.3767,"NA",20692860.48,27061,4.2672,13980
"reservoir",242,"41191.200960000002",46.6483,-111.727,"NA",2529867480,30049,52.4256,1947000
"reservoir",243,"NA",47.4883,-92.1834,"NA",33147308.04,27137,10.668,20562
"reservoir",244,"481.73813999999999",45.6083,-118.792,"NA",102699544.8,41059,46.9392,73800
"reservoir",245,"29.784884999999999",44.7217,-68.6184,"NA",12211452,23009,2.4384,8900
"reservoir",246,"NA",47.35,-102.64,"NA",18794534.76,38025,9.4488,7130
"reservoir",247,"NA",47.465,-92.6867,"NA",19735680,27137,12.192,8500
"reservoir",248,"608.64765",44.885,-69.455,"NA",34821140.4,23025,4.8768,23520
"reservoir",249,"NA",47.455,-92.3834,"NA",21916472.64,27137,2.4384,16570
"reservoir",250,"349.64864999999998",44.84,-69.2767,"NA",35265193.2,23019,2.4384,10560
"reservoir",251,"NA",47.4433,-92.4734,"NA",75466773.36,27137,1.8288,55620
"reservoir",252,"NA",46.94,-108.242,"NA",17478411.6,30069,17.9832,9192
"reservoir",253,"NA",44.9683,-70.02,"NA",22387662,23025,7.3152,18150
"reservoir",254,"121.72953",44.6267,-68.4434,"NA",25162992,23009,2.7432,15400
"reservoir",255,"112.40556599999999",46.6366,-110.937,"NA",18484931.28,30059,35.6616,12393
"reservoir",256,"3734.7655800000002",47.43,-94.05,"NA",1203876480,27061,5.7912,584000
"reservoir",257,"139.85946000000001",47.4066,-93.4967,"NA",149251080,27061,1.8288,105000
"reservoir",258,"119.13954",45.1416,-71.1817,"NA",15418500,33007,7.62,11650
"reservoir",259,"1170.6754800000001",44.5916,-68.4417,"NA",187488960,23009,13.4112,135000
"reservoir",260,"183.88928999999999",46.6233,-110.747,"NA",15665196,30059,25.2984,11600
"reservoir",261,"56.979779999999998",47.3916,-93.7134,"NA",400861264.3,27061,1.8288,248360
"reservoir",262,"80.289689999999993",44.5666,-68.5067,"NA",22325988,23009,4.2672,15300
"reservoir",263,"NA",47.385,-95.325,"NA",18354182.4,27029,2.1336,11160
"reservoir",264,"1416.72453",44.545,-68.43,"NA",9991188,23009,18.288,5600
"reservoir",265,"214.96916999999999",45.0883,-71.2884,"NA",140616720,33007,14.0208,76400
"reservoir",266,"132.348489",46.58,-110.557,"NA",13136562,30059,31.0896,7020
"reservoir",267,"65.267747999999997",44.5666,-68.6784,"NA",27506604,23009,3.9624,18000
"reservoir",268,"15.280941",44.5866,-68.7901,"NA",7928809.44,23009,7.3152,5700
"reservoir",269,"10085.421060000001",44.765,-69.7217,"NA",12334800,23025,12.4968,8835
"reservoir",270,"233.09909999999999",44.9667,-70.77,"NA",48345015.12,23007,3.3528,30744
"reservoir",271,"336.69869999999997",47.2717,-92.2034,"NA",135584121.6,27137,10.9728,81920
"reservoir",272,"NA",47.2866,-93.4967,"NA",19538323.2,27061,5.7912,11880
"reservoir",273,"129.49950000000001",46.2133,-113.28,"NA",61674000,30023,11.2776,31000
"reservoir",274,"440.29829999999998",45.045,-71.3817,"NA",146784120,33007,30.48,99500
"reservoir",275,"31.079879999999999",47.2617,-98.85,"NA",10422906,38093,2.4384,8450
"reservoir",276,"142.44945000000001",46.065,-114.237,"NA",50202636,30081,19.5072,36900
"reservoir",277,"1131.82563",44.7167,-122.25,"NA",556422828,41043,110.9472,340100
"reservoir",278,"NA",47.2683,-93.955,"NA",55346247.6,27021,2.4384,20850
"reservoir",279,"8456.3173499999994",47.2483,-93.5867,"NA",150237864,27061,4.2672,57600
"reservoir",280,"554.25786000000005",44.945,-70.9984,"NA",288017580,23017,19.812,202000
"reservoir",281,"3012.1583700000001",47.2483,-94.2217,"NA",925110000,27021,3.048,286000
"reservoir",282,"8728.2662999999993",47.2317,-93.53,"NA",12865196.4,27061,7.0104,8980
"reservoir",283,"28.230891",44.5217,-68.9967,"NA",9284403.96,23027,3.048,5790
"reservoir",284,"80.289689999999993",46.1316,-113.38,"NA",24484578,30039,26.5176,16040
"reservoir",285,"1048.94595",44.8816,-70.8651,"NA",271535820.2,23017,4.572,192038
"reservoir",286,"NA",47.1683,-93.035,"NA",7663611.24,27137,2.1336,5232
"reservoir",287,"NA",46.455,-110.267,"NA",44442284.4,30107,27.7368,23080
"reservoir",288,"NA",47.1666,-98.7834,"NA",6599118,38093,1.8288,5350
"reservoir",289,"NA",47.165,-95.7217,"NA",7785725.76,27087,1.8288,5260
"reservoir",290,"378.13853999999998",47.0616,-101.197,"NA",12334800,38065,12.4968,5000
"reservoir",291,"NA",47.15,-95.7634,"NA",69105717,27005,1.8288,51875
"reservoir",292,"453.24824999999998",44.54,-69.725,"NA",9297972.24,23011,3.9624,5800
"reservoir",293,"1318.3049100000001",44.775,-70.9217,"NA",184082088.2,23017,6.4008,130738
"reservoir",294,"155.39940000000001",47.0517,-92.2,"NA",52780609.2,27137,6.096,29440
"reservoir",295,"NA",46.845,-87.68,"NA",19859028,NA,4.2672,9330
"reservoir",296,"NA",47.0933,-95.55,"NA",16420085.76,27005,1.8288,12480
"reservoir",297,"NA",47.07,-93.4717,"NA",34537440,27061,1.8288,24140
"reservoir",298,"2706.53955",44.7883,-71.125,"NA",129515400,33007,4.572,72300
"reservoir",299,"707.06727000000001",44.4583,-122.525,"NA",528052788,41043,97.2312,428100
"reservoir",300,"214.710171",44.53,-69.8884,"NA",37855501.2,23011,3.6576,30690
"reservoir",301,"1274.2750799999999",44.4133,-122.663,"NA",74970914.4,41043,37.4904,60780
"reservoir",302,"NA",44.6933,-121.23,"NA",46008804,41031,62.1792,37300
"reservoir",303,"88.059659999999994",44.5866,-70.2334,"NA",16787662.8,23007,7.3152,11010
"reservoir",304,"NA",47.0583,-95.5401,"NA",88894436.64,27005,2.1336,10056
"reservoir",305,"14.788842900000001",44.395,-69.3117,"NA",7894272,23027,4.2672,5750
"reservoir",306,"93.239639999999994",44.4516,-69.6067,"NA",17145372,23011,2.7432,10100
"reservoir",307,"NA",47.0366,-98.08,"NA",143700420,38003,15.24,70700
"reservoir",308,"48.950811000000002",46.0733,-112.26,"NA",8387664,30043,9.144,5162
"reservoir",309,"1258.73514",46.9916,-92.225,"NA",242181463.2,27137,13.716,171500
"reservoir",310,"1035.9960000000001",46.87,-102.827,"NA",34784136,38089,13.4112,10200
"reservoir",311,"NA",47.0166,-93.8384,"NA",16608808.2,27021,2.4384,5409
"reservoir",312,"NA",47.03,-95.1834,"NA",17823786,27005,1.8288,13294
"reservoir",313,"NA",47.03,-95.5584,"NA",33340964.4,27005,3.3528,21200
"reservoir",314,"121.72953",46.9566,-92.2784,"NA",60980784.24,27137,6.096,39650
