collection,colid,area,lat,lon,elev,MAXCAP
reservoir,79,9582.963,47.7083,-116.952,NA,2941849800
reservoir,80,55.684785,48.3,-112.283,NA,117180600
reservoir,81,NA,48.2633,-112.207,NA,164052840
reservoir,82,176.11932,46.8733,-121.3,NA,49141843.2
reservoir,83,NA,48.5266,-109.665,NA,12680174.4
reservoir,84,196.83924,48.1647,-112.872,NA,41938320
reservoir,85,5697.978,48.705,-107.2,NA,15726870
reservoir,86,12750.52077,48.3183,-111.091,NA,1919169065
reservoir,87,771.81702,46.4933,-69.2884,NA,122114520
reservoir,88,3625.986,46.5033,-122.59,NA,227199615.1
reservoir,89,2988.84846,46.535,-122.423,NA,2114924808
reservoir,90,204.60921,48.4066,-109.72,NA,10255152.72
reservoir,91,45583.824,48.9866,-100.965,NA,58960344
reservoir,92,7977.1692,47.085,-119.332,NA,61674000
reservoir,93,152.80941,48.9766,-100.357,NA,14061672
reservoir,94,NA,47.355,-117.567,NA,9867840
reservoir,95,178.70931,46.305,-68.8267,NA,39064311.6
reservoir,96,NA,48.5283,-107.517,NA,105339192
reservoir,97,748.50711,47.2317,-118.112,NA,27136560
reservoir,98,68.634735,46.1817,-68.3667,NA,9374448
reservoir,99,NA,47.2833,-117.633,NA,9867840
reservoir,100,NA,47.9616,-112.733,NA,131982360
reservoir,101,246049.05,46.8767,-119.97,NA,923259780
reservoir,102,155.3994,46.6333,-121.267,NA,8239646.4
reservoir,103,484.32813,46.6566,-121.128,NA,251136528
reservoir,104,NA,48.95,-96.275,NA,16035240
reservoir,105,NA,48.95,-96.2334,NA,18502200
reservoir,106,10748.4585,46.9833,-119.267,NA,683717964
reservoir,107,54306.91032,47.5883,-115.353,NA,30590304
reservoir,108,NA,46.305,-122.747,NA,14477354.76
reservoir,109,NA,46.9566,-119.23,NA,12519822
reservoir,110,18352.66914,47.6767,-114.233,NA,2417620800
reservoir,111,528.35796,46.275,-69.3517,NA,129762096
reservoir,112,NA,48.78,-100.872,NA,9029073.6
reservoir,113,1217.2953,46.1433,-68.7917,NA,56493384
reservoir,115,NA,48.7766,-100.212,NA,6479470.44
reservoir,116,18.906927,47.8783,-112.317,NA,7647576
reservoir,117,NA,48.2617,-108.408,NA,6907488
reservoir,118,621.5976,46.1483,-69.1267,NA,129762096
reservoir,119,463.60821,46.1966,-69.56,NA,40088100
reservoir,120,NA,48.67,-100.788,NA,19982376
reservoir,121,NA,48.4766,-104.508,NA,91002453.96
reservoir,122,247344.045,46.645,-119.908,NA,308616696
reservoir,123,NA,48.625,-100.725,NA,17885460
reservoir,124,155.3994,46.1316,-69.6,NA,12951540
reservoir,125,NA,46.02,-69.0701,NA,14555064
reservoir,126,NA,48.5833,-100.667,NA,54026424
reservoir,127,NA,47.6767,-112.497,NA,57603516
reservoir,128,2504.52033,48.385,-104.578,NA,16432420.56
reservoir,129,NA,46.715,-119.035,NA,18810570
reservoir,130,38590.851,48.6067,-93.4017,NA,4933920000
reservoir,131,1489.24425,47.6033,-112.76,NA,150484560
reservoir,132,26158.899,48.5,-101.667,NA,280493352
reservoir,133,354.82863,45.6633,-67.735,NA,197726844
reservoir,134,93.498639,45.95,-69.1917,NA,11175328.8
reservoir,135,1245.78519,46.0633,-122.197,NA,944845680
reservoir,136,1069.66587,45.5683,-67.4284,NA,279259872
reservoir,137,461.01822,45.66,-67.8684,NA,10102201.2
reservoir,138,18647.928,48.505,-92.6367,NA,866519700
reservoir,139,1890.6927,45.9566,-122.555,NA,521762040
reservoir,140,3651.8859,45.8833,-69.1767,NA,862017498
reservoir,141,NA,47.5466,-112.43,NA,53903076
reservoir,142,1543.63404,45.97,-122.338,NA,159118920
reservoir,143,1543.63404,45.965,-122.332,NA,495858960
reservoir,144,725.1972,48.4866,-94.8184,NA,78819372
reservoir,145,274.53894,45.7416,-68.7334,NA,81039636
reservoir,146,NA,47.4866,-112.545,NA,16837002
reservoir,147,27.453894,45.8216,-69.1667,NA,14925108
reservoir,148,32.374875,45.775,-69.0467,NA,10977972
reservoir,149,1359.74475,45.9116,-69.7334,NA,151718040
reservoir,150,NA,46.565,-118.537,NA,463788480
reservoir,151,103.081602,45.7866,-69.3334,NA,40951536
reservoir,152,50763.804,47.5816,-111.06,NA,16035240
reservoir,153,NA,45.6333,-68.6067,NA,147524208
reservoir,154,148924.425,48,-106.417,NA,23325106800
reservoir,155,NA,47.5533,-111.148,NA,12211452
reservoir,156,NA,45.6383,-68.73,NA,486445040.6
reservoir,157,8681.64648,45.57,-68.41,NA,42885632.64
reservoir,158,4827.74136,45.635,-68.78,NA,366157304.5
reservoir,159,1823.35296,48.325,-99.1367,NA,11372685.6
reservoir,160,NA,46.5883,-118.033,NA,685814880
reservoir,161,471.37818,45.8733,-70,NA,32193828
reservoir,162,41.43984,45.9116,-70.2217,NA,11471364
reservoir,163,NA,46.655,-117.407,NA,596757624
reservoir,164,NA,48.3133,-96.0134,NA,75624658.8
reservoir,165,3405.83685,45.2766,-67.48,NA,184528608
reservoir,166,181.2993,45.6716,-69.4467,NA,34475766
reservoir,167,1916.5926,48.25,-97.2917,NA,6595417.56
reservoir,168,100.232613,45.48,-123.2,NA,77141839.2
reservoir,169,3405.83685,45.1583,-67.4017,NA,22696032
reservoir,170,1851.84285,45.66,-69.8134,NA,267850182
reservoir,171,152.291412,45.4533,-68.8517,NA,36498673.2
reservoir,172,NA,48.04,-89.9967,NA,37966514.4
reservoir,173,NA,45.5983,-122.403,NA,8387664
reservoir,174,NA,46.25,-118.878,NA,463788480
reservoir,175,587.92773,45.2,-67.8467,NA,267788508
reservoir,176,3278.92734,45.5866,-69.715,NA,881913530.4
reservoir,177,580.15776,45.1817,-67.7784,NA,267788508
reservoir,178,113.95956,45.2116,-67.97,NA,24630128.64
reservoir,179,621597.6,45.6416,-121.933,NA,662378760
reservoir,180,15.53994,48.0183,-91.5567,NA,18748896
reservoir,181,115.772553,45.04,-67.3584,NA,23429952.6
reservoir,182,NA,45.04,-67.36,NA,56901665.88
reservoir,183,22.7142123,45,-67.2234,NA,14505724.8
reservoir,184,181.2993,48.0333,-92.8317,NA,297009649.2
reservoir,185,36.25986,45.0967,-67.685,NA,28308366
reservoir,186,84.174675,45.4566,-69.53,NA,14801760
reservoir,187,111.36957,45.3266,-68.9017,NA,46132152
reservoir,188,NA,45.4116,-122.665,NA,8634360
reservoir,189,NA,45.4516,-69.5334,NA,24755943.6
reservoir,190,72.51972,45.2483,-68.5634,NA,16281936
reservoir,191,6319.5756,46.5183,-116.285,NA,4259206440
reservoir,192,13511.97783,45.25,-68.65,NA,11915416.8
reservoir,193,155.3994,45.0117,-67.5884,NA,28308366
reservoir,194,NA,47.99,-94.0917,NA,8739205.8
reservoir,195,186.47928,45.1367,-68.2,NA,458241520.4
reservoir,196,3107.988,47.9333,-91.7584,NA,14875768.8
reservoir,197,823.61682,45.3067,-69.035,NA,31557352.32
reservoir,198,193.213254,45.4817,-122.082,NA,38977968
reservoir,199,3579.36618,45.4616,-69.8667,NA,255774412.8
reservoir,200,62.15976,44.9383,-67.3784,NA,28996647.84
reservoir,201,264.17898,45.4483,-122.147,NA,25903080
reservoir,202,NA,45.7167,-120.685,NA,3120704400
reservoir,203,5050.4805,47.9566,-95.2767,NA,4915417800
reservoir,204,613827.63,45.615,-121.138,NA,407048400
reservoir,205,NA,47.8183,-90.3667,NA,61476643.2
reservoir,206,10.35996,45.46,-121.845,NA,17885460
reservoir,207,554257.86,45.93,-119.295,NA,1665198000
reservoir,208,1085.20581,47.8541,-91.6167,NA,12704844
reservoir,209,44415.73851,46.9916,-112.005,NA,326872200
reservoir,210,NA,47.815,-91.7834,NA,8881056
reservoir,211,98.41962,47.8533,-93.435,NA,31878057.12
reservoir,212,212.37918,45.35,-69.8734,NA,21043168.8
reservoir,213,NA,45.3,-122.353,NA,15048456
reservoir,214,NA,45.86,-119.172,NA,67579902.24
reservoir,215,375.54855,46.8017,-112.812,NA,21339204
reservoir,216,147.62943,44.7566,-67.3617,NA,40581492
reservoir,217,1722.34335,45.2416,-122.282,NA,25903080
reservoir,218,NA,45.693,-119.82,NA,185022000
reservoir,219,NA,47.6566,-91.0717,NA,12322465.2
reservoir,220,292.66887,44.9966,-68.81,NA,13789072.92
reservoir,221,17.8968309,44.8533,-68.15,NA,8720703.6
reservoir,222,NA,47.7333,-95.2017,NA,48060081.24
reservoir,223,49.20981,45.24,-70.0567,NA,33749246.28
reservoir,224,93.23964,47.66,-93.0167,NA,93249854.52
reservoir,225,NA,47.12,-108.535,NA,12334800
reservoir,226,NA,47.12,-108.535,NA,29295150
reservoir,227,1346.7948,45.2233,-70.2017,NA,367206996
reservoir,228,43708.67124,46.765,-111.885,NA,135029055.6
reservoir,229,NA,47.6783,-96.1234,NA,25103784.96
reservoir,230,NA,45.0283,-69.2901,NA,9867840
reservoir,231,NA,46.955,-109.932,NA,9744492
reservoir,232,NA,46.7028,-111.901,NA,60498493.56
reservoir,233,20.71992,45.175,-121.688,NA,20179732.8
reservoir,234,468788.19,47.5017,-101.432,NA,29726868000
reservoir,235,NA,47.595,-94.8351,NA,23458322.64
reservoir,236,6798.72375,45.07,-69.9067,NA,257180580
reservoir,237,NA,47.5383,-92.3134,NA,9512597.76
reservoir,238,139.85946,45.11,-121.805,NA,99911880
reservoir,239,23.050911,44.68,-68.1184,NA,9516298.2
reservoir,240,NA,46.6416,-111.885,NA,13198236
reservoir,241,NA,47.5333,-93.3767,NA,20692860.48
reservoir,242,41191.20096,46.6483,-111.727,NA,2529867480
reservoir,243,NA,47.4883,-92.1834,NA,33147308.04
reservoir,244,481.73814,45.6083,-118.792,NA,102699544.8
reservoir,245,29.784885,44.7217,-68.6184,NA,12211452
reservoir,246,NA,47.35,-102.64,NA,18794534.76
reservoir,247,NA,47.465,-92.6867,NA,19735680
reservoir,248,608.64765,44.885,-69.455,NA,34821140.4
reservoir,249,NA,47.455,-92.3834,NA,21916472.64
reservoir,250,349.64865,44.84,-69.2767,NA,35265193.2
reservoir,251,NA,47.4433,-92.4734,NA,75466773.36
reservoir,252,NA,46.94,-108.242,NA,17478411.6
reservoir,253,NA,44.9683,-70.02,NA,22387662
reservoir,254,121.72953,44.6267,-68.4434,NA,25162992
reservoir,255,112.405566,46.6366,-110.937,NA,18484931.28
reservoir,256,3734.76558,47.43,-94.05,NA,1203876480
reservoir,257,139.85946,47.4066,-93.4967,NA,149251080
reservoir,258,119.13954,45.1416,-71.1817,NA,15418500
reservoir,259,1170.67548,44.5916,-68.4417,NA,187488960
reservoir,260,183.88929,46.6233,-110.747,NA,15665196
reservoir,261,56.97978,47.3916,-93.7134,NA,400861264.3
reservoir,262,80.28969,44.5666,-68.5067,NA,22325988
reservoir,263,NA,47.385,-95.325,NA,18354182.4
reservoir,264,1416.72453,44.545,-68.43,NA,9991188
reservoir,265,214.96917,45.0883,-71.2884,NA,140616720
reservoir,266,132.348489,46.58,-110.557,NA,13136562
reservoir,267,65.267748,44.5666,-68.6784,NA,27506604
reservoir,268,15.280941,44.5866,-68.7901,NA,7928809.44
reservoir,269,10085.42106,44.765,-69.7217,NA,12334800
reservoir,270,233.0991,44.9667,-70.77,NA,48345015.12
reservoir,271,336.6987,47.2717,-92.2034,NA,135584121.6
reservoir,272,NA,47.2866,-93.4967,NA,19538323.2
reservoir,273,129.4995,46.2133,-113.28,NA,61674000
reservoir,274,440.2983,45.045,-71.3817,NA,146784120
reservoir,275,31.07988,47.2617,-98.85,NA,10422906
reservoir,276,142.44945,46.065,-114.237,NA,50202636
reservoir,277,1131.82563,44.7167,-122.25,NA,556422828
reservoir,278,NA,47.2683,-93.955,NA,55346247.6
reservoir,279,8456.31735,47.2483,-93.5867,NA,150237864
reservoir,280,554.25786,44.945,-70.9984,NA,288017580
reservoir,281,3012.15837,47.2483,-94.2217,NA,925110000
reservoir,282,8728.2663,47.2317,-93.53,NA,12865196.4
reservoir,283,28.230891,44.5217,-68.9967,NA,9284403.96
reservoir,284,80.28969,46.1316,-113.38,NA,24484578
reservoir,285,1048.94595,44.8816,-70.8651,NA,271535820.2
reservoir,286,NA,47.1683,-93.035,NA,7663611.24
reservoir,287,NA,46.455,-110.267,NA,44442284.4
reservoir,288,NA,47.1666,-98.7834,NA,6599118
reservoir,289,NA,47.165,-95.7217,NA,7785725.76
reservoir,290,378.13854,47.0616,-101.197,NA,12334800
reservoir,291,NA,47.15,-95.7634,NA,69105717
reservoir,292,453.24825,44.54,-69.725,NA,9297972.24
reservoir,293,1318.30491,44.775,-70.9217,NA,184082088.2
reservoir,294,155.3994,47.0517,-92.2,NA,52780609.2
reservoir,295,NA,46.845,-87.68,NA,19859028
reservoir,296,NA,47.0933,-95.55,NA,16420085.76
reservoir,297,NA,47.07,-93.4717,NA,34537440
reservoir,298,2706.53955,44.7883,-71.125,NA,129515400
reservoir,299,707.06727,44.4583,-122.525,NA,528052788
reservoir,300,214.710171,44.53,-69.8884,NA,37855501.2
reservoir,301,1274.27508,44.4133,-122.663,NA,74970914.4
reservoir,302,NA,44.6933,-121.23,NA,46008804
reservoir,303,88.05966,44.5866,-70.2334,NA,16787662.8
reservoir,304,NA,47.0583,-95.5401,NA,88894436.64
reservoir,305,14.7888429,44.395,-69.3117,NA,7894272
reservoir,306,93.23964,44.4516,-69.6067,NA,17145372
reservoir,307,NA,47.0366,-98.08,NA,143700420
reservoir,308,48.950811,46.0733,-112.26,NA,8387664
reservoir,309,1258.73514,46.9916,-92.225,NA,242181463.2
reservoir,310,1035.996,46.87,-102.827,NA,34784136
reservoir,311,NA,47.0166,-93.8384,NA,16608808.2
reservoir,312,NA,47.03,-95.1834,NA,17823786
reservoir,313,NA,47.03,-95.5584,NA,33340964.4
reservoir,314,121.72953,46.9566,-92.2784,NA,60980784.24
reservoir,315,NA,46.33,-109.567,NA,48722460
reservoir,316,132.08949,45.335,-117.222,NA,52731270
reservoir,317,209530.191,46.505,-84.355,NA,1.21E+11
reservoir,318,NA,46.9783,-93.605,NA,30206691.72
reservoir,319,NA,46.34,-109.41,NA,94854612
reservoir,320,1812.993,46.9616,-98.75,NA,226627280.4
reservoir,321,19399.0251,44.605,-121.278,NA,659911800
reservoir,322,NA,46.9866,-95.6367,NA,14925108
reservoir,323,543.8979,46.9783,-95.0467,NA,111476988.5
reservoir,324,253.301022,44.4333,-69.9034,NA,9867840
reservoir,325,NA,46.9733,-95.8167,NA,8471540.64
reservoir,326,93.23964,45.985,-112.34,NA,12211452
reservoir,327,6462.02505,44.4783,-70.2017,NA,13457266.8
reservoir,328,64.74975,46.91,-92.1617,NA,28049335.2
reservoir,329,3224.53755,46.9305,-98.7064,NA,468722400
reservoir,330,NA,46.95,-94.8067,NA,32070480
reservoir,331,821.02683,45.7183,-114.278,NA,55629948
reservoir,332,56.97978,44.2333,-69.1,NA,11609513.76
reservoir,333,119.13954,44.415,-70.0384,NA,8017620
reservoir,334,NA,46.9183,-94.2984,NA,19044931.2
reservoir,335,NA,46.92,-95.0517,NA,12334800
reservoir,336,NA,46.7233,-88.6684,NA,23929512
reservoir,337,NA,46.91,-94.8917,NA,8219910.72
reservoir,338,652.67748,44.115,-123.292,NA,144070464
reservoir,339,274.53894,44.2317,-69.28,NA,16713654
reservoir,340,62.15976,46.65,-87.8351,NA,38891624.4
reservoir,341,564.61782,46.8866,-95.63,NA,29208806.4
reservoir,342,NA,46.8716,-94.0167,NA,20426428.8
reservoir,343,NA,44.5,-121.153,NA,9066078
reservoir,344,152.80941,44.3466,-70.0684,NA,10990306.8
reservoir,345,NA,46.8583,-94.8651,NA,89767740.48
reservoir,346,NA,43.8816,-124.132,NA,55309243.2
reservoir,347,NA,45.0517,-118.017,NA,14555064
reservoir,348,NA,46.8416,-94.43,NA,38913827.04
reservoir,349,NA,46.8416,-95.0117,NA,71237170.44
reservoir,350,47.137818,44.305,-122.045,NA,18502200
reservoir,351,24.7603044,44.2283,-69.5834,NA,14308368
reservoir,352,344.46867,44.2783,-69.8884,NA,82643160
reservoir,353,NA,46.83,-95.545,NA,14986782
reservoir,354,365.18859,46.565,-87.5684,NA,197356800
reservoir,355,189846.267,45.2333,-116.7,NA,241762080
reservoir,356,NA,46.81,-94.3917,NA,10075064.64
reservoir,357,1090.38579,46.7883,-93.3284,NA,97938312
reservoir,358,NA,46.8,-94.5167,NA,156327554.8
reservoir,359,42.475836,44.2783,-70.0334,NA,16010570.4
reservoir,360,22.9991112,44.4,-70.705,NA,19291627.2
reservoir,361,NA,43.8083,-124.153,NA,29147132.4
reservoir,362,45.324825,44.165,-69.535,NA,11348016
reservoir,363,95.82963,46.5333,-87.6634,NA,32243167.2
reservoir,364,NA,46.7816,-94.9934,NA,89318753.76
reservoir,365,2356.8909,45.015,-117.778,NA,32070480
reservoir,366,10.0750611,44.3666,-70.6384,NA,10558588.8
reservoir,367,226.106127,44.17,-122.328,NA,110088090
reservoir,368,NA,46.7466,-94.0517,NA,8439470.16
reservoir,369,NA,46.735,-93.625,NA,16080878.76
reservoir,370,318.56877,46.755,-95.9,NA,38392065
reservoir,371,419.57838,46.5866,-89.5417,NA,43480170
reservoir,372,NA,46.7167,-93.9467,NA,11621848.56
reservoir,373,4428.8829,46.5966,-101.81,NA,530396400
reservoir,374,536.12793,44.1233,-122.242,NA,270255468
reservoir,375,NA,46.695,-95.7267,NA,6919822.8
reservoir,376,147.62943,44.0616,-69.5284,NA,17098499.76
reservoir,377,174.565326,46.44,-87.7934,NA,37004400
reservoir,378,1455.57438,46.6683,-94.1117,NA,220792920
reservoir,379,36.25986,44.625,-72.5334,NA,25117353.24
reservoir,380,554.25786,46.6733,-96.02,NA,86651970
reservoir,381,NA,46.665,-95.7401,NA,46499729.04
reservoir,382,NA,46.655,-95.6934,NA,96088092
reservoir,383,NA,44.995,-74.8651,NA,983083560
reservoir,384,7407.3714,44.1533,-70.2101,NA,24903961.2
reservoir,385,57.497778,44.2133,-70.5467,NA,7016034.24
reservoir,386,NA,46.6267,-94.1667,NA,13252509.12
reservoir,387,476.55816,43.9466,-122.757,NA,154185000
reservoir,388,207.1992,46.3316,-86.85,NA,56493384
reservoir,389,46.61982,44.145,-70.225,NA,41938320
reservoir,390,305.61882,46.2566,-85.875,NA,34537440
reservoir,391,NA,46.6166,-94.1834,NA,210030807
reservoir,392,2579.63004,43.9216,-122.813,NA,36881052
reservoir,393,NA,46.6233,-95.5401,NA,82889856
reservoir,394,396.26847,45.7133,-111.698,NA,32810568
reservoir,396,709.65726,46.6116,-96.0317,NA,28567396.8
reservoir,397,56.97978,44.7717,-73.8084,NA,111013200
reservoir,398,2566.68009,43.9133,-122.75,NA,562220184
reservoir,399,72.778719,43.96,-69.5084,NA,8992069.2
reservoir,400,1776.73314,44.6416,-73.1134,NA,12334800
reservoir,401,1515.14415,46.5916,-95.505,NA,112962098.4
reservoir,402,NA,46.5883,-96.0717,NA,20229072
reservoir,403,776.997,44.2983,-120.725,NA,78942720
reservoir,404,NA,46.5616,-93.3617,NA,46872240
reservoir,405,NA,46.575,-94.325,NA,14468720.4
reservoir,406,189457.7685,44.9683,-116.842,NA,71788536
reservoir,407,NA,46.4083,-89.13,NA,52792944
reservoir,408,NA,45.07,-116.168,NA,8079294
reservoir,409,119.13954,44.1316,-70.495,NA,36979730.4
reservoir,410,NA,46.4916,-91.345,NA,9867840
reservoir,411,NA,46.5683,-95.7901,NA,34891448.76
reservoir,412,202.01922,46.4267,-90.2267,NA,67841400
reservoir,413,NA,46.5117,-94.0667,NA,8284051.68
reservoir,414,686.34735,43.78,-122.953,NA,95693378.4
reservoir,415,4143.984,44.3366,-71.8817,NA,141850200
reservoir,416,77.6997,44.955,-116.465,NA,11853742.8
reservoir,417,152.80941,44.13,-70.9451,NA,14801760
reservoir,418,4234.63365,44.325,-72.0017,NA,49339200
reservoir,419,NA,46.4616,-93.69,NA,14402112.48
reservoir,420,NA,44.675,-117.995,NA,137533020
reservoir,421,1812.993,46.475,-95.5701,NA,96636990.6
reservoir,422,269.35896,43.715,-123.053,NA,40618496.4
reservoir,423,NA,44.7217,-74.3717,NA,13579381.32
reservoir,424,188007.3741,44.8366,-116.9,NA,1759805916
reservoir,425,NA,46.4416,-93.7384,NA,7579734.6
reservoir,426,258.999,46.46,-95.72,NA,123599629.9
reservoir,427,59.56977,44.3583,-72.305,NA,16684050.48
reservoir,428,2634.01983,44.4817,-73.1151,NA,12951540
reservoir,429,51.7998,45.9883,-84.9334,NA,20969160
reservoir,430,NA,46.4116,-93.9067,NA,32563872
reservoir,431,743.32713,46.4116,-94.3534,NA,88070472
reservoir,432,372.95856,44.9116,-116.125,NA,50572680
reservoir,433,6992.973,44.1133,-120.78,NA,289621104
reservoir,434,NA,46.2533,-89.4517,NA,36264312
reservoir,435,282.30891,44.3816,-72.7717,NA,108546240
reservoir,436,165.75936,44.905,-116.047,NA,12704844
reservoir,437,NA,46.3783,-94.185,NA,20105724
reservoir,438,1662.77358,46.1583,-88.2334,NA,174068697.6
reservoir,439,5648.76819,45.47,-111.653,NA,74008800
reservoir,440,173.52933,44.3116,-72.5767,NA,44405280
reservoir,441,2719.4895,46.365,-95.7334,NA,687295056
reservoir,442,310.7988,43.9317,-70.5784,NA,22609688.4
reservoir,443,NA,46.3583,-95.6484,NA,30220260
reservoir,444,NA,46.285,-91.5434,NA,8634360
reservoir,445,NA,43.9717,-70.81,NA,11101320
reservoir,446,77.6997,43.9016,-70.4667,NA,14912773.2
reservoir,447,1007.50611,43.7116,-122.433,NA,439118880
reservoir,448,800.30691,44.505,-118.183,NA,36140964
reservoir,449,28.48989,44.4933,-73.8234,NA,12433478.4
reservoir,450,NA,44.5083,-73.9151,NA,13580614.8
reservoir,451,NA,46.31,-93.8351,NA,44844398.88
reservoir,452,77.6997,43.985,-71.0534,NA,16140085.8
reservoir,453,NA,44.5283,-74.1034,NA,11043346.44
reservoir,454,782.17698,45.9717,-86.2734,NA,42925104
reservoir,455,72.51972,45.4883,-110.978,NA,12618500.4
reservoir,456,NA,46.2983,-98.2684,NA,13691628
reservoir,457,730.37718,46.2533,-91.9267,NA,22202640
reservoir,458,NA,46.2966,-94.0567,NA,25835238.6
reservoir,459,NA,46.2233,-91.1467,NA,39471360
reservoir,460,NA,46.3,-94.3784,NA,12507487.2
reservoir,461,49.20981,43.8416,-70.425,NA,12558059.88
reservoir,462,72.51972,46.1216,-89.1517,NA,24669600
reservoir,463,1129.23564,43.8333,-70.4584,NA,307999956
reservoir,464,NA,46.2866,-95.5984,NA,62354880.96
reservoir,465,NA,46.2717,-94.1034,NA,34568277
reservoir,466,629.36757,46.1383,-89.885,NA,98949765.6
reservoir,467,657.85746,43.755,-121.785,NA,84863424
reservoir,468,NA,44.4383,-73.975,NA,9016738.8
reservoir,469,NA,46.22,-93.0334,NA,8592421.68
reservoir,470,NA,46.2,-99.4717,NA,10657267.2
reservoir,471,235.171092,45.9766,-87.6834,NA,15800878.8
reservoir,472,90.64965,46.045,-89.0434,NA,22597353.6
reservoir,473,4739.6817,46.2167,-96.18,NA,35030832
reservoir,474,1838.8929,45.99,-88.2101,NA,156436101
reservoir,475,1543.63404,45.235,-112.112,NA,72035232
reservoir,476,67.33974,46.0217,-89.1684,NA,37497792
reservoir,477,NA,44.5166,-74.8217,NA,31823784
reservoir,478,1724.93334,46.07,-90.2234,NA,234361200
reservoir,479,NA,44.5033,-74.7467,NA,46625544
