"month","flows","dataset"
17968,4.0267827451650486e9,"paleo"
17969,3.9984707296500354e9,"paleo"
17970,3.4770803020902815e9,"paleo"
17971,2.6054949365560265e9,"paleo"
17972,1.8470226752432528e9,"paleo"
17973,1.6943078130872667e9,"paleo"
17974,1.7042846829026303e9,"paleo"
17975,1.9443001658268723e9,"paleo"
17976,2.137773274520646e9,"paleo"
17977,2.409919569834672e9,"paleo"
17978,2.8470578827353344e9,"paleo"
17979,3.610837866533514e9,"paleo"
17980,4.1409721490821695e9,"paleo"
17981,3.9722556671560783e9,"paleo"
17982,3.320702850834096e9,"paleo"
17983,2.4191532747698746e9,"paleo"
17984,1.7441347442314138e9,"paleo"
17985,1.6644289718618045e9,"paleo"
17986,1.6708784699057825e9,"paleo"
17987,1.7969070600351415e9,"paleo"
17988,2.168627995662341e9,"paleo"
17989,2.360688216967309e9,"paleo"
17990,2.7744708475451984e9,"paleo"
17991,3.5951988547225595e9,"paleo"
17992,4.350444701484514e9,"paleo"
17993,3.9272218794546947e9,"paleo"
17994,3.259944107649562e9,"paleo"
17995,2.4132673628571243e9,"paleo"
17996,1.6775453239566152e9,"paleo"
17997,1.6063709785422678e9,"paleo"
17998,1.4153202268346863e9,"paleo"
17999,1.7178212336680589e9,"paleo"
18000,1.991568174633793e9,"paleo"
18001,2.247009245660739e9,"paleo"
18002,2.7999299826165338e9,"paleo"
18003,3.316747157410231e9,"paleo"
18004,3.9594324528186803e9,"paleo"
18005,3.939162245286232e9,"paleo"
18006,3.2529854820774155e9,"paleo"
18007,2.276169371580957e9,"paleo"
18008,1.7000793151835778e9,"paleo"
18009,1.7197286485132942e9,"paleo"
18010,1.4939051145062928e9,"paleo"
18011,1.7868706665208738e9,"paleo"
18012,2.012240340193956e9,"paleo"
18013,2.184076935000483e9,"paleo"
18014,2.771979980216521e9,"paleo"
18015,3.368997523364377e9,"paleo"
18016,3.844738017346657e9,"paleo"
18017,3.6236524704261446e9,"paleo"
18018,2.9805172553976192e9,"paleo"
18019,2.250399015901849e9,"paleo"
18020,1.6192708812859428e9,"paleo"
18021,1.6805739595477376e9,"paleo"
18022,1.609629640816164e9,"paleo"
18023,1.782927114190113e9,"paleo"
18024,2.0548209153246865e9,"paleo"
18025,2.4010393338884277e9,"paleo"
18026,2.829972472799386e9,"paleo"
18027,3.7306152363565683e9,"paleo"
18028,4.302625035943447e9,"paleo"
18029,4.178342847882269e9,"paleo"
18030,3.350013680298135e9,"paleo"
18031,2.3505402902279453e9,"paleo"
18032,1.776712661323636e9,"paleo"
18033,1.744151788296937e9,"paleo"
18034,1.64975816284178e9,"paleo"
18035,1.765273430404626e9,"paleo"
18036,2.1093926226977365e9,"paleo"
18037,2.462899004183153e9,"paleo"
18038,2.922839210636816e9,"paleo"
18039,3.9436976992724476e9,"paleo"
18040,4.2847484314063187e9,"paleo"
18041,4.0771648929340034e9,"paleo"
18042,3.2793990785607357e9,"paleo"
18043,2.237822965892234e9,"paleo"
18044,1.6692634807586737e9,"paleo"
18045,1.653960968698199e9,"paleo"
18046,1.5160355647169535e9,"paleo"
18047,1.7171496475137558e9,"paleo"
18048,1.8500151183763478e9,"paleo"
18049,2.0788112228210282e9,"paleo"
18050,2.5002630039599867e9,"paleo"
18051,3.332978522430337e9,"paleo"
18052,3.934841250785824e9,"paleo"
18053,3.949457543287808e9,"paleo"
18054,3.094642061025209e9,"paleo"
18055,2.1343488622816262e9,"paleo"
18056,1.5606847059069457e9,"paleo"
18057,1.447797936216263e9,"paleo"
18058,1.560176495127874e9,"paleo"
18059,1.6411119193088226e9,"paleo"
18060,1.8824329840774806e9,"paleo"
18061,2.1346105114274268e9,"paleo"
18062,2.794661564406701e9,"paleo"
18063,3.362435497378066e9,"paleo"
18064,3.9070382404298773e9,"paleo"
18065,3.986937460331318e9,"paleo"
18066,3.3064846077388563e9,"paleo"
18067,2.413125383595978e9,"paleo"
18068,1.7133486792148707e9,"paleo"
18069,1.6101470009008648e9,"paleo"
18070,1.5978904666347394e9,"paleo"
18071,1.8678957033636603e9,"paleo"
18072,2.2505793602274637e9,"paleo"
18073,2.3703020596073656e9,"paleo"
18074,2.868790725302705e9,"paleo"
18075,3.781511018751115e9,"paleo"
18076,4.171906083006491e9,"paleo"
18077,3.7089661199480314e9,"paleo"
18078,3.0914003280794415e9,"paleo"
18079,2.2838340913339653e9,"paleo"
18080,1.6498340556747687e9,"paleo"
18081,1.5657025323176894e9,"paleo"
18082,1.3693056184361563e9,"paleo"
18083,1.6174479897162151e9,"paleo"
18084,2.0902509080078154e9,"paleo"
18085,2.15712168180242e9,"paleo"
18086,2.778050145040681e9,"paleo"
18087,3.432371683894086e9,"paleo"
18088,3.9262146552299776e9,"paleo"
18089,3.8322376698126717e9,"paleo"
18090,3.44236062315066e9,"paleo"
18091,2.338543801333126e9,"paleo"
18092,1.770176267858252e9,"paleo"
18093,1.6476391633007956e9,"paleo"
18094,1.5473139694518228e9,"paleo"
18095,1.9183125286908615e9,"paleo"
18096,1.9408920486849492e9,"paleo"
18097,2.164893384445348e9,"paleo"
18098,2.766066139792397e9,"paleo"
18099,3.2853939151131477e9,"paleo"
18100,3.7030302514419565e9,"paleo"
18101,3.626447027464886e9,"paleo"
18102,3.24945224549209e9,"paleo"
18103,2.295464260614948e9,"paleo"
18104,1.6103079308794346e9,"paleo"
18105,1.433709279844609e9,"paleo"
18106,1.499452427610388e9,"paleo"
18107,1.7238745251153371e9,"paleo"
18108,2.0748730226995244e9,"paleo"
18109,2.3431549907660675e9,"paleo"
18110,2.768366278424677e9,"paleo"
18111,3.656570939535965e9,"paleo"
18112,4.13476963727708e9,"paleo"
18113,3.889709270721013e9,"paleo"
18114,3.043888497573736e9,"paleo"
18115,2.1880329397770796e9,"paleo"
18116,1.599466155772809e9,"paleo"
18117,1.5926523057901974e9,"paleo"
18118,1.5287169441119618e9,"paleo"
18119,1.8458349708838162e9,"paleo"
18120,2.331031904921157e9,"paleo"
18121,2.3965692096452026e9,"paleo"
18122,2.9196261938707337e9,"paleo"
18123,3.683985691180731e9,"paleo"
18124,4.0038490688658276e9,"paleo"
18125,3.966787595163077e9,"paleo"
18126,3.395090361367511e9,"paleo"
18127,2.371830188623032e9,"paleo"
18128,1.7459274138992057e9,"paleo"
18129,1.512398561831566e9,"paleo"
18130,1.4340927152741532e9,"paleo"
18131,1.7583003003234124e9,"paleo"
18132,2.01499608608642e9,"paleo"
18133,2.1626150653466434e9,"paleo"
18134,2.674693046362379e9,"paleo"
18135,3.4217200550190783e9,"paleo"
18136,3.9865562909174395e9,"paleo"
18137,3.811553777588065e9,"paleo"
18138,3.2755452840005946e9,"paleo"
18139,2.2674528487539935e9,"paleo"
18140,1.7274094627803097e9,"paleo"
18141,1.6393746093310332e9,"paleo"
18142,1.5006958589641066e9,"paleo"
18143,1.6854904124633677e9,"paleo"
18144,1.9928567240717201e9,"paleo"
18145,2.1872919438099236e9,"paleo"
18146,2.815860712566369e9,"paleo"
18147,3.6251151851077147e9,"paleo"
18148,4.259147479875601e9,"paleo"
18149,4.021991154006899e9,"paleo"
18150,3.1590369374124594e9,"paleo"
18151,2.230840659837779e9,"paleo"
18152,1.782727711164135e9,"paleo"
18153,1.736268200299439e9,"paleo"
18154,1.5380253360047755e9,"paleo"
18155,1.7135359154450188e9,"paleo"
18156,1.8971748705181992e9,"paleo"
18157,2.170134489963499e9,"paleo"
18158,2.765633331236848e9,"paleo"
18159,3.3414021050861793e9,"paleo"
18160,3.8959847376543055e9,"paleo"
18161,3.9983854414744473e9,"paleo"
18162,3.3294057360120044e9,"paleo"
18163,2.519350454509318e9,"paleo"
18164,1.7246257370313907e9,"paleo"
18165,1.7026774852546556e9,"paleo"
18166,1.5414142246643696e9,"paleo"
18167,1.7450647078441145e9,"paleo"
18168,2.0269345402504554e9,"paleo"
18169,2.2881922719515915e9,"paleo"
18170,3.025080668101011e9,"paleo"
18171,3.9141507828686714e9,"paleo"
18172,4.1739600004858046e9,"paleo"
18173,3.6516870655051985e9,"paleo"
18174,3.2206788288627934e9,"paleo"
18175,2.248964795560098e9,"paleo"
18176,1.69098499077136e9,"paleo"
18177,1.551426796886152e9,"paleo"
18178,1.6110508200979824e9,"paleo"
18179,1.9758815115220628e9,"paleo"
18180,2.2746319025799923e9,"paleo"
18181,2.434742313352822e9,"paleo"
18182,2.9358947367583017e9,"paleo"
18183,3.7021839003188744e9,"paleo"
18184,4.285474462089807e9,"paleo"
18185,3.892441853523988e9,"paleo"
18186,3.2648070953730683e9,"paleo"
18187,2.3800800321591005e9,"paleo"
18188,1.6706401742886033e9,"paleo"
18189,1.5783237063267474e9,"paleo"
18190,1.5933613249667585e9,"paleo"
18191,1.956800941386405e9,"paleo"
18192,2.4572021993529625e9,"paleo"
18193,2.7259813376314797e9,"paleo"
18194,2.965640300827105e9,"paleo"
18195,3.8737936587199135e9,"paleo"
18196,4.262113983786201e9,"paleo"
18197,4.127194953232637e9,"paleo"
18198,3.260222375923558e9,"paleo"
18199,2.3661688516138697e9,"paleo"
18200,1.7748682264002829e9,"paleo"
18201,1.607777017897942e9,"paleo"
18202,1.4514774919853354e9,"paleo"
18203,1.6390660077051027e9,"paleo"
18204,1.8756962314491036e9,"paleo"
18205,2.153486374089034e9,"paleo"
18206,2.505384946913208e9,"paleo"
18207,3.3233868051693244e9,"paleo"
18208,3.7375387085507874e9,"paleo"
18209,3.689342075367616e9,"paleo"
18210,3.205559998285287e9,"paleo"
18211,2.4244739466244164e9,"paleo"
18212,1.7034192636550786e9,"paleo"
18213,1.6298681258583336e9,"paleo"
18214,1.7415127977576418e9,"paleo"
18215,2.0769716783246782e9,"paleo"
18216,2.2482914825525312e9,"paleo"
18217,2.430955422276723e9,"paleo"
18218,3.1171559035071945e9,"paleo"
18219,3.8226247964901876e9,"paleo"
18220,4.568972732003352e9,"paleo"
18221,4.343539158835703e9,"paleo"
18222,3.5044258145806904e9,"paleo"
18223,2.530863092033301e9,"paleo"
18224,1.760311189935996e9,"paleo"
18225,1.8175556935953684e9,"paleo"
18226,1.4427026799592762e9,"paleo"
18227,1.6408907639415562e9,"paleo"
18228,1.8527293171062133e9,"paleo"
18229,1.9979814077543173e9,"paleo"
18230,2.6403018748168344e9,"paleo"
18231,3.463965815523959e9,"paleo"
18232,3.9031563233456407e9,"paleo"
18233,3.740350965203129e9,"paleo"
18234,3.012401158679132e9,"paleo"
18235,2.3117909149708033e9,"paleo"
18236,1.6670504031395202e9,"paleo"
18237,1.6481827088765485e9,"paleo"
18238,1.5715601077698483e9,"paleo"
18239,1.760425248256027e9,"paleo"
18240,1.9409037779474173e9,"paleo"
18241,2.2266451915306864e9,"paleo"
18242,2.768041417937154e9,"paleo"
18243,3.461768709357293e9,"paleo"
18244,3.9304126975938344e9,"paleo"
18245,3.7755378760991983e9,"paleo"
18246,3.3344130894771724e9,"paleo"
18247,2.345922653220358e9,"paleo"
18248,1.683867601331135e9,"paleo"
18249,1.5026824746074557e9,"paleo"
18250,1.73631703789342e9,"paleo"
18251,1.8162029338174527e9,"paleo"
18252,2.2975575658922377e9,"paleo"
18253,2.430247145710475e9,"paleo"
18254,2.969094708403058e9,"paleo"
18255,3.665377468244119e9,"paleo"
18256,4.1544570098705654e9,"paleo"
18257,4.02363015490946e9,"paleo"
18258,3.2291094916197114e9,"paleo"
18259,2.41203417748168e9,"paleo"
18260,1.709434807698657e9,"paleo"
18261,1.5245712387220354e9,"paleo"
18262,1.8310070324692712e9,"paleo"
18263,2.0291244639515233e9,"paleo"
18264,2.2734842501047497e9,"paleo"
18265,2.4820854294584894e9,"paleo"
18266,3.0295967733484626e9,"paleo"
18267,3.919264851255141e9,"paleo"
18268,4.353230332156448e9,"paleo"
18269,4.420005670987043e9,"paleo"
18270,3.4114860735851164e9,"paleo"
18271,2.3280507064316397e9,"paleo"
18272,1.7316680535004067e9,"paleo"
18273,1.7631286103681283e9,"paleo"
18274,1.7910563744348602e9,"paleo"
18275,2.09148920459409e9,"paleo"
18276,2.3043156795520754e9,"paleo"
18277,2.503147146745517e9,"paleo"
18278,3.062014763494486e9,"paleo"
18279,3.8837617323454847e9,"paleo"
18280,4.27528887007091e9,"paleo"
18281,4.40569494709368e9,"paleo"
18282,3.5485804093532877e9,"paleo"
18283,2.467514009020625e9,"paleo"
18284,1.7789977850863073e9,"paleo"
18285,1.6396336389772022e9,"paleo"
18286,1.6593425873169434e9,"paleo"
18287,1.7321506503800719e9,"paleo"
18288,2.0590839231817303e9,"paleo"
18289,2.4722666714328537e9,"paleo"
18290,2.9414959500952973e9,"paleo"
18291,3.6731583816263285e9,"paleo"
18292,4.2510621736520724e9,"paleo"
18293,4.270369071603568e9,"paleo"
18294,3.6987672716644073e9,"paleo"
18295,2.543715007941351e9,"paleo"
18296,1.7810420456588619e9,"paleo"
18297,1.620453120725187e9,"paleo"
18298,1.9731759544573903e9,"paleo"
18299,2.1817355971855884e9,"paleo"
18300,2.1778916850984383e9,"paleo"
18301,2.239586294799168e9,"paleo"
18302,3.042298818521085e9,"paleo"
18303,4.1988216691596184e9,"paleo"
18304,4.635797372336145e9,"paleo"
18305,4.31307902901324e9,"paleo"
18306,3.488678443873558e9,"paleo"
18307,2.6041461476117487e9,"paleo"
18308,1.962695736676944e9,"paleo"
18309,1.7884806154929357e9,"paleo"
18310,1.816005837347035e9,"paleo"
18311,1.9503133683043475e9,"paleo"
18312,2.412441608627681e9,"paleo"
18313,2.4342911220262403e9,"paleo"
18314,2.994603977331602e9,"paleo"
18315,4.075507017229435e9,"paleo"
18316,4.747670283856343e9,"paleo"
18317,4.342093044618841e9,"paleo"
18318,3.4834583538931837e9,"paleo"
18319,2.5145843436041822e9,"paleo"
18320,1.8806665667931404e9,"paleo"
18321,1.7361835192899165e9,"paleo"
18322,1.9803519147822926e9,"paleo"
18323,1.9381565826351542e9,"paleo"
18324,2.2572720235221953e9,"paleo"
18325,2.463294267863158e9,"paleo"
18326,2.850327622261928e9,"paleo"
18327,3.752632403311315e9,"paleo"
18328,4.0595655082473593e9,"paleo"
18329,3.962618254114254e9,"paleo"
18330,3.190339412434499e9,"paleo"
18331,2.3390389369945703e9,"paleo"
18332,1.7036771029041243e9,"paleo"
18333,1.5884368401771312e9,"paleo"
18334,1.673698446502836e9,"paleo"
18335,1.8874411058176274e9,"paleo"
18336,2.387100133741033e9,"paleo"
18337,2.4110683462727304e9,"paleo"
18338,2.999205491085719e9,"paleo"
18339,3.640687690028125e9,"paleo"
18340,4.0602583728523903e9,"paleo"
18341,3.8989934734351463e9,"paleo"
18342,3.1142682429742565e9,"paleo"
18343,2.288075746357684e9,"paleo"
18344,1.7443359315365834e9,"paleo"
18345,1.807458914252758e9,"paleo"
18346,1.859626920797543e9,"paleo"
18347,2.0451973024363918e9,"paleo"
18348,2.39751809541503e9,"paleo"
18349,2.6024584386537857e9,"paleo"
18350,3.158497088943907e9,"paleo"
18351,3.8375074937251654e9,"paleo"
18352,4.295177300403386e9,"paleo"
18353,4.1883985905689793e9,"paleo"
18354,3.413921480294531e9,"paleo"
18355,2.312528875266801e9,"paleo"
18356,1.6585342659903426e9,"paleo"
18357,1.6586823862169814e9,"paleo"
18358,1.6115150205140264e9,"paleo"
18359,1.9531438594807363e9,"paleo"
18360,2.2508034932433724e9,"paleo"
18361,2.8327293507231483e9,"paleo"
18362,3.191626990231431e9,"paleo"
18363,4.1082451795667224e9,"paleo"
18364,4.311270394582376e9,"paleo"
18365,4.0565475209848523e9,"paleo"
18366,3.2322769816223736e9,"paleo"
18367,2.3446500080751452e9,"paleo"
18368,1.764065590611625e9,"paleo"
18369,1.725847154834338e9,"paleo"
18370,1.6492250759025948e9,"paleo"
18371,1.7813837237498698e9,"paleo"
18372,2.0835172698381786e9,"paleo"
18373,2.4558754757564955e9,"paleo"
18374,2.958954641041149e9,"paleo"
18375,3.741944334513672e9,"paleo"
18376,4.2785535943575644e9,"paleo"
18377,3.834380600024822e9,"paleo"
18378,3.09470092186411e9,"paleo"
18379,2.163824477939143e9,"paleo"
18380,1.698346506160859e9,"paleo"
18381,1.7264678947642431e9,"paleo"
18382,1.6227875322667518e9,"paleo"
18383,2.005446222865355e9,"paleo"
18384,2.1918877932861614e9,"paleo"
18385,2.358631774284289e9,"paleo"
18386,2.7541656602416415e9,"paleo"
18387,3.4291671466979046e9,"paleo"
18388,3.899825525581009e9,"paleo"
18389,4.041281738665334e9,"paleo"
18390,3.2201044100707507e9,"paleo"
18391,2.299827066564149e9,"paleo"
18392,1.6584099302041383e9,"paleo"
18393,1.722002201244012e9,"paleo"
18394,1.5812570877131739e9,"paleo"
18395,1.9689219810912976e9,"paleo"
18396,2.0602905572686703e9,"paleo"
18397,2.193679018134388e9,"paleo"
18398,2.912166438317486e9,"paleo"
18399,3.778466013996642e9,"paleo"
18400,4.333447250836468e9,"paleo"
18401,4.17925543174859e9,"paleo"
18402,3.3410921254803233e9,"paleo"
18403,2.3675911854326077e9,"paleo"
18404,1.7225212887210572e9,"paleo"
18405,1.6771066330443783e9,"paleo"
18406,1.6237853109912717e9,"paleo"
18407,2.001580548008236e9,"paleo"
18408,1.9575572153858628e9,"paleo"
18409,2.1821787502804565e9,"paleo"
18410,2.747108961105686e9,"paleo"
18411,3.5437545932876096e9,"paleo"
18412,3.961434955348749e9,"paleo"
18413,3.9630217804220357e9,"paleo"
18414,3.4550207174430046e9,"paleo"
18415,2.3614649461440706e9,"paleo"
18416,1.5767909504212272e9,"paleo"
18417,1.3978279844119372e9,"paleo"
18418,1.8132866321702452e9,"paleo"
18419,2.140077583561011e9,"paleo"
18420,2.3549320547153945e9,"paleo"
18421,2.619534465507013e9,"paleo"
18422,2.9513361028136506e9,"paleo"
18423,3.5095263206451573e9,"paleo"
18424,4.1199356675377836e9,"paleo"
18425,4.36250927119195e9,"paleo"
18426,3.523752946165739e9,"paleo"
18427,2.546337255950679e9,"paleo"
18428,1.7542829532670584e9,"paleo"
18429,1.7263654515379395e9,"paleo"
18430,1.8690989244938526e9,"paleo"
18431,1.9696062820662882e9,"paleo"
18432,2.1256980336051044e9,"paleo"
18433,2.482890842053449e9,"paleo"
18434,2.9497318277231197e9,"paleo"
18435,3.639871397766873e9,"paleo"
18436,3.97348415437112e9,"paleo"
18437,4.0355188609385905e9,"paleo"
18438,3.2947732902268033e9,"paleo"
18439,2.71657802929688e9,"paleo"
18440,1.8010875810139055e9,"paleo"
18441,1.7495020667692013e9,"paleo"
18442,1.5042725774295032e9,"paleo"
18443,1.7344369929851255e9,"paleo"
18444,2.1165290365255294e9,"paleo"
18445,2.4658560839271097e9,"paleo"
18446,2.7666355049648104e9,"paleo"
18447,3.446289340392925e9,"paleo"
18448,3.961552012072114e9,"paleo"
18449,3.8400699998408785e9,"paleo"
18450,3.04730487602775e9,"paleo"
18451,2.229508574864925e9,"paleo"
18452,1.6490846103916745e9,"paleo"
18453,1.5467449094137614e9,"paleo"
18454,1.819493674482573e9,"paleo"
18455,2.124419948216697e9,"paleo"
18456,2.4172703501360865e9,"paleo"
18457,2.526967996899684e9,"paleo"
18458,3.154398170291816e9,"paleo"
18459,4.1614615211361384e9,"paleo"
18460,4.62189254919685e9,"paleo"
18461,4.2406035186843767e9,"paleo"
18462,3.488877111219315e9,"paleo"
18463,2.465830669257387e9,"paleo"
18464,1.7920288348533468e9,"paleo"
18465,1.700206411145198e9,"paleo"
18466,1.7643853149701762e9,"paleo"
18467,1.950974760341699e9,"paleo"
18468,2.3311040589856267e9,"paleo"
18469,2.419252122762747e9,"paleo"
18470,3.047005159578787e9,"paleo"
18471,4.302489970348628e9,"paleo"
18472,4.645826111103811e9,"paleo"
18473,3.9102255257267113e9,"paleo"
18474,3.268463178003293e9,"paleo"
18475,2.3583739038845806e9,"paleo"
18476,1.7725896381321325e9,"paleo"
18477,1.7165618257254624e9,"paleo"
18478,1.738866318786073e9,"paleo"
18479,2.0639532417866025e9,"paleo"
18480,2.408740940515078e9,"paleo"
18481,2.6370500906459637e9,"paleo"
18482,3.147003784474445e9,"paleo"
18483,4.0341649522547593e9,"paleo"
18484,4.165909930986929e9,"paleo"
18485,4.05274483004533e9,"paleo"
18486,3.297796327766651e9,"paleo"
18487,2.247821269155935e9,"paleo"
18488,1.7375238391653376e9,"paleo"
18489,1.7527242838906007e9,"paleo"
18490,1.3607227150948114e9,"paleo"
18491,1.8337145520847812e9,"paleo"
18492,1.9081063504955292e9,"paleo"
18493,2.1724601538903856e9,"paleo"
18494,2.655814533025931e9,"paleo"
18495,3.540340263177227e9,"paleo"
18496,3.975289164795403e9,"paleo"
18497,3.6571099075043435e9,"paleo"
18498,3.2164409122473125e9,"paleo"
18499,2.086474340685224e9,"paleo"
18500,1.5425123192736564e9,"paleo"
18501,1.4647647590030203e9,"paleo"
18502,1.5811943715584238e9,"paleo"
18503,1.7184790549520535e9,"paleo"
18504,2.150945837600459e9,"paleo"
18505,2.405533147564847e9,"paleo"
18506,2.830883379030442e9,"paleo"
18507,3.8937435447961307e9,"paleo"
18508,4.386852680037926e9,"paleo"
18509,3.94146084654446e9,"paleo"
18510,3.237039455538256e9,"paleo"
18511,2.434605900351359e9,"paleo"
18512,1.7983804392404501e9,"paleo"
18513,1.6830580265034418e9,"paleo"
18514,1.463048395891467e9,"paleo"
18515,1.8106205903601122e9,"paleo"
18516,2.0092937574427104e9,"paleo"
18517,2.0434034134458876e9,"paleo"
18518,2.569415275239677e9,"paleo"
18519,3.262364122910307e9,"paleo"
18520,3.9668582913664856e9,"paleo"
18521,4.0467656711550035e9,"paleo"
18522,3.193528999883317e9,"paleo"
18523,2.4218115482050085e9,"paleo"
18524,1.6173923163911474e9,"paleo"
18525,1.5565496879552197e9,"paleo"
18526,1.627271748325021e9,"paleo"
18527,1.8349710213325758e9,"paleo"
18528,2.142988076767257e9,"paleo"
18529,2.257992079875917e9,"paleo"
18530,2.7534844137094927e9,"paleo"
18531,3.406645411802763e9,"paleo"
18532,4.150471481735778e9,"paleo"
18533,4.028448021725281e9,"paleo"
18534,3.2631209649515266e9,"paleo"
18535,2.37691416849996e9,"paleo"
18536,1.8336823874603815e9,"paleo"
18537,1.5538078875655925e9,"paleo"
18538,1.7606167095008392e9,"paleo"
18539,1.8979446589752498e9,"paleo"
18540,2.254085540062439e9,"paleo"
18541,2.357286968257245e9,"paleo"
18542,3.044623827470459e9,"paleo"
18543,3.7795138224346685e9,"paleo"
18544,4.284657486926838e9,"paleo"
18545,3.96345633284678e9,"paleo"
18546,3.2512366215175056e9,"paleo"
18547,2.2621138985279584e9,"paleo"
18548,1.7098932045791059e9,"paleo"
18549,1.4916106155524008e9,"paleo"
18550,1.5660691219716423e9,"paleo"
18551,1.8905333555704317e9,"paleo"
18552,2.395605519860868e9,"paleo"
18553,2.4229080505662446e9,"paleo"
18554,2.9425757740812354e9,"paleo"
18555,3.4883576035587616e9,"paleo"
18556,3.923551192452793e9,"paleo"
18557,3.9188293589996786e9,"paleo"
18558,3.0156526036302333e9,"paleo"
18559,2.2397612547806587e9,"paleo"
18560,1.7481046246363416e9,"paleo"
18561,1.6356651376499584e9,"paleo"
18562,1.6822582504361238e9,"paleo"
18563,1.8194073821224904e9,"paleo"
18564,1.9763569660153966e9,"paleo"
18565,2.316783787098378e9,"paleo"
18566,3.114472179509676e9,"paleo"
18567,3.8921674470645885e9,"paleo"
18568,4.168820208342819e9,"paleo"
18569,3.897375667262728e9,"paleo"
18570,3.345804140447332e9,"paleo"
18571,2.5274237516902137e9,"paleo"
18572,1.7904489127799892e9,"paleo"
18573,1.647031371796358e9,"paleo"
18574,1.4964075733590212e9,"paleo"
18575,1.8273148909506874e9,"paleo"
18576,2.1145397948561597e9,"paleo"
18577,2.322717574050473e9,"paleo"
18578,2.7626865739754376e9,"paleo"
18579,3.499307993348029e9,"paleo"
18580,4.00689717578835e9,"paleo"
18581,4.036738875190011e9,"paleo"
18582,3.304076008349124e9,"paleo"
18583,2.3687812345831423e9,"paleo"
18584,1.6507621093342903e9,"paleo"
18585,1.5926623464737887e9,"paleo"
18586,1.7185240298639913e9,"paleo"
18587,1.8906655192574494e9,"paleo"
18588,2.2297161046089554e9,"paleo"
18589,2.4960062339543514e9,"paleo"
18590,2.9988049466950216e9,"paleo"
18591,3.7595064899043326e9,"paleo"
18592,4.071328018767413e9,"paleo"
18593,4.0393507769534116e9,"paleo"
18594,3.2194556058512764e9,"paleo"
18595,2.3231746836622972e9,"paleo"
18596,1.6968392648131194e9,"paleo"
18597,1.6386017890900936e9,"paleo"
18598,1.4657142410271213e9,"paleo"
18599,1.7919908445267346e9,"paleo"
18600,1.978508946371752e9,"paleo"
18601,2.1811858959234705e9,"paleo"
18602,2.7800343507729588e9,"paleo"
18603,3.3708433281593704e9,"paleo"
18604,3.9816105718763914e9,"paleo"
18605,3.8429597149408345e9,"paleo"
18606,3.2541372469061227e9,"paleo"
18607,2.1665625043131723e9,"paleo"
18608,1.5369047813486214e9,"paleo"
18609,1.510642496856985e9,"paleo"
18610,1.5359662249119048e9,"paleo"
18611,1.8043505166861486e9,"paleo"
18612,1.909299070529803e9,"paleo"
18613,2.248848598661804e9,"paleo"
18614,2.737628410773421e9,"paleo"
18615,3.4274052172671666e9,"paleo"
18616,3.7842843747970963e9,"paleo"
18617,3.8466528593347473e9,"paleo"
18618,3.1062392457823687e9,"paleo"
18619,2.1497630539541698e9,"paleo"
18620,1.5681502440149693e9,"paleo"
18621,1.42791011016827e9,"paleo"
18622,1.783996671872281e9,"paleo"
18623,2.0074247027273016e9,"paleo"
18624,2.4935340840439534e9,"paleo"
18625,2.876390638792074e9,"paleo"
18626,3.194888038023756e9,"paleo"
18627,3.9267690158269362e9,"paleo"
18628,4.366207662083908e9,"paleo"
18629,4.198543835072648e9,"paleo"
18630,3.524968759345499e9,"paleo"
18631,2.5052872465361633e9,"paleo"
18632,1.9539527958910637e9,"paleo"
18633,1.844203583546914e9,"paleo"
18634,1.7145516205091028e9,"paleo"
18635,1.902799687579771e9,"paleo"
18636,2.1921070452813444e9,"paleo"
18637,2.517297530531852e9,"paleo"
18638,3.203248370843878e9,"paleo"
18639,3.94439863482612e9,"paleo"
18640,4.299010125377075e9,"paleo"
18641,3.937585594466446e9,"paleo"
18642,3.3417343834874897e9,"paleo"
18643,2.3207407013403187e9,"paleo"
18644,1.835481055798059e9,"paleo"
18645,1.6609912300484638e9,"paleo"
18646,1.673367066451757e9,"paleo"
18647,1.9435499352784877e9,"paleo"
18648,2.2101855961902323e9,"paleo"
18649,2.3801225749921265e9,"paleo"
18650,3.05457616171042e9,"paleo"
18651,3.993069486220416e9,"paleo"
18652,4.322440163670232e9,"paleo"
18653,3.928772623045536e9,"paleo"
18654,3.2061679401562834e9,"paleo"
18655,2.3712621500656395e9,"paleo"
18656,1.7267011365038776e9,"paleo"
18657,1.669948970114178e9,"paleo"
18658,1.445606789369831e9,"paleo"
18659,1.9105177827485642e9,"paleo"
18660,2.0860876225967574e9,"paleo"
18661,2.2099144530554657e9,"paleo"
18662,2.5872884669477773e9,"paleo"
18663,3.305766643999589e9,"paleo"
18664,3.878208727270816e9,"paleo"
18665,3.6918833960123086e9,"paleo"
18666,3.244071207076664e9,"paleo"
18667,2.407785948064248e9,"paleo"
18668,1.6850698390538425e9,"paleo"
18669,1.6649865800449286e9,"paleo"
18670,1.6232068391938562e9,"paleo"
18671,1.9687384595536113e9,"paleo"
18672,2.2045863385705967e9,"paleo"
18673,2.4790774860031314e9,"paleo"
18674,2.9140441531674128e9,"paleo"
18675,3.5165770389831524e9,"paleo"
18676,3.956834192472194e9,"paleo"
18677,4.0502948891407547e9,"paleo"
18678,3.4451974576045094e9,"paleo"
18679,2.4613502987008963e9,"paleo"
18680,1.7660530822139854e9,"paleo"
18681,1.5981698493332396e9,"paleo"
