"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
9091.29027731315,8474.67845898193,8914.26631267867,6279309.62481341,12968175.5742892,12551505.0067463,12970914.4904455,12971390.1631843,6282054.03747496,11339.1209269583,9278.89217498184,9232.8394758989
0,0,0,306277.660647,632973.8320038,612555.321294,632973.8320038,632973.8320038,306277.660647,0,0,0
5536.86960212374,5115.45426484346,5159.01978476438,402500.270590188,826354.596234852,803236.234093089,832200.69154493,833215.993952489,408358.097947446,10334.764633889,6384.65519808942,5839.0001014797
1620.0537980167,1511.66803000011,1597.29869332805,3943679.072642,8148653.49687593,7886006.78858884,8149005.56403248,8149066.70820012,3944031.84633313,1908.99559107068,1629.60614807165,1638.24888724692
285093.183443059,262305.228390069,259297.818647074,420715.408651371,588342.669469192,810822.929591418,987315.277047987,1056598.87229209,820473.86552128,612491.501112444,345927.036793213,305714.126135046
684.52861575,640.36547925,684.52861575,662.4470475,684.52861575,662.4470475,684.52861575,684.52861575,662.4470475,684.52861575,662.4470475,684.52861575
3618.22268325,3384.78896175,3618.22268325,3501.5058225,3618.22268325,3501.5058225,3618.22268325,3618.22268325,3501.5058225,3618.22268325,3501.5058225,3618.22268325
3312.64932830837,3047.9043813352,3012.32776093187,133516.965132949,272668.172187882,266684.677222741,277314.749811831,278121.729718637,138172.867590829,7126.09924901406,4021.58560152303,3552.78787264578
27596.9480953516,25430.5799132622,25325.5393504868,3672489.73852548,7562561.27458809,7339877.46944799,7597704.52833749,7603807.92355237,3707703.51837635,56439.0441647805,32876.7970061715,29413.1772604826
73875.2849855784,67595.7365088284,68144.3420201046,4176827.1858123,8560303.66485086,8333723.12765712,8643033.13356495,8657101.4042943,4259063.36660994,140044.111513354,85265.1316165959,78228.4706449737
17922.0304585106,16549.9638493287,16651.8577376896,776339.351901382,1586706.16738799,1547416.16979031,1606358.28959378,1609771.3107525,796030.912332629,34050.5426523237,20794.2078717942,18937.6665678301
1369.0572315,1280.7309585,1369.0572315,9842.07042,18971.2216365,18359.246745,18971.2216365,18971.2216365,9842.07042,1369.0572315,1324.894095,1369.0572315
8116.55358675,7592.90496825,8116.55358675,1193332.1113665,2458103.14323735,2378809.4934555,2458103.14323735,2458103.14323735,1193332.1113665,8116.55358675,7854.7292775,8116.55358675
60435.9346431298,55642.6554713987,55315.7839562167,8471280.97017768,17447711.9938942,16932643.7845897,17526664.0511562,17540362.3427451,8550361.83787132,125154.318230952,72314.1481572829,64519.7255543675
0,0,0,177270.829911,366359.7151494,354541.659822,366359.7151494,366359.7151494,177270.829911,0,0,0
148704.041427187,129667.610277556,140667.749248921,1839824.67570031,3672727.52401127,3568038.09983639,3708169.43383989,3709842.10920997,1865470.27183965,151939.763421139,138877.589293665,151698.076724118
13976.2347074973,12898.4257679419,12939.6665956178,2797912.92089081,5768535.0778596,5592159.86773645,5784572.86774073,5787358.18098224,2813982.89569155,27138.461511865,16341.1304099613,14805.0794676914
59960.2041886464,54383.2265630427,55471.7957423455,7882951.14779085,16234252.7875706,15745398.4169626,16293286.2738948,16303013.7431111,7940947.45753133,105381.382004784,67072.6578902966,63147.2317031337
21960.9327241647,20386.5820952874,21033.839322425,1753836.21598469,3602775.17561969,3495238.05188407,3617119.17193492,3619610.32085064,1768208.99808473,33733.0618131113,23770.8795368718,22702.2409888472
4400.54110125,4116.63522375,4400.54110125,4686207.1951905,9680427.66229245,9368155.8022185,9680427.66229245,9680427.66229245,4686207.1951905,4400.54110125,4258.5881625,4400.54110125
4616.33131130581,4256.43457933942,4251.01237323166,1175297.9462,2424388.42144569,2349603.24019162,2430040.6388941,2431022.27016746,1180961.50661808,9255.11062909159,5459.77270924216,4908.4420603751
707.932927680328,652.861635636802,652.617945141319,252391.258835475,520909.097054503,504623.554910554,521764.930894144,521913.565172542,253248.81017756,1410.31643486537,835.354446540941,752.163049089869
391.159209,365.923131,391.159209,378.54117,391.159209,378.54117,391.159209,391.159209,378.54117,391.159209,378.54117,391.159209
12620.8410314546,11612.1909877944,11476.6478541733,1331180.2707936,2738659.3935868,2661029.92470005,2756362.35931609,2759436.86679031,1348918.76314674,27149.6789677107,15321.8127066676,13535.7433024883
8996.661807,8416.232013,8996.661807,1196227.951317,2463207.7709148,2383749.455724,2463207.7709148,2463207.7709148,1196227.951317,8996.661807,8706.44691,8996.661807
157902.793506114,139987.512767644,147073.850909014,1725914.64865898,3423688.21578232,3369842.00848247,3526430.62853567,3541006.38486399,1821670.09098967,223378.386201741,162645.046627531,164059.941149321
9634.94547379839,8953.79709870895,9284.51686008009,2810101.09750873,5797960.71780373,5614211.18871558,5803382.55203801,5804324.17222371,2815533.81237558,14084.6491060444,10276.0478950667,9915.14984915378
1075.68782475,1006.28861025,1075.68782475,4973141.4020505,10276749.876413,9945241.8158835,10276749.876413,10276749.876413,4973141.4020505,1075.68782475,1040.9882175,1075.68782475
70841.2025083643,62571.702632784,67021.8847736709,2236021.16762052,4557611.73208678,4423144.86937811,4583134.7865999,4585874.6745786,2257869.22461677,82025.7599023379,68787.9777644353,72599.1962527682
1662.42663825,1555.17330675,1662.42663825,1291222.8579285,2666864.81308065,2580836.9158845,2666864.81308065,2666864.81308065,1291222.8579285,1662.42663825,1608.7999725,1662.42663825
417.281793398814,383.932882808674,379.451431712083,439.379273803547,496.532948767203,834.764474659718,1081.84459872637,1183.49677780585,1025.86553750532,897.647526152432,506.583790131305,447.531129357493
1850.8467298113,1710.45958368205,1727.37840675349,418794.58505005,863676.775342408,836972.408586622,865587.078196108,865918.844098587,420708.721533209,3418.63378848828,2126.53234563239,1949.57258433414
391.159209,365.923131,391.159209,517882.174677,1069898.6684568,1035385.808184,1069898.6684568,1069898.6684568,517882.174677,391.159209,378.54117,391.159209
22290.9925989309,20512.5224090338,20287.8439391519,706986.553948535,1439119.77361819,1411454.31508882,1470112.50524677,1475495.07145041,738041.482337578,47726.7518903014,27013.2975047116,23892.7197324594
3556.57967575551,3278.36509307118,3269.60573382392,47887.343467057,95454.3232757144,95062.4150786957,99894.3863350686,100665.500467625,52336.3169232707,7200.54293042128,4221.38963062198,3786.04539571768
1075.68782475,1006.28861025,1075.68782475,154690.8491205,318618.73369095,308340.7100235,318618.73369095,318618.73369095,154690.8491205,1075.68782475,1040.9882175,1075.68782475
165580.545275198,150908.633146065,151487.425579047,4801005.57807355,9762179.87969201,9567104.2059627,9962676.51495245,9996612.06849399,4999956.27284706,325023.982957726,193218.582148416,176171.865901746
3716.0124855,3476.2697445,3716.0124855,22788.178434,43379.5562781,41980.215753,43379.5562781,43379.5562781,22788.178434,3716.0124855,3596.141115,3716.0124855
