"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
246500.843929323,223011.135031976,226476.055054887,1699888.2553783,3278926.68540408,3328828.57461325,3542700.81816705,3586188.90834618,1959080.22345752,449588.949590653,279031.050549247,260735.014153779
195.5796045,182.9615655,195.5796045,383575.767561,792527.6733549,766962.264537,792527.6733549,792527.6733549,383575.767561,195.5796045,189.270585,195.5796045
581368.148498367,534907.061131209,528670.742919894,771020.34486808,1020103.44410129,1480662.64604395,1835438.11267048,1977038.82358216,1587991.24143068,1250513.95404314,705761.994994035,623505.243001831
11728.7854533212,10801.9719361019,10727.5238662211,646537.291390726,1324600.84646305,1291247.73832039,1340092.37351847,1342782.81626391,662059.907115873,24442.6939257873,14070.2725900181,12529.3989494732
391.159209,365.923131,391.159209,1059.915276,1799.3323614,1741.289382,1799.3323614,1799.3323614,1059.915276,391.159209,378.54117,391.159209
3129.273672,2927.385048,3129.273672,1532372.510277,3163773.9142338,3061716.691194,3163773.9142338,3163773.9142338,1532372.510277,3129.273672,3028.32936,3129.273672
241100.539892542,219627.434251989,220686.686154688,1880631.04350078,3654077.38546564,3708718.82772843,3942958.34021028,3991769.25716017,2167098.90275455,470344.52759999,280628.916457795,256382.6708807
28375.1619511193,26107.4360309899,25802.6973564216,43051.0233346412,60988.9214625698,83110.4497088608,100790.113659793,107702.461837198,82932.089266362,61040.0317783654,34447.6977289288,30432.1167963095
4649.29041138691,4291.27845640252,4307.58001853108,917180.42771845,1890908.99356383,1833111.75244302,1896195.93941719,1897114.13328315,922477.983507994,8988.29104302224,5427.53816981411,4922.52365614582
586.7388135,548.8846965,586.7388135,567.811755,586.7388135,567.811755,586.7388135,586.7388135,567.811755,586.7388135,567.811755,586.7388135
3302.66528316796,3038.71825509272,3003.24885961688,5408.12044696953,7919.73929782978,10468.0404699402,12552.3125294789,13356.8602670393,10049.9904082873,7104.62178806787,4009.46488236375,3542.08007022562
3031.48386975,2835.90426525,3031.48386975,3579125.6894085,7393828.27424115,7155317.6847495,7393828.27424115,7393828.27424115,3579125.6894085,3031.48386975,2933.6940675,3031.48386975
391.159209,365.923131,391.159209,1160304.394284,2397571.2556446,2320230.247398,2397571.2556446,2397571.2556446,1160304.394284,391.159209,378.54117,391.159209
2249.16545175,2104.05800325,2249.16545175,98250.3606735,200801.57994015,194324.1096195,200801.57994015,200801.57994015,98250.3606735,2249.16545175,2176.6117275,2249.16545175
488.94901125,457.40391375,488.94901125,302889.7171755,625483.13315145,605306.2578885,625483.13315145,625483.13315145,302889.7171755,488.94901125,473.1764625,488.94901125
21988.9061474163,20293.3235558317,20358.8999590605,3944573.9203073,8130378.8945227,7883372.21007603,8155598.3629341,8159978.27561723,3969843.99959272,42686.5437631077,25707.3485571165,23292.2667976423
369794.204114367,338935.754843159,337048.560404887,385033.139712672,434115.82895602,715810.063304446,924939.661352852,1009384.38520526,875086.273033334,768014.009961145,442036.852859901,395367.158592458
1084.95930206205,999.75628836595,995.463474986013,59050.8801273838,120967.162846476,117903.047555409,122351.84297838,122592.322990602,60438.3390597983,2221.3673784049,1293.06780172492,1156.52058827287
42590.1678612826,39199.9437422302,38808.7744068902,200010.299588326,371340.625283416,394771.384611586,429846.374191217,440007.178039167,258633.458864935,90605.8821330827,51488.0991708687,45613.7879350496
24523.89440302,22572.9971718331,22353.775150207,1428721.86220352,2928498.6169861,2854352.21527099,2962074.71892746,2967905.94392968,1462365.34525845,52079.8277475823,29627.7304845773,26259.1320116988
1271.26742925,1189.25017575,1271.26742925,94237.8242715,193486.90273185,187245.3897405,193486.90273185,193486.90273185,94237.8242715,1271.26742925,1230.2588025,1271.26742925
331360.308445116,304899.279345531,301443.622444544,622703.47808867,960118.642710839,1209291.04218272,1422989.84096446,1503377.55567832,1086503.57442687,711239.065915876,401937.19349191,355281.831931872
159519.88623186,139293.360141939,149906.632507946,1456240.25533908,2869908.12501985,2804175.56123173,2927279.47210253,2932636.15790081,1503585.2015823,180035.017971537,152882.112599238,163679.539045913
29607.7127783969,27267.0889436866,27074.2203067746,2756076.12496981,5666668.97580057,5507597.17486854,5705867.19100675,5712674.81903195,2795353.00384564,61777.7189135349,35534.624662506,31633.5053298271
1818.71876215753,1673.367849783,1653.83548743219,1915.03042215389,2164.13417560548,3638.31309216791,4715.20948329979,5158.25954738289,4471.22527277045,3912.38827920156,2207.94067292584,1950.56020772541
6643.499100061,6133.64259720165,6165.32332834073,2091315.60072088,4315481.60242092,4180750.2222647,4322879.9416764,4324164.82521997,2098728.78709407,12715.3219620667,7728.1132022597,7025.85070657871
