"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
8311.46721062162,7737.59670716509,8089.88937788506,37664.2736341351,69561.7936278079,69392.7501481498,72990.0475775687,73585.4389121771,41099.4074643883,11125.0379310357,8645.25117791193,8488.64189266532
26973.2544471676,25096.2304571061,26168.0081769786,628626.928746747,1272311.76099175,1238809.88311397,1284770.53754088,1286934.27678129,641110.707788399,37198.1821872089,28290.5269310092,27617.1331697166
3084.92757668572,2876.03908621479,3026.88925180137,5992.58731989748,9308.59623119231,9551.79780213419,10206.5656447611,10362.5176878177,6892.35879432337,3821.89178262522,3143.06955792623,3131.33529550279
813.130019505109,749.651438993442,748.277970899285,847.856904734652,948.989142993777,1525.66010620237,1952.38054292377,2126.64142134574,1853.26192822341,1636.61413279703,963.064647010809,864.986024005702
11107.7104753377,10375.1360493583,11013.845667889,17992.052419076,26090.1667811234,26127.5114842443,27542.4438112986,27794.6635044393,19447.24390441,12299.5953794055,11004.3723545621,11182.7652188985
1032.50878416951,962.041564201009,1009.82676882052,1020.52173069285,1080.02553638502,1257.58351902175,1430.96185410403,1491.90962682777,1372.16231360392,1320.52249690308,1060.81565871529,1050.6454308184
4014.92061700738,3740.74533765607,3925.76319764878,5786.20708502794,7956.82568053651,8535.03624027766,9336.26996560635,9575.84065842594,7168.41966321911,5147.03162972445,4127.59498208868,4086.21131080831
120364.581158155,106408.24639455,114406.875972402,249319.134926469,407280.927434249,410522.396761763,442463.920133657,445700.245295114,278246.312286429,132664.842758909,115444.747057665,122928.108165613
12937.06755662,11978.4590202387,12207.4820098045,228406.16290764,459213.503328867,451232.104069152,470501.65657808,472462.091460327,239716.969421888,22201.2638311541,14501.5948632466,13520.4476072516
658.297031831137,607.192610806003,607.481991351247,684.824616335709,764.749904300906,1215.91959113483,1550.96060543884,1687.50330195249,1472.61309897553,1303.54077433517,775.096029702193,698.928978307325
1705.33454643619,1578.08292953485,1603.92374484445,1745.64359092559,1917.78092111091,2805.54173539394,3486.80963130054,3759.3058090892,3317.82105560469,2993.03764637328,1925.79687436018,1786.42310256974
7981.93120463184,7407.28393015198,7630.64927468363,659107.590967604,1354227.2819084,1313831.98325855,1359662.31865802,1360606.23174947,664553.534844835,12442.4701516297,8678.67462193355,8262.81789567672
1008.80121387117,929.68470889405,926.20980502571,1053.89001867563,1181.82267818357,1917.09669498954,2459.6775975761,2681.60507349897,2334.30935985865,2057.53775405389,1200.61120866187,1074.84169464044
56885.5017276955,50314.3043121987,53836.5998407348,497433.36570154,976890.13223367,955792.265313657,997834.540376779,1000149.42989227,515508.466427064,66447.2425285491,55407.8153833236,58310.8760355114
4396.84034745648,4099.67368651711,4317.38609863592,170812.095398306,348626.929984211,338124.920515124,349856.246739323,350069.744500635,172043.879167964,5405.74157793204,4470.83695048692,4460.3723402463
122582.23574229,114632.239750606,122338.187243788,119311.609863255,124032.277176601,122316.539733855,127808.197441678,128463.968641521,123095.107711718,125681.136481887,119290.905383782,122777.378074857
6669.80815903576,6162.36790045409,6215.84381879499,1588350.65128414,3275990.70874386,3174564.57372042,3283014.44854337,3284234.27469232,1595388.48644856,12434.1969520792,7687.80545407566,7032.80019053991
7255.34004097258,6750.81175902448,7040.85438665814,7222.89996793828,7704.66791299041,9464.60344976421,11023.1916230977,11599.5258998593,10548.0833499577,9978.85506715933,7603.9273759448,7426.84378363835
5622.92041755191,5193.12166789761,5228.40378853315,1775113.78552359,3663005.68248411,3548538.51691252,3669109.64683368,3670169.73384408,1781229.99941648,10632.4487734111,6513.20404244076,5938.37777826385
97.78980225,91.48078275,97.78980225,94.6352925,97.78980225,94.6352925,97.78980225,97.78980225,94.6352925,97.78980225,94.6352925,97.78980225
2443.87207258669,2257.59697966344,2275.50617691829,2523.2909435062,2796.58325908942,4282.97233453895,5401.54170507456,5853.94975549414,5133.47706604588,4581.76352372334,2822.38796716625,2578.49823831652
3617.55670262162,3346.51913516509,3395.97886988506,174961.155993135,358002.594344408,348529.00890615,361430.848294169,362026.239628777,178396.289823388,6431.12742303567,4102.75713791193,3794.73138466532
9813.58290837894,9032.29981542542,8941.6240799664,10316.6026995347,11640.2570797126,19429.907493317,25131.210848035,27474.2102544302,23834.630351827,20885.6193062834,11865.6117152676,10510.8053077101
2416.64433445033,2225.01385187854,2206.4192370706,2536.28656157533,2857.04672850461,4733.46070018916,6109.65106861363,6674.53700395856,5795.41828544212,5086.05928168926,2909.74521646089,2584.74131565937
19483.6157332815,18203.6528931738,19348.507298686,667309.567371156,1359643.41008248,1317049.11923321,1361733.80883234,1362096.85232905,669404.16117009,21199.207635973,19222.1216418975,19591.649075991
118676.520736675,109527.930090986,117032.975913534,203400.69138799,304623.435384567,300957.930293401,316704.676181745,318129.786812741,214024.57956396,124710.000780235,115279.841877816,119475.418369454
32214.3801135783,30057.066524828,31749.6070985699,2417670.62110452,4964375.72134465,4808586.76757604,4971566.69304415,4972815.56267284,2424876.02377285,38116.016258837,32437.7197298275,32586.0148124992
