"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
195.5796045,182.9615655,195.5796045,189.270585,195.5796045,189.270585,195.5796045,195.5796045,189.270585,195.5796045,189.270585,195.5796045
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1271.26742925,1189.25017575,1271.26742925,1230.2588025,1271.26742925,1230.2588025,1271.26742925,1271.26742925,1230.2588025,1271.26742925,1230.2588025,1271.26742925
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1955.796045,1829.615655,1955.796045,1892.70585,1955.796045,1892.70585,1955.796045,1955.796045,1892.70585,1955.796045,1892.70585,1955.796045
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
5476.228926,5122.923834,5476.228926,5299.57638,5476.228926,5299.57638,5476.228926,5476.228926,5299.57638,5476.228926,5299.57638,5476.228926
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
9290.03121375,8690.67436125,9290.03121375,8990.3527875,9290.03121375,8990.3527875,9290.03121375,9290.03121375,8990.3527875,9290.03121375,8990.3527875,9290.03121375
0,0,0,0,0,0,0,0,0,0,0,0
97.78980225,91.48078275,97.78980225,94.6352925,97.78980225,94.6352925,97.78980225,97.78980225,94.6352925,97.78980225,94.6352925,97.78980225
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
3129.273672,2927.385048,3129.273672,3028.32936,3129.273672,3028.32936,3129.273672,3129.273672,3028.32936,3129.273672,3028.32936,3129.273672
0,0,0,0,0,0,0,0,0,0,0,0
8018.7637845,7501.4241855,8018.7637845,7760.093985,8018.7637845,7760.093985,8018.7637845,8018.7637845,7760.093985,8018.7637845,7760.093985,8018.7637845
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
391.159209,365.923131,391.159209,378.54117,391.159209,378.54117,391.159209,391.159209,378.54117,391.159209,378.54117,391.159209
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
