0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1236343.7088413436,1266767.580068514,1230666.6480597584
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
662545.7571487623,648519.9747728672,651827.593907403
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
327186.5483523491,319174.7464035293,269625.6604734081
0,0,0
0,0,0
547516.8399413484,547233.5169291625,547074.4907459711
0,0,0
0,0,0
0,0,0
0,0,0
96035.52,96035.52,96035.52
0,0,0
0,0,0
19340.013015308443,19812.240814091598,18940.07028477821
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5269.23,5269.23,5269.23
0,0,0
0,0,0
0,0,0
14793.619104008074,13919.376922917289,12987.726366151963
0,0,0
0,0,0
232.66266340908695,302.5067741939065,1728.7499999999998
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
98317.47000000002,98317.47000000002,98317.47000000002
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1645.7699999999998,1645.7699999999998,1645.7699999999998
0,0,0
3817.256615498532,3819.8309576254737,2070.901653549687
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
